CASRN,LD50_xgboost_maccs
107-41-5,1.2518953
10141-15-8,0.89585644
32568-89-1,0.32464185
3407-42-9,0.22767681
5585-52-4,0.6173738
5076-19-7,1.0685767
302-95-4,-0.019384542
1403-66-3,0.6074949
26419-73-8,-2.0497258
1215-83-4,0.33462587
523-86-4,-0.68791187
6970-59-8,1.2120368
83805-11-2,-2.0250847
6754-13-8,-1.2361385
551-36-0,0.7761417
2275-23-2,-0.5700281
5588-10-3,0.25592
101-40-6,0.55604875
300-42-5,0.49519727
1199-85-5,0.35432857
6988-20-1,-0.27387145
926-93-2,-0.39870283
894079-42-6,0.69261247
57-92-1,0.78330535
66637-32-9,-1.1815875
106358-90-1,-1.2869661
59375-71-2,-1.6201493
59375-66-5,-1.5468844
54266-57-8,-1.2852181
1563-67-3,-0.2684624
54266-46-5,-1.0956498
67151-63-7,0.6948836
97-84-7,0.6377852
13115-40-7,0.4230648
5585-67-1,-0.241593
5585-73-9,0.37124738
521-78-8,0.36770096
84-96-8,0.42608932
70133-85-6,0.12022728
108-16-7,0.7288776
5636-83-9,0.15676762
1225-60-1,0.33049315
22212-93-7,-1.0253305
23915-73-3,-0.047694165
2449-49-2,0.5521316
20170-20-1,0.47657695
1892-80-4,0.4573144
603-00-9,0.47797373
66637-35-2,-0.5721184
801-52-5,-0.1063665
61738-05-4,0.27249306
34769-67-0,0.35284197
2079-54-1,0.25200182
56393-22-7,0.11909894
64399-29-7,0.34254387
67055-59-8,0.24337326
7635-51-0,0.28130567
3766-60-7,0.9070132
68690-89-1,0.29796126
25724-11-2,1.26175
32358-07-9,-0.38669235
10143-67-6,1.4579407
2801-68-5,0.39555815
90-87-9,1.2493382
33419-42-0,-0.19964568
67329-03-7,-0.5460177
106065-10-5,1.2204844
74150-27-9,0.36543968
10024-70-1,1.2552898
1589-47-5,1.3946334
60676-84-8,0.5646651
73573-87-2,0.38422447
6142-38-7,1.345595
16777-42-7,0.52010137
22204-53-1,1.0085436
97699-81-5,0.24311817
110599-10-5,0.87562454
110599-11-6,0.54534644
38835-17-5,0.7393214
108912-17-0,0.8289396
52756-25-9,0.7239182
51338-27-3,0.5826368
69806-40-2,0.53104407
34885-03-5,1.3203814
55066-48-3,1.2302681
589-92-4,1.2804614
15520-10-2,0.61630225
6280-15-5,1.2018803
2470-73-7,0.52199835
19142-68-8,0.30850026
9046-10-0,1.2215729
1982-49-6,0.81393564
77287-90-2,0.072656184
31291-71-1,1.2265195
18069-17-5,1.2997553
1123-85-9,1.2051336
116287-13-9,0.24024954
112344-52-2,-0.16405235
37795-71-4,0.7120604
62571-86-2,1.0121877
13330-31-9,0.60227716
357-56-2,0.2852436
590-88-5,0.8128695
78-90-0,0.6252489
10171-78-5,1.3824625
29670-17-5,0.28079614
52663-81-7,0.38192692
59182-63-7,0.49930546
5586-87-8,0.21164192
49561-54-8,0.31185186
30007-14-8,0.43404078
1944-12-3,0.5837766
136-69-6,0.42031142
10138-74-6,1.1684405
109-07-9,0.8964896
17590-01-1,0.56621057
75-55-8,0.47987622
94-91-7,0.50114703
114460-08-1,0.27790362
537-61-1,0.40442416
3478-94-2,0.44546437
59-96-1,0.0461155
23256-30-6,0.53371495
74277-10-4,0.98952115
2425-66-3,0.033218253
107-89-1,1.1655349
57-55-6,1.3474157
4189-47-3,0.19320047
770-35-4,1.1008145
999-61-1,1.1368064
29053-27-8,0.40976292
2568-25-4,1.0637667
4353-02-0,0.447541
709-90-0,0.64161026
159264-96-7,0.51051193
303-47-9,-0.44439867
19224-26-1,1.1850253
119446-68-3,0.5301436
6423-43-4,0.559914
75-56-9,1.0589168
1072-43-1,0.5620175
78-89-7,0.7363642
78-87-5,0.81513435
16529-56-9,0.5866197
93-53-8,1.2194909
64037-53-2,0.7079618
21267-72-1,0.28358325
3626-56-0,1.009396
78-97-7,0.50285655
1967-16-4,0.5886127
74068-00-1,0.3573041
14838-15-4,0.8496223
50901-84-3,0.22923905
117-27-1,0.6004997
1193-81-3,1.1992277
69056-38-8,0.7072995
65489-05-6,0.46578038
78168-92-0,0.44540438
19408-46-9,0.7689644
56180-94-0,1.1854144
3094-09-5,0.8279587
70886-61-2,0.67322737
598-77-6,0.8065357
55418-56-9,0.030832583
47073-92-7,0.5466762
95719-25-8,0.85140157
80382-23-6,0.98623043
5005-84-5,0.17840014
55843-86-2,0.6854354
40828-46-4,0.74343735
81265-54-5,0.39875257
56355-17-0,0.600018
52549-17-4,0.72756886
34691-31-1,1.0855974
56427-43-1,-0.07420099
30087-33-3,0.584786
53716-49-7,0.5599668
66934-18-7,-0.018673975
51234-28-7,0.40381187
55690-47-6,-0.114320874
55689-71-9,-0.7736538
5104-49-4,0.236559
31793-07-4,0.24049672
41363-50-2,0.85371894
72619-41-1,-0.21637592
158836-71-6,-0.04323352
67700-30-5,0.5053042
188416-20-8,0.504011
1331-41-5,1.0660269
2126-84-3,0.33880895
7654-03-7,0.74535507
33368-94-4,0.41293582
119-51-7,0.7614272
55294-15-0,0.5328941
98-85-1,1.1286488
42818-60-0,0.6252141
54335-70-5,-0.92875296
52570-16-8,0.87264186
87757-18-4,0.6641964
26129-32-8,0.7362474
40843-25-2,0.54001147
105512-06-9,0.26673517
1953-02-2,1.0074493
598-78-7,0.6703171
1501-84-4,0.7097261
76-00-6,0.66633344
66941-48-8,0.31517708
20602-57-7,0.8974254
35782-82-2,0.893917
20866-13-1,0.617381
14689-97-5,0.3020904
2592-62-3,-0.16196708
497-26-7,1.2126514
75-34-3,0.78804374
50765-96-3,-0.23933212
22094-93-5,0.5902419
4957-16-8,1.2256458
4474-24-2,1.3735867
465-42-9,0.41175693
85801-02-1,-0.110538244
70-38-2,0.8549134
50765-94-1,-0.21699938
59263-66-0,0.5251836
33089-61-1,0.45909074
90268-24-9,0.5053195
50765-93-0,0.12754913
627-70-3,0.8374676
4602-84-0,1.4506398
64218-02-6,1.3777554
105-87-3,1.6486982
94238-00-3,0.8889987
3772-23-4,0.6773297
6358-37-8,0.56694025
95-93-2,1.2520595
527-53-7,1.2520595
5384-21-4,0.8693034
89269-64-7,0.67151856
89427-45-2,-1.0258888
73840-50-3,0.76750654
1124-11-4,0.78622115
10543-57-4,0.86809486
1709-70-2,0.87904567
40580-62-9,0.03701255
121-21-1,0.36571667
23031-36-9,0.63970053
97-11-0,0.6875286
27223-49-0,0.53873444
477-33-8,-0.006961807
29171-21-9,1.1883632
82508-32-5,0.13561547
2686-99-9,-0.17879225
3971-89-9,-0.25972638
98124-08-4,0.4254421
86780-90-7,0.6994596
5585-39-7,1.015885
459-80-3,1.3432105
1786-08-9,1.3742713
110-93-0,1.4199321
586-62-9,1.5001259
68555-58-8,1.3582697
137927-76-5,0.47190195
1191-16-8,1.4636141
13884-43-0,0.6977386
97-36-9,0.8657563
78-32-0,0.3078961
95-63-6,1.3334752
938-18-1,0.9560345
88-05-1,0.79338133
108-75-8,0.927981
78-30-8,0.553573
27945-43-3,0.38692164
700-13-0,0.97230315
14667-55-1,0.75800645
28730-17-8,0.7926503
73622-67-0,0.67062706
18869-73-3,0.12935445
2169-64-4,0.8516996
96-69-5,0.5994332
96-66-2,0.42540547
41208-07-5,0.08175813
1445-23-4,0.84754515
1218-35-5,-0.184611
59708-57-5,0.7351188
2487-01-6,-0.2544803
79006-76-1,-0.8952521
96515-74-1,-0.0466051
50588-13-1,0.10712063
50700-72-6,-0.11341904
34388-29-9,0.7773549
121-29-9,0.26524428
26002-80-2,0.8742826
70-43-9,-0.48695633
23031-38-1,0.784788
72963-72-5,0.24269485
14297-81-5,0.6148994
124416-41-7,-0.48729715
14901-07-6,1.197353
25812-30-0,1.0366867
80-26-2,1.4292842
78-70-6,0.75829047
315-18-4,-0.74759954
2032-65-7,-0.5111417
2635-10-1,-0.43485114
2655-14-3,0.13480398
2425-10-7,-0.22588272
671-04-5,-0.07824572
66871-56-5,0.8770372
6392-46-7,-0.5685095
79006-73-8,-0.44010183
23103-98-2,-0.37622607
548-84-5,-0.01370046
38035-28-8,-0.07702892
59669-26-0,-0.46645263
68789-90-2,-0.56929916
50765-87-2,-0.15933478
100751-82-4,0.4578957
88296-62-2,0.15879232
68789-93-5,-0.8801816
123252-99-3,0.045606885
50528-97-7,0.6268566
61676-87-7,0.5463989
58011-68-0,0.18234831
25505-97-9,0.48394093
24303-87-5,-0.25610197
55-37-8,-0.3203933
64011-88-7,-0.8361601
18694-40-1,0.5860516
73590-58-6,0.3388692
21829-25-4,0.7530177
71653-63-9,0.2788971
88046-00-8,0.77759796
484-12-8,0.22752135
50563-36-5,0.69129366
77732-09-3,0.29105064
24280-93-1,-0.25412554
132203-70-4,0.3682291
62751-73-9,-0.25890085
67369-99-7,-0.19735728
6962-44-3,0.76591563
38168-64-8,-0.17272761
139958-16-0,0.61068666
60568-05-0,0.793721
4619-66-3,1.1811371
99522-79-9,0.49705267
73698-59-6,0.5333729
89226-75-5,0.07518525
91599-74-5,-0.17069712
68483-33-0,-0.05676938
30748-29-9,0.42675704
59204-74-9,1.0330114
63704-66-5,-0.5015723
5205-11-8,1.3311011
107-86-8,1.2619168
4479-75-8,1.0229601
101030-72-2,0.8924835
541-47-9,1.2018528
26485-81-4,0.54211813
137927-77-6,0.419749
137927-78-7,0.19610384
1752-30-3,-0.016524188
67-64-1,1.2020189
2082-81-7,1.3313242
109-16-0,1.051865
99-48-9,0.5536943
814-78-8,0.91641384
110-13-4,1.2109847
123-54-6,1.1128297
86-92-0,0.5911448
93-68-5,0.9933753
20139-55-3,0.6643773
5185-97-7,1.5312775
128-80-3,0.89289147
108-38-3,1.2963996
68908-87-2,1.2252545
6613-44-1,0.9680844
108-69-0,0.7608585
1665-48-1,0.6212021
17291-89-3,0.77894104
13730-09-1,0.99641687
95-78-3,0.81349254
21436-96-4,0.78848666
73839-60-8,0.4340387
3761-53-3,1.1460639
89-87-2,0.8746236
105-67-9,0.90843105
80567-67-5,0.83028793
589-93-5,0.9096549
108-47-4,0.9096549
95-47-6,1.2605104
95-64-7,0.7939273
95-65-8,0.9042829
72364-91-1,0.76118964
1799-79-7,-0.96986043
17291-84-8,0.93958014
87-62-7,0.81349254
88069-67-4,0.087635085
5294-61-1,0.37620702
77191-36-7,0.6533611
7361-61-7,0.27957833
72-57-1,1.1722187
30544-72-0,0.509315
67129-08-2,0.49320287
576-26-1,0.9623398
47465-97-4,0.06030836
3875-72-7,0.2895809
6360-54-9,1.1716435
21894-02-0,1.0645232
4418-66-0,0.11078276
5825-79-6,0.46318924
122-00-9,1.1455538
625-84-3,0.88792264
67-51-6,0.77368015
123-32-0,0.79083824
147160-51-8,0.874844
147160-52-9,0.9814586
53112-28-0,0.5792979
108-50-9,0.7290025
25724-50-9,0.43351537
95-26-1,0.7680544
2216-45-7,1.3376313
64039-28-7,0.8420708
5724-56-1,0.9062245
61-68-7,1.0605894
50892-23-4,0.14704224
89427-22-5,-0.9364923
1901-26-4,1.0383668
28802-49-5,0.77804667
47000-92-0,0.5524528
72-44-6,0.42805162
963-34-8,0.49107793
3214-64-0,0.4229062
28562-70-1,0.95699733
21312-10-7,0.96902174
65183-11-1,0.53730685
6358-85-6,0.61641914
13051-49-5,0.7797657
57-97-6,1.2011503
62450-06-0,0.4567897
5910-89-4,0.79012895
74050-94-5,0.915818
10049-83-9,1.1164167
73840-49-0,0.48432797
15911-15-6,0.50529194
431-03-8,1.204049
55290-64-7,0.60020006
6092-18-8,0.5959894
67-03-8,0.5893425
21452-18-6,0.9466717
17433-39-5,0.8756698
10268-78-7,0.9205299
4321-69-1,1.037293
5003-48-5,0.87531936
19249-34-4,0.99975544
13256-19-4,0.7523262
111-21-7,1.411151
111-55-7,1.4533217
7250-71-7,1.1357065
869-29-4,0.9025594
10140-75-7,0.76192695
5459-90-5,0.30801412
108-24-7,1.2605219
115-33-3,0.24963088
14008-48-1,0.29103878
1466-82-6,0.8777957
2678-29-7,1.011715
128-37-0,0.8849557
66575-29-9,-0.9807737
356-12-7,-1.0254595
27726-31-4,0.31315893
98-51-1,1.2871248
15148-80-8,0.5136388
36556-75-9,0.5206878
75-97-8,1.2545015
3204-27-1,-0.4062605
5902-51-2,0.63288915
540-88-5,1.2949114
26944-48-9,0.55041665
4785-72-2,-0.523748
22791-20-4,-0.5314761
20417-83-8,-1.1194433
16339-21-2,0.30532357
3056-93-7,-0.27030492
2889-58-9,0.88265914
2094-99-7,0.8556224
78-59-1,1.1991304
471-01-2,1.2172658
19213-12-8,0.40873083
17191-84-3,0.17304248
2873-97-4,0.64509207
74277-15-9,0.5336434
123-42-2,1.1566075
5986-38-9,0.74838215
1118-39-4,1.1207626
103-07-1,1.1920781
151-05-3,1.1493607
13466-78-9,1.1655362
147-47-7,0.61603624
15545-38-7,1.1781381
80-56-8,1.1764022
15440-51-4,0.91574025
15545-42-3,0.8348695
82657-04-3,-0.39101112
79538-32-2,-0.08653091
128-51-8,1.3364828
4478-63-1,1.100306
18172-33-3,-1.1452795
642-78-4,1.0388508
1847-24-1,0.74713486
13412-64-1,1.1544384
23930-19-0,0.47811392
507-59-5,-1.6434678
507-60-8,-1.3861334
18470-08-1,-0.0154542625
13265-01-5,0.25923374
1920-21-4,1.2406185
17702-57-7,-0.71606106
14144-91-3,-0.68003213
64050-03-9,-0.7666289
82875-36-3,1.0771079
6923-22-4,-1.3779677
49564-57-0,0.7104916
5248-39-5,0.7651536
3566-00-5,-0.58848876
64748-15-8,0.25505307
14628-06-9,-0.03730563
4116-10-3,0.65186334
51481-61-9,0.59894204
34839-70-8,0.54566133
14260-40-3,0.35190067
21787-80-4,0.51458114
1129-41-5,-0.027151845
21124-13-0,0.29566056
57647-53-7,0.4051938
644-64-4,-0.19092134
58-15-1,0.49261045
98617-19-7,0.3255985
141-66-2,-1.7004626
1165-48-6,-0.28370646
69884-15-7,0.55625504
68104-02-9,0.29628855
2867-47-2,0.97096545
102410-39-9,0.5205707
341-69-5,0.4126821
74758-13-7,0.47169998
31635-40-2,0.43303412
99-97-8,0.61035347
55-80-1,0.470883
21540-35-2,0.3320032
7203-89-6,0.19143485
15545-48-9,0.6841297
28217-97-2,0.3511073
132147-50-3,0.5803847
535-89-7,0.41604096
20240-98-6,0.11003292
5810-11-7,0.6897522
32150-76-8,0.23103377
63979-29-3,0.2757149
3789-78-4,0.46175602
21677-26-9,0.51146406
127-19-5,1.0050746
1933-50-2,0.33367527
87344-16-9,0.32539257
6493-05-6,0.44914654
68-89-3,0.26090327
88338-63-0,0.36156273
25601-84-7,-1.251549
22787-53-7,-1.219582
54473-31-3,-0.56295085
98124-07-3,0.44377956
87344-06-7,0.28061998
550-28-7,0.4877006
36304-84-4,0.3238219
62783-50-0,0.1601755
62783-49-7,0.17793414
26155-31-7,0.15537435
62783-48-6,0.2744841
80-11-5,0.3462773
31642-65-6,0.32600698
93738-40-0,0.7565542
64092-48-4,0.2064333
30652-11-0,0.5022865
27223-35-4,-0.16391426
79442-83-4,0.6257338
60-80-0,0.59288013
64049-33-8,0.5026133
71561-11-0,0.48728508
34375-78-5,0.5049812
83-07-8,0.7106782
7417-67-6,0.43487102
3196-50-7,0.14033866
60-31-1,0.62276864
16006-75-0,0.66119564
64011-84-3,-0.73209304
298-01-1,-0.6861707
57846-35-2,-0.25789103
55-38-9,-0.2438849
14086-35-2,-0.3202549
3761-42-0,-0.46123976
83-79-4,0.3648628
4433-79-8,0.5863223
65008-94-8,0.25784406
30011-11-1,0.53493667
5826-85-7,-0.5291618
2255-17-6,-1.0947188
122-14-5,-0.4349335
51356-08-2,-0.96548957
22620-72-0,-1.4687951
2703-61-9,-0.8030993
72732-56-0,0.3543171
58186-27-9,0.9981996
153-87-7,0.032619376
82875-38-5,0.9610434
185119-76-0,1.0005355
13265-60-6,-0.23728384
1741-11-3,-0.6943783
3566-76-5,-0.15078196
3344-14-7,-0.78777504
30560-19-1,-0.0094726775
22502-03-0,1.3232228
3131-27-9,1.0145819
42924-53-8,0.9652991
122-48-5,1.0372952
39562-22-6,0.7551342
105-45-3,1.3052644
122-84-9,1.0885179
5437-98-9,0.7772982
3610-27-3,1.4930923
629-38-9,1.4847744
110-49-6,1.5499134
93-51-6,1.0831416
99-75-2,1.2996444
13684-63-4,0.33257094
80-48-8,0.6602809
80689-16-3,0.60119194
23287-26-5,0.91586804
14205-39-1,1.08187
73698-62-1,0.74356526
82-57-5,0.38024855
64037-75-8,0.74761444
64037-74-7,0.59935206
50-07-7,0.024915896
20168-99-4,-0.4186338
27035-30-9,-0.14755833
65189-78-8,-0.25237292
53164-05-9,-0.12488681
62751-72-8,-0.19086486
67369-98-6,-0.45617574
60051-79-8,-0.16412616
31230-24-7,0.7818732
94125-34-5,0.7067652
5652-84-6,0.7289314
38205-64-0,0.7981035
22862-76-6,0.582932
82273-25-4,1.0699265
93-28-7,1.0402771
2636-25-1,-0.16044737
23793-23-9,1.013602
161193-03-9,1.1065093
3120-74-9,0.37706804
14143-28-3,0.5500515
1671-49-4,0.9515827
122836-35-5,0.112437144
4786-19-0,0.48365033
563-47-3,0.4592959
78-85-3,0.97453874
126-98-7,0.62609535
30950-27-7,0.82886285
79-39-0,0.95782584
923-02-4,1.0614051
19243-95-9,0.79484296
2164-09-2,0.8405757
79-41-4,0.97922623
4513-53-5,0.82074267
30674-80-7,1.0011421
52628-03-2,1.1988282
1464-69-3,1.1959594
1888-94-4,0.24819605
96-05-9,1.2582015
2495-37-6,1.0734257
23395-20-2,0.16869861
58458-52-9,1.1521058
58458-54-1,0.9265947
58458-56-3,0.5650946
756-91-2,-0.28194505
89-25-8,0.58968234
123312-89-0,0.6657209
1071-73-4,1.3905333
853-34-9,0.506304
5471-51-2,1.0608162
123-76-2,1.2634511
2610-86-8,-0.18476808
152-72-7,-0.16143171
81-82-3,-1.6691395
53460-80-3,0.3337481
102-01-2,0.9729806
93-70-9,0.66319716
78-95-5,0.4274738
108-88-3,1.2705293
21173-27-3,1.0368825
72239-30-6,0.11833394
589-18-4,1.2078856
622-97-9,1.1691686
104-87-0,1.2240041
104-85-8,0.73197097
80834-73-7,0.10102584
80834-70-4,0.08497626
720-94-5,0.3150266
6138-79-0,0.14793974
56461-34-8,0.27718902
63980-34-7,0.6233268
637-60-5,0.22818644
622-58-2,1.1111066
1631-28-3,0.6275497
99-99-0,0.794944
26447-14-3,1.032487
137927-72-1,0.45601952
614-34-6,1.095131
607-88-5,0.84622675
1424-48-2,0.6652351
70-55-3,0.99253505
21187-98-4,1.0000317
1576-35-8,0.6962836
127-65-1,1.0240761
4083-64-1,1.1664543
80-41-1,0.41198033
6837-93-0,1.4371865
106-43-4,0.9247158
108-89-4,0.9183179
569-65-3,0.25461876
72619-36-4,-0.06978324
91-62-3,0.7684586
92-48-8,0.82411885
1711-06-4,0.91544104
108-44-1,0.7665287
85-72-3,0.9820934
63-99-0,1.0366046
621-29-4,1.1275191
104683-52-5,0.62352633
80834-68-0,0.30276674
91-99-6,0.9161776
29218-27-7,0.8937701
108-39-4,1.0267867
1596-09-4,0.40208337
57933-19-4,0.004861776
16154-78-2,0.41828167
1147-41-7,0.9054193
53988-10-6,0.61881936
399-77-9,-1.0306504
5504-68-7,0.80204034
610-39-9,0.53439844
119-33-5,0.540437
2445-83-2,0.7391282
92-36-4,0.51546705
88-44-8,1.686749
57524-15-9,-0.2285655
695-34-1,0.38632318
108-99-6,0.9183179
1603-41-4,0.44147772
53179-13-8,0.52912414
82159-09-9,0.7470369
618-85-9,0.282534
504-15-4,1.1964177
41621-49-2,0.6091544
182349-12-8,0.23602273
874-66-8,0.6825262
27776-01-8,1.1563938
72239-32-8,0.098402955
50454-68-7,0.6601475
529-19-1,0.8013665
73987-51-6,0.6709295
90-12-0,1.1231962
2853-69-2,0.28227133
7055-03-0,0.95355517
71753-20-3,0.32772264
65871-41-2,0.5148493
71077-34-4,1.3898041
95-80-7,0.6851183
99-55-8,0.87415284
95-79-4,0.77282614
136-80-1,1.0172777
93-69-6,0.45837957
614-68-6,1.1261857
131-79-3,0.713516
584-84-9,0.95929796
28005-74-5,0.8302084
4067-01-0,0.7275709
6422-83-9,0.48216408
119-32-4,0.73969346
121-14-2,0.30477634
95-48-7,0.90351635
2835-95-2,0.81211877
6775-25-3,0.39808506
59-47-2,1.1246551
6055-48-7,0.5816668
2210-79-9,1.0563277
55543-68-5,1.0719347
14491-59-9,0.6790387
88-19-7,1.1120472
95-49-8,0.92799765
95-73-8,0.93632895
7745-91-7,0.7391008
90-33-5,0.56146455
4394-77-8,-0.2853778
53083-96-8,0.15156525
2246-44-8,0.7290414
4934-55-8,0.7830167
95-69-2,0.73638725
21787-81-5,0.96187866
83-34-1,0.7474192
24283-57-6,0.14739947
64036-72-2,0.4399274
619-15-8,0.4756075
2581-34-2,0.67981035
89427-10-1,-0.8377416
83-40-9,1.0012189
1570-64-5,0.38613632
17514-68-0,0.4342133
69226-39-7,1.2492938
69226-40-0,1.0094987
14863-40-2,-1.4309604
644-62-2,0.76479363
88-51-7,1.2618022
89427-05-4,-1.5232884
89427-04-3,-1.5232884
1603-40-3,0.46770543
100299-08-9,0.8173767
2312-76-7,0.051016632
481-42-5,0.52569056
116288-88-1,0.44017577
616-02-4,0.6645302
30516-87-1,0.87997246
3056-17-5,1.0605475
626-48-2,1.1829743
56-04-2,0.907564
20344-15-4,0.41127607
18591-81-6,0.5396006
1824-81-3,0.4585627
72-80-0,0.20388032
1453-58-3,0.76379645
822-36-6,0.71625054
641571-11-1,0.06972109
100365-72-8,0.83523124
1131-18-6,0.44285673
70803-10-0,0.6933768
122-57-6,1.0119386
32979-83-2,0.8746198
25398-39-4,0.72766685
78-98-8,1.1999748
591-12-8,1.0109923
1013-99-6,0.789126
10004-44-1,1.0389326
59-63-2,0.30964935
723-46-6,0.9892666
554-14-3,0.7697531
101030-71-1,0.61212057
65489-04-5,0.3927568
21342-85-8,0.5298797
148-01-6,0.81252456
823-40-5,0.6047707
35572-78-2,0.63030374
87-60-5,0.7882344
13710-19-5,0.7109393
17737-65-4,0.51174057
606-20-2,0.4054616
19406-51-0,0.554313
497-56-3,0.18458666
83-42-1,0.81983155
608-25-3,0.94793165
4467-21-4,-0.23187345
321-55-1,-0.42300943
77605-73-3,0.5297531
89427-03-2,-1.4246887
89427-23-6,-1.1104722
89427-24-7,-1.3851105
89427-21-4,-1.4217086
89427-36-1,-1.3624934
89427-40-7,-1.0850914
58348-97-3,0.115831874
28782-19-6,0.20665231
89427-31-6,-1.1923013
63498-62-4,0.97174305
4228-99-3,-1.3624934
147-61-5,1.271402
78415-72-2,0.96210706
119615-63-3,0.27376625
15878-08-7,0.480321
520-09-2,0.5308492
6814-58-0,0.5188575
106266-06-2,0.007852316
144598-75-4,0.13448383
1003-52-7,0.38491288
17364-41-9,0.64296067
524-36-7,0.9277062
58-56-0,1.294239
876-85-7,1.1176533
13331-81-2,1.0596855
73987-24-3,0.6773575
73908-94-8,0.56293154
82-82-6,1.2328277
73839-78-8,1.0126143
2856-75-9,0.32251003
59035-98-2,0.5951605
7331-25-1,0.26055294
109293-97-2,0.6443615
39242-73-4,0.48475218
126055-15-0,0.61435723
63979-28-2,0.6273239
23696-28-8,0.6362725
98-86-2,1.1018583
735-52-4,0.764535
42018-31-5,0.903712
99-03-6,0.8492185
121-89-1,0.84317225
53944-40-4,0.85920936
72492-12-7,0.49476978
40187-51-7,1.0663426
110147-48-3,0.40530095
89-84-9,0.96549827
1122-62-9,0.8273858
25201-35-8,0.60647696
24691-76-7,0.51289314
5234-68-4,1.0041513
5259-88-1,0.35554802
24691-80-3,0.6119109
75706-12-6,0.32935697
118-71-8,0.787849
17334-68-8,0.7251036
25506-01-8,0.5576672
60583-65-5,0.89263535
62-55-5,0.2921179
4104-14-7,-0.25958878
364-98-7,0.59763575
142-26-7,1.4969355
616-91-1,1.2656446
103-84-4,1.0238805
3366-61-8,0.7623878
103-90-2,0.97174853
5221-42-1,0.8176655
83003-97-8,-0.6195665
13067-19-1,0.7836484
2621-62-7,0.9322446
38411-17-5,0.8395903
110882-70-7,0.46440828
5663-71-8,1.013296
17433-31-7,0.6031654
546-88-3,1.3324027
637-53-6,0.49748823
55661-38-6,0.004459909
13750-62-4,0.57015646
443-48-1,0.7975272
74298-63-8,0.24923061
59467-70-8,0.38686752
21721-92-6,0.51215315
1943-27-7,0.2527875
2532-91-4,0.49703246
41394-05-2,0.72729254
57726-65-5,0.25120494
109543-52-4,0.74608684
144-82-1,0.9648699
65277-42-1,0.4506352
1696-20-4,1.0907052
4091-14-9,0.86670077
507-09-5,0.9395721
20206-80-8,0.15190923
21722-83-8,1.3964653
103-45-7,1.3339144
22031-33-0,0.46098804
542-59-6,1.4031174
542-58-5,0.47837013
591-87-7,0.91409177
103-54-8,1.1771077
627-09-8,0.746123
1001-55-4,0.70848495
140-11-4,1.3019803
326-61-4,1.0132637
93793-83-0,0.64703256
1515-76-0,0.93727833
622-45-7,1.4116355
83145-58-8,0.6924351
15667-63-7,0.20581649
117568-24-8,0.8305637
13838-02-3,1.3162347
90-17-5,0.8225413
21757-82-4,0.7385695
74548-80-4,0.39405516
3061-65-2,-0.19421297
13031-41-9,0.48505434
50594-77-9,0.44797817
50-78-2,0.8907382
22494-27-5,0.28517503
322-79-2,0.2565819
79-21-0,1.4394246
63123-39-7,0.45514792
75-36-5,0.75848585
68515-88-8,1.0067356
71878-19-8,0.5335887
26741-53-7,-0.5279898
41484-35-9,0.71518856
6029-54-5,0.14809442
15721-78-5,0.6786449
732-26-3,0.8865926
61260-55-7,0.6553365
76505-58-3,0.378458
85438-51-3,0.23628591
64019-93-8,0.31998694
2655-19-8,-0.34215978
88-27-7,0.17855492
87-97-8,0.9155146
43064-33-1,1.242207
10537-47-0,0.013940453
69425-13-4,0.5162538
1421-49-4,0.86492425
728-40-5,0.33837256
96489-71-3,0.6782762
3006-86-8,1.3143215
76858-38-3,-0.8555405
121-54-0,0.38244635
140-66-9,0.9727817
9002-93-1,1.1668109
107-45-9,0.5784884
141-59-3,1.1521893
50539-70-3,-1.008097
3457-61-2,1.0815015
57910-39-1,0.48043707
98319-26-7,-0.369233
6320-14-5,0.31342477
63919-00-6,1.4421998
36768-62-4,0.24166468
826-36-8,0.5562624
2226-96-2,0.433754
2896-70-0,0.7352359
76505-59-4,0.34212634
78-67-1,0.37289602
64257-84-7,0.110342
2778-42-9,0.6983747
2997-92-4,0.23658566
721-26-6,1.1419189
80-43-3,1.045644
14929-11-4,0.82784706
52508-35-7,0.7600434
65323-13-9,0.7598926
34014-18-1,0.63857913
39196-18-4,-1.5057384
24814-29-7,0.5374962
98477-07-7,0.3152832
17578-44-8,-0.27797753
64632-00-4,0.37568748
55861-78-4,0.12698168
34205-21-5,0.102567986
4849-32-5,-0.26242363
83940-41-4,-0.03941342
124978-79-6,0.2868205
55511-98-3,0.2276772
79985-92-5,-0.11112363
18470-10-5,0.3526551
121-00-6,0.88757014
5902-52-3,0.009870508
60853-38-5,0.09667023
92929-94-7,0.36047345
1634-04-4,1.2412243
39195-82-9,0.5854135
21087-64-9,0.35067925
39196-10-6,0.68396884
39196-09-3,0.93880755
68955-53-3,0.58301127
68938-07-8,1.2975117
59354-78-8,1.2055992
61925-70-0,0.48426244
98-53-3,1.2369595
76738-62-0,0.79437727
75736-33-3,0.5749653
13221-27-7,0.30896243
66346-01-8,0.6907064
59997-51-2,0.76836723
24473-06-1,0.8083194
13547-70-1,0.65480685
98-06-6,1.2399287
18127-01-0,1.1924008
98-73-7,1.2266853
56488-59-6,0.97024804
2312-35-8,0.6431761
3671-67-8,-1.0981132
98-29-3,0.93640745
89427-06-5,-1.2088373
88-18-6,0.86169386
107551-67-7,0.77927315
109825-47-0,0.31550857
63938-45-4,0.676707
83-26-1,0.5917808
38083-17-9,0.35337216
43121-43-3,0.6974705
