CASRN,Toxic_xgboost_ecfp6counts-0,Toxic_xgboost_ecfp6counts-1
137521-54-1,0.7507433,0.24925666
4116-10-3,0.52626413,0.47373587
51481-61-9,0.097145915,0.9028541
34839-70-8,0.34519517,0.6548048
54903-57-0,0.6534451,0.3465549
14260-40-3,0.17075497,0.82924503
21787-80-4,0.22749305,0.77250695
1129-41-5,0.39395452,0.6060455
21124-13-0,0.13470584,0.86529416
57647-53-7,0.10577637,0.89422363
17526-94-2,0.7691591,0.2308409
644-64-4,0.09386277,0.9061372
58-15-1,0.18112594,0.81887406
98617-19-7,0.34849632,0.6515037
141-66-2,0.12521887,0.87478113
1165-48-6,0.13746184,0.86253816
69884-15-7,0.1467914,0.8532086
68104-02-9,0.06427407,0.9357259
2867-47-2,0.64687693,0.35312307
57614-25-2,0.030948281,0.9690517
102410-39-9,0.108706355,0.89129364
341-69-5,0.10324097,0.89675903
102410-37-7,0.089758694,0.9102413
74758-13-7,0.08567071,0.9143293
31635-40-2,0.22357452,0.7764255
99-97-8,0.13420051,0.8657995
55-80-1,0.57065487,0.42934513
21540-35-2,0.4060681,0.5939319
7203-89-6,0.048189998,0.95181
15545-48-9,0.26606095,0.73393905
28217-97-2,0.23905092,0.7609491
132147-50-3,0.12185043,0.87814957
535-89-7,0.1590082,0.8409918
20240-98-6,0.10214138,0.8978586
5810-11-7,0.323094,0.676906
32150-76-8,0.051059246,0.94894075
63979-29-3,0.062157393,0.9378426
3789-78-4,0.5000783,0.49992168
21677-26-9,0.7181748,0.28182518
127-19-5,0.1572451,0.8427549
1933-50-2,0.077469885,0.9225301
87344-16-9,0.20792145,0.79207855
6493-05-6,0.4426881,0.5573119
68-89-3,0.33559012,0.6644099
88338-63-0,0.057429373,0.9425706
25601-84-7,0.1121009,0.8878991
22787-53-7,0.10534835,0.89465165
54473-31-3,0.055146396,0.9448536
98124-07-3,0.13860792,0.8613921
87344-06-7,0.11696231,0.8830377
88149-59-1,0.1397205,0.8602795
365400-11-9,0.7444835,0.25551656
550-28-7,0.4050058,0.5949942
36304-84-4,0.083096206,0.9169038
62783-50-0,0.20741165,0.79258835
62783-49-7,0.08819896,0.91180104
26155-31-7,0.084011495,0.9159885
62783-48-6,0.035517454,0.96448255
86135-39-9,0.19055045,0.80944955
80087-26-9,0.096236706,0.9037633
98124-05-1,0.1250171,0.8749829
2398-96-1,0.45286763,0.5471324
80-11-5,0.1244328,0.8755672
31642-65-6,0.07123327,0.9287667
93738-40-0,0.30900675,0.69099325
64092-48-4,0.4131142,0.5868858
30652-11-0,0.3970437,0.6029563
27223-35-4,0.276231,0.723769
79442-83-4,0.4211536,0.5788464
60-80-0,0.1268208,0.8731792
34552-84-6,0.1506542,0.8493458
116337-71-4,0.82061917,0.17938083
64049-33-8,0.27839822,0.7216018
71561-11-0,0.7983604,0.20163961
34375-78-5,0.082913876,0.9170861
83-07-8,0.30838388,0.6916161
40373-39-5,0.042667806,0.9573322
40374-17-2,0.19224292,0.8077571
80086-85-7,0.06780994,0.93219006
7417-67-6,0.24890524,0.75109476
3196-50-7,0.22921199,0.770788
5039-78-1,0.7733724,0.2266276
60-31-1,0.4140041,0.5859959
12225-18-2,0.9412645,0.05873552
10605-03-5,0.66869295,0.33130705
86135-92-4,0.2227279,0.7772721
16006-75-0,0.86552334,0.13447669
64011-84-3,0.16572481,0.8342752
298-01-1,0.08079308,0.9192069
57846-35-2,0.11362922,0.8863708
55-38-9,0.033758998,0.966241
14086-35-2,0.03945571,0.9605443
3761-42-0,0.04718578,0.9528142
83-79-4,0.60399085,0.39600915
82230-53-3,0.15828031,0.8417197
4433-79-8,0.87775207,0.12224792
65008-94-8,0.5216665,0.47833344
30011-11-1,0.6738175,0.3261825
143390-89-0,0.68494606,0.3150539
5826-85-7,0.062354684,0.9376453
2255-17-6,0.050551176,0.9494488
122-14-5,0.02299714,0.97700286
51356-08-2,0.062191606,0.9378084
22620-72-0,0.1604926,0.8395074
2703-61-9,0.24224973,0.7577503
10420-33-4,0.43054497,0.569455
72732-56-0,0.40423906,0.59576094
58186-27-9,0.6593096,0.34069037
153-87-7,0.09418094,0.90581906
82875-38-5,0.67294776,0.3270522
185119-76-0,0.9460797,0.05392031
79277-27-3,0.9383274,0.061672628
13265-60-6,0.06874287,0.9312571
1741-11-3,0.05532819,0.9446718
3566-76-5,0.13864863,0.8613514
3344-14-7,0.04838729,0.9516127
30560-19-1,0.06318301,0.936817
22502-03-0,0.73484933,0.26515067
3131-27-9,0.7629169,0.23708305
104-20-1,0.6713171,0.3286829
42924-53-8,0.7084135,0.29158652
122-48-5,0.46717185,0.53282815
39562-22-6,0.61418045,0.38581952
105-45-3,0.71924347,0.28075653
122-84-9,0.61685836,0.38314167
5437-98-9,0.40653455,0.59346545
52793-11-0,0.511061,0.488939
3610-27-3,0.8529651,0.14703487
629-38-9,0.8156983,0.18430169
110-49-6,0.7803135,0.21968651
93-51-6,0.5623124,0.43768758
99-75-2,0.65062904,0.34937096
13684-63-4,0.9640698,0.035930205
80-48-8,0.61326844,0.38673156
55232-81-0,0.35914713,0.64085287
80689-16-3,0.46664864,0.53335136
25956-17-6,0.9891345,0.010865496
23287-26-5,0.58941174,0.4105883
14205-39-1,0.4721585,0.5278415
68779-00-0,0.7588621,0.2411379
943-88-4,0.90263987,0.09736012
73698-62-1,0.5782622,0.42173776
82-57-5,0.51948154,0.48051843
17392-83-5,0.62555605,0.37444395
64037-75-8,0.62517416,0.37482587
64037-74-7,0.69933516,0.30066484
13515-40-7,0.91081,0.08919001
82199-12-0,0.7257268,0.27427322
61320-65-8,0.38269866,0.61730134
50-07-7,0.7059406,0.29405943
75511-23-8,0.25473762,0.7452624
82875-41-0,0.7664826,0.2335174
20168-99-4,0.36596757,0.6340324
67370-00-7,0.07309735,0.92690265
27035-30-9,0.11070627,0.88929373
65189-78-8,0.04063815,0.95936185
53164-05-9,0.067005575,0.9329944
62751-72-8,0.04056567,0.95943433
67369-98-6,0.03938204,0.96061796
60051-79-8,0.04906118,0.9509388
31230-24-7,0.55663353,0.44336647
79510-48-8,0.78630537,0.21369462
94125-34-5,0.8230605,0.1769395
82097-50-5,0.47738463,0.5226154
5652-84-6,0.29347444,0.70652556
38205-64-0,0.1657871,0.8342129
22862-76-6,0.46895027,0.5310497
82273-25-4,0.6209383,0.3790617
93-28-7,0.3350991,0.6649009
64485-93-4,0.99201316,0.007986854
2636-25-1,0.06782484,0.93217516
23793-23-9,0.87183416,0.12816583
161193-03-9,0.5299853,0.4700147
3120-74-9,0.2691033,0.7308967
66505-63-3,0.4243452,0.5756548
14143-28-3,0.33916026,0.66083974
1671-49-4,0.44064832,0.5593517
106904-09-0,0.79764616,0.20235385
122836-35-5,0.840499,0.15950103
763-32-6,0.58135873,0.41864127
4786-19-0,0.42196435,0.57803565
62599-49-9,0.8724274,0.1275726
563-47-3,0.07697117,0.9230288
78-85-3,0.40652674,0.59347326
126-98-7,0.28381318,0.7161868
30950-27-7,0.22469026,0.77530974
79-39-0,0.25328124,0.74671876
923-02-4,0.5099408,0.4900592
19243-95-9,0.303276,0.696724
2164-09-2,0.22079235,0.77920765
79-41-4,0.5097916,0.49020836
4513-53-5,0.6940305,0.30596948
3683-12-3,0.8966485,0.10335145
2144-53-8,0.60534275,0.39465728
30674-80-7,0.44472456,0.55527544
52628-03-2,0.8012965,0.19870354
1464-69-3,0.64842975,0.35157025
70293-55-9,0.9005128,0.09948721
1888-94-4,0.6067633,0.3932367
96-05-9,0.45545202,0.544548
2495-37-6,0.8242208,0.1757792
23395-20-2,0.606742,0.39325795
1637-39-4,0.46499902,0.535001
58458-52-9,0.5753376,0.4246624
58458-54-1,0.8500625,0.14993751
58458-56-3,0.63401246,0.3659875
756-91-2,0.6025288,0.39747116
50370-12-2,0.97131217,0.028687865
89-25-8,0.44296688,0.5570331
119-17-5,0.78004366,0.21995632
123312-89-0,0.16536993,0.8346301
1071-73-4,0.7387698,0.26123017
853-34-9,0.071549475,0.9284505
5471-51-2,0.68240464,0.3175954
123-76-2,0.78514767,0.21485236
2610-86-8,0.2554745,0.7445255
152-72-7,0.1540398,0.8459602
81-82-3,0.10515857,0.89484143
53460-80-3,0.39899868,0.6010013
102-01-2,0.3908903,0.6091097
93-70-9,0.698045,0.30195498
33353-01-4,0.59260654,0.4073935
34580-66-0,0.036226988,0.963773
78-95-5,0.20744073,0.79255927
108-88-3,0.4642231,0.5357769
21173-27-3,0.7752281,0.2247719
72239-30-6,0.055595875,0.9444041
589-18-4,0.5015563,0.4984437
622-97-9,0.17651886,0.82348114
104-87-0,0.51794696,0.48205304
104-85-8,0.30038524,0.69961476
77054-11-6,0.7434589,0.25654107
80834-73-7,0.109348714,0.8906513
80834-70-4,0.118711114,0.8812889
720-94-5,0.6328205,0.3671795
6138-79-0,0.05922228,0.9407777
134308-13-7,0.5835322,0.41646782
56461-34-8,0.21989745,0.78010255
58955-82-1,0.09882492,0.9011751
63980-34-7,0.50379616,0.49620384
637-60-5,0.28998262,0.7100174
622-58-2,0.54589456,0.45410544
1631-28-3,0.4642532,0.5357468
99-99-0,0.35715014,0.64284986
26447-14-3,0.41953814,0.58046186
101-94-0,0.7215557,0.2784443
137927-72-1,0.077548504,0.9224515
614-34-6,0.57624674,0.4237533
607-88-5,0.7579933,0.24200673
78-31-9,0.7748455,0.22515449
72051-45-7,0.23171943,0.76828057
1424-48-2,0.4568783,0.5431217
70-55-3,0.3757224,0.6242776
78521-39-8,0.63983786,0.3601621
123199-94-0,0.9204393,0.07956071
1156-19-0,0.77553636,0.22446363
21187-98-4,0.789416,0.21058398
1576-35-8,0.62758934,0.37241068
127-65-1,0.66365826,0.33634174
4083-64-1,0.3640384,0.6359616
80-41-1,0.29828513,0.7017149
6837-93-0,0.9686384,0.031361565
106-43-4,0.15109736,0.84890264
108-89-4,0.22130895,0.77869105
569-65-3,0.11851025,0.88148975
72619-36-4,0.32248467,0.6775153
91-62-3,0.2227096,0.7772904
92-48-8,0.40256262,0.5974374
98519-19-8,0.027303338,0.97269666
1711-06-4,0.5016855,0.49831453
108-44-1,0.20047241,0.7995276
85-72-3,0.83349186,0.16650814
63-99-0,0.5993726,0.40062734
621-29-4,0.28638518,0.7136148
104683-52-5,0.14616984,0.85383016
80834-68-0,0.32658768,0.6734123
91-99-6,0.6275748,0.37242523
29218-27-7,0.36365557,0.63634443
108-39-4,0.44503695,0.55496305
88599-49-9,0.9625249,0.037475083
88599-68-2,0.92015094,0.07984908
122277-25-2,0.9138164,0.0861836
1596-09-4,0.30452514,0.69547486
57933-19-4,0.2601428,0.7398572
16154-78-2,0.27570307,0.7242969
1147-41-7,0.81873953,0.18126044
956317-36-5,0.49972522,0.5002748
122277-24-1,0.9439692,0.056030806
53988-10-6,0.21633154,0.78366846
399-77-9,0.018312752,0.98168725
1435-71-8,0.2705869,0.7294131
5504-68-7,0.6176636,0.38233635
610-39-9,0.15176088,0.8482391
119-33-5,0.20171672,0.7982833
2445-83-2,0.57556427,0.42443576
92-36-4,0.48831576,0.51168424
88-44-8,0.50542647,0.49457353
57524-15-9,0.0905537,0.9094463
695-34-1,0.10779381,0.8922062
125055-80-3,0.23285806,0.76714194
108-99-6,0.20766467,0.79233533
1603-41-4,0.15037799,0.849622
53179-13-8,0.5409,0.45910004
125055-79-0,0.31623703,0.68376297
82159-09-9,0.40511203,0.594888
618-85-9,0.2791379,0.7208621
504-15-4,0.55709994,0.44290003
41621-49-2,0.4838819,0.5161181
182349-12-8,0.34445727,0.65554273
874-66-8,0.44571054,0.55428946
27776-01-8,0.5206022,0.4793978
72239-32-8,0.07610625,0.92389375
898566-17-1,0.53519404,0.46480596
50454-68-7,0.31117857,0.68882143
529-19-1,0.23495042,0.7650496
73987-51-6,0.4588117,0.5411883
90-12-0,0.25524366,0.74475634
2853-69-2,0.07761055,0.92238945
7055-03-0,0.5609102,0.43908978
71753-20-3,0.13678122,0.8632188
65871-41-2,0.16484177,0.8351582
71077-34-4,0.9095632,0.09043679
95-80-7,0.16409737,0.83590263
99-55-8,0.36670786,0.63329214
95-79-4,0.20870656,0.79129344
136-80-1,0.44469362,0.5553064
93-69-6,0.30597532,0.6940247
135-63-7,0.66741323,0.3325868
614-68-6,0.36291426,0.63708574
131-79-3,0.66342485,0.33657515
584-84-9,0.677276,0.32272395
28005-74-5,0.57410854,0.42589146
4067-01-0,0.22000831,0.7799917
6422-83-9,0.6610626,0.33893737
96-98-0,0.6895436,0.31045642
119-32-4,0.115804195,0.8841958
121-14-2,0.20822883,0.7917712
95-48-7,0.2324354,0.7675646
2835-95-2,0.16951382,0.8304862
6775-25-3,0.33082658,0.6691734
59-47-2,0.3704934,0.6295066
6055-48-7,0.50559235,0.49440768
2210-79-9,0.57872444,0.42127556
55543-68-5,0.37342817,0.62657183
14491-59-9,0.21313334,0.78686666
88599-47-7,0.9560516,0.0439484
88599-48-8,0.93784505,0.06215497
88-19-7,0.2576152,0.7423848
95-49-8,0.2507552,0.7492448
95-73-8,0.24351257,0.7564874
7745-91-7,0.13827187,0.86172813
90-33-5,0.38033825,0.61966175
4394-77-8,0.039408207,0.9605918
53083-96-8,0.67967576,0.32032424
2246-44-8,0.3045051,0.6954949
4934-55-8,0.6836612,0.31633875
95-69-2,0.08340758,0.9165924
21787-81-5,0.39736778,0.6026322
83-34-1,0.27505326,0.72494674
54935-04-5,0.9010298,0.098970145
24283-57-6,0.37756598,0.622434
64036-72-2,0.15677041,0.8432296
619-15-8,0.18507034,0.81492966
2581-34-2,0.20790786,0.79209214
89427-10-1,0.03242916,0.96757084
83-40-9,0.6426516,0.35734838
74697-60-2,0.8713919,0.1286081
1570-64-5,0.21562046,0.78437954
174063-87-7,0.5867858,0.41321418
17514-68-0,0.20910507,0.7908949
1084-65-7,0.6579577,0.34204236
69226-39-7,0.73121095,0.26878908
69226-40-0,0.6193276,0.3806724
130-17-6,0.8169342,0.18306576
88599-69-3,0.854136,0.14586398
14863-40-2,0.024004638,0.97599536
644-62-2,0.83966124,0.16033879
88-51-7,0.83176196,0.16823807
7585-41-3,0.9679835,0.032016486
89427-05-4,0.027858496,0.9721415
89427-04-3,0.033397317,0.9666027
1603-40-3,0.12587237,0.8741276
100299-08-9,0.2054106,0.7945894
125055-81-4,0.2194506,0.7805494
2312-76-7,0.20185143,0.7981486
481-42-5,0.1711222,0.8288778
116288-88-1,0.22314692,0.7768531
616-02-4,0.50657845,0.49342152
30516-87-1,0.83471256,0.16528742
3056-17-5,0.61925954,0.38074046
626-48-2,0.47966772,0.5203323
56-04-2,0.27228665,0.72771335
20344-15-4,0.11209959,0.8879004
18591-81-6,0.11344999,0.88655
101708-02-5,0.4554022,0.5445978
101708-01-4,0.53335106,0.46664894
1824-81-3,0.13118243,0.86881757
72-80-0,0.27668846,0.72331154
98967-40-9,0.8360731,0.1639269
1453-58-3,0.4190476,0.5809524
822-36-6,0.21982914,0.78017086
641571-11-1,0.1594972,0.8405028
100365-72-8,0.16053939,0.8394606
121552-61-2,0.429053,0.570947
1131-18-6,0.080788314,0.9192117
70803-10-0,0.40935087,0.5906491
125055-64-3,0.06625241,0.9337476
125055-63-2,0.048965633,0.95103437
125055-61-0,0.037570238,0.96242976
125055-65-4,0.15342951,0.8465705
125055-67-6,0.10204691,0.8979531
125055-75-6,0.073073685,0.9269263
122-57-6,0.8532305,0.14676951
32979-83-2,0.53179365,0.46820635
25398-39-4,0.3640259,0.6359741
78-98-8,0.50116074,0.4988393
591-12-8,0.38642353,0.6135765
1013-99-6,0.33978897,0.660211
10004-44-1,0.54577404,0.45422596
25046-79-1,0.928306,0.07169403
59-63-2,0.36075437,0.6392456
723-46-6,0.73969215,0.26030785
554-14-3,0.23253208,0.7674679
101030-71-1,0.24452251,0.7554775
65489-04-5,0.122576356,0.87742364
21342-85-8,0.13909519,0.8609048
148-01-6,0.25462508,0.7453749
823-40-5,0.20267534,0.79732466
35572-78-2,0.2602954,0.7397046
87-60-5,0.3845352,0.6154648
13710-19-5,0.324363,0.675637
17737-65-4,0.31266677,0.6873332
606-20-2,0.10887331,0.8911267
19406-51-0,0.31129915,0.68870085
497-56-3,0.15473115,0.84526885
83-42-1,0.28136504,0.71863496
608-25-3,0.3081233,0.6918767
14745-61-0,0.04714161,0.9528584
4467-21-4,0.03703916,0.96296084
321-55-1,0.017977595,0.9820224
77605-73-3,0.5756923,0.42430773
89427-03-2,0.01738441,0.9826156
89427-23-6,0.044776857,0.95522314
89427-24-7,0.03939712,0.9606029
17788-00-0,0.26362818,0.7363718
52603-48-2,0.39765292,0.6023471
89427-21-4,0.011042893,0.9889571
89427-36-1,0.02132845,0.97867155
89427-40-7,0.014935672,0.9850643
58348-97-3,0.39442873,0.60557127
28782-19-6,0.31900573,0.6809943
89427-31-6,0.032981515,0.9670185
63498-62-4,0.23234516,0.76765484
4228-99-3,0.03931588,0.9606841
75511-25-0,0.53084445,0.46915555
147-61-5,0.50106394,0.49893606
78415-72-2,0.6397724,0.36022758
119615-63-3,0.22320348,0.7767965
15878-08-7,0.104074,0.895926
520-09-2,0.17005199,0.829948
6814-58-0,0.26457977,0.7354202
106266-06-2,0.2028153,0.7971847
144598-75-4,0.24372971,0.7562703
1003-52-7,0.107889,0.892111
5496-04-8,0.21269125,0.78730875
17364-41-9,0.37225848,0.6277415
524-36-7,0.77541184,0.22458813
73855-29-5,0.87948954,0.12051049
58-56-0,0.8772535,0.122746505
876-85-7,0.7081633,0.29183668
13331-81-2,0.5491699,0.45083013
73987-24-3,0.49445623,0.50554377
73908-94-8,0.43379933,0.5662007
82-82-6,0.7918731,0.20812692
73839-78-8,0.7756847,0.22431526
2856-75-9,0.33654326,0.66345674
59035-98-2,0.22351784,0.77648216
7331-25-1,0.33516407,0.66483593
109293-97-2,0.6783941,0.3216059
39242-73-4,0.39008135,0.60991865
126055-15-0,0.26040447,0.73959553
168152-87-2,0.053566337,0.94643366
63979-28-2,0.38309968,0.6169003
23696-28-8,0.4472047,0.5527953
98-86-2,0.6471467,0.35285333
735-52-4,0.79708743,0.2029126
42018-31-5,0.5464719,0.4535281
968-81-0,0.8277283,0.17227171
91040-94-7,0.48276937,0.51723063
99-03-6,0.51829267,0.48170736
121-89-1,0.21725684,0.78274316
53944-40-4,0.43407577,0.5659242
72492-12-7,0.7248714,0.27512863
40187-51-7,0.74029094,0.25970906
110147-48-3,0.27774042,0.7222596
89-84-9,0.5611651,0.43883488
119851-28-4,0.65623,0.34377006
1122-62-9,0.2954852,0.7045148
25201-35-8,0.2952869,0.7047131
24691-76-7,0.41368556,0.58631444
5234-68-4,0.24921411,0.7507859
5259-88-1,0.45325714,0.54674286
24691-80-3,0.5555216,0.4444784
75706-12-6,0.46393102,0.536069
118-71-8,0.32896918,0.6710308
17334-68-8,0.33993012,0.6600699
25506-01-8,0.17159486,0.82840514
78484-11-4,0.17564106,0.82435894
60583-65-5,0.4326998,0.5673002
62-55-5,0.06461328,0.9353867
4104-14-7,0.28188974,0.71811026
364-98-7,0.52043533,0.47956464
142-26-7,0.76287085,0.23712914
104617-50-7,0.41405517,0.58594483
616-91-1,0.26780802,0.732192
103-84-4,0.56950986,0.43049014
3366-61-8,0.48603767,0.5139623
41506-62-1,0.93571186,0.064288154
103-90-2,0.42026728,0.5797327
121-60-8,0.6787931,0.32120693
5221-42-1,0.32601732,0.6739827
20262-58-2,0.9823357,0.017664336
83003-97-8,0.04182321,0.9581768
24733-81-1,0.22509247,0.7749075
13067-19-1,0.57031274,0.4296873
5254-41-1,0.82081187,0.17918815
2519-30-4,0.9859584,0.01404158
2621-62-7,0.36104482,0.6389552
38411-17-5,0.6530533,0.34694672
110882-70-7,0.38807714,0.61192286
106309-73-3,0.70411056,0.29588944
5663-71-8,0.6125724,0.38742763
140-40-9,0.6406459,0.35935408
17433-31-7,0.36088675,0.63911325
546-88-3,0.47523773,0.5247623
637-53-6,0.16332453,0.83667547
55661-38-6,0.14662576,0.85337424
13750-62-4,0.15295899,0.847041
443-48-1,0.24019706,0.75980294
74298-63-8,0.17192078,0.8280792
59467-70-8,0.45775062,0.5422494
21721-92-6,0.21330982,0.7866902
1943-27-7,0.6040361,0.39596388
2532-91-4,0.5318129,0.46818706
28911-01-5,0.2388835,0.7611165
41394-05-2,0.23115146,0.76884854
19219-99-9,0.18714797,0.812852
57726-65-5,0.16000926,0.83999074
109543-52-4,0.35587132,0.6441287
144-82-1,0.7635344,0.23646556
25953-19-9,0.7643906,0.23560938
65277-42-1,0.22183794,0.77816206
1696-20-4,0.54267573,0.4573243
4091-14-9,0.18096972,0.8190303
24963-29-9,0.57201546,0.42798454
507-09-5,0.2159779,0.7840221
50816-18-7,0.7761589,0.22384104
20206-80-8,0.71601707,0.28398293
21722-83-8,0.5867579,0.41324213
103-45-7,0.76889265,0.23110738
22031-33-0,0.5004856,0.4995144
542-59-6,0.7603962,0.23960382
542-58-5,0.28274328,0.7172567
591-87-7,0.12475932,0.8752407
103-54-8,0.8525847,0.14741527
627-09-8,0.5682525,0.4317475
1001-55-4,0.5239353,0.47606468
957-68-6,0.90759474,0.092405275
140-11-4,0.8038753,0.19612464
326-61-4,0.4088505,0.5911495
93793-83-0,0.6395949,0.36040512
1515-76-0,0.44539273,0.5546073
622-45-7,0.6987121,0.3012879
10519-11-6,0.73523915,0.26476082
83145-58-8,0.6974167,0.30258328
15667-63-7,0.17440403,0.825596
117568-24-8,0.56240296,0.43759707
13838-02-3,0.6490661,0.35093388
90-17-5,0.50927675,0.49072325
21757-82-4,0.25888503,0.741115
74548-80-4,0.41383183,0.58616817
3061-65-2,0.2709421,0.7290579
13031-41-9,0.5365691,0.46343088
36175-10-7,0.8944539,0.10554611
50594-77-9,0.2377649,0.7622351
55981-09-4,0.25349158,0.7465084
50-78-2,0.48267686,0.51732314
22494-27-5,0.7830126,0.2169874
322-79-2,0.1624431,0.8375569
79-21-0,0.5417173,0.45828274
63123-39-7,0.26530278,0.7346972
75-36-5,0.3841192,0.6158808
31570-04-4,0.8769163,0.12308368
27676-62-6,0.8731301,0.12686989
23288-49-5,0.80136794,0.19863206
68515-88-8,0.5235013,0.47649875
71878-19-8,0.3234315,0.6765685
26741-53-7,0.64292014,0.35707983
85209-91-2,0.661744,0.338256
23128-74-7,0.92157936,0.07842066
41484-35-9,0.9578182,0.04218178
118-82-1,0.82686025,0.17313977
6029-54-5,0.69081414,0.3091859
15721-78-5,0.8711308,0.1288692
78-63-7,0.87596047,0.12403953
2212-81-9,0.82729703,0.17270297
732-26-3,0.50552005,0.49447995
61260-55-7,0.73627293,0.26372704
76505-58-3,0.57540977,0.4245902
85438-51-3,0.64059836,0.35940164
73936-91-1,0.8271895,0.17281048
508-02-1,0.8480629,0.15193711
53956-04-0,0.8284849,0.1715151
64019-93-8,0.4997347,0.5002653
2655-19-8,0.04546392,0.9545361
88-27-7,0.09466827,0.90533173
127245-22-1,0.25143278,0.7485672
14078-41-2,0.8584496,0.14155045
87-97-8,0.30429935,0.69570065
15520-11-3,0.8277638,0.17223623
84632-59-7,0.8405889,0.15941107
7128-64-5,0.8109148,0.18908519
43064-33-1,0.75839764,0.24160236
53551-74-9,0.38077855,0.61922145
10537-47-0,0.16889113,0.83110887
69425-13-4,0.2201677,0.7798323
1421-49-4,0.4240464,0.5759536
728-40-5,0.22031784,0.77968216
7078-98-0,0.69417745,0.30582255
96489-71-3,0.6299928,0.37000722
110-05-4,0.79157937,0.20842063
3006-86-8,0.7160744,0.2839256
76858-38-3,0.20347273,0.79652727
121-54-0,0.6417265,0.35827348
140-66-9,0.38884366,0.61115634
9002-93-1,0.66052866,0.33947137
107-45-9,0.5568749,0.44312513
141-59-3,0.78071666,0.21928337
50539-70-3,0.06344205,0.93655795
3457-61-2,0.67440665,0.32559332
57910-39-1,0.46720994,0.53279006
98319-26-7,0.63477975,0.36522025
515-03-7,0.7294793,0.2705207
22791-19-1,0.017977417,0.9820226
81695-89-8,0.26894963,0.7310504
6320-14-5,0.3880431,0.6119569
53152-21-9,0.1506759,0.8493241
63919-00-6,0.74920404,0.250796
1455-42-1,0.620527,0.37947297
1568-80-5,0.56088436,0.4391156
36768-62-4,0.32501805,0.67498195
826-36-8,0.29824227,0.7017577
2226-96-2,0.75406265,0.24593735
2896-70-0,0.50575465,0.49424535
110-03-2,0.70324445,0.29675558
76505-59-4,0.21560764,0.78439236
78-67-1,0.37281132,0.6271887
64257-84-7,0.24614066,0.75385934
83105-70-8,0.69649994,0.3035001
5321-32-4,0.41878754,0.58121246
10081-67-1,0.7572239,0.24277608
70321-86-7,0.86110926,0.13889074
1889-67-4,0.674479,0.32552096
2778-41-8,0.82124966,0.17875032
2778-42-9,0.7378881,0.26211187
2997-92-4,0.53420746,0.4657925
474510-57-1,0.689259,0.310741
721-26-6,0.38052934,0.61947066
80-43-3,0.75715864,0.24284133
59118-21-7,0.45061576,0.54938424
14929-11-4,0.8226583,0.17734167
52508-35-7,0.5484742,0.4515258
6790-58-5,0.7851393,0.21486068
3093-35-4,0.66892374,0.33107626
65323-13-9,0.6342838,0.3657162
3385-03-3,0.92904323,0.07095675
67-73-2,0.41327965,0.58672035
34014-18-1,0.18327516,0.81672484
39196-18-4,0.057392,0.942608
24814-29-7,0.33581388,0.6641861
98477-07-7,0.12036449,0.8796355
17578-44-8,0.20812255,0.79187745
64632-00-4,0.20469928,0.7953007
55861-78-4,0.1261977,0.8738023
34205-21-5,0.45446396,0.54553604
4849-32-5,0.4193967,0.5806033
113702-04-8,0.040703,0.959297
88678-67-5,0.39059156,0.60940844
83940-41-4,0.40898794,0.59101206
95882-64-7,0.25552493,0.74447507
78628-80-5,0.19256747,0.80743253
124978-79-6,0.39034384,0.60965616
101827-46-7,0.22483665,0.77516335
113702-05-9,0.08033311,0.9196669
78327-32-9,0.16583985,0.83416015
55511-98-3,0.18952262,0.8104774
79985-92-5,0.067724526,0.9322755
18470-10-5,0.075621605,0.9243784
84268-33-7,0.7711343,0.22886567
70356-09-1,0.744366,0.255634
121-00-6,0.30674058,0.6932594
5902-52-3,0.10396618,0.8960338
60853-38-5,0.32176483,0.6782352
92929-94-7,0.3708232,0.6291768
1634-04-4,0.65126157,0.34873846
39195-82-9,0.45557725,0.54442275
5534-95-2,0.9209786,0.07902142
21087-64-9,0.29523975,0.70476025
39196-10-6,0.4404652,0.5595348
39196-09-3,0.5975783,0.4024217
68955-53-3,0.25057238,0.7494276
68938-07-8,0.8974526,0.10254739
59354-78-8,0.8511874,0.14881258
54423-67-5,0.64379954,0.35620046
100237-68-1,0.43435675,0.56564325
917-92-0,0.29182547,0.7081745
88426-33-9,0.6965449,0.30345514
61925-70-0,0.14951557,0.85048443
98-53-3,0.6839839,0.3160161
49763-96-4,0.42247576,0.57752424
76738-62-0,0.13678265,0.86321735
75736-33-3,0.21021068,0.7897893
55179-31-2,0.15342408,0.8465759
62965-37-1,0.6465566,0.3534434
13221-27-7,0.06913638,0.9308636
66346-01-8,0.32565194,0.67434806
59997-51-2,0.7726678,0.22733219
24473-06-1,0.47050422,0.5294958
13547-70-1,0.3633867,0.6366133
98-06-6,0.49903703,0.500963
18127-01-0,0.7011088,0.2988912
90729-43-4,0.1527968,0.8472032
98-73-7,0.6588531,0.3411469
67610-51-9,0.06383163,0.9361684
56488-59-6,0.77357763,0.22642238
3101-60-8,0.8403595,0.15964049
2312-35-8,0.72369087,0.27630913
83373-31-3,0.43997133,0.5600287
3671-67-8,0.064744055,0.93525594
16143-18-3,0.5544543,0.4455457
98-29-3,0.54541755,0.45458245
89427-06-5,0.052141964,0.94785804
88-18-6,0.21351367,0.7864863
107551-67-7,0.42323107,0.57676893
109825-47-0,0.5139389,0.48606113
63938-45-4,0.603716,0.396284
83-26-1,0.38016665,0.61983335
38083-17-9,0.31950617,0.68049383
