CASRN,Toxic_xgboost_mordred-0,Toxic_xgboost_mordred-1
67369-98-6,0.20447052,0.7955295
60051-79-8,0.18762946,0.81237054
31230-24-7,0.4131952,0.5868048
79510-48-8,0.95607007,0.043929912
94125-34-5,0.9287859,0.071214065
82097-50-5,0.92304456,0.076955445
5652-84-6,0.27704328,0.7229567
38205-64-0,0.1084528,0.8915472
22862-76-6,0.40708625,0.59291375
82273-25-4,0.74707687,0.25292316
93-28-7,0.5438341,0.45616594
64485-93-4,0.9652726,0.034727376
2636-25-1,0.06672448,0.9332755
23793-23-9,0.7966324,0.2033676
161193-03-9,0.63980484,0.36019513
3120-74-9,0.3138137,0.6861863
66505-63-3,0.28792828,0.7120717
14143-28-3,0.5062337,0.49376628
1671-49-4,0.65054333,0.34945667
106904-09-0,0.5907837,0.40921628
122836-35-5,0.58342195,0.41657808
763-32-6,0.5428884,0.45711163
4786-19-0,0.12387699,0.876123
62599-49-9,0.90277195,0.09722807
563-47-3,0.11807746,0.88192254
78-85-3,0.13791895,0.86208105
126-98-7,0.07701647,0.9229835
30950-27-7,0.49980015,0.50019985
79-39-0,0.2691238,0.7308762
923-02-4,0.49954635,0.50045365
19243-95-9,0.30464882,0.6953512
2164-09-2,0.4851678,0.5148322
79-41-4,0.2841016,0.7158984
4513-53-5,0.38610804,0.61389196
3683-12-3,0.9175934,0.08240659
2144-53-8,0.38524306,0.61475694
30674-80-7,0.42100716,0.57899284
52628-03-2,0.43506575,0.56493425
1464-69-3,0.4293694,0.5706306
70293-55-9,0.8306314,0.16936861
1888-94-4,0.2289244,0.7710756
96-05-9,0.51679313,0.48320684
2495-37-6,0.7703045,0.2296955
23395-20-2,0.48289627,0.51710373
1637-39-4,0.48316288,0.5168371
58458-52-9,0.51985884,0.4801412
58458-54-1,0.5395138,0.46048614
58458-56-3,0.27690828,0.7230917
756-91-2,0.43723214,0.56276786
50370-12-2,0.9681853,0.031814698
89-25-8,0.29615074,0.70384926
119-17-5,0.7790232,0.22097686
123312-89-0,0.27723432,0.7227657
1071-73-4,0.73354983,0.26645014
853-34-9,0.21535838,0.7846416
5471-51-2,0.4896676,0.5103324
123-76-2,0.75302047,0.24697952
2610-86-8,0.1989345,0.8010655
152-72-7,0.5361954,0.46380463
81-82-3,0.23259532,0.7674047
53460-80-3,0.2609458,0.7390542
102-01-2,0.40015423,0.59984577
93-70-9,0.3467688,0.6532312
33353-01-4,0.48609012,0.5139099
34580-66-0,0.06916714,0.93083286
78-95-5,0.027965605,0.9720344
108-88-3,0.54223895,0.45776102
21173-27-3,0.5784375,0.4215625
72239-30-6,0.074878156,0.92512184
589-18-4,0.33174658,0.6682534
622-97-9,0.7297047,0.27029532
104-87-0,0.4714433,0.5285567
104-85-8,0.5484194,0.45158058
77054-11-6,0.7488147,0.25118527
80834-73-7,0.13487953,0.8651205
80834-70-4,0.106532335,0.89346766
720-94-5,0.36841172,0.6315883
6138-79-0,0.04848087,0.95151913
134308-13-7,0.7227993,0.2772007
56461-34-8,0.14203948,0.8579605
58955-82-1,0.20300394,0.79699606
63980-34-7,0.52766585,0.47233415
637-60-5,0.046212494,0.9537875
622-58-2,0.6166129,0.38338712
1631-28-3,0.56647587,0.4335241
99-99-0,0.27746022,0.7225398
26447-14-3,0.6683022,0.33169785
101-94-0,0.78200096,0.21799906
137927-72-1,0.3225208,0.6774792
614-34-6,0.6471734,0.35282657
607-88-5,0.6566662,0.34333378
78-31-9,0.7116061,0.2883939
72051-45-7,0.2820254,0.7179746
1424-48-2,0.56867933,0.4313207
70-55-3,0.61337,0.38663
78521-39-8,0.6626868,0.3373132
123199-94-0,0.83094436,0.16905563
1156-19-0,0.78297144,0.21702854
21187-98-4,0.6486262,0.35137382
1576-35-8,0.45346862,0.5465314
127-65-1,0.4178589,0.5821411
4083-64-1,0.64285505,0.35714495
80-41-1,0.31440175,0.68559825
6837-93-0,0.96132755,0.038672436
106-43-4,0.6079389,0.39206108
108-89-4,0.04430306,0.95569694
569-65-3,0.23502296,0.76497704
72619-36-4,0.11553693,0.8844631
91-62-3,0.25907707,0.7409229
92-48-8,0.56765234,0.43234766
98519-19-8,0.04531437,0.9546856
1711-06-4,0.56078327,0.43921676
108-44-1,0.040563107,0.9594369
85-72-3,0.6060738,0.3939262
63-99-0,0.45403546,0.54596454
621-29-4,0.2838701,0.7161299
104683-52-5,0.16578662,0.8342134
80834-68-0,0.11386442,0.8861356
91-99-6,0.5987236,0.4012764
29218-27-7,0.27740926,0.72259074
108-39-4,0.10005152,0.8999485
88599-49-9,0.9272114,0.072788574
88599-68-2,0.9315755,0.06842452
122277-25-2,0.9306211,0.069378935
1596-09-4,0.59208286,0.40791714
57933-19-4,0.06061715,0.93938285
16154-78-2,0.06816232,0.9318377
1147-41-7,0.6807456,0.3192544
956317-36-5,0.30267477,0.6973252
122277-24-1,0.8972146,0.10278542
53988-10-6,0.14422226,0.85577774
399-77-9,0.024554491,0.9754455
1435-71-8,0.41840714,0.58159286
5504-68-7,0.72830987,0.27169013
610-39-9,0.09751016,0.90248984
119-33-5,0.25570226,0.74429774
2445-83-2,0.24141961,0.7585804
92-36-4,0.51741064,0.4825894
88-44-8,0.87387127,0.12612872
57524-15-9,0.096237004,0.903763
695-34-1,0.047042966,0.95295703
125055-80-3,0.047323525,0.9526765
108-99-6,0.038047016,0.961953
1603-41-4,0.04816234,0.95183766
53179-13-8,0.3099128,0.6900872
125055-79-0,0.07552707,0.9244729
82159-09-9,0.5596663,0.44033375
618-85-9,0.08774084,0.91225916
504-15-4,0.2961651,0.7038349
41621-49-2,0.35936177,0.64063823
182349-12-8,0.29754412,0.7024559
874-66-8,0.30424708,0.6957529
27776-01-8,0.8932984,0.10670164
72239-32-8,0.057763517,0.9422365
898566-17-1,0.54790914,0.4520909
50454-68-7,0.18386316,0.81613684
529-19-1,0.54506135,0.45493862
73987-51-6,0.49955082,0.5004492
90-12-0,0.8369393,0.16306071
2853-69-2,0.22550559,0.7744944
7055-03-0,0.6089194,0.3910806
71753-20-3,0.28301537,0.7169846
65871-41-2,0.14057577,0.85942423
71077-34-4,0.926062,0.07393802
95-80-7,0.045389414,0.9546106
99-55-8,0.7178282,0.2821718
95-79-4,0.09032184,0.90967816
136-80-1,0.39212352,0.6078765
93-69-6,0.17057377,0.8294262
135-63-7,0.5669148,0.43308523
614-68-6,0.5122258,0.4877742
131-79-3,0.6474751,0.35252485
584-84-9,0.603356,0.396644
28005-74-5,0.6075001,0.3924999
4067-01-0,0.41184062,0.5881594
6422-83-9,0.8299745,0.17002554
96-98-0,0.557836,0.442164
119-32-4,0.1608594,0.8391406
121-14-2,0.10915482,0.8908452
95-48-7,0.12184572,0.8781543
2835-95-2,0.07760841,0.9223916
6775-25-3,0.119332135,0.88066787
59-47-2,0.5840332,0.4159668
6055-48-7,0.5902309,0.40976912
2210-79-9,0.6903529,0.3096471
55543-68-5,0.5544565,0.44554353
14491-59-9,0.13893229,0.8610677
88599-47-7,0.90200794,0.097992085
88599-48-8,0.9235553,0.07644469
88-19-7,0.48814148,0.5118585
95-49-8,0.46958262,0.5304174
95-73-8,0.4493729,0.5506271
7745-91-7,0.09241319,0.9075868
90-33-5,0.32360673,0.6763933
4394-77-8,0.04586661,0.9541334
53083-96-8,0.28474778,0.7152522
2246-44-8,0.2304492,0.7695508
4934-55-8,0.49767584,0.50232416
95-69-2,0.06854224,0.93145776
21787-81-5,0.33712,0.66288
83-34-1,0.13823682,0.8617632
54935-04-5,0.8933083,0.106691726
24283-57-6,0.5344664,0.46553358
64036-72-2,0.15381068,0.8461893
619-15-8,0.0774734,0.9225266
2581-34-2,0.588158,0.41184202
89427-10-1,0.02641046,0.97358954
83-40-9,0.4899698,0.5100302
74697-60-2,0.80672723,0.19327277
1570-64-5,0.20438594,0.79561406
174063-87-7,0.76072836,0.23927161
17514-68-0,0.41183114,0.58816886
1084-65-7,0.5571954,0.44280455
69226-39-7,0.57751006,0.42248994
69226-40-0,0.68895245,0.31104755
130-17-6,0.84643394,0.15356608
88599-69-3,0.89355206,0.106447935
14863-40-2,0.022597492,0.9774025
644-62-2,0.45177436,0.54822564
88-51-7,0.8630286,0.1369714
7585-41-3,0.9592219,0.04077809
89427-05-4,0.026390791,0.9736092
89427-04-3,0.019618034,0.98038197
1603-40-3,0.04132569,0.9586743
100299-08-9,0.2120493,0.7879507
125055-81-4,0.0804283,0.9195717
2312-76-7,0.07068777,0.9293122
481-42-5,0.4933126,0.5066874
116288-88-1,0.14759785,0.85240215
616-02-4,0.3204391,0.6795609
30516-87-1,0.8349137,0.16508633
3056-17-5,0.6356187,0.3643813
626-48-2,0.7042248,0.29577518
56-04-2,0.2839437,0.7160563
20344-15-4,0.10127002,0.89873
18591-81-6,0.060643137,0.93935686
101708-02-5,0.19820327,0.80179673
101708-01-4,0.35987723,0.6401228
1824-81-3,0.054255486,0.9457445
72-80-0,0.6027441,0.3972559
98967-40-9,0.5975952,0.4024048
1453-58-3,0.0486995,0.9513005
822-36-6,0.08913189,0.9108681
641571-11-1,0.08785671,0.9121433
100365-72-8,0.16658944,0.83341056
121552-61-2,0.28007954,0.71992046
1131-18-6,0.10018569,0.8998143
70803-10-0,0.5625838,0.43741617
125055-64-3,0.14845902,0.851541
125055-63-2,0.08043593,0.91956407
125055-61-0,0.08106905,0.91893095
125055-65-4,0.1060074,0.8939926
125055-67-6,0.33595687,0.6640431
125055-75-6,0.119087994,0.880912
122-57-6,0.7792014,0.22079863
32979-83-2,0.7534465,0.2465535
25398-39-4,0.31423682,0.6857632
78-98-8,0.17262411,0.8273759
591-12-8,0.29318178,0.7068182
1013-99-6,0.52781814,0.47218186
10004-44-1,0.12475437,0.87524563
25046-79-1,0.76313525,0.23686476
59-63-2,0.23744643,0.7625536
723-46-6,0.881451,0.11854899
554-14-3,0.0935905,0.9064095
101030-71-1,0.21104985,0.78895015
65489-04-5,0.08942819,0.9105718
21342-85-8,0.54291415,0.45708588
148-01-6,0.30425137,0.6957486
823-40-5,0.052742124,0.9472579
35572-78-2,0.13308138,0.8669186
87-60-5,0.09368372,0.9063163
13710-19-5,0.32781094,0.67218906
17737-65-4,0.3081398,0.6918602
606-20-2,0.076617956,0.92338204
19406-51-0,0.15859824,0.84140176
497-56-3,0.12088913,0.8791109
83-42-1,0.30332142,0.6966786
608-25-3,0.1667037,0.8332963
14745-61-0,0.12046224,0.87953776
4467-21-4,0.097877085,0.9021229
321-55-1,0.08699161,0.9130084
77605-73-3,0.50033724,0.49966276
89427-03-2,0.020141006,0.979859
89427-23-6,0.042150974,0.957849
89427-24-7,0.042327583,0.9576724
17788-00-0,0.25794214,0.74205786
52603-48-2,0.29986012,0.7001399
89427-21-4,0.018355608,0.9816444
89427-36-1,0.026212454,0.97378755
89427-40-7,0.110450745,0.88954926
58348-97-3,0.39551198,0.604488
28782-19-6,0.35685658,0.6431434
89427-31-6,0.048383832,0.95161617
63498-62-4,0.5493419,0.4506581
4228-99-3,0.023093045,0.97690696
75511-25-0,0.7836417,0.21635829
147-61-5,0.78732455,0.21267542
78415-72-2,0.5527308,0.44726923
119615-63-3,0.16106862,0.8389314
15878-08-7,0.0736472,0.9263528
520-09-2,0.21253031,0.7874697
6814-58-0,0.11050421,0.8894958
106266-06-2,0.06093687,0.93906313
144598-75-4,0.12575603,0.874244
1003-52-7,0.13906842,0.8609316
5496-04-8,0.12011331,0.8798867
17364-41-9,0.27473032,0.7252697
524-36-7,0.77883404,0.22116594
73855-29-5,0.7957964,0.20420364
58-56-0,0.81815827,0.18184175
876-85-7,0.72019494,0.27980506
13331-81-2,0.4111662,0.5888338
73987-24-3,0.23844069,0.7615593
73908-94-8,0.295857,0.704143
82-82-6,0.87805706,0.12194292
73839-78-8,0.56601286,0.4339871
2856-75-9,0.058408797,0.9415912
59035-98-2,0.29239798,0.707602
7331-25-1,0.30366182,0.6963382
109293-97-2,0.87394047,0.12605953
39242-73-4,0.28103673,0.71896327
126055-15-0,0.47520965,0.52479035
168152-87-2,0.04133731,0.9586627
63979-28-2,0.3437475,0.6562525
23696-28-8,0.42751902,0.572481
98-86-2,0.5599905,0.44000947
735-52-4,0.67598355,0.32401645
42018-31-5,0.47601277,0.52398723
968-81-0,0.7896123,0.21038772
91040-94-7,0.23551774,0.76448226
99-03-6,0.23663133,0.76336867
121-89-1,0.5180435,0.48195648
53944-40-4,0.4273529,0.5726471
72492-12-7,0.56763184,0.4323682
40187-51-7,0.67932165,0.32067832
110147-48-3,0.12957889,0.8704211
89-84-9,0.39043885,0.60956115
119851-28-4,0.67249465,0.32750532
1122-62-9,0.25172395,0.74827605
25201-35-8,0.49332982,0.5066702
24691-76-7,0.5883441,0.4116559
5234-68-4,0.3469146,0.6530854
5259-88-1,0.6929586,0.3070414
24691-80-3,0.4080503,0.5919497
75706-12-6,0.3596986,0.6403014
118-71-8,0.2771893,0.7228107
17334-68-8,0.087482035,0.91251796
25506-01-8,0.2742213,0.7257787
78484-11-4,0.1365112,0.8634888
60583-65-5,0.7470422,0.25295782
62-55-5,0.037887275,0.9621127
4104-14-7,0.27493525,0.72506475
364-98-7,0.37989116,0.62010884
142-26-7,0.899148,0.100852
104617-50-7,0.4950897,0.5049103
616-91-1,0.40508497,0.59491503
103-84-4,0.37755102,0.622449
3366-61-8,0.43349695,0.56650305
41506-62-1,0.81273836,0.18726164
103-90-2,0.24684155,0.75315845
121-60-8,0.4496423,0.5503577
5221-42-1,0.40271187,0.59728813
20262-58-2,0.9616281,0.038371895
83003-97-8,0.049892843,0.95010716
24733-81-1,0.26844227,0.7315577
13067-19-1,0.42932397,0.570676
5254-41-1,0.5023751,0.49762487
2519-30-4,0.97396314,0.026036864
2621-62-7,0.19357508,0.8064249
38411-17-5,0.49072337,0.5092766
110882-70-7,0.44945443,0.5505456
106309-73-3,0.33871347,0.66128653
5663-71-8,0.46318597,0.53681403
140-40-9,0.1882422,0.8117578
17433-31-7,0.43562895,0.56437105
546-88-3,0.7348051,0.2651949
637-53-6,0.08471459,0.9152854
55661-38-6,0.44700253,0.55299747
13750-62-4,0.16783553,0.83216447
443-48-1,0.35482472,0.6451753
74298-63-8,0.19503134,0.80496866
59467-70-8,0.57131946,0.42868057
21721-92-6,0.33885467,0.6611453
1943-27-7,0.6071548,0.3928452
2532-91-4,0.34781188,0.6521881
28911-01-5,0.46012467,0.5398753
41394-05-2,0.25955725,0.74044275
19219-99-9,0.19099396,0.80900604
57726-65-5,0.14851147,0.85148853
109543-52-4,0.2248376,0.7751624
144-82-1,0.8892895,0.1107105
25953-19-9,0.9058406,0.09415942
65277-42-1,0.20406008,0.7959399
1696-20-4,0.74013865,0.25986132
4091-14-9,0.29264832,0.7073517
24963-29-9,0.36748886,0.63251114
507-09-5,0.090661466,0.90933853
50816-18-7,0.8753616,0.1246384
20206-80-8,0.10676199,0.893238
21722-83-8,0.94651604,0.053483948
103-45-7,0.92133975,0.078660265
22031-33-0,0.536731,0.463269
542-59-6,0.82021946,0.17978053
542-58-5,0.054023325,0.9459767
591-87-7,0.1970241,0.8029759
103-54-8,0.8244637,0.17553629
627-09-8,0.14600271,0.8539973
1001-55-4,0.459893,0.540107
957-68-6,0.92946506,0.070534945
140-11-4,0.8539529,0.14604709
326-61-4,0.4139148,0.5860852
93793-83-0,0.47646302,0.523537
1515-76-0,0.45230442,0.5476956
622-45-7,0.92909276,0.070907205
10519-11-6,0.8927702,0.107229844
83145-58-8,0.4448539,0.5551461
15667-63-7,0.21249288,0.7875071
117568-24-8,0.5211129,0.47888705
13838-02-3,0.80054617,0.19945385
90-17-5,0.49522448,0.5047755
21757-82-4,0.38685012,0.6131499
74548-80-4,0.35612708,0.6438729
3061-65-2,0.16606367,0.83393633
13031-41-9,0.4863814,0.5136186
36175-10-7,0.77781785,0.22218215
50594-77-9,0.43101722,0.5689828
55981-09-4,0.66454047,0.33545953
50-78-2,0.6427012,0.3572988
22494-27-5,0.5835118,0.41648817
322-79-2,0.23288333,0.76711667
79-21-0,0.29827875,0.70172125
63123-39-7,0.36466563,0.6353344
75-36-5,0.0846321,0.9153679
31570-04-4,0.937639,0.062361013
27676-62-6,0.80273306,0.19726692
23288-49-5,0.8651219,0.13487811
68515-88-8,0.7272149,0.27278513
71878-19-8,0.5523787,0.4476213
26741-53-7,0.91802955,0.081970476
85209-91-2,0.9104063,0.08959372
23128-74-7,0.8312958,0.16870423
41484-35-9,0.89671624,0.103283755
118-82-1,0.7770901,0.22290991
6029-54-5,0.54773176,0.45226824
15721-78-5,0.8655954,0.13440458
78-63-7,0.84249926,0.15750077
2212-81-9,0.8496798,0.15032017
732-26-3,0.6032117,0.3967883
61260-55-7,0.5346944,0.46530563
76505-58-3,0.44796705,0.55203295
85438-51-3,0.59436965,0.40563032
73936-91-1,0.7849405,0.21505949
508-02-1,0.86168826,0.13831173
53956-04-0,0.6235615,0.3764385
64019-93-8,0.36231065,0.63768935
2655-19-8,0.13890523,0.8610948
88-27-7,0.119971395,0.8800286
127245-22-1,0.40315253,0.5968475
14078-41-2,0.7176413,0.2823587
87-97-8,0.51474607,0.48525393
15520-11-3,0.88509595,0.11490402
84632-59-7,0.5729995,0.4270005
7128-64-5,0.705513,0.29448703
43064-33-1,0.8544967,0.1455033
53551-74-9,0.3415041,0.6584959
10537-47-0,0.35818458,0.6418154
69425-13-4,0.746696,0.253304
1421-49-4,0.50576764,0.49423236
728-40-5,0.40022123,0.5997788
7078-98-0,0.7364342,0.2635658
96489-71-3,0.6607604,0.33923957
110-05-4,0.6483468,0.3516532
3006-86-8,0.8629612,0.13703886
76858-38-3,0.11241084,0.88758916
121-54-0,0.26538122,0.7346188
140-66-9,0.6337592,0.3662408
9002-93-1,0.8705387,0.1294613
107-45-9,0.09045696,0.90954304
141-59-3,0.8412204,0.1587796
50539-70-3,0.4547305,0.5452695
3457-61-2,0.6145676,0.38543242
57910-39-1,0.29873627,0.7012637
98319-26-7,0.7481893,0.25181073
515-03-7,0.84938544,0.15061454
22791-19-1,0.08447319,0.9155268
81695-89-8,0.38809216,0.61190784
6320-14-5,0.57730526,0.42269474
53152-21-9,0.19106847,0.8089315
63919-00-6,0.7765416,0.22345841
1455-42-1,0.7538996,0.24610041
1568-80-5,0.6402557,0.3597443
36768-62-4,0.07893962,0.9210604
826-36-8,0.11814964,0.88185036
2226-96-2,0.31172723,0.6882728
2896-70-0,0.15407234,0.84592766
110-03-2,0.8536451,0.1463549
76505-59-4,0.17574531,0.8242547
78-67-1,0.13304752,0.8669525
64257-84-7,0.50509465,0.49490535
83105-70-8,0.75196433,0.24803567
5321-32-4,0.80257744,0.19742255
10081-67-1,0.821741,0.17825899
70321-86-7,0.77197206,0.22802794
1889-67-4,0.8026258,0.19737422
2778-41-8,0.7175763,0.28242368
2778-42-9,0.66908985,0.33091015
2997-92-4,0.23432738,0.7656726
474510-57-1,0.81264174,0.18735829
721-26-6,0.35174632,0.6482537
80-43-3,0.7558728,0.24412723
59118-21-7,0.44973695,0.55026305
14929-11-4,0.7850227,0.21497732
52508-35-7,0.66760606,0.33239394
6790-58-5,0.89389306,0.10610694
3093-35-4,0.6453626,0.35463738
65323-13-9,0.57630634,0.4236937
3385-03-3,0.85646,0.14354002
67-73-2,0.44160026,0.55839974
34014-18-1,0.09957868,0.9004213
39196-18-4,0.062394857,0.93760514
24814-29-7,0.128461,0.871539
98477-07-7,0.27302963,0.7269704
17578-44-8,0.23189628,0.7681037
64632-00-4,0.053707123,0.9462929
55861-78-4,0.10198134,0.89801866
34205-21-5,0.20764536,0.79235464
4849-32-5,0.35736936,0.64263064
113702-04-8,0.06656468,0.9334353
88678-67-5,0.42421192,0.5757881
83940-41-4,0.4425121,0.5574879
95882-64-7,0.118817806,0.8811822
78628-80-5,0.091750264,0.90824974
124978-79-6,0.24074388,0.7592561
101827-46-7,0.22972172,0.7702783
113702-05-9,0.041814446,0.95818555
78327-32-9,0.10887933,0.8911207
55511-98-3,0.14654237,0.8534576
79985-92-5,0.07592273,0.9240773
18470-10-5,0.18401861,0.8159814
84268-33-7,0.36155093,0.6384491
70356-09-1,0.8072898,0.1927102
121-00-6,0.5118321,0.4881679
5902-52-3,0.06596422,0.9340358
60853-38-5,0.39994633,0.60005367
92929-94-7,0.18454015,0.81545985
1634-04-4,0.7361299,0.26387015
39195-82-9,0.34328294,0.65671706
5534-95-2,0.90061074,0.09938926
21087-64-9,0.17759287,0.8224071
39196-10-6,0.19186282,0.8081372
39196-09-3,0.4782164,0.5217836
68955-53-3,0.17843819,0.8215618
68938-07-8,0.902699,0.097300984
59354-78-8,0.7834694,0.21653064
54423-67-5,0.83340997,0.16659005
100237-68-1,0.48020554,0.51979446
917-92-0,0.49422002,0.50578
88426-33-9,0.77819985,0.22180013
61925-70-0,0.31091517,0.6890848
98-53-3,0.7923219,0.20767805
49763-96-4,0.6170235,0.38297647
76738-62-0,0.22662634,0.77337366
75736-33-3,0.252442,0.747558
55179-31-2,0.20491332,0.7950867
62965-37-1,0.6481537,0.35184628
13221-27-7,0.4447717,0.5552283
66346-01-8,0.72565734,0.27434266
59997-51-2,0.22902548,0.7709745
24473-06-1,0.56543416,0.43456584
13547-70-1,0.29815018,0.7018498
98-06-6,0.8282651,0.17173491
18127-01-0,0.72964305,0.27035695
90729-43-4,0.39016867,0.60983133
98-73-7,0.50239086,0.4976091
67610-51-9,0.12631118,0.8736888
56488-59-6,0.69692,0.30308002
3101-60-8,0.8007108,0.19928922
2312-35-8,0.74309134,0.25690863
83373-31-3,0.25600547,0.74399453
3671-67-8,0.07994521,0.9200548
16143-18-3,0.8173132,0.18268679
98-29-3,0.43431985,0.56568015
89427-06-5,0.08480537,0.91519463
88-18-6,0.19026643,0.80973357
107551-67-7,0.4104523,0.5895477
109825-47-0,0.5724404,0.42755958
63938-45-4,0.3594777,0.6405223
83-26-1,0.6481154,0.35188463
38083-17-9,0.14265144,0.85734856
43121-43-3,0.13846594,0.86153406
22591-21-5,0.24477023,0.7552298
1492-02-0,0.43110895,0.56889105
2522-81-8,0.90609205,0.09390798
107534-96-3,0.39840287,0.60159713
75-64-9,0.07498628,0.9250137
59227-74-6,0.140181,0.859819
4620-70-6,0.382451,0.617549
87787-67-5,0.6196205,0.3803795
42200-33-9,0.18855953,0.81144047
27912-14-7,0.07861942,0.9213806
51781-21-6,0.23745722,0.7625428
23093-74-5,0.14005172,0.8599483
38363-40-5,0.08646202,0.913538
35108-88-4,0.2263124,0.7736876
54247-25-5,0.07556981,0.9244302
26921-17-5,0.24139452,0.7586055
68377-91-3,0.50837046,0.49162954
18559-94-9,0.5215539,0.47844616
54240-36-7,0.18246686,0.81753314
21898-19-1,0.17659873,0.8234013
56776-01-3,0.10335785,0.89664215
79645-08-2,0.5041037,0.49589628
60559-94-6,0.21996558,0.7800344
57982-78-2,0.24418432,0.7558157
2160-93-2,0.5647756,0.43522444
112226-61-6,0.61554366,0.38445634
3741-80-8,0.64999545,0.35000455
75-65-0,0.76204973,0.23795027
7665-72-7,0.9181055,0.081894495
1663-39-4,0.6278868,0.37211326
398489-26-4,0.36137128,0.6386287
75-91-2,0.470523,0.529477
614-45-9,0.68665385,0.31334615
75-66-1,0.6711098,0.32889023
4098-71-9,0.38050377,0.6194962
7027-11-4,0.35197544,0.64802456
56747-96-7,0.81314725,0.18685274
21280-29-5,0.8692953,0.1307047
475-20-7,0.89381903,0.106180966
1139-30-6,0.83990884,0.16009115
1740-15-4,0.30565804,0.69434196
76-29-9,0.5119468,0.48805317
79-93-6,0.34869713,0.6513029
521-11-9,0.80331475,0.19668524
58-18-4,0.922778,0.07722198
72-63-9,0.91273195,0.08726807
116-06-3,0.06242615,0.93757385
1646-87-3,0.07143563,0.92856437
1646-88-4,0.17925727,0.8207427
16146-62-6,0.049611807,0.9503882
4790-92-5,0.05514425,0.94485575
117774-38-6,0.9433264,0.056673594
16655-82-6,0.09344667,0.9065533
66637-25-0,0.14764023,0.8523598
106358-92-3,0.044736505,0.9552635
16709-30-1,0.15112942,0.8488706
59375-53-0,0.03265077,0.96734923
59375-61-0,0.03341639,0.9665836
22781-23-3,0.058781385,0.9412186
59375-67-6,0.0331558,0.9668442
106231-36-1,0.08008301,0.919917
87767-48-4,0.4564575,0.5435425
71108-14-0,0.069668114,0.9303319
1249-84-9,0.21522033,0.78477967
69784-42-5,0.10310006,0.89689994
122-15-6,0.20097333,0.79902667
4757-55-5,0.03297025,0.96702975
92320-57-5,0.13282788,0.8671721
54504-70-0,0.51364964,0.48635036
3648-36-0,0.15324908,0.8467509
75096-86-5,0.124343395,0.8756566
28789-80-2,0.063527286,0.9364727
123253-01-0,0.4830249,0.5169751
50539-80-5,0.08595419,0.9140458
62382-23-4,0.06541926,0.93458074
32891-29-5,0.25508857,0.74491143
50539-66-7,0.13928908,0.8607109
50802-69-2,0.18759477,0.8124052
50673-10-4,0.11647439,0.8835256
50673-11-5,0.09399873,0.90600127
50539-76-9,0.31042176,0.68957824
50673-06-8,0.17976302,0.820237
37430-50-5,0.1445818,0.8554182
84-83-3,0.5447826,0.45521742
123172-61-2,0.87744117,0.12255886
116337-62-3,0.8762692,0.12373077
116337-68-9,0.84720933,0.15279068
134605-64-4,0.6422734,0.35772657
127-48-0,0.22902161,0.7709784
71108-21-9,0.22684431,0.7731557
22198-93-2,0.24241567,0.75758433
123886-70-4,0.13453603,0.865464
123886-68-0,0.13571066,0.86428934
123886-69-1,0.14647168,0.8535283
111038-47-2,0.13684678,0.8631532
15440-46-7,0.84011716,0.15988284
154825-97-5,0.54805845,0.45194155
123886-65-7,0.1269185,0.8730815
57897-49-1,0.061101675,0.9388983
123886-62-4,0.25427753,0.7457225
31652-69-4,0.39816135,0.60183865
6156-18-9,0.45419675,0.54580325
1646-75-9,0.1345663,0.8654337
71868-10-5,0.10936046,0.89063954
25841-41-2,0.43628275,0.56371725
3680-05-5,0.69693196,0.30306804
25841-38-7,0.6598487,0.34015128
42057-22-7,0.92912865,0.07087137
25841-43-4,0.59848464,0.40151533
163000-63-3,0.6858996,0.3141004
84170-74-1,0.8049243,0.1950757
17557-23-2,0.71270376,0.28729624
1471-52-9,0.3238567,0.6761433
98519-15-4,0.07069087,0.9293091
98532-76-4,0.035921812,0.9640782
98532-77-5,0.06325853,0.9367415
1755-97-1,0.22733212,0.7726679
23588-51-4,0.34354198,0.656458
10232-92-5,0.65698147,0.34301853
81-13-0,0.7600942,0.23990576
81129-83-1,0.709463,0.29053703
6362-80-7,0.9067102,0.09328977
2654-58-2,0.18402755,0.81597245
81777-89-1,0.30915248,0.6908475
1955-45-9,0.61238205,0.38761798
131983-72-7,0.11069089,0.8893091
10389-72-7,0.067662716,0.9323373
36981-93-8,0.14018553,0.85981447
51200-87-4,0.4306562,0.5693438
15214-89-8,0.66053855,0.33946145
24458-48-8,0.24216825,0.75783175
543-39-5,0.7894504,0.21054956
103-05-9,0.43236917,0.5676308
100-86-7,0.47166973,0.52833027
1320-94-1,0.7408639,0.25913608
50539-73-6,0.08308214,0.91691786
50539-74-7,0.14577651,0.8542235
99599-74-3,0.2458933,0.7541067
99599-78-7,0.37322044,0.62677956
558-30-5,0.63131905,0.36868095
2978-58-7,0.0548501,0.9451499
32889-48-8,0.2838928,0.7161072
115-19-5,0.19649786,0.80350214
80-04-6,0.85439706,0.14560296
564-94-3,0.7992714,0.20072858
127-91-3,0.93421143,0.06578857
89686-69-1,0.7953137,0.20468627
101007-06-1,0.5240637,0.47593626
22431-62-5,0.29908347,0.7009165
58769-20-3,0.26959842,0.7304016
52645-53-1,0.33373004,0.66626996
75867-00-4,0.46205324,0.53794676
68359-37-5,0.37964386,0.62035614
80803-92-5,0.4155813,0.5844187
73611-02-6,0.5597458,0.44025424
79-92-5,0.89397293,0.10602706
128148-93-6,0.49046767,0.50953233
