CASRN,LD50_xgboost_ecfp6counts
107-41-5,1.413435
10141-15-8,0.9513849
32568-89-1,0.4410257
3407-42-9,0.55034673
5585-52-4,0.8541355
5076-19-7,1.0185633
302-95-4,-0.014740998
1403-66-3,-0.05242936
26419-73-8,-1.8005852
1215-83-4,0.21241824
523-86-4,-0.93306845
6970-59-8,1.02481
83805-11-2,-1.5842025
6754-13-8,0.36785296
551-36-0,0.79471904
2275-23-2,-0.6744273
5588-10-3,0.053239446
101-40-6,0.8412524
300-42-5,0.35505477
1199-85-5,-0.05172591
6988-20-1,-0.70464784
926-93-2,0.3097627
894079-42-6,0.45181757
57-92-1,0.64411193
66637-32-9,-1.3174808
106358-90-1,-1.642249
59375-71-2,-1.8907301
59375-66-5,-1.6693535
54266-57-8,-1.0316151
1563-67-3,0.4101352
54266-46-5,-1.0888393
67151-63-7,0.9333037
97-84-7,0.7084122
13115-40-7,0.36974558
5585-67-1,-0.04956259
5585-73-9,0.32763618
521-78-8,0.19492787
84-96-8,0.35298052
70133-85-6,0.18987711
108-16-7,0.8633842
5636-83-9,0.36578777
1225-60-1,0.25578773
22212-93-7,-0.48284528
23915-73-3,0.20026414
2449-49-2,0.73215955
20170-20-1,0.35295072
1892-80-4,0.11431381
603-00-9,0.83093095
66637-35-2,-0.57519484
801-52-5,0.32115093
61738-05-4,0.37300193
34769-67-0,0.4763182
2079-54-1,0.47677207
56393-22-7,0.3390524
64399-29-7,0.67910147
67055-59-8,0.5904088
7635-51-0,0.41691804
3766-60-7,0.6165266
68690-89-1,0.48391548
25724-11-2,1.1274415
32358-07-9,0.21183544
10143-67-6,1.3120044
2801-68-5,0.77806115
90-87-9,1.0386703
33419-42-0,-0.09601978
67329-03-7,-0.45476282
106065-10-5,0.9266121
74150-27-9,0.60245293
10024-70-1,1.2537551
1589-47-5,1.2030522
60676-84-8,0.35681945
73573-87-2,0.46178648
6142-38-7,1.2776573
16777-42-7,0.58504313
22204-53-1,0.49146426
97699-81-5,0.34997883
110599-10-5,0.5281008
110599-11-6,0.673039
38835-17-5,0.5732039
108912-17-0,0.32939425
52756-25-9,0.46752352
51338-27-3,0.6470084
69806-40-2,0.3335759
34885-03-5,1.0780469
55066-48-3,0.98658335
589-92-4,1.0249809
15520-10-2,0.8728711
6280-15-5,0.99461436
2470-73-7,0.3634134
19142-68-8,0.24144876
9046-10-0,1.1193541
1982-49-6,0.5681118
77287-90-2,0.10208314
31291-71-1,0.6153916
18069-17-5,1.2501761
1123-85-9,0.7887645
116287-13-9,0.5880796
112344-52-2,0.26930118
37795-71-4,0.343601
62571-86-2,1.0473164
13330-31-9,0.6704155
357-56-2,0.31565988
590-88-5,0.9115926
78-90-0,0.7210966
10171-78-5,0.9175052
29670-17-5,0.5341933
52663-81-7,0.8780868
59182-63-7,0.3270086
5586-87-8,0.40601632
49561-54-8,0.050628033
30007-14-8,0.039427873
1944-12-3,0.65130836
136-69-6,0.2954091
10138-74-6,1.0873541
109-07-9,0.8180947
17590-01-1,0.3122562
75-55-8,1.005238
94-91-7,0.66849613
114460-08-1,0.21997175
537-61-1,0.69348127
3478-94-2,0.54754925
59-96-1,0.37183675
23256-30-6,0.33471972
74277-10-4,0.47760105
2425-66-3,0.48640707
107-89-1,1.3759967
57-55-6,1.2960118
4189-47-3,0.9529059
770-35-4,0.9937807
999-61-1,1.2778966
29053-27-8,0.3853619
2568-25-4,0.8385214
4353-02-0,0.4386034
709-90-0,0.9526586
159264-96-7,0.33315474
303-47-9,0.34924966
19224-26-1,1.1389399
119446-68-3,0.2630089
6423-43-4,0.7037472
75-56-9,0.7980242
1072-43-1,0.9167343
78-89-7,1.007625
78-87-5,0.3638443
16529-56-9,0.38762468
93-53-8,0.9032551
64037-53-2,0.7206708
21267-72-1,0.59419006
3626-56-0,0.62861234
78-97-7,0.6151632
1967-16-4,0.58155066
74068-00-1,0.83668226
14838-15-4,0.700229
50901-84-3,0.34211454
117-27-1,0.15890045
1193-81-3,1.1055466
69056-38-8,0.48634526
65489-05-6,0.4480581
78168-92-0,0.3607112
19408-46-9,1.1424954
56180-94-0,0.6632968
3094-09-5,0.68941164
70886-61-2,0.31808442
598-77-6,0.7905084
55418-56-9,0.40397042
47073-92-7,0.6215721
95719-25-8,0.7001606
80382-23-6,0.3352906
5005-84-5,0.28108007
55843-86-2,0.19165565
40828-46-4,0.54878294
81265-54-5,0.22351588
56355-17-0,0.3549326
52549-17-4,-0.011230053
34691-31-1,0.44654188
56427-43-1,-0.5703025
30087-33-3,0.11527465
53716-49-7,0.0026513324
66934-18-7,0.18206485
51234-28-7,0.22171319
55690-47-6,-0.5434139
55689-71-9,-0.2082999
5104-49-4,0.39677143
31793-07-4,0.2704046
41363-50-2,0.47936466
72619-41-1,-0.014204605
158836-71-6,0.2102821
67700-30-5,0.67499614
188416-20-8,0.33630788
1331-41-5,0.50317633
2126-84-3,0.6648769
7654-03-7,0.8365296
33368-94-4,0.660319
119-51-7,1.0271716
55294-15-0,0.28906763
98-85-1,0.9878155
42818-60-0,0.6601653
54335-70-5,-0.551686
52570-16-8,0.70501065
87757-18-4,0.12376448
26129-32-8,0.6959896
40843-25-2,0.6771834
105512-06-9,0.36138526
1953-02-2,1.0620652
598-78-7,1.0616533
1501-84-4,0.57599425
76-00-6,0.92097735
66941-48-8,0.27708688
20602-57-7,0.7072968
35782-82-2,0.5591153
20866-13-1,0.5170352
14689-97-5,0.37656733
2592-62-3,0.7367264
497-26-7,0.8953669
75-34-3,0.9265806
50765-96-3,-0.29011425
22094-93-5,0.81503457
4957-16-8,0.7873192
4474-24-2,1.0608869
465-42-9,0.49906355
85801-02-1,-0.5146662
70-38-2,1.2052994
50765-94-1,0.030456506
59263-66-0,0.24150817
33089-61-1,0.2467204
90268-24-9,0.3186057
50765-93-0,0.19918555
627-70-3,0.91024774
4602-84-0,1.5851079
64218-02-6,1.2123299
105-87-3,1.5079863
94238-00-3,0.05285871
3772-23-4,0.92837214
6358-37-8,0.63240933
95-93-2,0.88392395
527-53-7,0.8595132
5384-21-4,0.9081795
89269-64-7,0.7476925
89427-45-2,-0.89032763
73840-50-3,0.65438116
1124-11-4,0.7461905
10543-57-4,0.78396416
1709-70-2,0.67630166
40580-62-9,0.25856164
121-21-1,0.3599057
23031-36-9,0.55283374
97-11-0,0.10957311
27223-49-0,1.0931334
477-33-8,0.50051284
29171-21-9,1.0669006
82508-32-5,0.23292148
2686-99-9,-0.031008348
3971-89-9,-0.1719385
98124-08-4,0.5476249
86780-90-7,0.5394277
5585-39-7,1.2095506
459-80-3,1.4567654
1786-08-9,1.0046427
110-93-0,1.4307263
586-62-9,0.34642714
68555-58-8,0.87733835
137927-76-5,0.25621527
1191-16-8,1.2696294
13884-43-0,0.59403056
97-36-9,1.0227197
78-32-0,0.12512285
95-63-6,0.9807038
938-18-1,0.91494626
88-05-1,0.90459037
108-75-8,0.90305674
78-30-8,0.5164858
27945-43-3,0.71957105
700-13-0,0.9586894
14667-55-1,0.7767958
28730-17-8,0.7498979
73622-67-0,0.6928366
18869-73-3,0.49387926
2169-64-4,0.35221332
96-69-5,0.57270205
96-66-2,-0.12602346
41208-07-5,0.51725066
1445-23-4,0.6232982
1218-35-5,-0.244414
59708-57-5,0.67788154
2487-01-6,0.49680075
79006-76-1,-0.25118142
96515-74-1,-0.11343303
50588-13-1,-0.100037046
50700-72-6,-0.025646938
34388-29-9,0.9139168
121-29-9,-0.034114096
26002-80-2,0.51871276
70-43-9,0.45479003
23031-38-1,0.5430951
72963-72-5,0.5219062
14297-81-5,0.9750599
124416-41-7,-0.27222058
14901-07-6,1.0034918
25812-30-0,0.79260564
80-26-2,0.8270308
78-70-6,1.080216
315-18-4,-0.4635037
2032-65-7,-0.15337165
2635-10-1,-0.23318346
2655-14-3,0.021995349
2425-10-7,-0.4796727
671-04-5,-0.24004394
66871-56-5,0.4385625
6392-46-7,-0.23543218
79006-73-8,-0.29798234
23103-98-2,-0.3616161
548-84-5,0.10088393
38035-28-8,-0.19435482
59669-26-0,-0.29242447
68789-90-2,-0.64407206
50765-87-2,-0.3675297
100751-82-4,0.08744907
88296-62-2,0.1628805
68789-93-5,-0.28876278
123252-99-3,0.7647704
50528-97-7,0.5699487
61676-87-7,0.85354143
58011-68-0,0.54728
25505-97-9,0.5678941
24303-87-5,0.19624531
55-37-8,-0.04191138
64011-88-7,-0.40185514
18694-40-1,0.59004074
73590-58-6,0.66154116
21829-25-4,0.8207767
71653-63-9,0.5499394
88046-00-8,0.8325646
484-12-8,0.5228465
50563-36-5,0.58450526
77732-09-3,0.21743922
24280-93-1,0.559364
132203-70-4,0.68974155
62751-73-9,-0.46262473
67369-99-7,-0.14740582
6962-44-3,0.85416806
38168-64-8,0.2483288
139958-16-0,0.49325573
60568-05-0,0.63872814
4619-66-3,1.2542717
99522-79-9,0.28209624
73698-59-6,0.78233975
89226-75-5,0.3044728
91599-74-5,0.3947379
68483-33-0,-0.32766965
30748-29-9,0.45656317
59204-74-9,0.83204305
63704-66-5,-0.010558199
5205-11-8,1.2892218
107-86-8,1.0293934
4479-75-8,1.0065994
101030-72-2,0.9558207
541-47-9,1.1915857
26485-81-4,0.7095625
137927-77-6,0.42069158
137927-78-7,0.38710493
1752-30-3,-0.18011479
67-64-1,1.1931324
2082-81-7,1.6143153
109-16-0,1.0479419
99-48-9,1.0223153
814-78-8,1.2218287
110-13-4,1.2456527
123-54-6,1.244206
86-92-0,0.79331297
93-68-5,0.89112955
20139-55-3,0.7481213
5185-97-7,1.3600714
128-80-3,1.0049028
108-38-3,0.9970487
68908-87-2,0.90458107
6613-44-1,1.1049197
108-69-0,0.89891124
1665-48-1,0.6592513
17291-89-3,0.7229846
13730-09-1,1.0839877
95-78-3,0.8579281
21436-96-4,0.62785757
73839-60-8,0.25807038
3761-53-3,0.9490714
89-87-2,0.9893331
105-67-9,0.9370444
80567-67-5,0.717938
589-93-5,0.8818893
108-47-4,0.87958354
95-47-6,0.7171258
95-64-7,0.78318095
95-65-8,0.9778632
72364-91-1,1.0592697
1799-79-7,-0.66224146
17291-84-8,0.63261193
87-62-7,0.6269674
88069-67-4,0.3385523
5294-61-1,0.16269611
77191-36-7,0.55365694
7361-61-7,0.22137883
72-57-1,0.86241716
30544-72-0,0.3806802
67129-08-2,0.5076861
576-26-1,0.9185775
47465-97-4,0.19309519
3875-72-7,0.34543628
6360-54-9,0.68620616
21894-02-0,0.84533006
4418-66-0,-0.32621995
5825-79-6,0.77126426
122-00-9,1.1570126
625-84-3,0.8555705
67-51-6,0.8315106
123-32-0,0.60339636
147160-51-8,1.0021715
147160-52-9,1.1020014
53112-28-0,0.49117735
108-50-9,0.66281456
25724-50-9,0.6440389
95-26-1,0.68330157
2216-45-7,1.031529
64039-28-7,0.6179341
5724-56-1,0.8882437
61-68-7,0.5363654
50892-23-4,-0.029178642
89427-22-5,-0.61194545
1901-26-4,0.92339706
28802-49-5,0.83344924
47000-92-0,0.51980853
72-44-6,0.45445925
963-34-8,0.3790127
3214-64-0,0.4839041
28562-70-1,0.85095114
21312-10-7,0.91731566
65183-11-1,0.36221376
6358-85-6,0.4662212
13051-49-5,1.1658486
57-97-6,0.6084626
62450-06-0,0.6070846
5910-89-4,0.81950986
74050-94-5,1.0795823
10049-83-9,1.2028092
73840-49-0,0.73606855
15911-15-6,0.7429638
431-03-8,1.282019
55290-64-7,0.8417251
6092-18-8,0.3370258
67-03-8,0.56946373
21452-18-6,0.73604697
17433-39-5,0.7765568
10268-78-7,0.93909276
4321-69-1,1.153927
5003-48-5,0.6613768
19249-34-4,0.90451103
13256-19-4,1.016865
111-21-7,1.4798007
111-55-7,1.3434066
7250-71-7,0.81480926
869-29-4,0.65960574
10140-75-7,0.6724569
5459-90-5,0.8275252
108-24-7,1.183429
115-33-3,-0.119667254
14008-48-1,0.23374097
1466-82-6,1.1793545
2678-29-7,0.6026085
128-37-0,0.85331017
66575-29-9,-0.31709698
356-12-7,-0.028889459
27726-31-4,0.59827554
98-51-1,1.0530342
15148-80-8,0.6549797
36556-75-9,0.71103287
75-97-8,1.2009382
3204-27-1,-0.23251472
5902-51-2,0.66430527
540-88-5,1.3106272
26944-48-9,0.33406496
4785-72-2,-0.22673741
22791-20-4,-0.72739655
20417-83-8,0.57660514
16339-21-2,0.37831548
3056-93-7,0.2463189
2889-58-9,1.11865
2094-99-7,0.9099594
78-59-1,0.71132123
471-01-2,0.96606207
19213-12-8,0.8911406
17191-84-3,0.5992852
2873-97-4,0.87352836
74277-15-9,0.6569891
123-42-2,1.2566962
5986-38-9,0.8552383
1118-39-4,0.18094532
103-07-1,1.2387131
151-05-3,1.0233185
13466-78-9,0.7522887
147-47-7,0.70828193
15545-38-7,1.0762423
80-56-8,0.94790924
15440-51-4,0.7867699
15545-42-3,0.9205165
82657-04-3,-0.053507287
79538-32-2,-0.67187
128-51-8,1.0157624
4478-63-1,1.0846014
18172-33-3,0.099046834
642-78-4,0.896151
1847-24-1,0.846783
13412-64-1,0.98362947
23930-19-0,-0.20300494
507-59-5,-0.8829466
507-60-8,-0.7484466
18470-08-1,0.08811097
13265-01-5,0.8080292
1920-21-4,1.1413783
17702-57-7,-0.5744789
14144-91-3,-0.40227103
64050-03-9,-0.047975548
82875-36-3,0.67686486
6923-22-4,-1.2549815
49564-57-0,0.74116987
5248-39-5,0.8029771
3566-00-5,-0.329671
64748-15-8,-0.1805872
14628-06-9,0.08007407
4116-10-3,0.63061464
51481-61-9,0.26692927
34839-70-8,0.5587469
14260-40-3,0.15479518
21787-80-4,0.34625185
1129-41-5,0.6487853
21124-13-0,0.71544427
57647-53-7,0.28584686
644-64-4,-0.12991987
58-15-1,0.4870802
98617-19-7,0.5131917
141-66-2,-1.4213227
1165-48-6,-0.49959397
69884-15-7,0.106551506
68104-02-9,0.23324853
2867-47-2,1.246634
102410-39-9,0.035291623
341-69-5,0.3656963
74758-13-7,0.38055408
31635-40-2,0.7333729
99-97-8,0.5291809
55-80-1,1.0693521
21540-35-2,0.46154234
7203-89-6,0.51277363
15545-48-9,0.5696504
28217-97-2,0.28852224
132147-50-3,0.23700537
535-89-7,0.40500644
20240-98-6,0.056991365
5810-11-7,0.5956248
32150-76-8,0.15849634
63979-29-3,0.40630016
3789-78-4,1.0507839
21677-26-9,0.95894927
127-19-5,0.8413217
1933-50-2,0.3904066
87344-16-9,0.38194138
6493-05-6,0.6941392
68-89-3,0.6014362
88338-63-0,0.51977086
25601-84-7,-1.2554358
22787-53-7,-1.1999439
54473-31-3,-0.41967994
98124-07-3,0.63801455
87344-06-7,0.46004495
550-28-7,0.76776576
36304-84-4,0.27598256
62783-50-0,0.5695437
62783-49-7,0.35849074
26155-31-7,0.17554557
62783-48-6,0.24977218
80-11-5,0.4020548
31642-65-6,0.2747968
93738-40-0,0.34149113
64092-48-4,0.5795629
30652-11-0,0.8375541
27223-35-4,0.120639995
79442-83-4,0.7008788
60-80-0,0.6956901
64049-33-8,0.46297878
71561-11-0,0.54888135
34375-78-5,0.36529696
83-07-8,0.748391
7417-67-6,0.5227588
3196-50-7,0.32552317
60-31-1,0.74546194
16006-75-0,0.73730963
64011-84-3,-0.4649444
298-01-1,-1.010649
57846-35-2,-0.30194065
55-38-9,-0.45254266
14086-35-2,-1.1012124
3761-42-0,-0.30139428
83-79-4,0.41057032
4433-79-8,0.8591933
65008-94-8,0.32342517
30011-11-1,0.79609215
5826-85-7,-0.48902896
2255-17-6,-1.044981
122-14-5,-0.25192612
51356-08-2,-1.0119934
22620-72-0,-1.1896634
2703-61-9,-0.8467007
72732-56-0,0.10723304
58186-27-9,0.5843135
153-87-7,0.2083006
82875-38-5,0.8567555
185119-76-0,0.9176548
13265-60-6,-0.093372166
1741-11-3,0.1995399
3566-76-5,0.51585317
3344-14-7,-0.57399386
30560-19-1,-0.22974432
22502-03-0,1.2983451
3131-27-9,1.0748634
42924-53-8,0.877513
122-48-5,0.93796057
39562-22-6,0.6001867
105-45-3,1.3263247
122-84-9,0.77613795
5437-98-9,0.2964695
3610-27-3,1.5324013
629-38-9,1.4548551
110-49-6,1.5994148
93-51-6,1.0622022
99-75-2,1.043365
13684-63-4,0.9072598
80-48-8,1.1305351
80689-16-3,0.6570478
23287-26-5,0.8732472
14205-39-1,1.0694658
73698-62-1,0.8244558
82-57-5,0.8462096
64037-75-8,0.74443424
64037-74-7,0.926428
50-07-7,0.45860532
20168-99-4,0.1398164
27035-30-9,-0.29368752
65189-78-8,-0.49992967
53164-05-9,-0.3154702
62751-72-8,-0.30948594
67369-98-6,-0.20590715
60051-79-8,-0.3628388
31230-24-7,0.89994437
94125-34-5,0.56977874
5652-84-6,0.5093222
38205-64-0,0.5859632
22862-76-6,0.58405274
82273-25-4,0.74766845
93-28-7,0.73873043
2636-25-1,-0.3336567
23793-23-9,1.0573467
161193-03-9,1.0366749
3120-74-9,0.64653015
14143-28-3,0.7177263
1671-49-4,0.9166062
122836-35-5,0.6145122
4786-19-0,0.6476006
563-47-3,0.49465883
78-85-3,1.1922241
126-98-7,0.6502474
30950-27-7,0.38442925
79-39-0,1.095775
923-02-4,0.9970913
19243-95-9,0.88938516
2164-09-2,0.53279954
79-41-4,1.140854
4513-53-5,0.94837445
30674-80-7,1.1472155
52628-03-2,1.5507056
1464-69-3,1.1726668
1888-94-4,0.47680968
96-05-9,0.9507556
2495-37-6,1.1985646
23395-20-2,0.90210265
58458-52-9,0.75432867
58458-54-1,0.9036666
58458-56-3,0.61389476
756-91-2,0.789283
89-25-8,0.75100386
123312-89-0,0.12746799
1071-73-4,1.3118391
853-34-9,0.27507263
5471-51-2,1.0074643
123-76-2,1.2578702
2610-86-8,0.23615707
152-72-7,-0.08925717
81-82-3,-0.05395223
53460-80-3,0.718981
102-01-2,0.8650803
93-70-9,0.6595626
78-95-5,0.8388704
108-88-3,0.9990269
21173-27-3,0.88989276
72239-30-6,0.27054307
589-18-4,1.1307899
622-97-9,0.9563109
104-87-0,1.1463243
104-85-8,0.651939
80834-73-7,0.23828903
80834-70-4,0.34569466
720-94-5,0.726692
6138-79-0,0.26582107
56461-34-8,-0.13091597
63980-34-7,0.78182673
637-60-5,0.7711318
622-58-2,1.199172
1631-28-3,0.78326494
99-99-0,0.87227654
26447-14-3,0.88920027
137927-72-1,0.4046302
614-34-6,1.105596
607-88-5,1.0205221
1424-48-2,1.010865
70-55-3,0.96326184
21187-98-4,0.6494529
1576-35-8,1.0269648
127-65-1,1.0101311
4083-64-1,0.9738551
80-41-1,0.6225618
6837-93-0,1.0669487
106-43-4,0.8859297
108-89-4,0.66324294
569-65-3,0.28608462
72619-36-4,0.21444547
91-62-3,0.8365132
92-48-8,0.94777375
1711-06-4,1.01624
108-44-1,0.90181065
85-72-3,0.93958956
63-99-0,0.6015288
621-29-4,1.0332851
104683-52-5,0.52365
80834-68-0,0.24248469
91-99-6,1.1064043
29218-27-7,0.9086832
108-39-4,1.0767416
1596-09-4,0.6398834
57933-19-4,0.3410928
16154-78-2,0.59535646
1147-41-7,0.8856487
53988-10-6,0.83550537
399-77-9,-1.0258423
5504-68-7,0.57951945
610-39-9,0.16487801
119-33-5,0.7854908
2445-83-2,0.9712271
92-36-4,0.8164884
88-44-8,1.1465533
57524-15-9,0.09333482
695-34-1,0.70990646
108-99-6,0.86874324
1603-41-4,0.79825294
53179-13-8,0.86791044
82159-09-9,0.3001876
618-85-9,0.3297597
504-15-4,0.93957573
41621-49-2,0.70566994
182349-12-8,0.19736414
874-66-8,0.87264913
27776-01-8,0.8690805
72239-32-8,0.2796905
50454-68-7,0.737893
529-19-1,0.76620156
73987-51-6,0.5440593
90-12-0,0.8149103
2853-69-2,-0.03853519
7055-03-0,0.99503535
71753-20-3,0.24071728
65871-41-2,0.57343286
71077-34-4,1.0665544
95-80-7,0.7584056
99-55-8,0.8645961
95-79-4,0.62694865
136-80-1,0.87138116
93-69-6,0.45119995
614-68-6,0.833565
131-79-3,0.52984905
584-84-9,1.0711225
28005-74-5,0.8758458
4067-01-0,0.59074247
6422-83-9,0.3971328
119-32-4,0.7132505
121-14-2,0.32705647
95-48-7,0.93156457
2835-95-2,0.8174026
6775-25-3,0.5031948
59-47-2,0.9731421
6055-48-7,0.51213187
2210-79-9,0.916572
55543-68-5,0.892958
14491-59-9,0.5408717
88-19-7,0.92024916
95-49-8,0.7850305
95-73-8,0.66347724
7745-91-7,0.63507205
90-33-5,0.67625976
4394-77-8,-0.20687972
53083-96-8,0.40252095
2246-44-8,0.60066366
4934-55-8,0.65116835
95-69-2,0.5362547
21787-81-5,0.55766356
83-34-1,0.7848502
24283-57-6,0.15628389
64036-72-2,0.66817504
619-15-8,0.39187017
2581-34-2,0.8176102
89427-10-1,-0.8237612
83-40-9,1.0851331
1570-64-5,0.64940095
17514-68-0,0.8103404
69226-39-7,1.0182929
69226-40-0,0.74065554
14863-40-2,-1.1391183
644-62-2,0.7109795
88-51-7,0.95258814
89427-05-4,-1.054729
89427-04-3,-1.1873568
1603-40-3,0.6831581
100299-08-9,0.659963
2312-76-7,0.060516786
481-42-5,0.5022334
116288-88-1,0.56767684
616-02-4,0.95286036
30516-87-1,0.902465
3056-17-5,0.6455061
626-48-2,0.94059515
56-04-2,0.9817126
20344-15-4,0.3160181
18591-81-6,0.5775014
1824-81-3,0.63360727
72-80-0,0.63903767
1453-58-3,0.97929645
822-36-6,0.6815133
641571-11-1,0.1453842
100365-72-8,0.8743115
1131-18-6,0.6931768
70803-10-0,0.62581414
122-57-6,1.1753258
32979-83-2,0.62679577
25398-39-4,0.8434812
78-98-8,1.2164123
591-12-8,0.87425447
1013-99-6,0.77762645
10004-44-1,0.66642034
59-63-2,0.46937785
723-46-6,0.8872209
554-14-3,0.8654092
101030-71-1,0.86998713
65489-04-5,0.33969682
21342-85-8,0.41585106
148-01-6,0.35868874
823-40-5,0.74286795
35572-78-2,0.36448458
87-60-5,0.9890379
13710-19-5,0.33889535
17737-65-4,0.14365038
606-20-2,0.40519264
19406-51-0,0.33757854
497-56-3,0.2465723
83-42-1,0.7041441
608-25-3,0.8992388
4467-21-4,-0.1584222
321-55-1,-0.54695463
77605-73-3,0.44836667
89427-03-2,-1.1030722
89427-23-6,-0.74917656
89427-24-7,-0.92210615
89427-21-4,-1.1424176
89427-36-1,-1.3945982
89427-40-7,-1.2467711
58348-97-3,0.5669157
28782-19-6,0.2825307
89427-31-6,-1.1943614
63498-62-4,0.5762819
4228-99-3,-1.0243722
147-61-5,0.78811467
78415-72-2,0.62132096
119615-63-3,0.37305233
15878-08-7,0.72209936
520-09-2,0.113519184
6814-58-0,0.74834234
106266-06-2,0.14805454
144598-75-4,-0.024744699
1003-52-7,0.75856894
17364-41-9,0.7650623
524-36-7,0.71568686
58-56-0,1.1963345
876-85-7,0.98265904
13331-81-2,0.8694744
73987-24-3,0.8665198
73908-94-8,0.95750034
82-82-6,1.0936054
73839-78-8,0.9376469
2856-75-9,0.6001784
59035-98-2,0.54990834
7331-25-1,0.4708669
109293-97-2,0.5973639
39242-73-4,0.67369413
126055-15-0,0.7494359
63979-28-2,0.780034
23696-28-8,0.7947396
98-86-2,1.2144873
735-52-4,0.73415506
42018-31-5,0.91532314
99-03-6,1.0036366
121-89-1,0.812823
53944-40-4,0.64352435
72492-12-7,0.55356324
40187-51-7,0.88324493
110147-48-3,0.6219203
89-84-9,0.98766804
1122-62-9,1.042819
25201-35-8,0.6166117
24691-76-7,0.6656694
5234-68-4,0.77066535
5259-88-1,0.6608811
24691-80-3,0.7440274
75706-12-6,0.06065943
118-71-8,0.76908493
17334-68-8,0.73081726
25506-01-8,0.6623308
60583-65-5,0.6623043
62-55-5,0.6091902
4104-14-7,-0.09527701
364-98-7,0.5573177
142-26-7,1.2944925
616-91-1,1.1188849
103-84-4,0.95327735
3366-61-8,0.7278579
103-90-2,1.0106056
5221-42-1,0.7560879
83003-97-8,-0.7898585
13067-19-1,0.8020564
2621-62-7,0.7864717
38411-17-5,0.57018995
110882-70-7,0.7166427
5663-71-8,0.95105094
17433-31-7,0.93875414
546-88-3,1.1505796
637-53-6,0.78283465
55661-38-6,0.02730955
13750-62-4,0.71140426
443-48-1,0.65777373
74298-63-8,0.5621363
59467-70-8,0.42827764
21721-92-6,0.4363253
1943-27-7,0.6058015
2532-91-4,0.74329215
41394-05-2,0.56601566
57726-65-5,0.20684758
109543-52-4,0.74664795
144-82-1,0.88737595
65277-42-1,0.37484282
1696-20-4,1.1326921
4091-14-9,0.4648007
507-09-5,0.9683832
20206-80-8,1.1069357
21722-83-8,1.2933724
103-45-7,1.3011804
22031-33-0,0.7158948
542-59-6,1.4303536
542-58-5,0.75689495
591-87-7,0.65207314
103-54-8,1.0777847
627-09-8,0.90293324
1001-55-4,0.7223843
140-11-4,1.107602
326-61-4,0.5978147
93793-83-0,0.4039406
1515-76-0,0.35884774
622-45-7,1.300073
83145-58-8,0.866965
15667-63-7,0.33018193
117568-24-8,0.7011225
13838-02-3,0.8577416
90-17-5,1.0448328
21757-82-4,0.55671066
74548-80-4,0.22680049
3061-65-2,0.36759126
13031-41-9,0.4908063
50594-77-9,0.42022413
50-78-2,0.9333211
22494-27-5,0.76699233
322-79-2,0.55052257
79-21-0,1.3076265
63123-39-7,0.58296204
75-36-5,1.0794431
68515-88-8,0.29492667
71878-19-8,-0.2523684
26741-53-7,0.166578
41484-35-9,-0.11940991
6029-54-5,0.39807647
15721-78-5,0.82001066
732-26-3,0.8077358
61260-55-7,0.779763
76505-58-3,0.627144
85438-51-3,-0.11938629
64019-93-8,0.087753125
2655-19-8,-0.4261179
88-27-7,0.32143286
87-97-8,0.7414108
43064-33-1,1.0644358
10537-47-0,0.30445653
69425-13-4,0.3284365
1421-49-4,0.7250427
728-40-5,0.34315166
96489-71-3,0.5518092
3006-86-8,0.811577
76858-38-3,-0.5347197
121-54-0,0.30915463
140-66-9,0.8998214
9002-93-1,1.0017219
107-45-9,0.72889507
141-59-3,1.0973065
50539-70-3,-0.8740002
3457-61-2,0.9783619
57910-39-1,0.47662762
98319-26-7,0.425935
6320-14-5,0.66737306
63919-00-6,1.0549824
36768-62-4,0.83440167
826-36-8,0.9552843
2226-96-2,1.0149078
2896-70-0,0.7215323
76505-59-4,0.5043003
78-67-1,0.60643625
64257-84-7,0.05713678
2778-42-9,0.63205916
2997-92-4,0.73092085
721-26-6,0.85995686
80-43-3,0.9499331
14929-11-4,0.8652146
52508-35-7,0.5226174
65323-13-9,1.0318987
34014-18-1,0.4020796
39196-18-4,-0.88087785
24814-29-7,0.5577486
98477-07-7,0.19685097
17578-44-8,-0.036606018
64632-00-4,0.28730068
55861-78-4,0.33839926
34205-21-5,0.35476825
4849-32-5,0.36889523
83940-41-4,0.69761086
124978-79-6,0.07029406
55511-98-3,0.5707594
79985-92-5,-0.6690163
18470-10-5,-0.1479151
121-00-6,0.8465475
5902-52-3,-0.004182467
60853-38-5,0.24292609
92929-94-7,0.37060347
1634-04-4,0.9567723
39195-82-9,0.76200134
21087-64-9,0.4798932
39196-10-6,0.829849
39196-09-3,0.977189
68955-53-3,0.85441715
68938-07-8,1.3037002
59354-78-8,1.2516468
61925-70-0,0.41939926
98-53-3,1.006758
76738-62-0,0.578793
75736-33-3,0.29550946
13221-27-7,0.35868764
66346-01-8,0.6740068
59997-51-2,0.9268612
24473-06-1,0.88105786
13547-70-1,0.91260636
98-06-6,0.9441418
18127-01-0,1.0103132
98-73-7,0.9466342
56488-59-6,0.84568316
2312-35-8,0.5592246
3671-67-8,-0.8585156
98-29-3,0.77600914
89427-06-5,-1.1973697
88-18-6,0.8458988
107551-67-7,0.76824737
109825-47-0,0.3351207
63938-45-4,0.64355415
83-26-1,0.024361087
38083-17-9,0.6191119
43121-43-3,0.4495757
22591-21-5,0.68419796
1492-02-0,0.859616
