CASRN,LD50_xgboost_rdkit2d
21564-60-3,0.39412114
107-41-5,1.2979105
10141-15-8,0.6812293
32568-89-1,0.039056003
3407-42-9,1.1870203
5585-52-4,0.29931155
5076-19-7,1.4337537
302-95-4,0.06746599
1403-66-3,0.7844562
26419-73-8,-2.1024864
1215-83-4,0.26355076
523-86-4,-0.7336855
6970-59-8,1.1200107
83805-11-2,-0.24643284
6754-13-8,0.40454417
551-36-0,1.003972
2275-23-2,-1.048833
5588-10-3,0.458163
101-40-6,0.44828314
300-42-5,0.16005905
1199-85-5,0.30193743
6988-20-1,-0.6086099
926-93-2,0.11261256
894079-42-6,0.6926927
57-92-1,0.5502596
66637-32-9,-1.503042
106358-90-1,-1.2077407
59375-71-2,-1.89629
59375-66-5,-1.642673
54266-57-8,-0.915157
1563-67-3,0.17002037
54266-46-5,-0.99167955
67151-63-7,0.7560335
97-84-7,0.62592477
13115-40-7,0.16254391
5585-67-1,-0.18840575
5585-73-9,0.32923785
521-78-8,0.474076
84-96-8,0.25056008
70133-85-6,0.28497672
108-16-7,1.315963
5636-83-9,0.17083909
1225-60-1,0.25828028
22212-93-7,-0.77525336
23915-73-3,0.38093713
2449-49-2,0.20622317
20170-20-1,0.40760115
1892-80-4,0.6781591
603-00-9,0.6978908
66637-35-2,-0.54722893
801-52-5,0.11787059
61738-05-4,0.67468095
34769-67-0,0.574915
2079-54-1,0.17808242
56393-22-7,0.3211139
64399-29-7,0.61225927
67055-59-8,0.2789044
7635-51-0,0.6290379
3766-60-7,0.652276
68690-89-1,0.40542123
25724-11-2,1.0817595
32358-07-9,-0.35544264
10143-67-6,1.4462736
2801-68-5,0.55244434
90-87-9,1.0176517
33419-42-0,-0.06574369
67329-03-7,-0.6712706
106065-10-5,0.91418844
74150-27-9,0.38030618
10024-70-1,1.6441947
1589-47-5,1.4541523
60676-84-8,0.5528846
73573-87-2,0.6097306
6142-38-7,1.5676205
16777-42-7,0.46554947
22204-53-1,0.7291291
97699-81-5,0.005559992
110599-10-5,0.661471
110599-11-6,0.70123726
38835-17-5,0.57788557
108912-17-0,0.77347857
52756-25-9,0.6166651
51338-27-3,0.5005774
69806-40-2,0.32430443
34885-03-5,1.1453379
55066-48-3,1.0533121
589-92-4,1.1078321
15520-10-2,0.6068783
6280-15-5,1.2663891
2470-73-7,0.31084135
19142-68-8,0.09299463
9046-10-0,1.1487793
1982-49-6,0.6813452
77287-90-2,-0.11858101
31291-71-1,1.2471341
18069-17-5,1.3403821
1123-85-9,1.1429021
116287-13-9,0.50974613
112344-52-2,0.2007396
37795-71-4,0.52682966
62571-86-2,0.7023086
13330-31-9,0.41553837
357-56-2,0.00048087962
590-88-5,1.006339
78-90-0,1.177947
10171-78-5,1.4785316
29670-17-5,0.42151472
52663-81-7,0.70534617
59182-63-7,0.6414809
5586-87-8,0.19737554
49561-54-8,0.26008108
30007-14-8,0.07708086
1944-12-3,0.9124706
136-69-6,0.5058511
10138-74-6,1.6431657
109-07-9,1.2693068
17590-01-1,0.30655682
75-55-8,0.545185
94-91-7,0.92775816
114460-08-1,0.33708197
537-61-1,0.34987268
3478-94-2,0.41665992
59-96-1,0.23168093
23256-30-6,0.12844284
74277-10-4,1.179365
2425-66-3,0.18380783
107-89-1,1.6381199
57-55-6,1.930482
4189-47-3,0.6693951
770-35-4,0.98923546
999-61-1,0.8418362
29053-27-8,0.66117364
2568-25-4,1.0749263
4353-02-0,0.536834
709-90-0,0.7037808
159264-96-7,0.60967
303-47-9,0.48148206
19224-26-1,1.2783453
119446-68-3,0.39566275
6423-43-4,0.5707522
75-56-9,0.87673825
1072-43-1,0.8718379
78-89-7,0.3462819
78-87-5,0.99864435
16529-56-9,0.3972155
93-53-8,1.151554
64037-53-2,0.8909492
21267-72-1,0.532142
3626-56-0,1.156563
78-97-7,0.78380144
1967-16-4,0.3511616
74068-00-1,0.40935668
14838-15-4,0.71046233
50901-84-3,0.44405133
117-27-1,0.31024286
1193-81-3,1.1748135
69056-38-8,0.5719911
65489-05-6,0.40113142
78168-92-0,0.43825892
19408-46-9,0.94708353
56180-94-0,1.0806112
3094-09-5,0.410182
70886-61-2,0.57968843
598-77-6,0.9385936
55418-56-9,0.41161665
47073-92-7,0.47633225
95719-25-8,0.9069471
80382-23-6,0.2846527
5005-84-5,-0.10848846
55843-86-2,0.6303563
40828-46-4,0.30141047
81265-54-5,0.23689757
56355-17-0,0.34024304
52549-17-4,0.31011754
34691-31-1,0.45208028
56427-43-1,-0.85679394
30087-33-3,0.10106549
53716-49-7,0.10442104
66934-18-7,0.016180793
51234-28-7,0.14847082
55690-47-6,-0.47071797
55689-71-9,-0.13997662
5104-49-4,-0.051261313
31793-07-4,0.2598047
41363-50-2,0.71374154
72619-41-1,-0.058246978
158836-71-6,0.28571504
67700-30-5,0.12394985
188416-20-8,0.14978908
1331-41-5,0.92040163
2126-84-3,0.31542104
7654-03-7,0.5982823
33368-94-4,0.6574638
119-51-7,0.7338763
55294-15-0,0.40623197
98-85-1,1.1786852
42818-60-0,0.22422133
54335-70-5,-0.85857224
52570-16-8,0.549807
87757-18-4,0.10357836
26129-32-8,0.5317384
40843-25-2,0.4312029
105512-06-9,0.29682732
1953-02-2,1.2590085
598-78-7,0.5708711
1501-84-4,0.77285343
76-00-6,0.819304
66941-48-8,0.3389753
20602-57-7,0.92407566
35782-82-2,0.9478256
20866-13-1,0.51192206
14689-97-5,0.09408252
2592-62-3,-0.68640196
497-26-7,1.1771383
75-34-3,1.3120346
50765-96-3,-0.011095664
22094-93-5,0.50344825
4957-16-8,0.63604456
4474-24-2,0.70679873
465-42-9,0.08627957
85801-02-1,0.1574583
70-38-2,0.7847383
50765-94-1,-0.19667003
59263-66-0,0.42097414
33089-61-1,0.4477096
90268-24-9,0.5848906
50765-93-0,0.013182975
627-70-3,0.8730242
4602-84-0,1.2887199
64218-02-6,0.95992804
105-87-3,1.449618
94238-00-3,0.4049427
3772-23-4,0.96956277
6358-37-8,0.5288843
95-93-2,1.4330152
527-53-7,1.3735508
5384-21-4,0.71217805
89269-64-7,0.611433
89427-45-2,-0.5063804
73840-50-3,0.88117373
1124-11-4,0.6202093
10543-57-4,0.8478976
1709-70-2,0.79399145
40580-62-9,0.63346124
121-21-1,0.29630655
23031-36-9,0.6416196
97-11-0,0.27202028
27223-49-0,0.8024866
477-33-8,0.5390063
29171-21-9,1.0334702
82508-32-5,0.123131566
2686-99-9,0.07445304
3971-89-9,-0.17627062
98124-08-4,0.36879018
86780-90-7,0.68090063
5585-39-7,1.1196623
459-80-3,1.2060922
1786-08-9,1.2157406
110-93-0,1.1959695
586-62-9,1.3816316
68555-58-8,1.3372607
137927-76-5,0.5197829
1191-16-8,1.4904083
13884-43-0,0.8286706
97-36-9,0.8657551
78-32-0,0.5284481
95-63-6,1.5662622
938-18-1,1.0073743
88-05-1,0.840426
108-75-8,0.66883254
78-30-8,1.3443235
27945-43-3,0.29900044
700-13-0,0.83163035
14667-55-1,0.7883222
28730-17-8,0.44446337
73622-67-0,0.3078519
18869-73-3,0.58373934
2169-64-4,0.94568044
96-69-5,1.140793
96-66-2,0.78365827
41208-07-5,0.4722097
1445-23-4,0.87184423
1218-35-5,-0.2078501
59708-57-5,0.38007942
2487-01-6,-0.0689405
79006-76-1,-0.28106833
96515-74-1,0.15553723
50588-13-1,-0.23991379
50700-72-6,-0.116408266
34388-29-9,1.035338
121-29-9,0.3410052
26002-80-2,0.4580958
70-43-9,0.47801754
23031-38-1,1.0513067
72963-72-5,0.37597835
14297-81-5,0.8849147
124416-41-7,-0.16140042
14901-07-6,1.1706041
25812-30-0,0.8548792
80-26-2,1.3310523
78-70-6,0.74333775
315-18-4,-0.8096716
2032-65-7,-0.53758925
2635-10-1,-0.5132221
2655-14-3,0.22332937
2425-10-7,-0.0564646
671-04-5,-0.1851297
66871-56-5,0.6016845
6392-46-7,-0.23657925
79006-73-8,-0.11525013
23103-98-2,-0.7776496
548-84-5,0.2158551
38035-28-8,-0.27621362
59669-26-0,-0.46917582
68789-90-2,-0.6556859
50765-87-2,-0.1473335
100751-82-4,0.01535877
88296-62-2,0.29002744
68789-93-5,-0.55631477
123252-99-3,0.46485215
50528-97-7,0.44657135
61676-87-7,0.63967425
58011-68-0,0.1796813
25505-97-9,0.70170164
24303-87-5,-0.3017134
55-37-8,-0.11619247
64011-88-7,-0.5841403
18694-40-1,0.6756166
73590-58-6,0.06986322
21829-25-4,1.1168581
71653-63-9,0.41667867
88046-00-8,0.6051444
484-12-8,0.68845963
50563-36-5,0.5734784
77732-09-3,0.14421554
24280-93-1,0.4741623
132203-70-4,0.26328307
62751-73-9,-0.6319724
67369-99-7,-0.024312828
6962-44-3,0.9424286
38168-64-8,-0.0777832
139958-16-0,0.32954067
60568-05-0,0.62905276
4619-66-3,0.9147863
99522-79-9,0.22398056
73698-59-6,0.5911259
89226-75-5,-0.34671578
91599-74-5,0.09663378
68483-33-0,-0.06581211
30748-29-9,0.29666314
59204-74-9,1.079107
63704-66-5,-0.26354283
5205-11-8,1.2920184
107-86-8,1.2342668
4479-75-8,1.0879755
101030-72-2,1.0110399
541-47-9,1.3424739
26485-81-4,0.77567977
137927-77-6,0.44387534
137927-78-7,0.4856485
1752-30-3,0.29788795
67-64-1,1.1552669
2082-81-7,1.326617
109-16-0,0.64744407
99-48-9,0.9232636
814-78-8,1.0840534
110-13-4,0.9385808
123-54-6,1.136466
86-92-0,0.8167676
93-68-5,1.0637585
20139-55-3,0.9134644
5185-97-7,1.6659049
128-80-3,0.62072015
108-38-3,1.3921995
68908-87-2,1.1510022
6613-44-1,1.0784862
108-69-0,0.8143502
1665-48-1,0.36221474
17291-89-3,0.6185615
13730-09-1,1.349363
95-78-3,0.9076375
21436-96-4,0.82426023
73839-60-8,0.62049097
3761-53-3,0.9239903
89-87-2,1.0060478
105-67-9,0.6560186
80567-67-5,0.8566361
589-93-5,0.6631239
108-47-4,0.6877337
95-47-6,1.4213347
95-64-7,0.7357876
95-65-8,1.0420474
72364-91-1,0.6350192
1799-79-7,-0.6784375
17291-84-8,0.83610386
87-62-7,0.94879574
88069-67-4,0.34880105
5294-61-1,0.4051852
77191-36-7,0.58599657
7361-61-7,0.29023004
72-57-1,0.9893512
30544-72-0,0.2676492
67129-08-2,0.45799538
576-26-1,0.90648514
47465-97-4,-0.16846256
3875-72-7,0.009749056
6360-54-9,0.91939574
21894-02-0,1.2581435
4418-66-0,0.5117286
5825-79-6,0.4889572
122-00-9,1.082029
625-84-3,1.028417
67-51-6,0.6474535
123-32-0,0.85478777
147160-51-8,0.93346
147160-52-9,1.101617
53112-28-0,0.5735885
108-50-9,0.8182014
25724-50-9,0.5800457
95-26-1,0.72504777
2216-45-7,1.2193714
64039-28-7,0.75323516
5724-56-1,1.2967257
61-68-7,0.62375146
50892-23-4,0.24739341
89427-22-5,-0.94941217
1901-26-4,1.0187982
28802-49-5,0.7929023
47000-92-0,0.10745084
72-44-6,0.3928949
963-34-8,0.28528932
3214-64-0,0.334223
28562-70-1,1.1709534
21312-10-7,0.9983408
65183-11-1,0.373225
6358-85-6,0.4153588
13051-49-5,0.8329232
57-97-6,0.8555696
62450-06-0,0.3510583
5910-89-4,0.87626404
74050-94-5,0.8272084
10049-83-9,0.97730947
73840-49-0,0.39028585
15911-15-6,0.42811868
431-03-8,1.0480305
55290-64-7,-0.0012304292
6092-18-8,0.54140264
67-03-8,0.45958745
21452-18-6,0.7814512
17433-39-5,0.49372822
10268-78-7,0.8733184
4321-69-1,0.8786184
5003-48-5,0.8312864
19249-34-4,0.9233965
13256-19-4,0.7628371
111-21-7,1.4054201
111-55-7,1.4498303
7250-71-7,0.9252387
869-29-4,0.7725737
10140-75-7,0.4655673
5459-90-5,0.47827494
108-24-7,1.0532931
115-33-3,0.59629637
14008-48-1,0.53496784
1466-82-6,1.0066838
2678-29-7,0.45614788
128-37-0,0.78950936
66575-29-9,-0.7826612
356-12-7,-0.49287295
27726-31-4,0.41254267
98-51-1,1.3420175
15148-80-8,0.3478218
36556-75-9,0.7318373
75-97-8,0.9928432
3204-27-1,-0.46739358
5902-51-2,0.6002292
540-88-5,1.5461835
26944-48-9,0.35520363
4785-72-2,-0.54618156
22791-20-4,-0.72328067
20417-83-8,-0.22342901
16339-21-2,0.41207156
3056-93-7,0.14342953
2889-58-9,1.1388912
2094-99-7,1.1807877
78-59-1,1.0379735
471-01-2,0.94353926
19213-12-8,0.6371166
17191-84-3,0.3066306
2873-97-4,0.8914947
74277-15-9,0.74714476
123-42-2,1.2661386
5986-38-9,0.5938416
1118-39-4,1.0209837
103-07-1,1.1791798
151-05-3,1.2376115
13466-78-9,1.4499304
147-47-7,0.8451154
15545-38-7,1.0550004
80-56-8,1.5100889
15440-51-4,0.9607717
15545-42-3,0.7797006
82657-04-3,-0.20360884
79538-32-2,-0.32263497
128-51-8,1.3318865
4478-63-1,1.1492629
18172-33-3,0.31483465
642-78-4,0.8836309
1847-24-1,0.65761876
13412-64-1,0.9704454
23930-19-0,0.7550288
507-59-5,-0.9155477
507-60-8,-0.783696
18470-08-1,0.40650702
13265-01-5,0.9550856
1920-21-4,1.3228512
17702-57-7,-0.84805757
14144-91-3,-0.9633389
64050-03-9,-0.86423093
82875-36-3,0.68783104
6923-22-4,-1.2339169
49564-57-0,0.74046075
5248-39-5,0.6031419
3566-00-5,-0.7570307
64748-15-8,0.12032908
14628-06-9,-0.2557997
4116-10-3,0.48022732
51481-61-9,0.49096856
34839-70-8,0.42580038
14260-40-3,0.2798556
21787-80-4,0.61338454
1129-41-5,0.46927062
21124-13-0,0.60662204
57647-53-7,0.47157264
644-64-4,0.10367105
58-15-1,0.49529153
98617-19-7,0.3402237
141-66-2,-1.3971702
1165-48-6,0.10585834
69884-15-7,0.41527045
68104-02-9,0.0020418775
2867-47-2,1.0274618
102410-39-9,0.37655
341-69-5,0.17610511
74758-13-7,0.51249826
31635-40-2,0.4504805
99-97-8,0.69481134
55-80-1,0.48171604
21540-35-2,0.19530599
7203-89-6,0.35780257
15545-48-9,0.85231787
28217-97-2,0.15177684
132147-50-3,0.30573875
535-89-7,0.3751333
20240-98-6,0.3468562
5810-11-7,0.4131536
32150-76-8,0.2518619
63979-29-3,0.59540915
3789-78-4,0.89799744
21677-26-9,0.8701916
127-19-5,1.3274149
1933-50-2,0.38745144
87344-16-9,0.29781428
6493-05-6,0.3907368
68-89-3,0.442663
88338-63-0,0.49011773
25601-84-7,-1.3875718
22787-53-7,-1.545107
54473-31-3,-0.57051194
98124-07-3,0.54916006
87344-06-7,0.53911895
550-28-7,0.767663
36304-84-4,0.40853152
62783-50-0,0.23336104
62783-49-7,0.03190081
26155-31-7,0.026194245
62783-48-6,0.4087004
80-11-5,0.60699177
31642-65-6,0.3475678
93738-40-0,0.44873202
64092-48-4,0.35431948
30652-11-0,0.95754063
27223-35-4,0.4437644
79442-83-4,0.5718114
60-80-0,0.68529123
64049-33-8,0.5842031
71561-11-0,0.66652966
34375-78-5,0.54814583
83-07-8,0.753593
7417-67-6,0.43046975
3196-50-7,0.07014259
60-31-1,0.74753886
16006-75-0,0.5089278
64011-84-3,-0.40156087
298-01-1,-0.88891375
57846-35-2,-0.17930295
55-38-9,-0.70493835
14086-35-2,-1.2785649
3761-42-0,-0.6296549
83-79-4,0.34237647
4433-79-8,0.6050536
65008-94-8,0.45092
30011-11-1,0.50377905
5826-85-7,-0.39595565
2255-17-6,-1.4913497
122-14-5,-0.77431905
51356-08-2,-1.2724805
22620-72-0,-1.1159866
2703-61-9,-0.2664976
72732-56-0,0.52554953
58186-27-9,0.7027178
153-87-7,0.33844885
82875-38-5,0.3421168
185119-76-0,0.7147605
13265-60-6,-0.34078902
1741-11-3,0.047162164
3566-76-5,0.31560633
3344-14-7,-1.069426
30560-19-1,0.12345614
22502-03-0,1.3360792
3131-27-9,1.2948786
42924-53-8,0.99933344
122-48-5,1.0491579
39562-22-6,0.7126658
105-45-3,1.3984358
122-84-9,1.1621147
5437-98-9,0.68156594
3610-27-3,1.5980237
629-38-9,1.5657834
110-49-6,1.5829425
93-51-6,1.1460446
99-75-2,1.3195761
13684-63-4,0.9112947
80-48-8,1.1184177
80689-16-3,0.65254384
23287-26-5,1.1215601
14205-39-1,1.3842239
73698-62-1,0.6410214
82-57-5,0.4438164
64037-75-8,0.8016563
64037-74-7,0.7403157
50-07-7,0.14165033
20168-99-4,0.02649116
27035-30-9,-0.01327062
65189-78-8,-0.40109822
53164-05-9,-0.10728039
62751-72-8,-0.5145901
67369-98-6,-0.4850402
60051-79-8,-0.051325448
31230-24-7,0.9010025
94125-34-5,0.69182986
5652-84-6,0.54017097
38205-64-0,0.8786612
22862-76-6,0.7257369
82273-25-4,0.78627783
93-28-7,1.0774652
2636-25-1,0.21021634
23793-23-9,1.192516
161193-03-9,1.0087849
3120-74-9,0.6712719
14143-28-3,0.8587063
1671-49-4,0.9297273
122836-35-5,0.30677485
4786-19-0,0.58013874
563-47-3,0.71988344
78-85-3,0.62447953
126-98-7,0.56513864
30950-27-7,0.8362818
79-39-0,0.9970745
923-02-4,1.0458955
19243-95-9,0.90125227
2164-09-2,0.65637547
79-41-4,1.1737815
4513-53-5,1.0020492
30674-80-7,1.0320964
52628-03-2,1.2963794
1464-69-3,0.80308926
1888-94-4,0.29604596
96-05-9,1.1667109
2495-37-6,1.1682703
23395-20-2,-0.5789966
58458-52-9,0.92568463
58458-54-1,0.8706768
58458-56-3,0.46177506
756-91-2,0.44324479
89-25-8,0.7981676
123312-89-0,0.65319717
1071-73-4,1.5264994
853-34-9,0.35734433
5471-51-2,1.0041596
123-76-2,1.3293146
2610-86-8,0.16169594
152-72-7,0.013773824
81-82-3,-0.20076934
53460-80-3,0.24666525
102-01-2,0.947613
93-70-9,0.839535
78-95-5,0.16293381
108-88-3,1.3903077
21173-27-3,0.87935776
72239-30-6,0.022546967
589-18-4,1.0606476
622-97-9,1.5458372
104-87-0,1.2340511
104-85-8,1.0302714
80834-73-7,0.15901949
80834-70-4,0.031669103
720-94-5,0.39075717
6138-79-0,0.070158295
56461-34-8,-0.32604218
63980-34-7,0.8155867
637-60-5,0.4621085
622-58-2,1.1526289
1631-28-3,0.293289
99-99-0,0.7784772
26447-14-3,1.1319921
137927-72-1,0.38026837
614-34-6,1.1977651
607-88-5,0.9751053
1424-48-2,0.8223366
70-55-3,0.9128491
21187-98-4,0.3933869
1576-35-8,0.9367357
127-65-1,0.8500777
4083-64-1,1.0050452
80-41-1,0.6670375
6837-93-0,1.0859978
106-43-4,1.2933049
108-89-4,0.3806009
569-65-3,0.23288965
72619-36-4,-0.021500342
91-62-3,0.6783689
92-48-8,1.287223
1711-06-4,0.98290324
108-44-1,0.5444205
85-72-3,0.9195234
63-99-0,0.9820339
621-29-4,1.0002794
104683-52-5,0.4802618
80834-68-0,0.19105805
91-99-6,1.0320221
29218-27-7,0.48719674
108-39-4,0.64350915
1596-09-4,1.0291002
57933-19-4,-0.015124449
16154-78-2,0.29681706
1147-41-7,0.8900547
53988-10-6,0.55955416
399-77-9,-0.6279066
5504-68-7,0.3110023
610-39-9,0.23520938
119-33-5,0.86444473
2445-83-2,0.9864825
92-36-4,0.5586689
88-44-8,1.5099261
57524-15-9,0.198532
695-34-1,0.07434311
108-99-6,0.5863857
1603-41-4,0.20057683
53179-13-8,0.7541363
82159-09-9,0.3725161
618-85-9,0.43810388
504-15-4,0.6760418
41621-49-2,0.64408904
182349-12-8,0.30274674
874-66-8,0.7442662
27776-01-8,1.1216333
72239-32-8,0.05817298
50454-68-7,0.45983672
529-19-1,1.1122056
73987-51-6,1.1398829
90-12-0,1.203309
2853-69-2,0.2545882
7055-03-0,1.0511023
71753-20-3,0.50869465
65871-41-2,0.4578852
71077-34-4,1.1170958
95-80-7,0.30991352
99-55-8,1.3931537
95-79-4,0.675007
136-80-1,1.0364829
93-69-6,0.16692905
614-68-6,1.1914853
131-79-3,0.980635
584-84-9,1.0499605
28005-74-5,1.050411
4067-01-0,0.65450704
6422-83-9,0.7415887
119-32-4,0.8147015
121-14-2,0.41767326
95-48-7,0.6745766
2835-95-2,0.43881732
6775-25-3,0.5143866
59-47-2,1.0228293
6055-48-7,0.31062236
2210-79-9,1.0816296
55543-68-5,1.068142
14491-59-9,0.65157425
88-19-7,0.9780646
95-49-8,1.1862347
95-73-8,0.9554004
7745-91-7,0.6608536
90-33-5,0.7619912
4394-77-8,-0.09150744
53083-96-8,0.27400836
2246-44-8,0.5238028
4934-55-8,0.6163448
95-69-2,0.4712119
21787-81-5,0.9273076
83-34-1,0.8588738
24283-57-6,-0.21582788
64036-72-2,0.5024632
619-15-8,0.32076973
2581-34-2,0.9872394
89427-10-1,-1.2658952
83-40-9,1.176776
1570-64-5,0.6945572
17514-68-0,0.789086
69226-39-7,0.5967279
69226-40-0,0.9110227
14863-40-2,-1.0201918
644-62-2,0.5305958
88-51-7,1.1265072
89427-05-4,-0.8634559
89427-04-3,-0.85043454
1603-40-3,0.28342748
100299-08-9,0.39755738
2312-76-7,-0.7242017
481-42-5,0.46134296
116288-88-1,0.64135844
616-02-4,0.6997621
30516-87-1,0.7523608
3056-17-5,0.79479635
626-48-2,1.1028744
56-04-2,0.99104935
20344-15-4,0.10414375
18591-81-6,0.45102167
1824-81-3,0.3284473
72-80-0,0.47487447
1453-58-3,0.821509
822-36-6,0.884091
641571-11-1,0.099914566
100365-72-8,0.994799
1131-18-6,0.41415933
70803-10-0,0.822604
122-57-6,1.1061738
32979-83-2,0.9167397
25398-39-4,0.7166694
78-98-8,0.966847
591-12-8,1.0890337
1013-99-6,0.9192704
10004-44-1,0.6590497
59-63-2,0.22437923
723-46-6,1.1738299
554-14-3,0.90435594
101030-71-1,0.71405464
65489-04-5,0.19329152
21342-85-8,0.48714015
148-01-6,0.47429022
823-40-5,0.079573534
35572-78-2,0.60174036
87-60-5,0.68476576
13710-19-5,0.40146115
17737-65-4,0.6446251
606-20-2,0.4849708
19406-51-0,0.62356794
497-56-3,-0.5217804
83-42-1,0.89909685
608-25-3,0.8030971
4467-21-4,-0.41234398
321-55-1,-0.33096743
77605-73-3,0.31097904
89427-03-2,-0.7704582
89427-23-6,-0.73945993
89427-24-7,-0.86662585
89427-21-4,-1.0709614
89427-36-1,-1.7050759
89427-40-7,-0.6682039
58348-97-3,0.47312102
28782-19-6,0.3058672
89427-31-6,-1.738805
63498-62-4,0.87997204
4228-99-3,-1.7902167
147-61-5,1.6643032
78415-72-2,0.842567
119615-63-3,0.010236006
15878-08-7,0.71339476
520-09-2,-0.19913708
6814-58-0,0.665208
106266-06-2,-0.2579419
144598-75-4,-0.27803686
1003-52-7,0.6155835
17364-41-9,0.9635164
524-36-7,1.1932744
58-56-0,1.2256835
876-85-7,0.8823255
13331-81-2,0.7844872
73987-24-3,0.37701768
73908-94-8,0.77150995
82-82-6,1.1483593
73839-78-8,0.964693
2856-75-9,0.44020385
59035-98-2,0.5938554
7331-25-1,0.22836854
109293-97-2,0.8079911
39242-73-4,0.5409839
126055-15-0,0.8546855
63979-28-2,0.6713142
23696-28-8,0.7053329
98-86-2,1.0514096
735-52-4,0.59399194
42018-31-5,0.7529352
99-03-6,0.61133367
121-89-1,0.8997252
53944-40-4,0.66898096
72492-12-7,0.6124533
40187-51-7,0.79348016
110147-48-3,0.5084208
89-84-9,0.98374116
1122-62-9,0.7276235
25201-35-8,0.44635555
24691-76-7,0.8578512
5234-68-4,0.7672846
5259-88-1,0.76574355
24691-80-3,0.3936938
75706-12-6,0.16658531
118-71-8,0.8144042
17334-68-8,0.6503396
25506-01-8,0.54147905
60583-65-5,0.827178
62-55-5,0.7032228
4104-14-7,-0.044041943
364-98-7,0.5481379
142-26-7,1.718721
616-91-1,1.0301684
103-84-4,0.88663185
3366-61-8,0.682921
103-90-2,0.92603564
5221-42-1,0.9980216
83003-97-8,-1.172254
13067-19-1,0.8202754
2621-62-7,0.6383147
38411-17-5,0.8563248
110882-70-7,0.7082073
5663-71-8,0.773537
17433-31-7,0.69142985
546-88-3,1.3859084
637-53-6,0.3792116
55661-38-6,0.35115343
13750-62-4,0.7170186
443-48-1,0.97018933
74298-63-8,0.5442362
59467-70-8,0.69815916
21721-92-6,-0.0749258
1943-27-7,0.57850564
2532-91-4,0.60967153
41394-05-2,0.667929
57726-65-5,0.2737627
109543-52-4,0.36409017
144-82-1,1.0523528
65277-42-1,0.27022114
1696-20-4,1.0428189
4091-14-9,0.8205413
507-09-5,0.62630165
20206-80-8,0.47609678
21722-83-8,1.3881646
103-45-7,1.3278664
22031-33-0,0.69153893
542-59-6,1.4963559
542-58-5,0.3724088
591-87-7,0.44020173
103-54-8,1.1503403
627-09-8,0.12513964
1001-55-4,0.5756619
140-11-4,1.3111484
326-61-4,0.83712584
93793-83-0,0.42406273
1515-76-0,1.1979116
622-45-7,1.3729234
83145-58-8,0.9122425
15667-63-7,0.18273781
117568-24-8,0.54464996
13838-02-3,0.7434072
90-17-5,1.1180559
21757-82-4,0.860648
74548-80-4,0.09443937
3061-65-2,0.57328737
13031-41-9,0.90104216
50594-77-9,0.31744552
50-78-2,1.0438975
22494-27-5,0.6292343
322-79-2,0.46331838
79-21-0,1.1345623
63123-39-7,0.64990324
75-36-5,0.7447172
68515-88-8,1.2449429
71878-19-8,0.35720414
26741-53-7,-0.06980747
41484-35-9,0.62352157
6029-54-5,0.3020221
15721-78-5,0.6012218
732-26-3,0.8149376
61260-55-7,0.69258726
76505-58-3,0.54114074
85438-51-3,0.7433747
64019-93-8,0.5355917
2655-19-8,0.11692523
88-27-7,0.2561213
87-97-8,0.79640824
43064-33-1,0.8582243
10537-47-0,0.5110141
69425-13-4,0.5637019
1421-49-4,0.68023646
728-40-5,0.5509152
96489-71-3,0.7864112
3006-86-8,1.1928287
76858-38-3,-0.70413077
121-54-0,0.35140225
140-66-9,0.86946505
9002-93-1,0.8881951
107-45-9,-0.19494429
141-59-3,1.2492579
50539-70-3,-0.030176934
3457-61-2,1.0696124
57910-39-1,0.5630113
98319-26-7,0.32064426
6320-14-5,0.48774156
63919-00-6,1.3433274
36768-62-4,0.38616937
826-36-8,0.7183921
2226-96-2,0.9055629
2896-70-0,0.59727025
76505-59-4,0.8480566
78-67-1,0.21358244
64257-84-7,0.17654015
2778-42-9,1.0721233
2997-92-4,0.40721175
721-26-6,0.72238517
80-43-3,1.0293559
14929-11-4,0.5934115
52508-35-7,0.4071975
65323-13-9,0.31125414
34014-18-1,0.6742136
39196-18-4,-0.77380466
24814-29-7,0.5214096
98477-07-7,0.6134598
17578-44-8,-0.08388396
64632-00-4,0.3608721
55861-78-4,0.50491446
34205-21-5,0.16939236
4849-32-5,0.033642296
83940-41-4,0.4571829
124978-79-6,0.10757036
55511-98-3,0.42316946
79985-92-5,-0.28632015
18470-10-5,0.5424701
121-00-6,0.91156936
5902-52-3,-0.003247699
60853-38-5,0.45453778
92929-94-7,0.4640933
1634-04-4,1.3630486
39195-82-9,0.8555834
21087-64-9,0.46426585
39196-10-6,0.7714989
39196-09-3,0.7016091
68955-53-3,0.62662613
68938-07-8,1.338983
59354-78-8,1.2229412
61925-70-0,0.4727483
98-53-3,1.0849992
76738-62-0,0.7072695
75736-33-3,0.52756464
13221-27-7,0.11589791
66346-01-8,0.9052867
59997-51-2,0.62040997
24473-06-1,0.6026929
13547-70-1,0.2888928
98-06-6,1.2061734
18127-01-0,1.1624389
98-73-7,1.1699692
56488-59-6,0.7739262
2312-35-8,0.7309692
3671-67-8,-0.69847876
98-29-3,0.80272365
89427-06-5,-0.78313416
88-18-6,0.698789
107551-67-7,0.74089265
109825-47-0,0.51144725
63938-45-4,0.40241742
83-26-1,0.5158512
38083-17-9,0.14689505
43121-43-3,0.43131214
22591-21-5,0.42151847
1492-02-0,0.71754783
