CASRN,Toxic_xgboost_maccs-0,Toxic_xgboost_maccs-1
2312-35-8,0.7922071,0.20779291
83373-31-3,0.3158902,0.6841098
3671-67-8,0.06278545,0.93721455
16143-18-3,0.71458375,0.28541625
98-29-3,0.44811046,0.55188954
89427-06-5,0.04993838,0.9500616
88-18-6,0.19648111,0.8035189
107551-67-7,0.54226124,0.45773873
109825-47-0,0.7514448,0.24855518
63938-45-4,0.47267163,0.5273284
83-26-1,0.57375765,0.42624235
38083-17-9,0.27246875,0.72753125
43121-43-3,0.26971853,0.7302815
22591-21-5,0.38314676,0.61685324
1492-02-0,0.7987937,0.20120633
2522-81-8,0.8735835,0.12641652
107534-96-3,0.426947,0.573053
75-64-9,0.10131878,0.8986812
59227-74-6,0.16160989,0.8383901
4620-70-6,0.37328565,0.62671435
87787-67-5,0.4078595,0.5921405
42200-33-9,0.124390006,0.87561
27912-14-7,0.08019781,0.9198022
51781-21-6,0.25249243,0.7475076
23093-74-5,0.1646229,0.8353771
38363-40-5,0.09126091,0.9087391
35108-88-4,0.36847752,0.6315225
54247-25-5,0.075737715,0.9242623
26921-17-5,0.34638,0.65362
68377-91-3,0.30013978,0.6998602
18559-94-9,0.4383297,0.5616703
54240-36-7,0.08483195,0.91516805
21898-19-1,0.09994358,0.9000564
56776-01-3,0.053295016,0.946705
79645-08-2,0.24364203,0.75635797
60559-94-6,0.19143373,0.8085663
57982-78-2,0.18382275,0.81617725
2160-93-2,0.23608828,0.7639117
112226-61-6,0.55357707,0.4464229
3741-80-8,0.69950503,0.30049497
75-65-0,0.41717017,0.58282983
7665-72-7,0.7362131,0.26378694
1663-39-4,0.71157295,0.28842705
398489-26-4,0.34183562,0.6581644
75-91-2,0.68895775,0.31104225
614-45-9,0.76651835,0.23348165
75-66-1,0.65426123,0.34573874
4098-71-9,0.6672485,0.33275154
7027-11-4,0.47834235,0.52165765
56747-96-7,0.8221732,0.1778268
21280-29-5,0.9010947,0.09890534
475-20-7,0.9070103,0.09298971
1139-30-6,0.88881063,0.11118939
1740-15-4,0.3089211,0.6910789
76-29-9,0.48346734,0.51653266
79-93-6,0.52757525,0.47242475
521-11-9,0.6035114,0.3964886
58-18-4,0.888415,0.11158501
72-63-9,0.888415,0.11158501
116-06-3,0.024623811,0.9753762
1646-87-3,0.046338797,0.9536612
1646-88-4,0.05357647,0.94642353
16146-62-6,0.038114727,0.9618853
4790-92-5,0.042259216,0.9577408
117774-38-6,0.7874294,0.21257062
16655-82-6,0.07860547,0.9213945
66637-25-0,0.121035576,0.8789644
106358-92-3,0.032948494,0.9670515
16709-30-1,0.10684532,0.8931547
59375-53-0,0.023263574,0.9767364
59375-61-0,0.014766991,0.985233
22781-23-3,0.021392465,0.97860754
59375-67-6,0.01831299,0.981687
106231-36-1,0.03569919,0.9643008
87767-48-4,0.12128377,0.87871623
71108-14-0,0.036937237,0.96306276
1249-84-9,0.15890205,0.84109795
69784-42-5,0.031101823,0.9688982
122-15-6,0.33170962,0.6682904
4757-55-5,0.06923336,0.93076664
92320-57-5,0.13159329,0.8684067
54504-70-0,0.28283405,0.71716595
3648-36-0,0.12814635,0.87185365
75096-86-5,0.084839106,0.9151609
28789-80-2,0.047492564,0.95250744
123253-01-0,0.09763461,0.9023654
50539-80-5,0.024612308,0.9753877
62382-23-4,0.06801373,0.9319863
32891-29-5,0.118345916,0.8816541
50539-66-7,0.041255295,0.9587447
50802-69-2,0.049667716,0.9503323
50673-10-4,0.049228013,0.950772
50673-11-5,0.054100454,0.94589955
50539-76-9,0.053558826,0.9464412
50673-06-8,0.03166181,0.9683382
37430-50-5,0.025153697,0.9748463
84-83-3,0.36283666,0.63716334
123172-61-2,0.9251919,0.074808106
116337-62-3,0.9154758,0.08452422
116337-68-9,0.92183584,0.078164175
134605-64-4,0.6499059,0.35009405
127-48-0,0.2980197,0.7019803
71108-21-9,0.041247487,0.9587525
22198-93-2,0.3907556,0.6092444
123886-70-4,0.23782778,0.7621722
123886-68-0,0.19728583,0.80271417
123886-69-1,0.5143026,0.4856974
111038-47-2,0.6064062,0.3935938
15440-46-7,0.7860083,0.21399172
154825-97-5,0.6416422,0.35835776
123886-65-7,0.1440332,0.8559668
57897-49-1,0.051085114,0.9489149
123886-62-4,0.544281,0.455719
31652-69-4,0.74760264,0.25239736
6156-18-9,0.6317537,0.3682463
1646-75-9,0.120910585,0.8790894
71868-10-5,0.13357466,0.86642534
25841-41-2,0.46798068,0.5320193
3680-05-5,0.7313005,0.26869956
25841-38-7,0.7291856,0.27081445
42057-22-7,0.8759173,0.1240827
25841-43-4,0.7988939,0.20110606
163000-63-3,0.73114234,0.26885766
84170-74-1,0.7587356,0.2412644
17557-23-2,0.73573345,0.26426655
1471-52-9,0.24900842,0.7509916
98519-15-4,0.06887579,0.9311242
98532-76-4,0.031464398,0.9685356
98532-77-5,0.037313998,0.962686
1755-97-1,0.50108373,0.4989163
23588-51-4,0.36264938,0.6373506
10232-92-5,0.64412147,0.35587853
81-13-0,0.82337034,0.17662966
81129-83-1,0.63511133,0.3648887
6362-80-7,0.77061963,0.2293804
2654-58-2,0.3433528,0.6566472
81777-89-1,0.14273721,0.8572628
1955-45-9,0.64625186,0.35374814
131983-72-7,0.35703927,0.6429607
10389-72-7,0.07085067,0.9291493
36981-93-8,0.08528727,0.9147127
51200-87-4,0.107914805,0.8920852
15214-89-8,0.7165313,0.2834687
24458-48-8,0.24374062,0.7562594
543-39-5,0.7299067,0.2700933
103-05-9,0.41751593,0.58248407
100-86-7,0.5418721,0.45812792
1320-94-1,0.6737215,0.3262785
50539-73-6,0.048265576,0.9517344
50539-74-7,0.06767261,0.9323274
99599-74-3,0.2829736,0.7170264
99599-78-7,0.35754156,0.64245844
558-30-5,0.48059815,0.51940185
2978-58-7,0.06677598,0.933224
32889-48-8,0.22867572,0.7713243
115-19-5,0.42234826,0.57765174
80-04-6,0.85512877,0.14487126
564-94-3,0.8292614,0.1707386
127-91-3,0.91086787,0.08913214
89686-69-1,0.7663572,0.23364285
101007-06-1,0.58545375,0.41454622
22431-62-5,0.549508,0.450492
58769-20-3,0.6414318,0.3585682
52645-53-1,0.39866775,0.60133225
75867-00-4,0.26374424,0.73625576
68359-37-5,0.40732282,0.5926772
80803-92-5,0.5825503,0.4174497
73611-02-6,0.48959506,0.51040494
79-92-5,0.8275354,0.17246458
128148-93-6,0.6083999,0.39160007
132-98-9,0.8316934,0.1683066
15440-48-9,0.74942654,0.25057346
4800-94-6,0.9180436,0.08195636
4697-14-7,0.8999742,0.10002574
35531-88-5,0.81273705,0.18726295
32887-01-7,0.53481233,0.46518764
39878-70-1,0.9356046,0.06439543
599-64-4,0.44589764,0.55410236
2444-90-8,0.754696,0.245304
901-44-0,0.7586176,0.24138242
13080-86-9,0.3727371,0.6272629
2089-46-5,0.1385786,0.8614214
1745-89-7,0.4741134,0.5258866
79-95-8,0.42441982,0.5755802
54-36-4,0.5471641,0.4528359
826-54-0,0.18278962,0.8172104
832088-68-3,0.25540155,0.74459845
63612-50-0,0.4118402,0.5881598
6440-58-0,0.5739965,0.42600352
118-52-5,0.12721127,0.8727887
126-06-7,0.101047456,0.89895254
16079-88-2,0.13047588,0.8695241
7473-98-5,0.44419116,0.55580884
106797-53-9,0.6999875,0.30001253
19444-21-4,0.59953845,0.40046152
80-15-9,0.48975396,0.51024604
116337-60-1,0.8503622,0.14963782
116337-65-6,0.8821839,0.11781607
24201-58-9,0.76708794,0.23291205
41859-67-0,0.43627644,0.56372356
3771-19-5,0.534763,0.46523702
42017-89-0,0.7604313,0.23956873
21550-30-1,0.4467048,0.5532952
69047-39-8,0.61729634,0.38270363
72558-82-8,0.89370733,0.106292665
63979-37-3,0.2873339,0.7126661
64118-86-1,0.28218305,0.71781695
121776-33-8,0.34113252,0.6588675
63883-18-1,0.68966615,0.31033385
4362-40-7,0.24985927,0.7501407
22791-26-0,0.048381448,0.95161855
22791-25-9,0.06232065,0.93767935
53-10-1,0.89280236,0.10719767
119302-20-4,0.4066201,0.5933799
103335-54-2,0.38225853,0.61774147
159325-45-8,0.44410712,0.5558929
13647-35-3,0.36604214,0.63395786
53-43-0,0.904616,0.095384024
1099-87-2,0.698098,0.301902
905-30-6,0.35023034,0.64976966
2181-04-6,0.6198479,0.3801521
434-03-7,0.7105154,0.28948465
17230-88-5,0.55937076,0.4406292
7004-95-7,0.192716,0.807284
6000-74-4,0.8754642,0.1245358
976-70-5,0.7619093,0.23809071
29069-24-7,0.6075773,0.3924227
20231-45-2,0.8309314,0.16906857
20417-82-7,0.06815493,0.93184507
32385-11-8,0.86928654,0.13071345
67814-76-0,0.91111225,0.08888777
20417-84-9,0.07633084,0.92366916
154619-58-6,0.027419925,0.9725801
562-09-4,0.10123116,0.89876884
37106-99-3,0.59331584,0.4066842
154619-91-7,0.029575229,0.9704248
154619-64-4,0.034175456,0.96582454
154619-56-4,0.028454006,0.971546
154619-66-6,0.03257692,0.9674231
72150-17-5,0.06989205,0.93010795
7195-27-9,0.42323965,0.57676035
14641-96-4,0.08247352,0.9175265
28861-00-9,0.49488991,0.5051101
72-33-3,0.6209401,0.3790599
518-20-7,0.38315058,0.6168494
3032-55-1,0.09091109,0.9090889
822-48-0,0.27077508,0.7292249
18516-18-2,0.7458289,0.25417107
1123-25-7,0.84155786,0.15844215
2890-61-1,0.7416537,0.25834635
4767-03-7,0.7640118,0.23598818
115-69-5,0.67842114,0.32157886
3692-18-0,0.16264081,0.8373592
2018-45-3,0.7461777,0.2538223
75219-61-3,0.75335014,0.24664989
105426-99-1,0.65206134,0.34793863
75219-46-4,0.6513514,0.3486486
52205-73-9,0.6121738,0.3878262
50-27-1,0.6805386,0.3194614
6615-00-5,0.7527317,0.24726833
89786-04-9,0.62367713,0.37632284
24645-14-5,0.35957557,0.64042443
6147-37-1,0.77621007,0.2237899
1899-36-1,0.16488802,0.835112
21981-33-9,0.31228966,0.68771034
3175-23-3,0.2576005,0.7423995
50471-44-8,0.7867383,0.2132617
2033-94-5,0.4148112,0.5851888
11034-31-4,0.44003493,0.5599651
82203-23-4,0.4743756,0.5256244
27955-94-8,0.66887635,0.33112365
80-06-8,0.62706244,0.3729376
72420-38-3,0.6026539,0.39734608
131807-57-3,0.7181702,0.28182977
127-20-8,0.20010811,0.7998919
136-25-4,0.15806806,0.84193194
1717-00-6,0.56575364,0.43424636
71-55-6,0.29777294,0.70222706
15208-16-9,0.95266694,0.04733304
3688-85-5,0.6950291,0.30497092
1754-58-1,0.04766184,0.95233816
561-41-1,0.37346715,0.62653285
23135-22-0,0.21423036,0.78576964
66357-35-5,0.16288197,0.837118
76963-41-2,0.61713755,0.38286248
103628-48-4,0.38002092,0.6199791
23422-53-9,0.07594603,0.92405397
50335-55-2,0.14558041,0.8544196
3311-54-4,0.11371368,0.8862863
23504-07-6,0.084647894,0.9153521
17289-49-5,0.123435736,0.87656426
13256-32-1,0.05821383,0.94178617
6884-59-9,0.05189514,0.94810486
86360-33-0,0.43331748,0.5666825
49701-24-8,0.78474706,0.21525295
1113-02-6,0.033376276,0.9666237
18278-44-9,0.028375804,0.9716242
3344-11-4,0.02030158,0.9796984
18188-17-5,0.029366791,0.9706332
54708-68-8,0.39058584,0.60941416
15037-58-8,0.028705776,0.9712942
20253-72-9,0.24601907,0.75398093
16637-86-8,0.04853815,0.95146185
16960-40-0,0.044329166,0.95567083
1421-68-7,0.80389017,0.19610983
140695-21-2,0.56079376,0.43920627
1225-55-4,0.09591538,0.9040846
10262-69-8,0.064682126,0.9353179
60070-44-2,0.06262219,0.9373778
60763-63-5,0.16092163,0.83907837
6291-84-5,0.1027199,0.8972801
693-05-0,0.22904444,0.77095556
54910-89-3,0.1206615,0.8793385
109-83-1,0.34676325,0.65323675
13055-76-0,0.10499549,0.8950045
61791-42-2,0.73668486,0.26331514
25756-29-0,0.14633852,0.8536615
40137-22-2,0.7053087,0.29469135
14489-75-9,0.13531786,0.86468214
10085-81-1,0.099188685,0.9008113
123-39-7,0.17016238,0.8298376
100-60-7,0.119092226,0.8809078
58-25-3,0.38593197,0.61406803
6330-25-2,0.3282894,0.6717106
100-61-8,0.11368829,0.8863117
100-15-2,0.19090039,0.8090996
5621-86-3,0.60932124,0.3906788
54903-59-2,0.809689,0.19031103
123172-46-3,0.67298084,0.32701916
54903-60-5,0.7006103,0.2993897
63365-44-6,0.8545232,0.14547683
1220-94-6,0.782154,0.21784599
2475-46-9,0.7443848,0.25561517
27314-13-2,0.41656536,0.58343464
60439-52-3,0.24472028,0.7552797
101155-02-6,0.15192014,0.84807986
63906-81-0,0.62366104,0.376339
284462-37-9,0.5274538,0.47254625
757251-39-1,0.7972378,0.2027622
882167-77-3,0.23993486,0.76006514
1674-62-0,0.16041952,0.8395805
598-52-7,0.053735733,0.94626427
165252-70-0,0.4694625,0.5305375
210880-92-5,0.31980234,0.68019766
3567-62-2,0.34744394,0.65255606
6610-29-3,0.046082675,0.9539173
1966-58-1,0.12701756,0.87298244
1943-79-9,0.03504461,0.9649554
13792-20-6,0.056622386,0.9433776
13792-24-0,0.04905331,0.9509467
3282-00-6,0.062032104,0.9379679
7070-71-5,0.120689034,0.87931097
6988-21-2,0.13154924,0.86845076
6842-34-8,0.06167358,0.9383264
63-25-2,0.15496683,0.84503317
5721-72-2,0.28051293,0.7194871
3279-46-7,0.05873376,0.94126624
3942-54-9,0.06829375,0.93170625
13792-21-7,0.09609103,0.90390897
22791-23-7,0.044824004,0.955176
24031-96-7,0.04460293,0.95539707
55391-34-9,0.032633662,0.96736634
1631-64-7,0.021129727,0.9788703
1867-66-9,0.20881194,0.79118806
7339-53-9,0.054404676,0.9455953
130365-37-6,0.054435372,0.9455646
91893-37-7,0.11980498,0.880195
84597-71-7,0.80397123,0.19602875
63991-43-5,0.4892277,0.5107723
51068-60-1,0.41083068,0.5891693
8004-87-3,0.13339305,0.86660695
34544-12-2,0.116135776,0.8838642
66952-49-6,0.37311327,0.6268867
624-83-9,0.31670374,0.68329626
54266-55-6,0.10533464,0.89466536
54266-44-3,0.05149603,0.948504
16033-21-9,0.050935566,0.94906443
40643-39-8,0.15101624,0.84898376
40843-82-1,0.06854713,0.9314529
40643-36-5,0.07143015,0.92856985
152-16-9,0.038127005,0.961873
90-72-2,0.10554469,0.8944553
112881-58-0,0.3314824,0.6685176
645-05-6,0.08114338,0.9188566
15112-89-7,0.0990985,0.9009015
548-62-9,0.14309728,0.8569027
6711-48-4,0.20228833,0.7977117
110-95-2,0.12187129,0.8781287
110-18-9,0.14095867,0.85904133
74758-19-3,0.056485534,0.94351447
132050-00-1,0.092998445,0.90700155
61-73-4,0.19426441,0.8057356
2782-91-4,0.16902697,0.830973
5836-23-7,0.21096247,0.7890375
137-26-8,0.15697467,0.8430253
1031-47-6,0.13213056,0.86786944
115-26-4,0.04247415,0.95752585
1703-48-6,0.28781623,0.7121838
75-50-3,0.15571654,0.84428346
60662-16-0,0.0614841,0.9385159
36104-80-0,0.49191356,0.50808644
51235-04-2,0.47090042,0.5290996
80464-05-7,0.13442904,0.86557096
3475-63-6,0.092796385,0.9072036
16339-14-3,0.04845345,0.95154655
437-74-1,0.5073813,0.49261865
157309-18-7,0.09023267,0.9097673
161559-34-8,0.4220398,0.5779602
58-08-2,0.22912765,0.77087235
5426-89-1,0.24394917,0.7560508
5415-44-1,0.10416001,0.89584
15876-67-2,0.21347249,0.7865275
101-26-8,0.07175535,0.92824465
114-80-7,0.100361586,0.8996384
5373-42-2,0.09544343,0.9045566
50-62-4,0.35889828,0.6411017
35115-50-5,0.3121401,0.6878599
4637-24-5,0.065132916,0.9348671
5974-09-4,0.18921614,0.81078386
56066-63-8,0.4303162,0.5696838
213464-77-8,0.9470832,0.05291685
173159-57-4,0.9601269,0.03987311
52-85-7,0.048105657,0.95189434
481-49-2,0.061910033,0.93808997
120162-55-2,0.92253935,0.07746065
61-01-8,0.15170342,0.8482966
76579-52-7,0.1816135,0.8183865
54708-51-9,0.26806277,0.7319372
19937-59-8,0.32245797,0.67754203
35972-50-0,0.19784391,0.8021561
35967-28-3,0.21423352,0.7857665
116476-14-3,0.34963584,0.65036416
27848-84-6,0.0657382,0.9342618
34661-75-1,0.41123384,0.58876616
1039-59-4,0.05007428,0.9499257
30558-43-1,0.25989622,0.7401038
18995-99-8,0.06049502,0.939505
5310-55-4,0.07870817,0.9212918
109-55-7,0.23447394,0.76552606
10563-29-8,0.18523902,0.814761
64037-21-4,0.13055348,0.8694465
20064-38-4,0.0826115,0.9173885
303-70-8,0.07329416,0.92670584
303-49-1,0.16191608,0.8380839
53-60-1,0.029632151,0.97036785
24268-89-1,0.16732794,0.83267206
50-53-3,0.048537195,0.9514628
1225-65-6,0.041371047,0.95862895
16398-39-3,0.45844775,0.54155225
4755-59-3,0.1289028,0.8710972
3179-63-3,0.15578741,0.8442126
132-69-4,0.090759456,0.90924054
34580-68-2,0.050551116,0.9494489
14286-84-1,0.067712545,0.93228745
4510-65-0,0.1090219,0.8909781
113-59-7,0.051943123,0.9480569
1738-25-6,0.117749035,0.88225096
132-20-7,0.04303181,0.9569682
132-22-9,0.04902184,0.95097816
511-13-7,0.10918981,0.8908102
2045-52-5,0.17580676,0.82419324
59-32-5,0.077304184,0.9226958
958-93-0,0.08276969,0.9172303
108-01-0,0.25247854,0.74752146
13877-99-1,0.09358561,0.9064144
518-63-8,0.094560504,0.9054395
1176-08-5,0.11760819,0.8823918
26615-21-4,0.18854886,0.81145114
102207-77-2,0.15019208,0.8498079
2439-35-2,0.43767387,0.56232613
34580-72-8,0.038063586,0.9619364
71-79-4,0.12118924,0.87881076
85273-96-7,0.16963732,0.8303627
4584-46-7,0.08288407,0.9171159
16607-80-0,0.1644299,0.8355701
103-83-3,0.09031886,0.90968114
10175-31-2,0.060481966,0.93951803
21140-37-4,0.13503689,0.8649631
102410-40-2,0.09959859,0.9004014
102410-20-8,0.122832775,0.8771672
55363-08-1,0.17184222,0.8281578
19986-35-7,0.23294753,0.7670525
2407-68-3,0.16695881,0.8330412
55314-16-4,0.28929013,0.71070987
5376-09-0,0.24672914,0.75327086
68-12-2,0.26642638,0.7335736
1467-79-4,0.16471952,0.8352805
72575-46-3,0.32972604,0.67027396
2585-36-6,0.1785258,0.8214742
17606-31-4,0.5556189,0.44438115
64-73-3,0.9100931,0.08990685
3963-95-9,0.92816114,0.07183883
2013-58-3,0.9308725,0.069127515
789-37-7,0.36242187,0.6375781
1356964-77-6,0.6823564,0.31764358
6434-38-4,0.25666124,0.74333876
59721-29-8,0.81836724,0.18163279
121-69-7,0.11073393,0.8892661
838-95-9,0.22254711,0.7774529
60045-43-4,0.21507943,0.7849206
39900-95-3,0.3297847,0.6702153
60-11-7,0.2146743,0.7853257
547-58-0,0.8181508,0.18184918
20691-84-3,0.37939292,0.6206071
17576-88-4,0.20949948,0.7905005
140-56-7,0.40453506,0.59546494
5882-48-4,0.16729182,0.8327082
7152-80-9,0.2760983,0.7239017
1122-58-3,0.07811779,0.9218822
100924-68-3,0.53982854,0.4601715
28743-45-5,0.13005626,0.86994374
2680-03-7,0.47756565,0.52243435
74957-49-6,0.2311523,0.7688477
957-51-7,0.59264666,0.40735334
89427-43-0,0.07138193,0.9286181
195252-02-9,0.08021283,0.91978717
1778-08-1,0.26602936,0.73397064
63887-52-5,0.23538017,0.7646198
85815-37-8,0.44552213,0.5544779
52777-92-1,0.15012401,0.849876
106900-12-3,0.11105573,0.88894427
1609-06-9,0.16610515,0.83389485
1115-70-4,0.37779313,0.62220687
28805-78-9,0.34655726,0.65344274
101-42-8,0.18671697,0.813283
1982-47-4,0.4623657,0.5376343
150-68-5,0.29416806,0.70583194
2164-17-2,0.23545069,0.7645493
27954-37-6,0.14907545,0.85092455
33439-45-1,0.30814433,0.69185567
655-05-0,0.20946991,0.7905301
3134-12-1,0.5887016,0.41129842
21709-44-4,0.047782898,0.9522171
1016-46-2,0.09713179,0.9028682
89427-20-3,0.05632949,0.9436705
25900-68-9,0.05860585,0.94139415
62850-32-2,0.17144692,0.8285531
79-44-7,0.19175005,0.80824995
3226-36-6,0.13005143,0.86994857
31848-11-0,0.16570896,0.83429104
1596-84-5,0.6580017,0.34199828
7227-91-0,0.044481575,0.9555184
7203-95-4,0.108053505,0.8919465
33330-91-5,0.16808808,0.8319119
7227-92-1,0.19940072,0.8005993
7203-90-9,0.07667458,0.9233254
7239-21-6,0.09888381,0.9011162
23456-93-1,0.067793846,0.93220615
36120-57-7,0.13105369,0.8689463
19992-69-9,0.049389184,0.9506108
33330-89-1,0.30860025,0.69139975
4342-03-4,0.13332033,0.86667967
62-75-9,0.041524768,0.95847523
63886-55-5,0.058076978,0.941923
22850-19-7,0.08292198,0.917078
99300-64-8,0.0555501,0.9444499
91893-64-0,0.08713108,0.9128689
91893-26-4,0.4338941,0.5661059
85977-49-7,0.065924466,0.93407553
36014-72-9,0.20088702,0.799113
1085-98-9,0.3531869,0.6468131
13360-57-1,0.19587362,0.8041264
533-74-4,0.16837424,0.83162576
13863-31-5,0.94508773,0.054912258
7226-23-5,0.21298742,0.7870126
80-73-9,0.29134,0.70866
13256-12-7,0.18491173,0.8150883
116979-29-4,0.047458112,0.9525419
83-67-0,0.27116376,0.72883624
81995-79-1,0.17267519,0.8273248
107007-99-8,0.17378682,0.8262132
6642-31-5,0.21224427,0.7877557
5521-31-3,0.7063223,0.29367766
7597-60-6,0.6118397,0.3881603
81996-52-3,0.44982165,0.55017835
87798-85-4,0.44268972,0.5573103
79712-52-0,0.29307634,0.70692366
519-37-9,0.3025812,0.6974188
79712-53-1,0.22520608,0.7747939
69975-86-6,0.5902115,0.4097885
100706-81-8,0.2762478,0.7237522
652-37-9,0.53919756,0.46080244
7601-87-8,0.34983844,0.65016156
68789-89-9,0.09274626,0.90725374
43222-48-6,0.21267366,0.78732634
89805-39-0,0.14841163,0.85158837
128-62-1,0.41886044,0.58113956
29173-31-7,0.057143033,0.94285697
120923-37-7,0.84208876,0.15791123
115-37-7,0.03893715,0.96106285
64951-31-1,0.29496402,0.705036
3176-03-2,0.06536394,0.93463606
64951-34-4,0.18475348,0.8152465
64951-25-3,0.09184605,0.90815395
64951-33-3,0.16240716,0.83759284
98389-04-9,0.9557636,0.044236444
80463-89-4,0.17705905,0.82294095
874195-61-6,0.5828432,0.41715682
14419-01-3,0.54469126,0.45530874
24141-01-3,0.0802564,0.9197436
69353-21-5,0.057400703,0.9425993
63-75-2,0.25634378,0.7436562
139886-04-7,0.07444739,0.9255526
39885-14-8,0.051478148,0.94852185
66794-74-9,0.3353166,0.6646834
14759-04-7,0.17760432,0.8223957
22958-08-3,0.05057633,0.9494237
5965-13-9,0.036504745,0.96349525
125-29-1,0.03823924,0.96176076
52-28-8,0.040506184,0.9594938
3688-66-2,0.098192394,0.9018076
123253-03-2,0.25917798,0.740822
494799-38-1,0.18160194,0.81839806
88678-31-3,0.4701416,0.5298584
181274-17-9,0.66042984,0.33957016
123277-35-0,0.10356438,0.8964356
123253-07-6,0.41261005,0.58738995
56796-39-5,0.9407406,0.059259392
75498-96-3,0.9401268,0.05987321
74356-00-6,0.93664235,0.06335763
1746-81-2,0.16678977,0.83321023
330-55-2,0.41762942,0.5823706
13360-45-7,0.1699093,0.8300907
5588-33-0,0.055206716,0.9447933
35130-97-3,0.25387597,0.746124
98565-18-5,0.5940596,0.40594038
23903-11-9,0.261607,0.738393
1555-58-4,0.32468194,0.67531806
1229-69-2,0.06908327,0.9309167
86-12-4,0.07050562,0.9294944
53-89-4,0.16442418,0.8355758
132-18-3,0.0637362,0.9362638
1057-81-4,0.070284545,0.92971545
57081-55-7,0.10521126,0.89478874
29075-61-4,0.11349958,0.8865004
15574-96-6,0.07481438,0.9251856
34580-14-8,0.10503942,0.8949606
969-33-5,0.055361748,0.94463825
60086-22-8,0.043002784,0.9569972
78104-11-7,0.059218585,0.9407814
72468-85-0,0.103046834,0.89695317
440-17-5,0.06442088,0.9355791
24632-48-2,0.124866664,0.87513334
56217-90-4,0.22876352,0.7712365
29868-97-1,0.13458526,0.86541474
33354-22-2,0.36105174,0.63894826
57342-05-9,0.047248542,0.95275146
24140-98-5,0.059223175,0.9407768
22487-46-3,0.04065156,0.95934844
106017-08-7,0.5819056,0.41809437
1977-11-3,0.036741376,0.9632586
5786-21-0,0.05159062,0.9484094
1977-10-2,0.0669741,0.9330259
14052-80-3,0.20135468,0.7986453
16339-07-4,0.07714838,0.9228516
63905-05-5,0.25420052,0.7457995
55-86-7,0.082953036,0.91704696
17780-75-5,0.065540016,0.93446
1553-34-0,0.060576975,0.939423
2975-36-2,0.043587923,0.9564121
1982-37-2,0.029347181,0.9706528
26786-32-3,0.110502064,0.88949794
31139-87-4,0.052532077,0.9474679
139886-24-1,0.06465697,0.935343
23327-57-3,0.11029035,0.88970965
306-07-0,0.10604662,0.8939534
150433-14-0,0.47911274,0.52088726
24600-36-0,0.47473782,0.5252622
5060-56-0,0.08614117,0.91385883
19974-69-7,0.07418406,0.92581594
22952-87-0,0.091460586,0.9085394
54-11-5,0.06831932,0.9316807
60634-70-0,0.10635692,0.8936431
54301-19-8,0.08206737,0.9179326
32033-21-9,0.08436751,0.9156325
74627-35-3,0.19992596,0.80007404
51473-23-5,0.08903742,0.9109626
116979-34-1,0.04706019,0.9529398
116979-31-8,0.0356974,0.9643026
116979-33-0,0.06411123,0.93588877
116979-30-7,0.043479085,0.9565209
24381-37-1,0.045213163,0.95478684
125-52-0,0.09331399,0.906686
872-50-4,0.43034524,0.56965476
93-90-3,0.15638477,0.84361523
6232-56-0,0.42070144,0.57929856
88475-55-2,0.08779508,0.9122049
2079-00-7,0.60469115,0.39530888
6903-79-3,0.44997352,0.5500265
27942-00-3,0.31621134,0.68378866
59-05-2,0.86651117,0.13348883
69-81-8,0.5737655,0.42623445
68787-95-1,0.3612604,0.6387396
21820-82-6,0.14172643,0.85827357
153719-38-1,0.22653311,0.7734669
153719-23-4,0.2106685,0.7893315
63906-70-7,0.1654607,0.8345393
3655-88-7,0.23446763,0.7655324
51026-28-9,0.37636334,0.62363666
13256-11-6,0.038268924,0.9617311
16339-16-5,0.046854496,0.9531455
13256-22-9,0.23248494,0.76751506
46948-72-5,0.6533464,0.3466536
67584-55-8,0.1940251,0.8059749
4960-47-8,0.4074099,0.5925901
59756-60-4,0.29700404,0.70299596
63927-73-1,0.13219202,0.867808
77639-70-4,0.4588588,0.5411412
132907-72-3,0.24424225,0.75575775
60-56-0,0.1545319,0.8454681
446-86-6,0.27707386,0.72292614
7560-83-0,0.12753409,0.8724659
132-17-2,0.09154916,0.90845084
2169-75-7,0.08327353,0.91672647
51-55-8,0.18558341,0.8144166
51460-26-5,0.83549875,0.16450123
80-77-3,0.2406823,0.7593177
5571-97-1,0.19664091,0.8033591
13131-19-6,0.48751253,0.5124875
5432-28-0,0.076737404,0.9232626
346-18-9,0.8537946,0.1462054
135-07-9,0.4049757,0.5950243
1121-07-9,0.55560243,0.44439754
64057-88-1,0.072683215,0.9273168
63716-37-0,0.076075375,0.9239246
3543-75-7,0.22758639,0.7724136
80845-35-8,0.17267299,0.827327
78467-28-4,0.066762865,0.93323714
78467-30-8,0.08930659,0.9106934
78483-93-9,0.14051175,0.85948825
7492-29-7,0.25936514,0.74063486
2011-67-8,0.17540795,0.82459205
1622-62-4,0.2167058,0.7832942
3900-31-0,0.4561615,0.5438385
5903-13-9,0.16152835,0.83847165
123172-56-5,0.862259,0.13774103
123172-62-3,0.6759399,0.32406005
123172-59-8,0.89837575,0.10162424
74859-42-0,0.61648613,0.38351387
63744-49-0,0.15595007,0.84404993
13993-65-2,0.3477366,0.6522634
124824-14-2,0.09790105,0.90209895
84542-20-1,0.17930108,0.8206989
84529-63-5,0.1479075,0.8520925
84529-59-9,0.11257702,0.887423
