CASRN,Toxic_xgboost_rdkit2d-0,Toxic_xgboost_rdkit2d-1
21187-98-4,0.8033465,0.1966535
1576-35-8,0.37899095,0.62100905
127-65-1,0.32179666,0.67820334
4083-64-1,0.8055949,0.1944051
80-41-1,0.20526135,0.79473865
6837-93-0,0.9880072,0.011992787
106-43-4,0.5832925,0.41670755
108-89-4,0.018909514,0.9810905
569-65-3,0.17776382,0.8222362
72619-36-4,0.054687023,0.945313
91-62-3,0.07098311,0.9290169
92-48-8,0.7523825,0.24761745
98519-19-8,0.023213983,0.976786
1711-06-4,0.60063034,0.39936966
108-44-1,0.018038332,0.98196167
85-72-3,0.55573,0.44426998
63-99-0,0.39790225,0.60209775
621-29-4,0.061781704,0.9382183
104683-52-5,0.14511037,0.85488963
80834-68-0,0.10816717,0.8918328
91-99-6,0.8179543,0.18204568
29218-27-7,0.17420274,0.82579726
108-39-4,0.12653834,0.87346166
88599-49-9,0.9722246,0.0277754
88599-68-2,0.9804709,0.019529099
122277-25-2,0.9720579,0.027942149
1596-09-4,0.8468095,0.15319052
57933-19-4,0.0366019,0.9633981
16154-78-2,0.07831371,0.9216863
1147-41-7,0.8125228,0.18747717
956317-36-5,0.23946917,0.7605308
122277-24-1,0.96971333,0.03028667
53988-10-6,0.07989484,0.92010516
399-77-9,0.0059087873,0.9940912
1435-71-8,0.39683723,0.60316277
5504-68-7,0.39330488,0.6066951
610-39-9,0.051999807,0.9480002
119-33-5,0.16681099,0.833189
2445-83-2,0.12435317,0.8756468
92-36-4,0.5862378,0.41376218
88-44-8,0.97298855,0.027011443
57524-15-9,0.051780164,0.94821984
695-34-1,0.023959517,0.9760405
125055-80-3,0.011526167,0.98847383
108-99-6,0.027477086,0.9725229
1603-41-4,0.021166742,0.97883326
53179-13-8,0.21488208,0.7851179
125055-79-0,0.015681744,0.98431826
82159-09-9,0.28195536,0.71804464
618-85-9,0.103666484,0.8963335
504-15-4,0.19585085,0.80414915
41621-49-2,0.3535725,0.6464275
182349-12-8,0.110681474,0.8893185
874-66-8,0.2569508,0.7430492
27776-01-8,0.8381953,0.16180466
72239-32-8,0.0162341,0.9837659
898566-17-1,0.56846225,0.43153772
50454-68-7,0.099562585,0.9004374
529-19-1,0.7040659,0.29593405
73987-51-6,0.7507546,0.24924542
90-12-0,0.6270915,0.37290847
2853-69-2,0.13670617,0.8632938
7055-03-0,0.65840137,0.34159866
71753-20-3,0.07670307,0.9232969
65871-41-2,0.0458138,0.9541862
71077-34-4,0.9617759,0.03822409
95-80-7,0.016622186,0.9833778
99-55-8,0.6974251,0.3025749
95-79-4,0.041463852,0.95853615
136-80-1,0.676759,0.32324097
93-69-6,0.07250571,0.9274943
135-63-7,0.6164831,0.3835169
614-68-6,0.7998708,0.20012923
131-79-3,0.76883554,0.23116447
584-84-9,0.66700065,0.33299932
28005-74-5,0.7241909,0.2758091
4067-01-0,0.103230655,0.89676934
6422-83-9,0.71104985,0.28895015
96-98-0,0.73253876,0.26746124
119-32-4,0.29499012,0.7050099
121-14-2,0.08558744,0.91441256
95-48-7,0.13991839,0.8600816
2835-95-2,0.043481946,0.95651805
6775-25-3,0.06621343,0.9337866
59-47-2,0.59753656,0.40246344
6055-48-7,0.63241524,0.36758476
2210-79-9,0.6963103,0.30368972
55543-68-5,0.29593784,0.70406216
14491-59-9,0.18571877,0.8142812
88599-47-7,0.9586451,0.0413549
88599-48-8,0.9731994,0.026800588
88-19-7,0.47766012,0.5223399
95-49-8,0.6882612,0.3117388
95-73-8,0.4392162,0.5607838
7745-91-7,0.10146797,0.89853203
90-33-5,0.11611843,0.88388157
4394-77-8,0.021901488,0.9780985
53083-96-8,0.34721726,0.65278274
2246-44-8,0.12839657,0.8716034
4934-55-8,0.5075196,0.49248043
95-69-2,0.027575672,0.9724243
21787-81-5,0.3199944,0.6800056
83-34-1,0.1753478,0.8246522
54935-04-5,0.95402676,0.045973253
24283-57-6,0.5310291,0.4689709
64036-72-2,0.113839805,0.8861602
619-15-8,0.12504953,0.87495047
2581-34-2,0.48087615,0.51912385
89427-10-1,0.010271847,0.98972815
83-40-9,0.6616366,0.33836344
74697-60-2,0.97038025,0.02961977
1570-64-5,0.31708902,0.682911
174063-87-7,0.88640887,0.11359115
17514-68-0,0.36473876,0.63526124
1084-65-7,0.509669,0.490331
69226-39-7,0.7756655,0.22433445
69226-40-0,0.8735409,0.12645909
130-17-6,0.85660917,0.14339085
88599-69-3,0.9485842,0.05141579
14863-40-2,0.008825541,0.99117446
644-62-2,0.3947196,0.6052804
88-51-7,0.91775084,0.08224916
7585-41-3,0.9640103,0.03598969
89427-05-4,0.01193285,0.98806715
89427-04-3,0.0070408583,0.99295914
1603-40-3,0.020012915,0.9799871
100299-08-9,0.09045917,0.90954083
125055-81-4,0.011640191,0.9883598
2312-76-7,0.06527221,0.9347278
481-42-5,0.4241705,0.5758295
116288-88-1,0.078924656,0.92107534
616-02-4,0.22306281,0.7769372
30516-87-1,0.7013964,0.2986036
3056-17-5,0.7474061,0.25259385
626-48-2,0.84286255,0.15713744
56-04-2,0.4028464,0.5971536
20344-15-4,0.027642608,0.9723574
18591-81-6,0.029019415,0.9709806
101708-02-5,0.5782144,0.42178562
101708-01-4,0.66539913,0.33460087
1824-81-3,0.030712545,0.96928746
72-80-0,0.3888474,0.6111526
98967-40-9,0.73171926,0.26828074
1453-58-3,0.010383606,0.9896164
822-36-6,0.031297386,0.9687026
641571-11-1,0.065695524,0.9343045
100365-72-8,0.4637609,0.5362391
121552-61-2,0.35934156,0.64065844
1131-18-6,0.07837647,0.9216235
70803-10-0,0.58501124,0.41498873
125055-64-3,0.060260832,0.93973917
125055-63-2,0.027210295,0.9727897
125055-61-0,0.01665169,0.9833483
125055-65-4,0.10794443,0.8920556
125055-67-6,0.38656384,0.61343616
125055-75-6,0.022001266,0.97799873
122-57-6,0.71997,0.28003004
32979-83-2,0.7516034,0.24839656
25398-39-4,0.33760434,0.66239566
78-98-8,0.22611701,0.773883
591-12-8,0.5997602,0.40023986
1013-99-6,0.51029027,0.4897097
10004-44-1,0.1353414,0.8646586
25046-79-1,0.891166,0.108834006
59-63-2,0.19348007,0.8065199
723-46-6,0.9187245,0.08127551
554-14-3,0.07004994,0.92995006
101030-71-1,0.18464792,0.8153521
65489-04-5,0.07633251,0.9236675
21342-85-8,0.48513573,0.51486427
148-01-6,0.2459265,0.7540735
823-40-5,0.014133751,0.98586625
35572-78-2,0.20090556,0.79909444
87-60-5,0.033524513,0.9664755
13710-19-5,0.3514101,0.6485899
17737-65-4,0.29295337,0.7070466
606-20-2,0.10447359,0.8955264
19406-51-0,0.2112934,0.7887066
497-56-3,0.039996445,0.96000355
83-42-1,0.35598356,0.64401644
608-25-3,0.047976136,0.95202386
14745-61-0,0.05023992,0.9497601
4467-21-4,0.019503415,0.9804966
321-55-1,0.024326444,0.97567356
77605-73-3,0.40329075,0.59670925
89427-03-2,0.0063192844,0.9936807
89427-23-6,0.016603291,0.9833967
89427-24-7,0.020120978,0.979879
17788-00-0,0.23852694,0.76147306
52603-48-2,0.112009704,0.8879903
89427-21-4,0.006283939,0.99371606
89427-36-1,0.014913678,0.9850863
89427-40-7,0.020073235,0.97992676
58348-97-3,0.15987659,0.8401234
28782-19-6,0.0950768,0.9049232
89427-31-6,0.015211344,0.98478866
63498-62-4,0.44042253,0.55957747
4228-99-3,0.009613752,0.99038625
75511-25-0,0.9041991,0.09580086
147-61-5,0.9201332,0.07986681
78415-72-2,0.31928182,0.6807182
119615-63-3,0.06434232,0.9356577
15878-08-7,0.01889795,0.98110205
520-09-2,0.1583237,0.8416763
6814-58-0,0.12479335,0.87520665
106266-06-2,0.043370545,0.95662946
144598-75-4,0.14265609,0.8573439
1003-52-7,0.1314497,0.8685503
5496-04-8,0.17949808,0.8205019
17364-41-9,0.24055326,0.75944674
524-36-7,0.9674531,0.032546874
73855-29-5,0.8868501,0.11314989
58-56-0,0.9483856,0.051614393
876-85-7,0.7918173,0.2081827
13331-81-2,0.35609806,0.64390194
73987-24-3,0.103173554,0.89682645
73908-94-8,0.25811934,0.74188066
82-82-6,0.90873015,0.091269866
73839-78-8,0.7614603,0.23853967
2856-75-9,0.0319528,0.9680472
59035-98-2,0.23252207,0.7674779
7331-25-1,0.2224701,0.7775299
109293-97-2,0.9618062,0.038193807
39242-73-4,0.14442319,0.8555768
126055-15-0,0.51419187,0.4858081
168152-87-2,0.01956451,0.9804355
63979-28-2,0.49041015,0.50958985
23696-28-8,0.6435063,0.35649368
98-86-2,0.3834955,0.6165045
735-52-4,0.6161089,0.38389108
42018-31-5,0.32600343,0.67399657
968-81-0,0.8788783,0.121121705
91040-94-7,0.21211976,0.78788024
99-03-6,0.2223283,0.7776717
121-89-1,0.4925052,0.5074948
53944-40-4,0.5786191,0.42138085
72492-12-7,0.52242166,0.47757834
40187-51-7,0.47582358,0.5241764
110147-48-3,0.17363232,0.8263677
89-84-9,0.32738054,0.67261946
119851-28-4,0.7379735,0.2620265
1122-62-9,0.23968941,0.7603106
25201-35-8,0.3628242,0.6371758
24691-76-7,0.7150569,0.2849431
5234-68-4,0.487804,0.512196
5259-88-1,0.68728817,0.31271183
24691-80-3,0.45853496,0.54146504
75706-12-6,0.39615464,0.60384536
118-71-8,0.2054578,0.7945422
17334-68-8,0.053590477,0.9464095
25506-01-8,0.16827053,0.8317295
78484-11-4,0.03858131,0.9614187
60583-65-5,0.63652647,0.3634735
62-55-5,0.030936599,0.9690634
4104-14-7,0.2521596,0.7478404
364-98-7,0.1753068,0.8246932
142-26-7,0.95052695,0.04947302
104617-50-7,0.64332086,0.35667914
616-91-1,0.35046685,0.64953315
103-84-4,0.31778258,0.6822174
3366-61-8,0.40132362,0.5986764
41506-62-1,0.89868677,0.101313226
103-90-2,0.20320177,0.7967982
121-60-8,0.5343175,0.46568254
5221-42-1,0.4531414,0.5468586
20262-58-2,0.97876644,0.02123355
83003-97-8,0.042991936,0.95700806
24733-81-1,0.14220595,0.85779405
13067-19-1,0.33433372,0.6656663
5254-41-1,0.5873673,0.4126327
2519-30-4,0.9964856,0.003514426
2621-62-7,0.12290907,0.87709093
38411-17-5,0.6297961,0.3702039
110882-70-7,0.27518696,0.72481304
106309-73-3,0.34070528,0.6592947
5663-71-8,0.21728796,0.78271204
140-40-9,0.20939744,0.79060256
17433-31-7,0.25397778,0.7460222
546-88-3,0.6974387,0.3025613
637-53-6,0.117899776,0.8821002
55661-38-6,0.48648036,0.51351964
13750-62-4,0.09333742,0.9066626
443-48-1,0.64899296,0.35100704
74298-63-8,0.47127742,0.5287226
59467-70-8,0.8222304,0.17776959
21721-92-6,0.16349596,0.83650404
1943-27-7,0.33461958,0.6653804
2532-91-4,0.23069918,0.7693008
28911-01-5,0.77875006,0.22124994
41394-05-2,0.12463981,0.8753602
19219-99-9,0.07572776,0.92427224
57726-65-5,0.09919691,0.9008031
109543-52-4,0.057880223,0.9421198
144-82-1,0.92126095,0.07873906
25953-19-9,0.97309315,0.026906854
65277-42-1,0.10455412,0.8954459
1696-20-4,0.7961777,0.20382233
4091-14-9,0.255782,0.744218
24963-29-9,0.56604314,0.43395683
507-09-5,0.094429135,0.90557086
50816-18-7,0.9439047,0.05609532
20206-80-8,0.1724006,0.8275994
21722-83-8,0.96514386,0.034856167
103-45-7,0.9707967,0.0292033
22031-33-0,0.72651625,0.27348372
542-59-6,0.8066448,0.19335519
542-58-5,0.029261231,0.97073877
591-87-7,0.028816283,0.9711837
103-54-8,0.83363914,0.16636083
627-09-8,0.07891029,0.9210897
1001-55-4,0.3138513,0.6861487
957-68-6,0.96263504,0.037364963
140-11-4,0.9021897,0.09781033
326-61-4,0.2958128,0.7041872
93793-83-0,0.45969993,0.5403001
1515-76-0,0.50404036,0.49595964
622-45-7,0.92970806,0.07029193
10519-11-6,0.9601732,0.039826795
83145-58-8,0.5133489,0.48665112
15667-63-7,0.11427504,0.88572496
117568-24-8,0.53843814,0.46156186
13838-02-3,0.84086084,0.15913917
90-17-5,0.5626019,0.43739805
21757-82-4,0.5863188,0.4136812
74548-80-4,0.42567807,0.5743219
3061-65-2,0.14508486,0.85491514
13031-41-9,0.6974876,0.30251244
36175-10-7,0.7576338,0.2423662
50594-77-9,0.27609557,0.72390443
55981-09-4,0.47319025,0.52680975
50-78-2,0.37824547,0.6217545
22494-27-5,0.72706544,0.2729346
322-79-2,0.35736042,0.6426396
79-21-0,0.3189944,0.6810056
63123-39-7,0.5284392,0.47156078
75-36-5,0.07187933,0.9281207
31570-04-4,0.9684213,0.031578735
27676-62-6,0.9444405,0.055559512
23288-49-5,0.97183627,0.028163746
68515-88-8,0.94949317,0.050506853
71878-19-8,0.43448222,0.5655178
26741-53-7,0.9599314,0.04006863
85209-91-2,0.95726895,0.04273105
23128-74-7,0.98011094,0.019889046
41484-35-9,0.98027664,0.019723335
118-82-1,0.95736325,0.04263678
6029-54-5,0.8355215,0.16447847
15721-78-5,0.96282107,0.037178922
78-63-7,0.94369465,0.056305364
2212-81-9,0.96550816,0.034491837
732-26-3,0.5592462,0.44075382
61260-55-7,0.63057494,0.36942506
76505-58-3,0.47336924,0.52663076
85438-51-3,0.6946843,0.30531567
73936-91-1,0.7773623,0.22263771
508-02-1,0.6286329,0.3713671
53956-04-0,0.484487,0.515513
64019-93-8,0.69967437,0.30032563
2655-19-8,0.03895247,0.96104753
88-27-7,0.06236875,0.93763125
127245-22-1,0.4147734,0.5852266
14078-41-2,0.89533186,0.10466813
87-97-8,0.41756094,0.58243906
15520-11-3,0.990444,0.009555996
84632-59-7,0.3908671,0.6091329
7128-64-5,0.9660135,0.033986483
43064-33-1,0.9136048,0.086395204
53551-74-9,0.21252203,0.78747797
10537-47-0,0.56952727,0.4304727
69425-13-4,0.6261971,0.37380287
1421-49-4,0.6068072,0.39319283
728-40-5,0.41656303,0.58343697
7078-98-0,0.74159974,0.25840026
96489-71-3,0.72265184,0.2773482
110-05-4,0.58106065,0.41893932
3006-86-8,0.9253743,0.074625686
76858-38-3,0.04357332,0.9564267
121-54-0,0.25037616,0.74962384
140-66-9,0.4410243,0.5589757
9002-93-1,0.76516104,0.23483898
107-45-9,0.034756362,0.96524364
141-59-3,0.8108495,0.18915051
50539-70-3,0.24544829,0.7545517
3457-61-2,0.82086694,0.17913306
57910-39-1,0.36316496,0.63683504
98319-26-7,0.5059308,0.49406925
515-03-7,0.610768,0.38923198
22791-19-1,0.012331665,0.98766834
81695-89-8,0.5316845,0.4683155
6320-14-5,0.5245098,0.4754902
53152-21-9,0.08815563,0.9118444
63919-00-6,0.8889853,0.111014694
1455-42-1,0.79839385,0.20160612
1568-80-5,0.860674,0.13932596
36768-62-4,0.03706467,0.9629353
826-36-8,0.078544736,0.92145526
2226-96-2,0.49368322,0.5063168
2896-70-0,0.07981336,0.92018664
110-03-2,0.89845365,0.10154637
76505-59-4,0.20543134,0.79456866
78-67-1,0.08718145,0.91281855
64257-84-7,0.33274412,0.6672559
83105-70-8,0.8681642,0.13183583
5321-32-4,0.84811866,0.15188134
10081-67-1,0.9155952,0.084404856
70321-86-7,0.9053206,0.09467944
1889-67-4,0.73555434,0.2644457
2778-41-8,0.92645764,0.07354236
2778-42-9,0.89141536,0.10858465
2997-92-4,0.28925467,0.71074533
474510-57-1,0.90931934,0.09068068
721-26-6,0.35636544,0.64363456
80-43-3,0.8994974,0.10050262
59118-21-7,0.26828068,0.7317193
14929-11-4,0.80150914,0.19849083
52508-35-7,0.665986,0.334014
6790-58-5,0.9618647,0.038135312
3093-35-4,0.6899371,0.31006292
65323-13-9,0.46235114,0.53764886
3385-03-3,0.90654093,0.09345907
67-73-2,0.21436054,0.78563946
34014-18-1,0.4123885,0.5876115
39196-18-4,0.019663036,0.98033696
24814-29-7,0.11120838,0.8887916
98477-07-7,0.30533856,0.69466144
17578-44-8,0.0956105,0.9043895
64632-00-4,0.030213356,0.96978664
55861-78-4,0.071974516,0.9280255
34205-21-5,0.3595807,0.6404193
4849-32-5,0.35915965,0.64084035
113702-04-8,0.009575188,0.9904248
88678-67-5,0.5196748,0.48032522
83940-41-4,0.35183996,0.64816004
95882-64-7,0.2422818,0.7577182
78628-80-5,0.103473544,0.89652646
124978-79-6,0.1712026,0.8287974
101827-46-7,0.36558115,0.63441885
113702-05-9,0.006527245,0.99347275
78327-32-9,0.14332157,0.8566784
55511-98-3,0.21362722,0.7863728
79985-92-5,0.029452264,0.97054774
18470-10-5,0.056103945,0.94389606
84268-33-7,0.6247846,0.37521544
70356-09-1,0.8971057,0.10289429
121-00-6,0.41408902,0.585911
5902-52-3,0.038930118,0.9610699
60853-38-5,0.4595384,0.5404616
92929-94-7,0.43304473,0.56695527
1634-04-4,0.7214997,0.27850035
39195-82-9,0.30560547,0.6943945
5534-95-2,0.898438,0.10156205
21087-64-9,0.078846574,0.9211534
39196-10-6,0.14198041,0.8580196
39196-09-3,0.44288528,0.5571147
68955-53-3,0.16221452,0.8377855
68938-07-8,0.92995876,0.070041224
59354-78-8,0.9115707,0.088429295
54423-67-5,0.9281187,0.07188127
100237-68-1,0.52748626,0.47251374
917-92-0,0.41438174,0.58561826
88426-33-9,0.6895455,0.31045452
61925-70-0,0.17534691,0.8246531
98-53-3,0.8244254,0.1755746
49763-96-4,0.4612695,0.5387305
76738-62-0,0.12298292,0.8770171
75736-33-3,0.20252907,0.7974709
55179-31-2,0.34081626,0.65918374
62965-37-1,0.67721224,0.32278776
13221-27-7,0.37396777,0.62603223
66346-01-8,0.7132759,0.2867241
59997-51-2,0.34890294,0.65109706
24473-06-1,0.43463987,0.5653601
13547-70-1,0.09135479,0.9086452
98-06-6,0.7855954,0.21440461
18127-01-0,0.74045753,0.25954244
90729-43-4,0.13442808,0.8655719
98-73-7,0.6839911,0.31600893
67610-51-9,0.04110104,0.95889896
56488-59-6,0.6359844,0.36401558
3101-60-8,0.8547625,0.1452375
2312-35-8,0.8642137,0.13578627
83373-31-3,0.5379097,0.4620903
3671-67-8,0.015255988,0.984744
16143-18-3,0.86425155,0.13574846
98-29-3,0.21659452,0.7834055
89427-06-5,0.016654134,0.98334587
88-18-6,0.049124658,0.95087534
107551-67-7,0.22750723,0.77249277
109825-47-0,0.7276579,0.2723421
63938-45-4,0.26721835,0.73278165
83-26-1,0.673921,0.32607904
38083-17-9,0.27592516,0.72407484
43121-43-3,0.18039417,0.8196058
22591-21-5,0.12175703,0.87824297
1492-02-0,0.54734874,0.45265123
2522-81-8,0.874048,0.12595202
107534-96-3,0.2604614,0.7395386
75-64-9,0.3650992,0.6349008
59227-74-6,0.0983721,0.9016279
4620-70-6,0.501667,0.49833295
87787-67-5,0.63779604,0.36220393
42200-33-9,0.28056127,0.71943873
27912-14-7,0.093313396,0.9066866
51781-21-6,0.30766279,0.6923372
23093-74-5,0.24612659,0.7538734
38363-40-5,0.0914827,0.9085173
35108-88-4,0.21473819,0.7852618
54247-25-5,0.081844926,0.9181551
26921-17-5,0.50720435,0.49279565
68377-91-3,0.60771036,0.39228967
18559-94-9,0.6428295,0.35717052
54240-36-7,0.11792213,0.8820779
21898-19-1,0.22116017,0.7788398
56776-01-3,0.12660533,0.87339467
79645-08-2,0.54191995,0.45808008
60559-94-6,0.09323901,0.906761
57982-78-2,0.17975128,0.8202487
2160-93-2,0.51705396,0.48294607
112226-61-6,0.66251254,0.3374875
3741-80-8,0.8666813,0.13331872
75-65-0,0.7933996,0.20660041
7665-72-7,0.8914463,0.10855369
1663-39-4,0.77241784,0.22758217
398489-26-4,0.30416757,0.69583243
75-91-2,0.38863188,0.6113681
614-45-9,0.8012168,0.19878322
75-66-1,0.48525083,0.51474917
4098-71-9,0.6042571,0.39574292
7027-11-4,0.4174947,0.5825053
56747-96-7,0.9164413,0.08355866
21280-29-5,0.9558115,0.04418853
475-20-7,0.9145987,0.085401304
1139-30-6,0.954756,0.045243986
1740-15-4,0.31692284,0.68307716
76-29-9,0.27865386,0.72134614
79-93-6,0.26875103,0.731249
521-11-9,0.82034224,0.17965774
58-18-4,0.9687314,0.031268578
72-63-9,0.95827127,0.041728705
116-06-3,0.017884374,0.9821156
1646-87-3,0.03187573,0.9681243
1646-88-4,0.020606399,0.9793936
16146-62-6,0.0067383647,0.99326164
4790-92-5,0.014023781,0.9859762
117774-38-6,0.9713991,0.028600853
16655-82-6,0.019046187,0.9809538
66637-25-0,0.082752705,0.9172473
106358-92-3,0.0062494874,0.9937505
16709-30-1,0.054601073,0.9453989
59375-53-0,0.0049144626,0.99508554
59375-61-0,0.006668389,0.9933316
22781-23-3,0.009702623,0.9902974
59375-67-6,0.004121423,0.9958786
106231-36-1,0.025553524,0.9744465
87767-48-4,0.24017745,0.75982255
71108-14-0,0.02185291,0.9781471
1249-84-9,0.0837726,0.9162274
69784-42-5,0.022942662,0.97705734
122-15-6,0.1792587,0.8207413
4757-55-5,0.026946127,0.9730539
92320-57-5,0.09370935,0.90629065
54504-70-0,0.4978044,0.5021956
3648-36-0,0.111672044,0.88832796
75096-86-5,0.0838055,0.9161945
28789-80-2,0.025811136,0.97418886
123253-01-0,0.78196454,0.21803547
50539-80-5,0.019786417,0.9802136
62382-23-4,0.032228887,0.9677711
32891-29-5,0.08116442,0.9188356
50539-66-7,0.08472407,0.91527593
50802-69-2,0.084664345,0.91533566
50673-10-4,0.037873268,0.96212673
50673-11-5,0.05162257,0.94837743
50539-76-9,0.11108774,0.88891226
50673-06-8,0.028432846,0.97156715
37430-50-5,0.05256957,0.94743043
84-83-3,0.500829,0.49917102
123172-61-2,0.94450563,0.055494364
116337-62-3,0.9352767,0.06472329
116337-68-9,0.94974875,0.05025124
134605-64-4,0.756644,0.24335597
127-48-0,0.2698909,0.7301091
71108-21-9,0.07359809,0.9264019
22198-93-2,0.35617042,0.6438296
123886-70-4,0.11757159,0.8824284
123886-68-0,0.056522667,0.94347733
123886-69-1,0.0742653,0.9257347
111038-47-2,0.0796476,0.9203524
15440-46-7,0.9223805,0.0776195
154825-97-5,0.42778707,0.57221293
123886-65-7,0.041380167,0.95861983
57897-49-1,0.028373897,0.9716261
123886-62-4,0.16381675,0.83618325
31652-69-4,0.5445164,0.45548362
6156-18-9,0.10223651,0.8977635
1646-75-9,0.29093266,0.70906734
71868-10-5,0.2359494,0.7640506
25841-41-2,0.4502108,0.5497892
3680-05-5,0.8206343,0.1793657
25841-38-7,0.74097824,0.25902176
42057-22-7,0.97224385,0.02775618
25841-43-4,0.6620583,0.3379417
163000-63-3,0.78299963,0.21700034
84170-74-1,0.76858145,0.23141854
17557-23-2,0.69987255,0.30012745
1471-52-9,0.3126636,0.6873364
98519-15-4,0.031159878,0.9688401
98532-76-4,0.015350401,0.9846496
98532-77-5,0.03239,0.96761
1755-97-1,0.26228285,0.73771715
23588-51-4,0.6170734,0.38292655
10232-92-5,0.6881956,0.31180444
81-13-0,0.8500816,0.14991836
81129-83-1,0.8567805,0.14321947
6362-80-7,0.896879,0.10312097
2654-58-2,0.084914625,0.9150854
81777-89-1,0.18707407,0.81292593
1955-45-9,0.79242855,0.20757146
131983-72-7,0.14707464,0.85292536
10389-72-7,0.07669288,0.9233071
36981-93-8,0.1389159,0.8610841
51200-87-4,0.2440173,0.7559827
15214-89-8,0.5251062,0.4748938
24458-48-8,0.21263582,0.7873642
543-39-5,0.7535714,0.24642862
103-05-9,0.48979443,0.51020557
100-86-7,0.5607173,0.43928272
1320-94-1,0.55738497,0.442615
50539-73-6,0.05913979,0.9408602
50539-74-7,0.04503995,0.95496005
99599-74-3,0.20007181,0.7999282
99599-78-7,0.26198244,0.73801756
558-30-5,0.5075067,0.4924933
2978-58-7,0.035672724,0.9643273
32889-48-8,0.18235719,0.8176428
115-19-5,0.1360904,0.8639096
80-04-6,0.9387317,0.06126831
564-94-3,0.7878026,0.2121974
127-91-3,0.9412441,0.058755867
89686-69-1,0.9147949,0.08520509
101007-06-1,0.40288448,0.5971155
22431-62-5,0.40997082,0.5900292
58769-20-3,0.38697398,0.613026
52645-53-1,0.3920235,0.6079765
75867-00-4,0.51055753,0.4894425
68359-37-5,0.41845834,0.58154166
80803-92-5,0.32021022,0.6797898
73611-02-6,0.8047316,0.19526836
79-92-5,0.9534084,0.046591558
128148-93-6,0.3118772,0.6881228
132-98-9,0.7954118,0.20458815
15440-48-9,0.8006113,0.1993887
4800-94-6,0.96136457,0.038635418
4697-14-7,0.96474916,0.035250846
35531-88-5,0.8755087,0.12449127
32887-01-7,0.47613913,0.5238609
39878-70-1,0.9128898,0.08711023
599-64-4,0.29699093,0.70300907
2444-90-8,0.94933695,0.05066308
901-44-0,0.57932484,0.4206752
13080-86-9,0.5649605,0.43503952
2089-46-5,0.13430685,0.86569315
1745-89-7,0.7702649,0.22973508
79-95-8,0.30121523,0.69878477
54-36-4,0.1452285,0.8547715
826-54-0,0.18020308,0.8197969
832088-68-3,0.0739485,0.9260515
63612-50-0,0.26292574,0.73707426
6440-58-0,0.7401063,0.25989372
118-52-5,0.12545824,0.87454176
126-06-7,0.06399101,0.936009
16079-88-2,0.07751113,0.92248887
7473-98-5,0.51271844,0.4872816
106797-53-9,0.5310286,0.4689714
19444-21-4,0.327888,0.672112
80-15-9,0.33638817,0.6636118
116337-60-1,0.9048141,0.09518588
116337-65-6,0.9323663,0.0676337
24201-58-9,0.7222599,0.2777401
41859-67-0,0.7344837,0.2655163
3771-19-5,0.31292433,0.6870757
42017-89-0,0.5273195,0.4726805
21550-30-1,0.493643,0.506357
69047-39-8,0.67706305,0.32293695
72558-82-8,0.9830856,0.016914438
63979-37-3,0.09355539,0.9064446
64118-86-1,0.6409135,0.35908648
121776-33-8,0.20393866,0.79606134
63883-18-1,0.5240612,0.4759388
4362-40-7,0.20488381,0.7951162
22791-26-0,0.03240651,0.9675935
22791-25-9,0.029873192,0.9701268
53-10-1,0.9456888,0.054311227
119302-20-4,0.5478848,0.45211515
103335-54-2,0.6606287,0.3393713
159325-45-8,0.49613428,0.5038657
13647-35-3,0.7399602,0.2600398
53-43-0,0.9557806,0.04421939
1099-87-2,0.80062544,0.19937456
905-30-6,0.6919925,0.30800745
2181-04-6,0.721259,0.278741
434-03-7,0.8166988,0.18330124
17230-88-5,0.55871636,0.44128364
7004-95-7,0.30170858,0.6982914
6000-74-4,0.89638275,0.10361726
976-70-5,0.81808114,0.18191884
29069-24-7,0.7648746,0.23512544
20231-45-2,0.60695237,0.39304763
20417-82-7,0.0198344,0.9801656
32385-11-8,0.8965321,0.103467904
67814-76-0,0.9431587,0.056841288
20417-84-9,0.027360857,0.97263914
154619-58-6,0.0097414255,0.9902586
562-09-4,0.02893579,0.9710642
37106-99-3,0.9007763,0.09922365
154619-91-7,0.022381306,0.9776187
154619-64-4,0.010874748,0.98912525
154619-56-4,0.009854615,0.9901454
154619-66-6,0.016706228,0.9832938
72150-17-5,0.055035353,0.94496465
7195-27-9,0.43886572,0.5611343
14641-96-4,0.06241393,0.93758607
28861-00-9,0.77467024,0.22532976
72-33-3,0.4769091,0.5230909
518-20-7,0.20418936,0.79581064
3032-55-1,0.02957803,0.97042197
822-48-0,0.08322358,0.9167764
18516-18-2,0.9539383,0.04606172
1123-25-7,0.49144542,0.5085546
2890-61-1,0.28573292,0.7142671
4767-03-7,0.9631234,0.03687661
115-69-5,0.9485211,0.05147893
3692-18-0,0.14254433,0.8574557
2018-45-3,0.8348723,0.1651277
75219-61-3,0.4904608,0.5095392
105426-99-1,0.7973467,0.20265332
75219-46-4,0.8908567,0.10914332
52205-73-9,0.5878779,0.41212207
50-27-1,0.8629905,0.1370095
6615-00-5,0.85006094,0.14993903
89786-04-9,0.8790312,0.120968804
24645-14-5,0.24756366,0.75243634
6147-37-1,0.77581465,0.22418538
1899-36-1,0.15108782,0.8489122
21981-33-9,0.17723477,0.82276523
3175-23-3,0.06487197,0.93512803
