CASRN,EPA_xgboost_ecfp6bits-1,EPA_xgboost_ecfp6bits-2,EPA_xgboost_ecfp6bits-3,EPA_xgboost_ecfp6bits-4
39195-82-9,0.03135486,0.37381765,0.48852623,0.10630124
5534-95-2,0.058615558,0.13289925,0.30916002,0.49932513
21087-64-9,0.048370462,0.10195675,0.55699575,0.29267702
39196-10-6,0.03810105,0.120774575,0.59579045,0.2453339
39196-09-3,0.047185868,0.37153128,0.43401343,0.14726946
68955-53-3,0.011815967,0.2397931,0.6694454,0.078945525
68938-07-8,0.0039817956,0.05959405,0.6166314,0.31979272
59354-78-8,0.003565166,0.04579364,0.75594866,0.19469252
54423-67-5,0.026978033,0.13230668,0.59687257,0.2438427
100237-68-1,0.13438682,0.17680293,0.54234195,0.14646834
917-92-0,0.016189802,0.20210467,0.6011273,0.18057822
88426-33-9,0.043445807,0.071301356,0.6153042,0.26994866
61925-70-0,0.007056446,0.2957951,0.56716526,0.12998316
98-53-3,0.005992623,0.14305794,0.6862545,0.16469495
49763-96-4,0.01769205,0.1939382,0.634177,0.15419273
76738-62-0,0.0033616999,0.27688575,0.6981156,0.021636916
75736-33-3,0.011658257,0.12474233,0.8300691,0.03353027
55179-31-2,0.017353961,0.24392569,0.6299511,0.10876921
13221-27-7,0.008033967,0.27960294,0.64997137,0.062391743
66346-01-8,0.0068458994,0.093101226,0.79682606,0.10322676
59997-51-2,0.055442885,0.30931085,0.5597498,0.07549647
24473-06-1,0.009903462,0.028956348,0.87635696,0.08478323
13547-70-1,0.09431303,0.3112543,0.51986825,0.07456446
98-06-6,0.008284885,0.22911082,0.640907,0.12169727
18127-01-0,0.0002813687,0.07862578,0.7659815,0.15511131
90729-43-4,0.0007593343,0.22792429,0.7286868,0.042629562
98-73-7,0.00075022376,0.0691399,0.7380273,0.19208255
67610-51-9,0.0033130185,0.30920485,0.5959812,0.09150094
56488-59-6,0.00016617909,0.012485227,0.8770387,0.110309854
3101-60-8,0.0008428959,0.046887156,0.8040213,0.14824867
2312-35-8,0.0008468951,0.062145326,0.8185895,0.118418254
83373-31-3,0.0025855626,0.18076408,0.664176,0.15247439
3671-67-8,0.22717737,0.6274417,0.10950988,0.035871055
16143-18-3,0.00376127,0.03668983,0.37173206,0.58781683
98-29-3,0.009277435,0.12064471,0.63232714,0.23775072
89427-06-5,0.87506413,0.053749233,0.034357533,0.036829136
88-18-6,0.008330315,0.16843387,0.7880274,0.035208408
107551-67-7,0.0046772948,0.10800706,0.7722249,0.115090705
109825-47-0,0.1019542,0.3439558,0.051765427,0.5023245
63938-45-4,0.002591643,0.066608146,0.6327261,0.29807416
83-26-1,0.0123978555,0.16007888,0.585142,0.24238127
38083-17-9,0.03283425,0.21892582,0.6025582,0.1456817
43121-43-3,0.011377868,0.17782544,0.6901974,0.12059926
22591-21-5,0.019966293,0.15917733,0.5876305,0.23322582
1492-02-0,0.010766233,0.034286685,0.8643,0.090647034
2522-81-8,0.006309649,0.08121312,0.706471,0.2060062
107534-96-3,0.0043709488,0.079001136,0.90837795,0.008249983
75-64-9,0.013712982,0.29668084,0.5421436,0.14746264
59227-74-6,0.010536051,0.18098745,0.7135702,0.09490638
4620-70-6,0.012484593,0.18980783,0.6687163,0.12899125
87787-67-5,0.008733984,0.14054735,0.29764733,0.5530714
42200-33-9,0.008412165,0.08971212,0.8007203,0.10115543
27912-14-7,0.0036113271,0.06970897,0.7813079,0.14537185
51781-21-6,0.008226798,0.044804424,0.86745095,0.07951785
23093-74-5,0.002772607,0.07500037,0.8709752,0.051251773
38363-40-5,0.0037946878,0.13692859,0.8411733,0.018103443
35108-88-4,0.00042158694,0.022874074,0.89092684,0.0857775
54247-25-5,0.0016895438,0.030810101,0.92643094,0.041069366
26921-17-5,0.001103856,0.08496293,0.81722367,0.0967096
68377-91-3,0.01784745,0.3102158,0.5234618,0.14847495
18559-94-9,0.04142015,0.25948867,0.552466,0.1466252
54240-36-7,0.019107293,0.20208225,0.56750035,0.21131012
21898-19-1,0.009057261,0.45839337,0.4405987,0.09195067
56776-01-3,0.02043984,0.30854523,0.57411546,0.09689944
79645-08-2,0.028057534,0.15524423,0.6464065,0.17029175
60559-94-6,0.029525183,0.16726393,0.7558686,0.04734224
57982-78-2,0.00863676,0.35993046,0.5594054,0.072027385
2160-93-2,0.016102152,0.028108308,0.49472368,0.4610659
112226-61-6,0.0064234487,0.066821806,0.78152454,0.14523022
3741-80-8,0.029267661,0.08084691,0.48107138,0.40881404
75-65-0,0.04054535,0.13382077,0.5816385,0.24399537
7665-72-7,0.016469648,0.10754972,0.57733715,0.29864353
1663-39-4,0.020329585,0.090530224,0.5358321,0.35330805
398489-26-4,0.019663151,0.046557344,0.37099105,0.5627884
75-91-2,0.031237068,0.07865177,0.69072354,0.19938762
614-45-9,0.006831591,0.027682705,0.6940189,0.27146682
75-66-1,0.021225642,0.2014187,0.591457,0.18589863
4098-71-9,0.048272435,0.47472107,0.39720458,0.0798019
7027-11-4,0.0351656,0.20433754,0.6534094,0.10708744
56747-96-7,0.040589266,0.21352986,0.48419446,0.26168638
21280-29-5,0.11443682,0.079133525,0.40741572,0.39901397
475-20-7,0.033822417,0.100494124,0.31822422,0.54745924
1139-30-6,0.028525934,0.15124795,0.20677415,0.61345196
1740-15-4,0.0078105764,0.40738568,0.47071293,0.11409086
76-29-9,0.032181833,0.27671367,0.44155982,0.24954465
79-93-6,0.017117634,0.16926372,0.6735842,0.14003438
521-11-9,0.051044334,0.029403258,0.5480482,0.3715042
58-18-4,0.034968246,0.045358416,0.5421571,0.3775162
72-63-9,0.055828318,0.09692657,0.6080786,0.23916653
116-06-3,0.90704846,0.033504285,0.04513498,0.014312295
1646-87-3,0.6578947,0.051662028,0.22936834,0.061074987
1646-88-4,0.6081734,0.08926039,0.180468,0.12209824
16146-62-6,0.6228754,0.3376938,0.029319933,0.0101108765
4790-92-5,0.8504531,0.11070501,0.03367698,0.005164889
117774-38-6,0.028536528,0.028286304,0.5844334,0.35874382
16655-82-6,0.62363225,0.3348713,0.024639713,0.016856784
66637-25-0,0.95761526,0.01927226,0.019491328,0.0036212176
106358-92-3,0.97499293,0.014042856,0.008264503,0.002699748
16709-30-1,0.42681643,0.5249794,0.036231555,0.011972639
59375-53-0,0.9697556,0.015840104,0.010609623,0.0037946738
59375-61-0,0.98417723,0.0067053633,0.0067935754,0.0023238645
22781-23-3,0.24424772,0.7073341,0.041742224,0.006675989
59375-67-6,0.8268864,0.09583448,0.029386949,0.047892135
106231-36-1,0.7150572,0.06997986,0.161122,0.053840958
87767-48-4,0.019966012,0.35244182,0.583348,0.04424422
71108-14-0,0.1504215,0.6667275,0.10243085,0.08042015
1249-84-9,0.0051334887,0.036365904,0.9086419,0.049858756
69784-42-5,0.30714047,0.18255553,0.46315047,0.047153592
122-15-6,0.48137155,0.22006151,0.24728939,0.051277503
4757-55-5,0.009609318,0.3454735,0.6313486,0.01356853
92320-57-5,0.016716152,0.12846859,0.8089996,0.045815658
54504-70-0,0.007953054,0.19675753,0.6401353,0.15515411
3648-36-0,0.14438812,0.46699682,0.2503104,0.13830468
75096-86-5,0.3132726,0.52674294,0.15812092,0.0018635474
28789-80-2,0.6780483,0.2792755,0.041754123,0.00092204835
123253-01-0,0.41069078,0.44261596,0.115197554,0.03149568
50539-80-5,0.53842366,0.4247506,0.035848178,0.0009776001
62382-23-4,0.18492211,0.4325526,0.32364768,0.058877602
32891-29-5,0.012484231,0.1977518,0.68997353,0.099790394
50539-66-7,0.7847121,0.20227927,0.0108887525,0.0021198937
50802-69-2,0.76481235,0.22926933,0.005362722,0.00055562187
50673-10-4,0.64195794,0.29592353,0.060674816,0.0014437021
50673-11-5,0.7253121,0.2507674,0.023039617,0.0008809063
50539-76-9,0.31684315,0.65629965,0.025973633,0.00088356674
50673-06-8,0.65002817,0.28375718,0.05894878,0.0072658206
37430-50-5,0.47321966,0.40772054,0.10673756,0.012322268
84-83-3,0.13193594,0.1928752,0.57129675,0.10389212
123172-61-2,0.02563701,0.045735385,0.888721,0.039906636
116337-62-3,0.018183313,0.04237612,0.9129412,0.026499378
116337-68-9,0.002550836,0.026906557,0.96442235,0.0061203158
134605-64-4,0.00315905,0.031297598,0.92140526,0.0441381
127-48-0,0.039994005,0.2247068,0.48901287,0.24628635
71108-21-9,0.7304144,0.23113945,0.029776245,0.008669916
22198-93-2,0.006958636,0.042085722,0.74763286,0.20332277
123886-70-4,0.023863,0.7209964,0.20702757,0.048113085
123886-68-0,0.031355318,0.58095825,0.3269302,0.060756195
123886-69-1,0.007339914,0.6095245,0.361442,0.02169356
111038-47-2,0.023211665,0.5498322,0.36418596,0.06277019
15440-46-7,0.0025971292,0.006853601,0.93348366,0.05706559
154825-97-5,0.015842706,0.14500251,0.7433387,0.095816076
123886-65-7,0.014058958,0.45456707,0.37835592,0.15301806
57897-49-1,0.020291727,0.59502995,0.3222255,0.062452767
123886-62-4,0.023334134,0.026697142,0.7788314,0.17113727
31652-69-4,0.01134677,0.06293232,0.74690235,0.17881858
6156-18-9,0.045331974,0.20280603,0.5934814,0.15838055
1646-75-9,0.057568975,0.15932038,0.6474651,0.13564554
71868-10-5,0.09329492,0.13685006,0.61375034,0.15610468
25841-41-2,0.02342929,0.12021131,0.63668376,0.21967563
3680-05-5,0.022004064,0.10287061,0.42886895,0.44625634
25841-38-7,0.022269601,0.105757274,0.60612655,0.26584658
42057-22-7,0.004687433,0.004076289,0.10305322,0.888183
25841-43-4,0.013960194,0.072293885,0.73062265,0.18312332
163000-63-3,0.0056108995,0.08183903,0.6546676,0.25788242
84170-74-1,0.008371987,0.037136037,0.50818473,0.4463072
17557-23-2,0.015991105,0.14214121,0.5470682,0.29479954
1471-52-9,0.028035892,0.096703,0.61963195,0.25562912
98519-15-4,0.0070372005,0.012827714,0.97273725,0.007397778
98532-76-4,0.002289642,0.04113581,0.94333017,0.013244356
98532-77-5,0.002624204,0.02033686,0.9698057,0.0072332006
1755-97-1,0.02694268,0.26873127,0.5736857,0.13064039
23588-51-4,0.035771146,0.29224652,0.55415195,0.11783039
10232-92-5,0.04507797,0.14186871,0.71619487,0.096858434
81-13-0,0.0017179066,0.030163674,0.69803745,0.27008095
81129-83-1,0.014891586,0.030328697,0.46456593,0.49021378
6362-80-7,0.01250885,0.063108996,0.85669565,0.06768652
2654-58-2,0.037498586,0.49813238,0.3912059,0.07316311
81777-89-1,0.026722962,0.16999298,0.7223369,0.08094713
1955-45-9,0.054443702,0.28805524,0.5349159,0.12258511
131983-72-7,0.044792883,0.21266378,0.71760565,0.024937646
10389-72-7,0.0046206275,0.28513214,0.63002944,0.0802178
36981-93-8,0.012223836,0.28019026,0.43791816,0.26966769
51200-87-4,0.071256205,0.19682169,0.39320898,0.33871314
15214-89-8,0.011912158,0.19841012,0.4993112,0.29036647
24458-48-8,0.048068296,0.095513985,0.7980005,0.05841715
543-39-5,0.011586804,0.11756252,0.43689728,0.43395337
103-05-9,0.054128896,0.1175278,0.6652243,0.16311897
100-86-7,0.05547384,0.09782416,0.71234137,0.13436066
1320-94-1,0.041313235,0.31541193,0.5095845,0.13369036
50539-73-6,0.5405432,0.42129415,0.030580927,0.0075816712
50539-74-7,0.5557083,0.41925058,0.01919323,0.005847893
99599-74-3,0.040405344,0.086225115,0.8113369,0.062032647
99599-78-7,0.043690056,0.21833453,0.7180868,0.019888636
558-30-5,0.07097896,0.23235223,0.53307533,0.16359349
2978-58-7,0.042319223,0.38278475,0.4437951,0.13110086
32889-48-8,0.015604732,0.2841819,0.64673954,0.053473778
115-19-5,0.038741782,0.113318376,0.6683305,0.17960933
80-04-6,0.02101682,0.32979926,0.3914583,0.2577256
564-94-3,0.049554665,0.36783147,0.43019426,0.15241963
127-91-3,0.106136344,0.33636823,0.3143111,0.24318437
101007-06-1,0.005977022,0.56105196,0.32695606,0.10601495
22431-62-5,0.08545362,0.2966922,0.55490184,0.062952325
58769-20-3,0.23598203,0.2437472,0.41456884,0.10570197
52645-53-1,0.0277087,0.6145735,0.1852112,0.1725066
75867-00-4,0.017295681,0.1430608,0.38338333,0.45626017
68359-37-5,0.026887259,0.50307447,0.30936858,0.16066965
80803-92-5,0.010943976,0.6448242,0.25448924,0.089742534
73611-02-6,0.36135572,0.17201631,0.3753462,0.09128174
79-92-5,0.017345414,0.2552786,0.5733206,0.15405543
128148-93-6,0.03345806,0.018353518,0.91421026,0.033978153
132-98-9,0.010011913,0.008187743,0.77046597,0.21133438
15440-48-9,0.0024325917,0.010812725,0.7129511,0.27380353
4800-94-6,0.0023851735,0.009481256,0.11422307,0.8739105
4697-14-7,0.008227539,0.022163866,0.16717042,0.80243814
35531-88-5,0.004845551,0.010159405,0.23082063,0.7541744
32887-01-7,0.10414726,0.040391658,0.19949391,0.6559672
39878-70-1,0.021980334,0.017522618,0.07711847,0.88337857
599-64-4,0.0036939334,0.07692052,0.6870293,0.23235625
2444-90-8,0.0042344523,0.092394166,0.73132235,0.17204906
901-44-0,0.0021319462,0.01956837,0.71334237,0.26495728
13080-86-9,0.0049335537,0.5169041,0.34302983,0.13513254
2089-46-5,0.009384356,0.13739091,0.81335837,0.039866395
1745-89-7,0.0027470617,0.03167896,0.91198164,0.053592365
79-95-8,0.02056615,0.13638721,0.53891844,0.3041282
54-36-4,0.009506252,0.07325663,0.7588353,0.15840179
826-54-0,0.026857534,0.16273433,0.71841705,0.0919911
832088-68-3,0.0096875755,0.10950122,0.78904194,0.091769256
63612-50-0,0.040564597,0.11655201,0.66817594,0.1747075
6440-58-0,0.07813504,0.12983797,0.5470068,0.24502021
118-52-5,0.03938274,0.20371735,0.6327072,0.124192774
126-06-7,0.04122129,0.28274468,0.55627865,0.11975537
16079-88-2,0.061653975,0.30806997,0.47329983,0.15697625
7473-98-5,0.014871121,0.06861603,0.67034024,0.2461726
106797-53-9,0.002760454,0.020205537,0.7167216,0.26031238
80-15-9,0.0056427154,0.06343323,0.8750356,0.055888493
116337-60-1,0.014560504,0.06305604,0.7897671,0.13261636
116337-65-6,0.007787599,0.038292486,0.9240629,0.029857036
24201-58-9,0.03118699,0.2124871,0.42998704,0.32633883
41859-67-0,0.003370463,0.2347765,0.2472341,0.51461893
3771-19-5,0.03174617,0.11749714,0.28599158,0.5647651
42017-89-0,0.007736007,0.17477594,0.74722475,0.07026335
21550-30-1,0.0040788096,0.38294026,0.39879,0.21419095
69047-39-8,0.0036800369,0.015320077,0.57562363,0.40537623
72558-82-8,0.029683368,0.023252906,0.09299987,0.8540639
63979-37-3,0.011465049,0.23077333,0.68988085,0.06788083
64118-86-1,0.24677852,0.62794954,0.10789493,0.017377058
121776-33-8,0.031252433,0.074122526,0.6256764,0.26894864
63883-18-1,0.067058414,0.62344486,0.13701735,0.17247932
4362-40-7,0.19422236,0.31399983,0.39970684,0.092070974
22791-26-0,0.20562932,0.51228106,0.24693322,0.035156418
22791-25-9,0.14294347,0.50237495,0.30478323,0.049898304
53-10-1,0.016983751,0.027880762,0.6327256,0.32240993
103335-54-2,0.011934641,0.030360008,0.8509309,0.10677445
159325-45-8,0.08546031,0.117047496,0.64376223,0.15372995
13647-35-3,0.040530715,0.27950555,0.53851485,0.14144886
53-43-0,0.03333079,0.1368184,0.57550937,0.25434142
1099-87-2,0.01858717,0.02283546,0.64117056,0.31740686
905-30-6,0.01896703,0.3138828,0.3785739,0.2885763
2181-04-6,0.007924941,0.025582524,0.7425635,0.22392905
434-03-7,0.014925151,0.03828229,0.44852915,0.49826345
17230-88-5,0.012420991,0.37864196,0.50096714,0.107969895
7004-95-7,0.37491053,0.06927713,0.47718778,0.078624554
6000-74-4,0.010201189,0.005365415,0.21137875,0.77305466
976-70-5,0.004648328,0.02564017,0.7536514,0.21606012
29069-24-7,0.08254882,0.022790015,0.50814795,0.3865132
20231-45-2,0.028726494,0.08950732,0.7251744,0.15659182
20417-82-7,0.8899236,0.0613601,0.03477632,0.013940054
32385-11-8,0.15152407,0.11521147,0.1519882,0.5812763
67814-76-0,0.12868226,0.053803835,0.29885283,0.5186611
20417-84-9,0.80408525,0.14327039,0.023784762,0.028859565
154619-58-6,0.7216847,0.1747865,0.086293966,0.017234832
562-09-4,0.008848459,0.33905053,0.63987666,0.012224365
37106-99-3,0.17798235,0.24016692,0.39114308,0.19070767
154619-91-7,0.92962843,0.047385707,0.017689185,0.005296721
154619-64-4,0.8742358,0.06823889,0.04073331,0.016792046
154619-56-4,0.88588667,0.060827453,0.04318143,0.010104391
154619-66-6,0.948165,0.03450734,0.0127164,0.0046112556
72150-17-5,0.066475876,0.2861204,0.4728048,0.17459892
7195-27-9,0.20717074,0.12745476,0.6233593,0.042015154
14641-96-4,0.007999547,0.09726746,0.74095815,0.15377486
28861-00-9,0.016354159,0.19180325,0.6982431,0.09359946
72-33-3,0.0091909515,0.11347993,0.305378,0.57195115
518-20-7,0.274481,0.25239387,0.42822263,0.04490253
3032-55-1,0.03820927,0.19587967,0.4651791,0.30073193
822-48-0,0.15825441,0.33594844,0.45027494,0.055522237
18516-18-2,0.004787496,0.058333375,0.6452816,0.29159755
1123-25-7,0.12816426,0.14648329,0.5641233,0.16122922
4767-03-7,0.017295528,0.05811072,0.6010457,0.32354805
115-69-5,0.032269534,0.24783249,0.38079992,0.33909804
3692-18-0,0.058113966,0.19140361,0.39040634,0.36007604
2018-45-3,0.040070873,0.08369682,0.29132354,0.5849087
75219-61-3,0.028536303,0.013187211,0.24422346,0.71405303
105426-99-1,0.026889265,0.009099234,0.15451078,0.8095007
75219-46-4,0.021032054,0.02541739,0.12801328,0.82553726
52205-73-9,0.08560932,0.2664277,0.44257122,0.20539173
50-27-1,0.011887903,0.05490197,0.28236246,0.6508476
89786-04-9,0.026682366,0.06585046,0.65661013,0.25085706
24645-14-5,0.03638218,0.11395699,0.6380412,0.21161966
6147-37-1,0.018355776,0.43954843,0.3878199,0.1542759
1899-36-1,0.058104124,0.37278578,0.47643164,0.092678435
21981-33-9,0.023667533,0.36189675,0.38518202,0.22925365
3175-23-3,0.057495188,0.25942862,0.57214046,0.11093575
50471-44-8,0.026709951,0.16813098,0.69447935,0.110679686
2033-94-5,0.03562039,0.17453995,0.40251696,0.38732272
11034-31-4,0.053069223,0.11835674,0.6080496,0.22052449
82203-23-4,0.033456568,0.13146506,0.5870308,0.24804753
27955-94-8,0.004234919,0.12075126,0.7614666,0.11354716
80-06-8,0.007823636,0.05553969,0.8231972,0.113439485
72420-38-3,0.02649972,0.0822467,0.43776345,0.4534902
131807-57-3,0.0522979,0.13341852,0.6645083,0.14977528
127-20-8,0.019704653,0.18961078,0.5332886,0.25739598
136-25-4,0.00685874,0.2120208,0.70505923,0.07606126
1717-00-6,0.045282412,0.28323948,0.46376187,0.20771626
71-55-6,0.01539382,0.26885307,0.56788975,0.14786334
15208-16-9,0.0011715764,0.0024512045,0.12510787,0.87126935
3688-85-5,0.012458909,0.08327747,0.46748656,0.436777
1754-58-1,0.18949628,0.41683295,0.30618215,0.08748864
561-41-1,0.01718094,0.29734588,0.5946152,0.09085792
23135-22-0,0.8778787,0.08566531,0.030461384,0.0059945937
66357-35-5,0.19671276,0.21592514,0.5442189,0.043143198
76963-41-2,0.10392458,0.47117355,0.30382887,0.12107305
103628-48-4,0.08383528,0.18913168,0.7095608,0.01747228
23422-53-9,0.19830059,0.5215428,0.2627681,0.01738854
50335-55-2,0.024962714,0.4252785,0.51663876,0.03312004
3311-54-4,0.05816938,0.7236735,0.20821944,0.009937651
23504-07-6,0.27731937,0.64890015,0.065908484,0.007871965
17289-49-5,0.010521514,0.4261008,0.46939826,0.09397944
13256-32-1,0.18725832,0.4994067,0.27877218,0.034562845
6884-59-9,0.11843074,0.6668316,0.16970323,0.045034435
86360-33-0,0.023765514,0.3908325,0.5727653,0.012636667
49701-24-8,0.015195085,0.0455304,0.7838677,0.15540677
1113-02-6,0.5414546,0.37382573,0.07360989,0.0111097945
18278-44-9,0.4128351,0.5154018,0.06381952,0.007943588
3344-11-4,0.5659175,0.29375857,0.107527055,0.032796893
18188-17-5,0.037006095,0.8074222,0.11406636,0.041505374
54708-68-8,0.008929657,0.25217608,0.6038488,0.13504547
15037-58-8,0.04081031,0.6340084,0.30838832,0.016793009
20253-72-9,0.4765506,0.28590494,0.23318614,0.004358331
16637-86-8,0.081797786,0.6785257,0.19841538,0.041261192
16960-40-0,0.6442637,0.14773802,0.1904963,0.017502012
1421-68-7,0.024610747,0.25368303,0.60445875,0.11724755
140695-21-2,0.081776604,0.044630844,0.613444,0.2601486
1225-55-4,0.01774137,0.7064108,0.20300333,0.072844505
10262-69-8,0.015296853,0.04295631,0.9305925,0.011154337
60070-44-2,0.03654266,0.1602645,0.6680906,0.1351023
60763-63-5,0.010494977,0.3798404,0.5631267,0.04653793
6291-84-5,0.01806012,0.4145715,0.5132687,0.054099686
693-05-0,0.15521279,0.18441567,0.61046433,0.04990723
54910-89-3,0.0096051,0.51675606,0.3699978,0.103641
109-83-1,0.036695972,0.15686336,0.5128431,0.29359758
13055-76-0,0.054602314,0.31185448,0.49647984,0.13706337
61791-42-2,0.031369917,0.19995472,0.6099188,0.15875661
25756-29-0,0.020801095,0.12922509,0.77558714,0.074386634
40137-22-2,0.036766484,0.111491434,0.6112338,0.24050826
14489-75-9,0.007187362,0.15142982,0.7911824,0.05020043
10085-81-1,0.05010788,0.10353382,0.8166605,0.02969775
123-39-7,0.057806894,0.27904192,0.5773606,0.08579062
100-60-7,0.01377889,0.20670453,0.7202074,0.05930915
58-25-3,0.014724787,0.32217705,0.5543951,0.10870308
6330-25-2,0.20248172,0.2306397,0.5140189,0.052859686
100-61-8,0.02287031,0.46597627,0.47412896,0.037024513
100-15-2,0.035137504,0.40992934,0.5047816,0.050151523
5621-86-3,0.014081104,0.122832716,0.78883576,0.07425046
54903-59-2,0.015210144,0.09064164,0.8483537,0.04579447
123172-46-3,0.006280033,0.07104306,0.9023034,0.0203735
54903-60-5,0.007946902,0.105752155,0.8328552,0.05344568
63365-44-6,0.061814807,0.08460726,0.8264294,0.02714857
1220-94-6,0.024515422,0.08852863,0.45811585,0.42884004
2475-46-9,0.0314277,0.057435617,0.52039903,0.39073762
27314-13-2,0.036045186,0.048727445,0.89767456,0.017552815
60439-52-3,0.090083495,0.11243831,0.71186566,0.0856125
101155-02-6,0.09907627,0.23494475,0.59730923,0.068669744
63906-81-0,0.018228196,0.21562323,0.5460154,0.22013316
284462-37-9,0.026337028,0.743657,0.15290137,0.077104636
757251-39-1,0.015065163,0.2047337,0.6943921,0.085808985
882167-77-3,0.035935644,0.32981452,0.5529103,0.08133946
1674-62-0,0.18100442,0.36019704,0.38357404,0.07522455
598-52-7,0.52195245,0.16424023,0.2924763,0.021331053
165252-70-0,0.2345569,0.11495513,0.2983886,0.35209936
210880-92-5,0.1217389,0.16559234,0.63912475,0.073544
3567-62-2,0.02164722,0.06857104,0.84153444,0.06824725
6610-29-3,0.045886315,0.36729008,0.5550091,0.031814434
1966-58-1,0.06478871,0.079702966,0.7919337,0.06357458
1943-79-9,0.07835865,0.43781313,0.36869738,0.115130894
13792-20-6,0.056615412,0.24059635,0.6443864,0.05840184
13792-24-0,0.13495454,0.3832095,0.42971817,0.052117776
3282-00-6,0.20222662,0.6698009,0.09301844,0.034954097
7070-71-5,0.22937296,0.66099834,0.08659564,0.023033053
6988-21-2,0.392676,0.5050352,0.08722214,0.015066663
6842-34-8,0.35949633,0.59439796,0.0357335,0.010372204
63-25-2,0.109567516,0.81072193,0.050680306,0.02903023
5721-72-2,0.15030123,0.69665396,0.1415329,0.011511893
3279-46-7,0.019912157,0.8125756,0.11395185,0.05356043
3942-54-9,0.06729443,0.7965815,0.094499014,0.041625053
13792-21-7,0.1852624,0.6338332,0.13934779,0.04155659
22791-23-7,0.09996256,0.7213813,0.1708492,0.0078069125
24031-96-7,0.9111554,0.044358943,0.024074629,0.020411042
55391-34-9,0.8141017,0.07680101,0.07437891,0.034718387
1631-64-7,0.9439554,0.025096888,0.019284053,0.011663654
1867-66-9,0.022069352,0.13875201,0.74092287,0.09825576
7339-53-9,0.054462098,0.44499496,0.45039752,0.050145403
130365-37-6,0.014517722,0.8971618,0.078251205,0.010069284
91893-37-7,0.29161283,0.5959805,0.09628255,0.016124101
84597-71-7,0.005841421,0.12339493,0.68329555,0.18746814
63991-43-5,0.019684313,0.1500564,0.7561816,0.07407775
51068-60-1,0.06461235,0.123128146,0.644066,0.16819352
8004-87-3,0.07499626,0.7726062,0.13000073,0.022396838
34544-12-2,0.034305792,0.6450315,0.28817153,0.03249112
66952-49-6,0.158204,0.18692318,0.48371184,0.17116098
624-83-9,0.037698764,0.40306982,0.38093555,0.17829585
54266-55-6,0.7771577,0.15044548,0.047251444,0.025145343
54266-44-3,0.6810087,0.1552206,0.11608427,0.047686398
16033-21-9,0.051734895,0.39988592,0.36322635,0.18515278
40643-39-8,0.14776862,0.19110417,0.49008256,0.17104469
40843-82-1,0.026845474,0.60233176,0.3045519,0.06627088
40643-36-5,0.06251592,0.45941958,0.4115539,0.06651058
152-16-9,0.38842016,0.17529002,0.34470767,0.0915821
90-72-2,0.052680716,0.24606746,0.6703895,0.030862346
112881-58-0,0.018844208,0.07824335,0.87309664,0.02981581
645-05-6,0.13576707,0.27115402,0.5113689,0.08171008
15112-89-7,0.06174817,0.33108667,0.48501894,0.12214617
548-62-9,0.124313526,0.22059251,0.634009,0.021084959
6711-48-4,0.03335139,0.4822226,0.45694754,0.027478533
110-95-2,0.018842753,0.32249078,0.6380753,0.020591194
110-18-9,0.025577404,0.38407856,0.5589474,0.031396624
74758-19-3,0.009054919,0.13413462,0.84487456,0.011935947
132050-00-1,0.03237497,0.5118997,0.43280622,0.022919096
61-73-4,0.10582702,0.42448965,0.2657713,0.20391205
2782-91-4,0.09646402,0.44443277,0.44269714,0.016406039
5836-23-7,0.1960611,0.18682826,0.53515786,0.081952795
137-26-8,0.05757015,0.2760066,0.61982244,0.04660085
1031-47-6,0.06799704,0.11685914,0.6030427,0.21210107
115-26-4,0.4547543,0.33385056,0.16143277,0.049962327
1703-48-6,0.027691588,0.6655851,0.30070254,0.00602076
75-50-3,0.09258397,0.3401978,0.49602845,0.07118982
60662-16-0,0.010110908,0.105567135,0.86495143,0.019370474
36104-80-0,0.20684607,0.09952303,0.5982423,0.09538856
51235-04-2,0.07077261,0.08746257,0.77985543,0.06190939
80464-05-7,0.17006893,0.16908602,0.5867429,0.07410213
3475-63-6,0.17403151,0.49668893,0.29064578,0.038633745
16339-14-3,0.1739045,0.58804727,0.2176308,0.020417394
437-74-1,0.012728708,0.22838917,0.55216557,0.20671657
157309-18-7,0.007079704,0.110255554,0.8416933,0.04097149
161559-34-8,0.111550555,0.14778091,0.7018354,0.038833186
58-08-2,0.016863944,0.36339673,0.5384732,0.08126615
5426-89-1,0.006553607,0.08896882,0.83331764,0.07115993
5415-44-1,0.07614191,0.27447265,0.3740269,0.2753585
15876-67-2,0.042354614,0.30700672,0.5296015,0.12103716
101-26-8,0.6122575,0.13722603,0.19474585,0.05577063
114-80-7,0.49370193,0.25186312,0.23982099,0.014613922
5373-42-2,0.05045722,0.018346181,0.9031885,0.0280081
50-62-4,0.016203254,0.024580255,0.87592715,0.08328933
35115-50-5,0.20628597,0.22471175,0.45739096,0.1116113
4637-24-5,0.03716362,0.35712025,0.5202395,0.0854767
5974-09-4,0.008358933,0.323325,0.38759452,0.28072158
56066-63-8,0.03227866,0.09000386,0.8387485,0.038968943
213464-77-8,0.0033655239,0.009169099,0.13007563,0.85738975
173159-57-4,0.0010283005,0.0054036346,0.08979121,0.9037768
52-85-7,0.79263556,0.12019893,0.079675384,0.0074901152
481-49-2,0.39746103,0.15666874,0.35494313,0.0909271
120162-55-2,0.009037514,0.014243485,0.15966532,0.8170536
