CASRN,EPA_xgboost_rdkit2d-1,EPA_xgboost_rdkit2d-2,EPA_xgboost_rdkit2d-3,EPA_xgboost_rdkit2d-4
88599-68-2,2.5507974e-05,0.00016576533,0.9997316,7.707135e-05
122277-25-2,3.7336545e-06,6.354841e-05,0.9998504,8.227454e-05
1596-09-4,0.00028741386,0.00085860846,0.9980558,0.00079818076
57933-19-4,0.0012834332,0.7166685,0.28191742,0.00013065082
16154-78-2,0.007662479,0.09269132,0.89933825,0.00030796323
1147-41-7,6.9315225e-05,0.0044436096,0.9888108,0.0066762515
956317-36-5,0.0004212015,0.044995587,0.9486652,0.005917969
122277-24-1,4.5811194e-06,0.00015466214,0.99973255,0.00010820691
53988-10-6,0.0012484068,0.63605934,0.3616261,0.0010661638
399-77-9,0.30631176,0.6861361,0.0073801097,0.000171999
1435-71-8,0.0005927703,0.031666767,0.96408594,0.003654556
5504-68-7,0.003766738,0.18005852,0.8016794,0.014495385
610-39-9,0.0075064264,0.91387236,0.07424311,0.004378105
119-33-5,0.00012862861,0.010580531,0.9888199,0.0004709129
2445-83-2,1.9533398e-05,0.00062115537,0.99928015,7.9222154e-05
92-36-4,0.0003059188,0.07237398,0.9068153,0.020504821
88-44-8,7.4453997e-06,0.0012800066,0.045920283,0.9527923
57524-15-9,0.011176857,0.9621744,0.02144865,0.0052001188
695-34-1,6.667497e-05,0.9958941,0.0040264726,1.2752913e-05
125055-80-3,5.9419963e-05,0.99970573,8.261919e-05,0.0001521447
108-99-6,0.0026281604,0.8052252,0.19168371,0.00046298167
1603-41-4,0.00023004103,0.99491054,0.004832798,2.6575904e-05
53179-13-8,0.0006748987,0.019416785,0.9791987,0.00070965657
125055-79-0,2.383229e-05,0.9995863,0.00010598085,0.00028385757
82159-09-9,0.0007394957,0.01603931,0.9619792,0.021241918
618-85-9,0.007057235,0.84306234,0.13787678,0.012003628
504-15-4,0.0004732305,0.9683829,0.030578546,0.00056536496
41621-49-2,0.013922455,0.040100217,0.91192,0.034057327
182349-12-8,0.0002846576,0.9212689,0.068345346,0.010101117
874-66-8,0.0010215509,0.020392854,0.9751227,0.0034628743
27776-01-8,3.1341377e-05,0.0003734845,0.9983352,0.0012599862
72239-32-8,0.0032351476,0.98241055,0.0142945405,5.980025e-05
898566-17-1,0.0024206613,0.15393423,0.7644545,0.07919067
50454-68-7,0.0003383421,0.019000884,0.97796255,0.0026982524
529-19-1,0.00018167341,0.005823407,0.9939534,4.14798e-05
73987-51-6,0.00039018044,0.0031848168,0.99231684,0.00410817
90-12-0,6.7899295e-05,0.0020706735,0.9902146,0.0076468536
2853-69-2,2.975524e-05,0.9753699,0.008097231,0.016503204
7055-03-0,8.555476e-05,0.0014863432,0.95854455,0.039883547
71753-20-3,0.0010729588,0.32256025,0.66376513,0.012601635
65871-41-2,0.0054600537,0.3697878,0.6226768,0.0020753762
71077-34-4,2.2753615e-05,0.0006914773,0.33892986,0.6603559
95-80-7,0.0008017503,0.88299465,0.11617656,2.701176e-05
99-55-8,0.0002604003,0.008581925,0.53627217,0.45488554
95-79-4,0.00081234646,0.16678266,0.8322225,0.00018254053
136-80-1,0.000108112465,0.003754308,0.99598926,0.00014833685
93-69-6,0.0019541276,0.6997937,0.2978032,0.00044902024
135-63-7,0.00018160054,0.07084773,0.5487275,0.38024315
614-68-6,6.17407e-06,0.002783559,0.9964065,0.0008036947
131-79-3,0.0002605428,0.01653983,0.24070935,0.7424903
584-84-9,0.00013908203,0.018103337,0.9337972,0.04796046
28005-74-5,0.00053092756,0.00028119245,0.9972995,0.0018884274
4067-01-0,0.00019140737,0.031619,0.9652696,0.0029199794
6422-83-9,0.00044569807,0.0031889975,0.8907878,0.10557756
96-98-0,2.169989e-05,0.000982473,0.99633104,0.0026648338
119-32-4,8.953179e-05,0.006595509,0.99268204,0.0006328616
121-14-2,0.0054516667,0.5968301,0.3894411,0.008277078
95-48-7,0.00020508384,0.8986277,0.10115163,1.55957e-05
2835-95-2,0.00011647642,0.1478342,0.8519493,0.00010007464
6775-25-3,0.00012021507,0.0021147453,0.99771166,5.331846e-05
59-47-2,3.4401128e-05,0.0014985511,0.9973236,0.0011434822
6055-48-7,0.004550533,0.036371216,0.6004379,0.35864043
2210-79-9,6.874896e-05,0.0012070141,0.9969222,0.0018020013
55543-68-5,1.3669173e-05,0.00044861724,0.9992493,0.00028840618
14491-59-9,3.2313634e-05,0.010514731,0.9884588,0.000994112
88599-47-7,6.3393536e-06,0.00016243184,0.9996892,0.00014198167
88599-48-8,2.8156296e-06,0.00013603932,0.99971324,0.00014793681
88-19-7,0.00018300203,0.020713504,0.97513825,0.003965245
95-49-8,0.00017388823,0.014340905,0.98321944,0.0022657607
95-73-8,0.00013821147,0.026315773,0.9728326,0.00071342953
7745-91-7,0.0038637987,0.36457583,0.63089734,0.00066301844
90-33-5,0.00081255153,0.007973226,0.9910097,0.00020452132
4394-77-8,0.5550117,0.17723879,0.25751463,0.010234894
53083-96-8,0.0016305106,0.5186219,0.45104474,0.028702859
2246-44-8,0.000112609,0.57418275,0.42551377,0.00019091331
4934-55-8,0.00013382202,0.042685352,0.952688,0.004492904
95-69-2,0.00046440188,0.32815024,0.6707693,0.00061613583
21787-81-5,2.3548662e-05,0.00043132342,0.9994796,6.5584725e-05
83-34-1,6.487123e-05,0.00081487274,0.99891734,0.00020292154
54935-04-5,0.0009641187,0.04259011,0.09529187,0.8611539
24283-57-6,0.003294196,0.3186226,0.20920415,0.4688791
64036-72-2,0.0007485322,0.4474867,0.5500309,0.0017338885
619-15-8,0.0061093485,0.85603905,0.12983152,0.008020059
2581-34-2,0.00031363597,0.026768198,0.97234154,0.0005766157
89427-10-1,0.80932504,0.17374533,0.015882155,0.0010474956
83-40-9,1.095865e-05,0.000940817,0.9946504,0.004397852
74697-60-2,9.684631e-05,0.0006624558,0.07202375,0.92721695
1570-64-5,6.773113e-05,0.00047379424,0.9994542,4.272374e-06
174063-87-7,0.0006364727,0.0028167465,0.6668921,0.32965463
17514-68-0,2.8057411e-05,0.006977355,0.9924069,0.00058775535
1084-65-7,0.027903378,0.012545583,0.8378843,0.121666685
69226-39-7,0.0016222912,0.017236613,0.8508657,0.13027534
69226-40-0,0.003706058,0.0020065699,0.11676843,0.87751895
130-17-6,0.0023666262,0.024937294,0.13482653,0.8378696
88599-69-3,1.4021055e-05,0.000920011,0.9988431,0.00022282217
14863-40-2,0.9625563,0.03656309,0.00073307037,0.000147536
644-62-2,0.00085815525,0.61294603,0.3191879,0.067007944
88-51-7,3.1199465e-06,0.0010200569,0.018352548,0.98062426
7585-41-3,0.0001548861,0.009272862,0.18447693,0.8060953
89427-05-4,0.0069326544,0.9925438,0.00035812953,0.00016542482
89427-04-3,0.23553938,0.76331276,0.000693917,0.00045393364
1603-40-3,0.00014740096,0.9796967,0.020103676,5.2174797e-05
100299-08-9,0.0036020004,0.09813538,0.89360875,0.0046539367
125055-81-4,2.4444036e-05,0.99984086,9.011582e-05,4.4538938e-05
2312-76-7,0.93996376,0.003652476,0.05581005,0.0005736452
481-42-5,0.0007586787,0.0015094669,0.9969421,0.00078975206
116288-88-1,0.0005701368,0.19519837,0.7930886,0.011142869
616-02-4,0.002656377,0.008550388,0.98716575,0.0016274656
30516-87-1,0.002630482,0.010834386,0.8179893,0.16854586
3056-17-5,0.002413605,0.0016429788,0.9391798,0.05676367
626-48-2,0.00036188492,0.0057501644,0.46012515,0.5337628
56-04-2,0.0004440176,0.029955104,0.96348953,0.0061113886
20344-15-4,0.0016637662,0.6760193,0.3219184,0.00039852
18591-81-6,0.00241998,0.8159485,0.18128379,0.00034774956
101708-02-5,0.005083863,0.047301326,0.94072074,0.0068940474
101708-01-4,0.004365127,0.19158466,0.796697,0.0073531643
1824-81-3,8.721259e-05,0.99157315,0.008312726,2.6858155e-05
72-80-0,0.0013637096,0.081062436,0.9074576,0.01011623
98967-40-9,0.00019174739,0.0199601,0.7157435,0.2641047
1453-58-3,0.0001705976,0.0031829441,0.99663806,8.399719e-06
822-36-6,0.00020393287,0.27970797,0.7198946,0.00019350743
641571-11-1,0.022561206,0.30934843,0.66178054,0.00630979
100365-72-8,0.004267877,0.11825949,0.8668458,0.010626824
121552-61-2,0.0009783028,0.105987474,0.89035785,0.0026763887
1131-18-6,0.00086684624,0.21453384,0.7844538,0.0001454694
70803-10-0,4.1714655e-05,0.0020754598,0.689065,0.30881786
125055-64-3,3.6103444e-05,0.99885607,0.0006665921,0.00044124498
125055-63-2,3.8347913e-05,0.9991491,0.00016193958,0.00065056584
125055-61-0,2.5944915e-05,0.9987239,0.0011375027,0.00011255586
125055-65-4,8.665449e-06,0.9479692,0.048642434,0.003379669
125055-67-6,8.1482125e-05,0.75448257,0.20407876,0.041357197
125055-75-6,0.0014306598,0.8665553,0.13143085,0.0005831889
122-57-6,0.00036263766,0.0026494805,0.9953544,0.0016334562
32979-83-2,9.431931e-05,0.014368015,0.9706448,0.014892866
25398-39-4,5.519496e-05,0.0008920137,0.9983619,0.00069094903
78-98-8,0.0026117044,0.006678656,0.98418355,0.006526021
591-12-8,0.0004220617,0.34073222,0.6219358,0.03690992
1013-99-6,0.0024057964,0.017178956,0.94285923,0.03755603
10004-44-1,0.0011658672,0.17001171,0.82748055,0.0013418307
25046-79-1,0.0008351037,0.0020916713,0.12683326,0.87024
59-63-2,0.0032373536,0.64457977,0.3448971,0.0072857966
723-46-6,0.002693167,0.026394624,0.42149958,0.5494126
554-14-3,0.00080854894,0.29023746,0.7086691,0.00028484725
101030-71-1,5.7821722e-05,0.0073659625,0.9920952,0.00048105864
65489-04-5,0.0032492168,0.061580893,0.9334325,0.0017373901
21342-85-8,0.0022666138,0.021086497,0.9756654,0.0009814667
148-01-6,0.005238416,0.007614273,0.97432727,0.01282009
823-40-5,0.0011240384,0.95757544,0.04127351,2.69933e-05
35572-78-2,0.0032012523,0.00379786,0.9868934,0.0061075035
87-60-5,0.00036472818,0.30511585,0.69441015,0.00010925812
13710-19-5,0.00020292417,0.28937095,0.6997327,0.010693436
17737-65-4,0.0014795831,0.26550743,0.72003883,0.012974165
606-20-2,0.006929653,0.167774,0.818246,0.007050365
19406-51-0,0.0015129643,0.037948065,0.94085103,0.019687973
497-56-3,0.78395987,0.017404597,0.19739541,0.0012401354
83-42-1,0.0006531725,0.42800108,0.556175,0.015170791
608-25-3,0.0015886921,0.1153213,0.8829061,0.0001839827
14745-61-0,0.010806174,0.93868667,0.047136117,0.0033710669
4467-21-4,0.021777414,0.9386026,0.038033675,0.0015863166
321-55-1,0.0071322173,0.99205303,0.0003993054,0.00041547135
77605-73-3,8.89118e-05,0.016188692,0.979091,0.0046313996
89427-03-2,0.05947829,0.9351773,0.0049567567,0.00038765158
89427-23-6,0.5584328,0.4290718,0.011162876,0.0013325071
89427-24-7,0.94601786,0.04072097,0.01307702,0.00018421891
17788-00-0,0.00586619,0.010241672,0.98367137,0.00022074046
89427-21-4,0.75782704,0.2408444,0.00060825085,0.0007203366
89427-36-1,0.99764997,0.0012329621,0.0009700075,0.00014705452
89427-40-7,0.217562,0.7514758,0.027830105,0.0031320644
58348-97-3,0.00019597224,0.21144786,0.7601116,0.02824462
28782-19-6,0.00031955322,0.06682819,0.93214077,0.0007114275
89427-31-6,0.99364233,0.004915465,0.0013002328,0.00014193742
63498-62-4,0.00013025422,0.0048015136,0.95158184,0.04348637
4228-99-3,0.9966084,0.0028827353,0.00040371492,0.00010524634
75511-25-0,0.0042739073,0.060531393,0.8038668,0.13132793
147-61-5,7.863704e-05,0.0001377656,0.24475634,0.75502723
78415-72-2,0.012028273,0.064950995,0.86379343,0.059227265
119615-63-3,0.0010014583,0.9326842,0.06318646,0.0031278925
15878-08-7,0.00038941368,0.0253719,0.97421414,2.4538951e-05
520-09-2,0.05957481,0.25414157,0.65968734,0.02659632
6814-58-0,0.0010683618,0.015072505,0.98318833,0.00067080994
106266-06-2,0.0012414347,0.86815727,0.12629527,0.004306039
144598-75-4,0.008412417,0.19598381,0.7383235,0.05728022
1003-52-7,0.0038073983,0.43123752,0.56439507,0.0005600373
5496-04-8,0.0013149503,0.3987063,0.5973417,0.002637027
17364-41-9,2.1816633e-05,0.0001353486,0.9995394,0.00030346375
524-36-7,0.0011355977,0.00018872574,0.99506325,0.003612386
73855-29-5,0.043956153,0.0008574963,0.037485234,0.9177011
58-56-0,0.0031160186,0.0015360115,0.3129245,0.6824235
876-85-7,0.00010362709,0.00281002,0.99339336,0.003692937
13331-81-2,0.00022239465,0.018359937,0.98094016,0.00047746126
73987-24-3,0.00061068934,0.0068200286,0.9917937,0.00077552116
73908-94-8,0.00052829867,0.0022738317,0.9971022,9.56332e-05
82-82-6,0.0029593934,0.0011902036,0.61907715,0.37677324
73839-78-8,0.0014562855,0.003716658,0.8415195,0.15330753
2856-75-9,0.002474035,0.69312125,0.30322102,0.0011836959
59035-98-2,0.0019586287,0.026605144,0.9670825,0.0043537803
7331-25-1,0.001738219,0.88718235,0.10572948,0.0053499755
109293-97-2,4.4470085e-05,0.00031610747,0.9487142,0.05092517
39242-73-4,0.003249005,0.23688512,0.72427624,0.035589665
126055-15-0,0.00016018962,0.0012906396,0.99839205,0.00015713682
168152-87-2,4.1669027e-05,0.99686736,0.00300367,8.729244e-05
63979-28-2,1.0616267e-05,0.00143789,0.9980393,0.00051225635
23696-28-8,0.0058251456,0.0028252488,0.59853375,0.39281583
98-86-2,0.0005505882,0.0017429183,0.9975063,0.00020018381
735-52-4,0.0012433055,0.017129397,0.8283734,0.153254
42018-31-5,0.0026132313,0.021240363,0.9530186,0.023127826
968-81-0,0.0001261858,0.00066719064,0.41694754,0.5822591
91040-94-7,0.000115736635,0.016787773,0.9826067,0.00048972596
99-03-6,0.00019684469,0.41853777,0.5808506,0.0004147442
121-89-1,0.00028794116,0.010003676,0.98885065,0.00085771974
53944-40-4,0.0002262564,0.0035824596,0.990914,0.0052772867
72492-12-7,8.374307e-05,0.044954017,0.9544062,0.00055602845
40187-51-7,0.00011261076,0.0057316637,0.9893063,0.0048494344
110147-48-3,0.00093507674,0.015450139,0.98337525,0.00023948158
89-84-9,0.00085500214,0.14102332,0.8489815,0.009140198
119851-28-4,0.0002958012,0.010802081,0.95251745,0.036384605
1122-62-9,0.0010134681,0.049054317,0.9488615,0.0010707246
25201-35-8,0.0067673274,0.020517126,0.95445037,0.01826512
24691-76-7,0.0012415774,0.034911327,0.7442634,0.21958368
5234-68-4,0.0003072645,0.008564953,0.3023938,0.688734
5259-88-1,0.00044256408,0.009936249,0.83121955,0.15840158
24691-80-3,0.00011495108,0.41147193,0.5171783,0.07123479
75706-12-6,0.009784328,0.021271892,0.8291535,0.13979033
118-71-8,0.00041686097,0.04853317,0.9503515,0.000698484
17334-68-8,5.5664816e-05,0.013475667,0.9791717,0.0072969883
25506-01-8,0.0001895277,0.030656952,0.9211333,0.048020184
78484-11-4,0.0016027314,0.56600595,0.41040045,0.021990893
60583-65-5,0.00015537001,0.011739219,0.9688487,0.019256705
62-55-5,0.02291939,0.15629733,0.813378,0.0074052936
4104-14-7,0.079043925,0.5694652,0.27148068,0.08001017
364-98-7,0.012506019,0.12675543,0.84750235,0.013236171
142-26-7,0.0010207343,0.00094460446,0.54990834,0.44812632
104617-50-7,0.0012948844,0.03072728,0.9221354,0.045842376
616-91-1,0.0006931518,0.0053664986,0.9708836,0.023056777
103-84-4,0.0007179601,0.011559194,0.9859482,0.0017747023
3366-61-8,0.00066917384,0.06358806,0.8670901,0.068652645
41506-62-1,4.9582413e-05,0.0019347825,0.1422245,0.85579115
103-90-2,0.00019613962,0.001594229,0.9965605,0.0016491154
121-60-8,0.001540932,0.00076909136,0.9912714,0.0064186677
5221-42-1,0.0002821738,0.07365807,0.9220092,0.0040504793
20262-58-2,0.00063224405,0.00047105347,0.025591897,0.97330487
83003-97-8,0.9905409,0.0047262367,0.0046051163,0.00012771109
24733-81-1,0.00283048,0.014135823,0.9812501,0.0017835762
13067-19-1,0.0002727122,0.014793427,0.9835699,0.001363989
5254-41-1,0.00012007725,0.0007896732,0.9905284,0.008561871
2519-30-4,0.00018276693,8.693558e-06,0.011327815,0.9884807
2621-62-7,7.601993e-05,0.02235315,0.9774456,0.00012529409
38411-17-5,0.0008186991,0.0054190685,0.9854403,0.008321959
110882-70-7,0.0067832866,0.030641114,0.9476412,0.014934443
106309-73-3,0.00072080793,0.2634234,0.69878036,0.037075438
5663-71-8,0.00074602454,0.008083607,0.9854322,0.00573819
140-40-9,0.00038858494,0.0037924668,0.99231154,0.0035073583
17433-31-7,0.0067271898,0.47606254,0.5069825,0.010227757
546-88-3,0.06452438,0.007409617,0.8960911,0.031974874
637-53-6,0.008957476,0.28239042,0.7075286,0.0011234947
55661-38-6,0.011689676,0.020937854,0.6614615,0.30591097
13750-62-4,0.0004119172,0.008619905,0.98765707,0.0033111216
443-48-1,0.0014199591,0.009107827,0.97575665,0.013715631
74298-63-8,0.0003815827,0.047420267,0.92263323,0.029564911
59467-70-8,0.0007483202,0.005180606,0.9738979,0.020173196
21721-92-6,0.06417027,0.062496867,0.8265191,0.046813834
1943-27-7,4.034794e-05,0.043633696,0.95352006,0.002805898
2532-91-4,2.6957598e-05,0.009925506,0.9837593,0.006288252
28911-01-5,0.000101648715,0.0043396577,0.9947877,0.00077100407
41394-05-2,0.00019335991,0.06558379,0.9308308,0.0033921145
19219-99-9,8.771704e-05,0.0018571045,0.99802315,3.2088636e-05
57726-65-5,0.000936102,0.003712609,0.9836014,0.011749864
109543-52-4,6.466383e-05,0.8671416,0.12903471,0.003759092
144-82-1,0.00038807205,0.0014168827,0.9808795,0.01731555
25953-19-9,0.0006852705,0.0058144573,0.06488496,0.9286153
65277-42-1,0.0026242137,0.07259842,0.90285987,0.021917567
1696-20-4,0.0022228425,0.07486806,0.74422574,0.17868334
4091-14-9,0.0007918423,0.073495455,0.90610933,0.019603422
24963-29-9,0.0014466536,0.0046046143,0.99306893,0.00087979174
507-09-5,0.017563531,0.12301751,0.856652,0.002766906
50816-18-7,0.00028789273,0.00018248618,0.51211256,0.48741707
20206-80-8,0.002678817,0.17132439,0.82172245,0.004274357
21722-83-8,0.00033904324,0.00027866152,0.38147268,0.61790967
103-45-7,1.9108453e-05,2.23252e-05,0.9971607,0.002797885
22031-33-0,0.0014597123,0.00534317,0.99032086,0.0028762426
542-59-6,0.005848003,0.00057993236,0.4676446,0.5259274
542-58-5,0.0009125875,0.9802987,0.016891398,0.0018973614
591-87-7,0.0073540234,0.31603986,0.6751979,0.0014082165
103-54-8,2.8935914e-05,0.00027987282,0.99480647,0.004884727
627-09-8,0.018819015,0.95171046,0.027682284,0.001788308
1001-55-4,0.008882091,0.5161765,0.46833393,0.006607456
957-68-6,0.0017938437,0.00089542236,0.021568673,0.9757421
140-11-4,8.751471e-05,0.00012633308,0.98883003,0.010956153
326-61-4,0.00039610357,0.0010507978,0.99723274,0.0013204063
93793-83-0,0.0001132847,0.0007512764,0.9987907,0.00034480018
1515-76-0,0.005298306,0.2740282,0.28682953,0.43384394
622-45-7,0.0007283246,0.0006788829,0.96710235,0.031490475
10519-11-6,8.185131e-05,0.0012946294,0.40356317,0.59506035
83145-58-8,0.0037810758,0.297788,0.69198203,0.006448942
15667-63-7,0.0074626887,0.959627,0.031698886,0.0012114584
117568-24-8,0.0025924882,0.04158535,0.8852179,0.070604235
13838-02-3,0.0039610956,0.0020953487,0.9138467,0.080096886
90-17-5,0.005267165,0.0051794704,0.9079104,0.08164304
21757-82-4,0.0019720641,0.019747112,0.939383,0.03889787
74548-80-4,0.0032225577,0.6145106,0.25579122,0.12647562
3061-65-2,0.08776939,0.06502297,0.83336616,0.013841443
13031-41-9,0.006123143,0.0009796378,0.9919057,0.0009914616
36175-10-7,0.0017015198,0.04431873,0.7103862,0.24359353
50594-77-9,0.0035064972,0.09120385,0.76444423,0.14084542
55981-09-4,0.000777667,0.010922116,0.9475943,0.040705897
50-78-2,3.8740065e-05,0.0041971854,0.9919642,0.003799899
22494-27-5,0.00015322748,0.008708798,0.98767835,0.0034596568
322-79-2,0.0018141174,0.004270047,0.9925175,0.0013982923
79-21-0,0.02042126,0.01771985,0.9512619,0.0105970185
63123-39-7,0.0006194373,0.033834614,0.76367086,0.20187515
75-36-5,0.006109167,0.8404685,0.1488089,0.004613379
31570-04-4,0.0003100664,0.0026726462,0.9376228,0.059394505
27676-62-6,0.0007976946,6.930243e-05,0.9146849,0.08444808
23288-49-5,0.058769524,0.00028964574,0.20131113,0.7396297
68515-88-8,0.00039082352,0.00082654296,0.096263535,0.9025191
71878-19-8,0.0038349822,0.027651994,0.9596069,0.008906127
26741-53-7,0.040447753,0.0068012793,0.18947233,0.76327866
85209-91-2,0.005366404,0.0033755775,0.56973445,0.42152357
23128-74-7,0.0019843087,7.66721e-05,0.3538922,0.64404684
41484-35-9,0.0006330855,8.0152444e-05,0.03585171,0.96343505
6029-54-5,0.0043850425,0.0011762631,0.46717912,0.5272596
15721-78-5,0.00046813168,0.0021786378,0.23867592,0.75867724
78-63-7,0.001592163,0.00035388672,0.59240526,0.40564868
2212-81-9,2.368905e-05,0.0010649429,0.7759908,0.22292057
732-26-3,0.00077811687,0.040746797,0.91554004,0.042935025
61260-55-7,0.00014472776,0.011327293,0.98692757,0.0016004487
76505-58-3,0.0014780844,0.01563076,0.9239883,0.05890285
85438-51-3,0.0011426322,0.009331609,0.09307676,0.89644897
73936-91-1,0.022207813,0.015853213,0.68665946,0.27527955
508-02-1,0.027944617,0.004414568,0.72561455,0.24202625
53956-04-0,0.21020094,0.0028384523,0.4186684,0.3682922
64019-93-8,0.0007073531,0.02271806,0.92612153,0.050453044
2655-19-8,0.003659195,0.9086771,0.08332833,0.004335413
88-27-7,0.007978951,0.12868512,0.8449124,0.018423524
127245-22-1,0.0015318901,0.005411598,0.98621583,0.0068406495
14078-41-2,0.0016978879,0.016848283,0.43978655,0.5416673
87-97-8,0.00039785824,0.15254487,0.794484,0.052573234
15520-11-3,0.00020003505,0.0006000136,0.9301022,0.069097675
84632-59-7,0.0042306855,0.086468674,0.35832703,0.5509736
7128-64-5,0.00054224697,0.008223004,0.24304983,0.7481849
43064-33-1,4.8854985e-05,0.00049002323,0.07421731,0.9252438
53551-74-9,0.00037249175,0.011549782,0.987811,0.00026667156
10537-47-0,0.0030702082,0.072931804,0.8308653,0.093132734
69425-13-4,0.006991374,0.07886556,0.60010576,0.31403735
1421-49-4,0.0013538202,0.36272696,0.57580614,0.060113035
728-40-5,0.00077175273,0.00089588686,0.967128,0.031204388
7078-98-0,0.00068910647,0.021520223,0.79318666,0.18460403
96489-71-3,0.0015554086,0.025329312,0.64194214,0.33117315
110-05-4,0.0005421389,0.01797524,0.9698691,0.011613548
3006-86-8,0.00027879505,0.0039903247,0.10417732,0.8915536
76858-38-3,0.44780427,0.27614912,0.26658323,0.0094634
121-54-0,0.0023507497,0.013598343,0.97003347,0.014017409
140-66-9,9.58298e-05,0.0044154897,0.9824269,0.013061869
9002-93-1,7.206005e-05,0.0033348128,0.98804885,0.008544267
107-45-9,0.002214175,0.96185523,0.035247732,0.00068285567
141-59-3,0.0007139568,0.13918744,0.44262552,0.41747308
50539-70-3,0.1404796,0.038286563,0.65582913,0.16540468
3457-61-2,6.430927e-05,0.0006336822,0.91501254,0.08428951
57910-39-1,0.01028866,0.41552225,0.48850852,0.08568055
98319-26-7,0.006592912,0.11574265,0.4919119,0.38575253
515-03-7,0.0050308993,0.003421153,0.94991446,0.041633524
22791-19-1,0.70094645,0.2938727,0.004324827,0.00085599563
81695-89-8,0.014478766,0.02101388,0.944245,0.020262346
6320-14-5,0.00013572128,0.040377777,0.9589998,0.00048674995
53152-21-9,0.0057596313,0.06589627,0.9262558,0.0020882476
63919-00-6,0.00027477584,0.019370217,0.9599492,0.020405816
1455-42-1,0.0018440317,0.003916167,0.91465455,0.079585254
1568-80-5,0.0012195628,0.0033418618,0.71211135,0.28332716
36768-62-4,0.0041446015,0.5302685,0.4634539,0.0021330642
826-36-8,0.0011214053,0.06972296,0.9206347,0.008520896
2226-96-2,0.00091538945,0.0006129523,0.98403466,0.014437051
2896-70-0,0.0040138173,0.003512455,0.9913918,0.0010819994
110-03-2,0.00033453258,0.0003573171,0.90758866,0.091719426
76505-59-4,0.0138222,0.05282788,0.93036675,0.0029831487
78-67-1,0.006281372,0.90744144,0.08523743,0.0010397612
64257-84-7,0.0015070552,0.7223476,0.07659636,0.19954893
83105-70-8,0.0025516176,0.0004911174,0.014803812,0.9821535
5321-32-4,0.0016101417,0.00041681092,0.1517413,0.84623176
10081-67-1,0.0014020095,0.0012235158,0.054648533,0.9427259
70321-86-7,0.0038925968,0.0041710855,0.97987443,0.012061916
2778-41-8,1.9361057e-06,8.882958e-05,0.9997758,0.0001334037
2778-42-9,6.930378e-05,0.00055313716,0.02851977,0.97085774
2997-92-4,0.0013420501,0.19209495,0.8050159,0.0015471096
474510-57-1,0.00046362626,0.0021332614,0.97596145,0.021441635
721-26-6,0.0012710554,0.09291452,0.89897317,0.0068412772
80-43-3,0.0001610062,0.023892874,0.53269494,0.44325113
59118-21-7,0.008348795,0.027074527,0.8906982,0.07387845
14929-11-4,0.00018099304,0.0014054792,0.99523646,0.0031770845
52508-35-7,0.006057736,0.010929156,0.9460602,0.03695294
6790-58-5,9.265291e-06,0.00038502266,0.0351855,0.9644202
3093-35-4,0.120986685,0.030554367,0.8210553,0.027403649
65323-13-9,0.0045221355,0.01884068,0.97026193,0.0063752565
3385-03-3,0.003777836,0.0010520564,0.9911165,0.0040535545
67-73-2,0.93857133,0.0013938954,0.05232355,0.0077112233
34014-18-1,0.006285345,0.027187282,0.95678484,0.0097425915
39196-18-4,0.4951986,0.3925102,0.108530544,0.003760687
24814-29-7,0.0011255111,0.01473213,0.9822348,0.0019076078
98477-07-7,0.007342443,0.11422046,0.87337935,0.005057685
17578-44-8,0.008987152,0.7371408,0.24938163,0.0044904295
64632-00-4,0.0127221225,0.13637708,0.85004693,0.00085386424
55861-78-4,0.004431583,0.015538608,0.9765316,0.0034981463
34205-21-5,0.016331041,0.06860545,0.77561164,0.13945192
4849-32-5,0.058234368,0.1247146,0.78543556,0.0316155
113702-04-8,0.0044477973,0.040440124,0.9547477,0.00036435656
88678-67-5,0.0003065558,0.06924033,0.9244405,0.0060126185
83940-41-4,0.0028740407,0.006697498,0.9197019,0.0707266
95882-64-7,0.009941039,0.011041254,0.9623105,0.016707178
78628-80-5,0.0020983294,0.6787645,0.3078538,0.011283311
124978-79-6,0.0025358403,0.0043524466,0.9921123,0.0009994162
101827-46-7,0.001483104,0.07441375,0.8624711,0.061632007
113702-05-9,0.020683771,0.6506267,0.32831594,0.0003735855
78327-32-9,0.001404461,0.0011651604,0.99713,0.0003004683
55511-98-3,0.00020832005,0.03838232,0.9591944,0.00221488
79985-92-5,0.0056007165,0.93811977,0.055521544,0.00075795286
18470-10-5,0.0007451185,0.31750253,0.6727538,0.008998535
84268-33-7,0.00023511199,0.0021364952,0.98544437,0.012183988
70356-09-1,0.00052682776,0.018647764,0.8522662,0.12855919
121-00-6,0.00010064896,0.006154159,0.98116815,0.012577031
5902-52-3,0.030136317,0.91612345,0.053237155,0.00050303363
60853-38-5,0.00010159696,0.0014467788,0.99785763,0.0005939941
92929-94-7,3.3764078e-05,0.0021244616,0.9872521,0.010589649
1634-04-4,3.1152125e-05,0.0010266481,0.9988399,0.00010233616
39195-82-9,0.00021709251,0.014895515,0.9837976,0.00108982
5534-95-2,0.0017600226,0.00044276824,0.023743147,0.97405404
21087-64-9,0.005738177,0.033666283,0.9579617,0.0026338983
39196-10-6,0.0046558846,0.0025873685,0.99189466,0.00086211617
39196-09-3,0.00032920387,0.008630503,0.9888398,0.0022004372
