CASRN,LD50_xgboost_ecfp6bits
107-41-5,1.2223122
10141-15-8,0.95519394
32568-89-1,-0.1652087
3407-42-9,0.56128883
5585-52-4,0.9376588
5076-19-7,0.89776975
302-95-4,0.21379738
1403-66-3,0.19844276
26419-73-8,-1.7003542
1215-83-4,0.41474858
523-86-4,-1.2160044
6970-59-8,1.0509852
83805-11-2,-2.6132023
6754-13-8,-0.0005331584
551-36-0,0.8491988
2275-23-2,-0.5345154
5588-10-3,0.018228374
101-40-6,0.34310865
300-42-5,0.23295501
1199-85-5,0.02113158
6988-20-1,-0.50261515
926-93-2,0.07003579
894079-42-6,0.025435913
57-92-1,0.9833458
66637-32-9,-1.7406685
106358-90-1,-1.7149439
59375-71-2,-1.9617541
59375-66-5,-1.804112
54266-57-8,-1.4200306
1563-67-3,-0.0293952
54266-46-5,-0.5306408
67151-63-7,0.86098474
97-84-7,0.7963385
13115-40-7,-0.3031317
5585-67-1,-0.4420171
5585-73-9,0.25183108
521-78-8,0.19388735
84-96-8,0.32153037
70133-85-6,-0.042336702
108-16-7,0.87336445
5636-83-9,0.7018969
1225-60-1,0.18763544
22212-93-7,-0.49545753
23915-73-3,0.20460643
2449-49-2,0.19017085
20170-20-1,0.44513673
1892-80-4,0.40849295
603-00-9,0.6540083
66637-35-2,-0.062140774
801-52-5,0.5426394
61738-05-4,0.46239176
34769-67-0,1.0437609
2079-54-1,0.3616407
56393-22-7,-0.12077116
64399-29-7,0.6428157
67055-59-8,0.48889568
7635-51-0,0.4327969
3766-60-7,0.77346116
68690-89-1,0.23323509
25724-11-2,1.2086825
32358-07-9,0.1055317
10143-67-6,1.0010569
2801-68-5,0.5989638
90-87-9,1.0144715
33419-42-0,0.17203103
67329-03-7,-0.3231796
106065-10-5,1.1142387
74150-27-9,0.2902904
10024-70-1,1.155266
1589-47-5,1.3774778
60676-84-8,0.5267032
73573-87-2,0.42585495
6142-38-7,1.2229657
16777-42-7,0.57452244
22204-53-1,0.38212642
97699-81-5,-0.04880108
110599-10-5,0.54567444
110599-11-6,0.8303842
38835-17-5,0.6651069
108912-17-0,0.6944054
52756-25-9,0.08495044
51338-27-3,0.7155507
69806-40-2,0.2668881
34885-03-5,1.2572099
55066-48-3,1.0735074
589-92-4,0.9835199
15520-10-2,0.94873464
6280-15-5,1.2320075
2470-73-7,0.20393555
19142-68-8,0.061622817
9046-10-0,0.95628643
1982-49-6,0.82119536
77287-90-2,0.20020065
31291-71-1,0.72008985
18069-17-5,1.1383957
1123-85-9,0.9252968
116287-13-9,0.37786984
112344-52-2,0.6628493
37795-71-4,-0.22623032
62571-86-2,1.0053943
13330-31-9,0.6096235
357-56-2,0.51290816
590-88-5,0.89610904
78-90-0,0.840045
10171-78-5,0.9993771
29670-17-5,0.57711226
52663-81-7,0.76278406
59182-63-7,0.12205577
5586-87-8,0.1478143
49561-54-8,0.060208667
30007-14-8,-0.14631152
1944-12-3,0.67470074
136-69-6,0.13836949
10138-74-6,1.2522835
109-07-9,0.8391523
17590-01-1,0.35339686
75-55-8,0.9707035
94-91-7,0.3724828
114460-08-1,0.21355765
537-61-1,0.5371171
3478-94-2,0.6120145
59-96-1,0.07009994
23256-30-6,0.4646634
74277-10-4,0.7601299
2425-66-3,0.42438352
107-89-1,1.2788966
57-55-6,1.3384491
4189-47-3,0.9530388
770-35-4,0.91368717
999-61-1,1.134985
29053-27-8,0.42713198
2568-25-4,0.6725977
4353-02-0,0.48164317
709-90-0,0.7642443
159264-96-7,0.3789729
303-47-9,0.024488732
19224-26-1,1.0059891
119446-68-3,0.307418
6423-43-4,0.6540886
75-56-9,1.0124856
1072-43-1,0.8799514
78-89-7,1.0075308
78-87-5,0.50853294
16529-56-9,0.40826404
93-53-8,0.41226187
64037-53-2,0.6184015
21267-72-1,0.62938416
3626-56-0,0.6433956
78-97-7,0.5965944
1967-16-4,0.66130525
74068-00-1,0.5186556
14838-15-4,0.65019214
50901-84-3,0.50188875
117-27-1,0.40515172
1193-81-3,1.2400057
69056-38-8,0.40244097
65489-05-6,0.54812557
78168-92-0,0.4997059
19408-46-9,0.93827945
56180-94-0,0.21795447
3094-09-5,0.7120678
70886-61-2,0.87387484
598-77-6,0.73683155
55418-56-9,0.101133496
47073-92-7,0.44977376
95719-25-8,0.5829402
80382-23-6,0.36529255
5005-84-5,0.14793164
55843-86-2,0.35178787
40828-46-4,0.5068436
81265-54-5,0.40173703
56355-17-0,0.42242807
52549-17-4,-0.21203904
34691-31-1,0.51646173
56427-43-1,-0.5350727
30087-33-3,0.16765371
53716-49-7,0.12387565
66934-18-7,0.14060068
51234-28-7,0.1887765
55690-47-6,-0.6033276
55689-71-9,-0.17783014
5104-49-4,0.24074131
31793-07-4,0.18022323
41363-50-2,0.5710431
72619-41-1,0.06800185
158836-71-6,0.026037965
67700-30-5,0.76168853
188416-20-8,0.29793215
1331-41-5,0.6133369
2126-84-3,0.6804076
7654-03-7,0.7726149
33368-94-4,0.47319868
119-51-7,0.99374944
55294-15-0,0.16638905
98-85-1,0.87389714
42818-60-0,0.29384878
54335-70-5,-0.62561643
52570-16-8,0.9097265
87757-18-4,0.17834516
26129-32-8,0.8111285
40843-25-2,0.7940204
105512-06-9,0.5065989
1953-02-2,1.0076715
598-78-7,0.818061
1501-84-4,0.4366488
76-00-6,0.83474994
66941-48-8,0.26653826
20602-57-7,0.63312477
35782-82-2,0.7458554
20866-13-1,0.60886836
14689-97-5,0.3004224
2592-62-3,0.78323126
497-26-7,0.93301284
75-34-3,0.7757455
50765-96-3,-0.32296512
22094-93-5,0.70560616
4957-16-8,0.663845
4474-24-2,0.90821016
465-42-9,0.6114994
85801-02-1,-0.26187593
70-38-2,1.0645856
50765-94-1,0.3152973
59263-66-0,0.3484663
33089-61-1,0.29800153
90268-24-9,0.30272207
50765-93-0,0.18731885
627-70-3,0.978915
4602-84-0,1.4701192
64218-02-6,1.496963
105-87-3,1.4819208
94238-00-3,0.89344686
3772-23-4,0.6196384
6358-37-8,0.5492254
95-93-2,0.8633637
527-53-7,0.86397135
5384-21-4,0.6851692
89269-64-7,0.9982112
89427-45-2,-1.3566571
73840-50-3,1.0656141
1124-11-4,0.88846487
10543-57-4,0.8466065
1709-70-2,0.6769899
40580-62-9,0.7983473
121-21-1,0.3993257
23031-36-9,0.47425207
97-11-0,0.3393117
27223-49-0,1.0280051
477-33-8,0.59012073
29171-21-9,1.2284193
82508-32-5,0.777029
2686-99-9,-0.2595664
3971-89-9,-0.31146288
98124-08-4,0.48678043
86780-90-7,0.59966975
5585-39-7,0.9990651
459-80-3,1.4142109
1786-08-9,0.56853515
110-93-0,1.2886927
586-62-9,0.8567866
68555-58-8,1.0464944
137927-76-5,0.41890484
1191-16-8,1.2592438
13884-43-0,1.1930494
97-36-9,1.0443479
78-32-0,-0.12289245
95-63-6,1.0574085
938-18-1,0.6744512
88-05-1,0.9138094
108-75-8,1.0464838
78-30-8,0.11417523
27945-43-3,0.20568885
700-13-0,0.92183584
14667-55-1,0.9200621
28730-17-8,0.8610381
73622-67-0,1.0059322
18869-73-3,0.45381504
2169-64-4,0.5317279
96-69-5,0.5471247
96-66-2,0.5034045
41208-07-5,0.4881341
1445-23-4,0.74706435
1218-35-5,-0.65078795
59708-57-5,0.71729314
2487-01-6,0.861436
79006-76-1,-0.156401
96515-74-1,0.035203293
50588-13-1,0.3115898
50700-72-6,0.3320052
34388-29-9,0.83694595
121-29-9,0.13957264
26002-80-2,0.581194
70-43-9,0.38942054
23031-38-1,0.79839563
72963-72-5,0.5419897
14297-81-5,0.67540264
124416-41-7,-0.36502326
14901-07-6,0.97955734
25812-30-0,0.9682767
80-26-2,0.773198
78-70-6,0.99918514
315-18-4,-0.46608004
2032-65-7,-0.25462708
2635-10-1,-0.10573102
2655-14-3,-0.127715
2425-10-7,-0.5763533
671-04-5,-0.17057024
66871-56-5,0.3351856
6392-46-7,-0.2507179
79006-73-8,-0.23442514
23103-98-2,-0.33543584
548-84-5,0.077100486
38035-28-8,-0.3387037
59669-26-0,-0.04203248
68789-90-2,-0.35848838
50765-87-2,-0.3774856
100751-82-4,0.0803295
88296-62-2,0.19686334
68789-93-5,-0.25092304
123252-99-3,0.25213587
50528-97-7,0.48512873
61676-87-7,0.3607919
58011-68-0,0.7423377
25505-97-9,0.7231068
24303-87-5,0.2328549
55-37-8,-0.027563673
64011-88-7,-0.20247646
18694-40-1,0.6914555
73590-58-6,0.4319961
21829-25-4,0.69631684
71653-63-9,0.47306275
88046-00-8,0.6997733
484-12-8,0.6269214
50563-36-5,0.57261777
77732-09-3,0.53333944
24280-93-1,0.34827584
132203-70-4,0.7725006
62751-73-9,-0.56552184
67369-99-7,-0.12643757
6962-44-3,0.87362045
38168-64-8,0.4813507
139958-16-0,0.27660215
60568-05-0,0.5919747
4619-66-3,1.1937349
99522-79-9,0.3859488
73698-59-6,0.83666134
89226-75-5,0.17407067
91599-74-5,0.605684
68483-33-0,-0.23245741
30748-29-9,0.5082929
59204-74-9,0.72356874
63704-66-5,-0.10974636
5205-11-8,1.2105349
107-86-8,1.1726508
4479-75-8,1.0826336
101030-72-2,0.9991997
541-47-9,1.13909
26485-81-4,0.7558521
137927-77-6,0.5426449
137927-78-7,0.2025221
1752-30-3,-0.5372884
67-64-1,1.1700711
2082-81-7,1.5186474
109-16-0,1.4241228
99-48-9,0.8524489
814-78-8,1.0924146
110-13-4,1.2493329
123-54-6,1.184635
86-92-0,0.72481865
93-68-5,0.9597713
20139-55-3,0.918219
5185-97-7,1.5079088
128-80-3,0.8455253
108-38-3,0.9011189
68908-87-2,0.89923495
6613-44-1,0.7774916
108-69-0,0.83268046
1665-48-1,0.8163572
17291-89-3,0.9059037
13730-09-1,1.103593
95-78-3,1.0724456
21436-96-4,0.5830568
73839-60-8,0.13278753
3761-53-3,0.80009115
89-87-2,0.86774814
105-67-9,1.0565373
80567-67-5,0.80136186
589-93-5,0.819361
108-47-4,0.82671076
95-47-6,0.8336252
95-64-7,0.7703899
95-65-8,1.0647302
72364-91-1,0.8218246
1799-79-7,-0.49162754
17291-84-8,0.6588023
87-62-7,0.8719568
88069-67-4,0.13266999
5294-61-1,0.26918322
77191-36-7,0.66065747
7361-61-7,0.077861
72-57-1,1.188971
30544-72-0,0.5870088
67129-08-2,0.34900165
576-26-1,0.8003278
47465-97-4,0.4649094
3875-72-7,0.7614709
6360-54-9,0.78056175
21894-02-0,0.94800323
4418-66-0,-0.6143309
5825-79-6,0.6899083
122-00-9,1.2264655
625-84-3,0.96973026
67-51-6,0.7514387
123-32-0,0.8178124
147160-51-8,0.9742753
147160-52-9,0.92006004
53112-28-0,0.75872433
108-50-9,0.7137723
25724-50-9,0.7995985
95-26-1,0.82958776
2216-45-7,1.1341221
64039-28-7,0.27684772
5724-56-1,0.60753363
61-68-7,0.6596731
50892-23-4,0.3045577
89427-22-5,-0.70736575
1901-26-4,0.63132685
28802-49-5,0.8150181
47000-92-0,0.64097506
72-44-6,0.37472942
963-34-8,0.62691194
3214-64-0,0.6826339
28562-70-1,0.99539846
21312-10-7,0.89852697
65183-11-1,0.38001752
6358-85-6,0.3978638
13051-49-5,1.0558327
57-97-6,0.53251433
62450-06-0,0.686543
5910-89-4,0.90655875
74050-94-5,1.1063298
10049-83-9,1.2757177
73840-49-0,0.6971116
15911-15-6,0.6157202
431-03-8,1.2041245
55290-64-7,0.6398629
6092-18-8,0.65866834
67-03-8,0.9030632
21452-18-6,1.044123
17433-39-5,0.837104
10268-78-7,0.90951055
4321-69-1,0.85366696
5003-48-5,0.7225861
19249-34-4,0.964476
13256-19-4,1.0041362
111-21-7,1.4585171
111-55-7,1.4279976
7250-71-7,1.0691521
869-29-4,0.88091063
10140-75-7,0.44294146
5459-90-5,0.49572748
108-24-7,1.2432245
115-33-3,0.06672427
14008-48-1,0.75509876
1466-82-6,1.0034031
2678-29-7,0.8271568
128-37-0,0.8694512
66575-29-9,0.06556911
356-12-7,-0.08438484
27726-31-4,0.44971874
98-51-1,1.0197029
15148-80-8,0.6176218
36556-75-9,0.7347769
75-97-8,1.1876242
3204-27-1,-0.901377
5902-51-2,0.6783929
540-88-5,1.3765452
26944-48-9,0.4766392
4785-72-2,-0.47483742
22791-20-4,-0.43256396
20417-83-8,0.7686087
16339-21-2,0.3865125
3056-93-7,-0.09049288
2889-58-9,0.73836744
2094-99-7,0.97595704
78-59-1,0.7559234
471-01-2,0.744637
19213-12-8,0.80173326
17191-84-3,0.4161232
2873-97-4,0.77446085
74277-15-9,0.35977855
123-42-2,1.3478606
5986-38-9,0.8462063
1118-39-4,0.31227037
103-07-1,1.0610647
151-05-3,0.98937094
13466-78-9,0.8389401
147-47-7,0.6029586
15545-38-7,1.1514125
80-56-8,1.0717754
15440-51-4,0.938279
15545-42-3,0.7376799
82657-04-3,-0.32808974
79538-32-2,-0.49657586
128-51-8,0.8841117
4478-63-1,0.9782305
18172-33-3,0.13545884
642-78-4,0.96770036
1847-24-1,0.8101887
13412-64-1,0.9028751
23930-19-0,0.38936839
507-59-5,-1.3985993
507-60-8,-0.78343344
18470-08-1,0.2630499
13265-01-5,0.3491747
1920-21-4,0.9710517
17702-57-7,-0.96210086
14144-91-3,-0.77467173
64050-03-9,-0.3130191
82875-36-3,0.8671729
6923-22-4,-1.4251704
49564-57-0,0.59358215
5248-39-5,0.738843
3566-00-5,-0.4770922
64748-15-8,-0.28856316
14628-06-9,-0.22097403
4116-10-3,0.47354692
51481-61-9,0.51399046
34839-70-8,0.52665097
14260-40-3,0.075007945
21787-80-4,0.33755225
1129-41-5,0.55722344
21124-13-0,0.72562957
57647-53-7,0.30033585
644-64-4,-0.04465803
58-15-1,0.5713011
98617-19-7,0.6234623
141-66-2,-1.5819172
1165-48-6,-0.53346807
69884-15-7,0.14417472
68104-02-9,0.2449497
2867-47-2,1.1973803
102410-39-9,0.033191778
341-69-5,0.19206312
74758-13-7,0.5526525
31635-40-2,0.6575842
99-97-8,0.48959255
55-80-1,0.83691645
21540-35-2,0.28823927
7203-89-6,0.44305047
15545-48-9,0.69980985
28217-97-2,0.18056239
132147-50-3,0.41243953
535-89-7,-0.3819123
20240-98-6,-0.08883701
5810-11-7,0.39528513
32150-76-8,0.22665943
63979-29-3,0.19782229
3789-78-4,0.8851726
21677-26-9,0.8513667
127-19-5,0.8884294
1933-50-2,0.6036173
87344-16-9,0.11387804
6493-05-6,0.45965755
68-89-3,0.42070532
88338-63-0,0.40816233
25601-84-7,-1.2444016
22787-53-7,-1.5264022
54473-31-3,-0.47314227
98124-07-3,0.5550245
87344-06-7,0.47877175
550-28-7,0.58337927
36304-84-4,-0.3669523
62783-50-0,0.34602258
62783-49-7,0.22643916
26155-31-7,0.336578
62783-48-6,0.3111171
80-11-5,0.3331351
31642-65-6,0.41955507
93738-40-0,0.06608362
64092-48-4,0.6331591
30652-11-0,0.7606638
27223-35-4,0.1908272
79442-83-4,0.36456615
60-80-0,0.59519213
64049-33-8,0.55380684
71561-11-0,0.45623216
34375-78-5,0.39685893
83-07-8,0.6759639
7417-67-6,0.32113135
3196-50-7,0.23737366
60-31-1,0.6746775
16006-75-0,0.7612221
64011-84-3,-0.5561892
298-01-1,-0.7193349
57846-35-2,-0.25085172
55-38-9,-0.26452222
14086-35-2,-1.132485
3761-42-0,-0.12959316
83-79-4,0.3379865
4433-79-8,0.6388657
65008-94-8,0.2516529
30011-11-1,0.8358635
5826-85-7,-0.37359977
2255-17-6,-1.0629388
122-14-5,-0.16623668
51356-08-2,-0.85155946
22620-72-0,-1.213034
2703-61-9,-0.64857054
72732-56-0,-0.008054432
58186-27-9,1.0380582
153-87-7,0.1112142
82875-38-5,0.66719824
185119-76-0,0.65871376
13265-60-6,-0.080353215
1741-11-3,-0.13233122
3566-76-5,0.28323734
3344-14-7,-0.48988837
30560-19-1,-0.15804373
22502-03-0,1.203953
3131-27-9,1.1888436
42924-53-8,0.9603649
122-48-5,0.9398827
39562-22-6,0.9274957
105-45-3,1.3139302
122-84-9,0.7001534
5437-98-9,0.48452294
3610-27-3,1.5276241
629-38-9,1.4793875
110-49-6,1.5561141
93-51-6,0.95955336
99-75-2,1.0094061
13684-63-4,0.83669615
80-48-8,1.1039857
80689-16-3,0.6456665
23287-26-5,0.8683338
14205-39-1,1.1433371
73698-62-1,0.9391447
82-57-5,0.61904997
64037-75-8,0.62452185
64037-74-7,0.5146833
50-07-7,0.46886188
20168-99-4,0.3638839
27035-30-9,-0.037107732
65189-78-8,-0.46432656
53164-05-9,-0.21840705
62751-72-8,-0.4273973
67369-98-6,-0.38694826
60051-79-8,-0.4231465
31230-24-7,0.86287624
94125-34-5,0.4410025
5652-84-6,0.5832172
38205-64-0,0.6997695
22862-76-6,0.6615357
82273-25-4,1.2527639
93-28-7,0.65427834
2636-25-1,-0.585285
23793-23-9,1.1264207
161193-03-9,1.1988844
3120-74-9,0.6996219
14143-28-3,1.0038925
1671-49-4,0.85704327
122836-35-5,0.36388415
4786-19-0,0.66079587
563-47-3,0.39937222
78-85-3,1.0954692
126-98-7,0.47567135
30950-27-7,0.7338277
79-39-0,0.99366456
923-02-4,1.2241583
19243-95-9,0.98857784
2164-09-2,0.5862698
79-41-4,1.1633853
4513-53-5,1.1746662
30674-80-7,1.2709464
52628-03-2,1.7330931
1464-69-3,1.4469784
1888-94-4,0.41684446
96-05-9,1.171914
2495-37-6,1.1193222
23395-20-2,0.5047131
58458-52-9,1.0799208
58458-54-1,0.97081697
58458-56-3,0.60540676
756-91-2,0.6388273
89-25-8,0.6144136
123312-89-0,0.22575371
1071-73-4,1.3188509
853-34-9,0.49296513
5471-51-2,1.0613114
123-76-2,1.2733914
2610-86-8,0.18402548
152-72-7,-0.41702038
81-82-3,-0.32666004
53460-80-3,0.5585768
102-01-2,0.7067021
93-70-9,0.8266172
78-95-5,0.64555043
108-88-3,0.9475528
21173-27-3,1.1787878
72239-30-6,0.29853022
589-18-4,1.0282387
622-97-9,1.0013492
104-87-0,1.1006856
104-85-8,0.6453829
80834-73-7,0.20700428
80834-70-4,0.36755484
720-94-5,0.7626461
6138-79-0,0.40208468
56461-34-8,-0.13449815
63980-34-7,0.7350888
637-60-5,0.5068726
622-58-2,1.2105359
1631-28-3,0.7290954
99-99-0,1.000537
26447-14-3,0.8255504
137927-72-1,0.56882775
614-34-6,1.0295386
607-88-5,1.1382344
1424-48-2,0.7924065
70-55-3,1.0078827
21187-98-4,0.83462054
1576-35-8,0.82905596
127-65-1,0.7747038
4083-64-1,0.8912504
80-41-1,0.3836868
6837-93-0,1.1122172
106-43-4,0.8455374
108-89-4,0.72701883
569-65-3,0.16046387
72619-36-4,0.34395066
91-62-3,0.9403552
92-48-8,1.0681043
1711-06-4,0.8948856
108-44-1,0.7767935
85-72-3,0.9433517
63-99-0,0.94427085
621-29-4,1.0349414
104683-52-5,0.42140657
80834-68-0,0.49185535
91-99-6,0.8487386
29218-27-7,0.61887616
108-39-4,0.84059376
1596-09-4,0.7734554
57933-19-4,0.043471675
16154-78-2,0.5997078
1147-41-7,1.0916966
53988-10-6,0.79791856
399-77-9,-0.84375906
5504-68-7,0.67685795
610-39-9,0.54367656
119-33-5,0.6237063
2445-83-2,0.9026738
92-36-4,0.5502689
88-44-8,1.1851947
57524-15-9,0.28901196
695-34-1,0.73157644
108-99-6,0.8356355
1603-41-4,0.9045734
53179-13-8,0.82184285
82159-09-9,0.5969121
618-85-9,0.62687117
504-15-4,0.88642615
41621-49-2,0.51337355
182349-12-8,0.28637758
874-66-8,0.767722
27776-01-8,0.8139066
72239-32-8,0.2190818
50454-68-7,0.67855704
529-19-1,0.68214613
73987-51-6,0.4669047
90-12-0,0.7623751
2853-69-2,0.028455505
7055-03-0,1.1290319
71753-20-3,0.37440184
65871-41-2,0.52142125
71077-34-4,1.157191
95-80-7,0.7675208
99-55-8,0.8786703
95-79-4,0.7304192
136-80-1,0.9504117
93-69-6,0.54995936
614-68-6,0.7299791
131-79-3,0.7796225
584-84-9,0.87113845
28005-74-5,0.7367987
4067-01-0,0.670604
6422-83-9,0.5092548
119-32-4,0.7585023
121-14-2,0.2897251
95-48-7,0.90409756
2835-95-2,0.78169763
6775-25-3,0.5577287
59-47-2,1.0279788
6055-48-7,0.35252032
2210-79-9,0.8103958
55543-68-5,0.8769707
14491-59-9,0.6482922
88-19-7,0.9312017
95-49-8,0.7063588
95-73-8,0.6921086
7745-91-7,0.50201863
90-33-5,0.6503584
4394-77-8,-0.48943713
53083-96-8,0.034440044
2246-44-8,0.79896194
4934-55-8,0.5903414
95-69-2,0.5116472
21787-81-5,0.84504575
83-34-1,0.65261185
24283-57-6,0.13905585
64036-72-2,0.36052248
619-15-8,0.8265643
2581-34-2,0.94506925
89427-10-1,-0.78484833
83-40-9,1.0032141
1570-64-5,0.7579108
17514-68-0,0.5736827
69226-39-7,0.98587626
69226-40-0,0.89263725
14863-40-2,-0.788432
644-62-2,0.6391507
88-51-7,1.1556492
89427-05-4,-0.8774104
89427-04-3,-1.3153011
1603-40-3,0.7181859
100299-08-9,0.64461267
2312-76-7,-0.35453266
481-42-5,0.7199167
116288-88-1,0.9404241
616-02-4,0.78943527
30516-87-1,0.36959997
3056-17-5,0.8504376
626-48-2,0.78660995
56-04-2,0.9064274
20344-15-4,0.42041948
18591-81-6,0.60623395
1824-81-3,0.65720296
72-80-0,0.4726865
1453-58-3,0.8199915
822-36-6,0.6632744
641571-11-1,0.2659231
100365-72-8,0.87729394
1131-18-6,0.73896164
70803-10-0,0.5051134
122-57-6,1.1517447
32979-83-2,0.74958515
25398-39-4,0.69228697
78-98-8,1.2509964
591-12-8,0.7564536
1013-99-6,0.9462318
10004-44-1,0.7752097
59-63-2,0.53537214
723-46-6,1.0761346
554-14-3,0.8160122
101030-71-1,0.8036322
65489-04-5,0.20415592
21342-85-8,0.14017336
148-01-6,0.16787878
823-40-5,0.82872343
35572-78-2,-0.173244
87-60-5,0.8298818
13710-19-5,0.6264436
17737-65-4,0.49790132
606-20-2,0.53017896
19406-51-0,0.75263387
497-56-3,0.3748186
83-42-1,0.2763713
608-25-3,0.9428544
4467-21-4,-0.29585132
321-55-1,-0.54864365
77605-73-3,0.52920437
89427-03-2,-1.1154466
89427-23-6,-0.94614065
89427-24-7,-1.1161569
89427-21-4,-1.0358056
89427-36-1,-1.4331856
89427-40-7,-1.1836721
58348-97-3,0.42571127
28782-19-6,0.047714174
89427-31-6,-1.1796598
63498-62-4,0.54787606
4228-99-3,-1.5678682
147-61-5,0.92456603
78415-72-2,0.9152277
119615-63-3,0.462843
15878-08-7,0.54264635
520-09-2,0.149513
6814-58-0,0.5318694
106266-06-2,-0.22106543
144598-75-4,-0.40638283
1003-52-7,0.66199493
17364-41-9,0.6846458
524-36-7,0.91883564
58-56-0,1.2285608
876-85-7,0.91125816
13331-81-2,0.8721705
73987-24-3,0.8715495
73908-94-8,0.8941456
82-82-6,1.2619478
73839-78-8,1.0314234
2856-75-9,0.85150874
59035-98-2,0.68268967
7331-25-1,0.38113606
109293-97-2,0.64337075
39242-73-4,0.5075706
126055-15-0,0.75968766
63979-28-2,0.7381701
23696-28-8,0.7092687
98-86-2,0.9905967
735-52-4,0.85942316
42018-31-5,0.46217385
99-03-6,1.1817771
121-89-1,0.9331385
53944-40-4,0.36077586
72492-12-7,0.7034339
40187-51-7,0.99003476
110147-48-3,0.58204
89-84-9,1.0358319
1122-62-9,0.97425216
25201-35-8,0.69001937
24691-76-7,0.86033475
5234-68-4,0.9244729
5259-88-1,0.56783575
24691-80-3,0.8146626
75706-12-6,0.30232903
118-71-8,0.6438608
17334-68-8,0.8926046
25506-01-8,0.6549371
60583-65-5,0.061103474
62-55-5,0.459484
4104-14-7,-0.16101141
364-98-7,0.81730944
142-26-7,1.2633389
616-91-1,1.1317314
103-84-4,1.0435606
3366-61-8,0.7063065
103-90-2,1.0598613
5221-42-1,0.95991623
83003-97-8,-1.0029324
13067-19-1,0.8516608
2621-62-7,0.854995
38411-17-5,0.67712384
110882-70-7,0.5170624
5663-71-8,0.7615832
17433-31-7,0.71645963
546-88-3,1.1599967
637-53-6,0.46688718
55661-38-6,0.16088298
13750-62-4,0.39236614
443-48-1,0.78221655
74298-63-8,0.657678
59467-70-8,0.3127609
21721-92-6,0.576939
1943-27-7,0.5425782
2532-91-4,0.6448184
41394-05-2,0.51904553
57726-65-5,0.40217516
109543-52-4,0.7530099
144-82-1,0.8386872
65277-42-1,-0.05093506
1696-20-4,1.1406527
4091-14-9,0.7595326
507-09-5,0.77202374
20206-80-8,1.0929413
21722-83-8,1.40281
103-45-7,1.3154207
22031-33-0,0.5151813
542-59-6,1.691698
542-58-5,0.6272038
591-87-7,0.8163383
103-54-8,1.0794247
627-09-8,0.99964887
1001-55-4,1.0376763
140-11-4,1.0399429
326-61-4,0.8060948
93793-83-0,0.30986875
1515-76-0,0.32447267
622-45-7,1.1808397
83145-58-8,0.5900009
15667-63-7,0.38771486
117568-24-8,0.93462193
13838-02-3,0.70417756
90-17-5,0.796804
21757-82-4,0.6210925
74548-80-4,0.42838973
3061-65-2,0.26616925
13031-41-9,0.31158656
50594-77-9,0.5069253
50-78-2,0.851081
22494-27-5,0.6595146
322-79-2,0.53669906
79-21-0,1.2443881
63123-39-7,0.870153
75-36-5,0.8226638
68515-88-8,0.90085536
71878-19-8,-0.24165873
26741-53-7,-0.011567052
41484-35-9,0.23490584
6029-54-5,0.5197172
15721-78-5,0.52951986
732-26-3,0.78118014
61260-55-7,0.8504428
76505-58-3,0.63200927
85438-51-3,0.25129697
64019-93-8,-0.11946199
2655-19-8,-0.51476914
88-27-7,0.54010123
87-97-8,0.8232853
43064-33-1,0.90689045
10537-47-0,0.4730844
69425-13-4,0.6695213
1421-49-4,0.84985477
728-40-5,-0.16388124
96489-71-3,0.73790395
3006-86-8,1.0786245
76858-38-3,-0.41698334
121-54-0,0.29076144
140-66-9,0.92401546
9002-93-1,0.85380155
107-45-9,0.9287269
141-59-3,1.0529493
50539-70-3,-0.8135641
3457-61-2,0.90005225
57910-39-1,0.9277084
98319-26-7,0.28085065
6320-14-5,0.39865434
63919-00-6,1.0124633
36768-62-4,0.84529835
826-36-8,0.6422328
2226-96-2,0.7627494
2896-70-0,0.7871561
76505-59-4,0.4724651
78-67-1,0.5243057
64257-84-7,0.266524
2778-42-9,0.8348614
2997-92-4,0.9087369
721-26-6,0.896464
80-43-3,0.8497637
14929-11-4,0.9722831
52508-35-7,0.28299367
65323-13-9,0.7507832
34014-18-1,0.60472095
39196-18-4,-1.0788385
24814-29-7,0.48970625
98477-07-7,0.34081146
17578-44-8,-0.16185082
64632-00-4,0.3886574
55861-78-4,0.3557008
34205-21-5,0.528677
4849-32-5,0.50406826
83940-41-4,0.46762
124978-79-6,0.50220704
55511-98-3,0.82212096
79985-92-5,-0.40027297
18470-10-5,0.10238052
121-00-6,0.3664295
5902-52-3,-0.040760525
60853-38-5,0.46769413
92929-94-7,0.39445126
1634-04-4,1.1519648
39195-82-9,0.33238357
21087-64-9,0.29785326
39196-10-6,0.56942695
39196-09-3,0.7561895
68955-53-3,0.90764475
68938-07-8,1.3027811
59354-78-8,1.20148
61925-70-0,0.6304898
98-53-3,1.156223
76738-62-0,0.66468436
75736-33-3,0.49152437
13221-27-7,0.31067225
66346-01-8,0.5090785
59997-51-2,0.77055454
24473-06-1,0.76086724
13547-70-1,0.8575963
98-06-6,0.93557113
18127-01-0,0.89153063
98-73-7,1.0504103
56488-59-6,1.0552299
2312-35-8,0.7840788
3671-67-8,-0.9666085
98-29-3,0.8645869
89427-06-5,-1.1802855
88-18-6,0.8280731
107551-67-7,0.838773
109825-47-0,-0.28837076
63938-45-4,0.76600915
83-26-1,0.6372161
38083-17-9,0.42030713
43121-43-3,0.7002077
22591-21-5,0.7496435
