CASRN,EPA_xgboost_maccs-1,EPA_xgboost_maccs-2,EPA_xgboost_maccs-3,EPA_xgboost_maccs-4
42200-33-9,0.0067549176,0.01966094,0.8869947,0.086589426
27912-14-7,0.004759128,0.026299339,0.8921001,0.07684148
51781-21-6,0.010124253,0.031064628,0.89885634,0.059954792
23093-74-5,0.01445392,0.10897457,0.8332825,0.043289
38363-40-5,0.011850712,0.053449497,0.89714617,0.0375536
35108-88-4,0.0149299875,0.03467372,0.82842004,0.121976234
54247-25-5,0.008828229,0.07496663,0.8714605,0.044744615
26921-17-5,0.020786857,0.03897549,0.8273939,0.112843774
68377-91-3,0.03610287,0.25073278,0.5195813,0.193583
18559-94-9,0.016159764,0.058688812,0.8151001,0.11005131
54240-36-7,0.07666348,0.5518407,0.3491629,0.02233292
21898-19-1,0.02174473,0.5894892,0.36180884,0.026957221
56776-01-3,0.024559023,0.62052876,0.33479574,0.020116461
79645-08-2,0.02470006,0.08143699,0.74533206,0.14853093
60559-94-6,0.13675837,0.57800156,0.25183064,0.033409424
57982-78-2,0.0127322115,0.34647048,0.6184861,0.02231124
2160-93-2,0.0077248844,0.052230213,0.80338806,0.13665685
112226-61-6,0.010413582,0.18968926,0.529804,0.27009317
3741-80-8,0.030514542,0.15137294,0.22657095,0.5915415
75-65-0,0.016092936,0.11947795,0.7012213,0.1632078
7665-72-7,0.0063010734,0.033816576,0.87358195,0.08630039
1663-39-4,0.015486041,0.11583778,0.61862546,0.2500507
398489-26-4,0.056484174,0.19689256,0.6975736,0.04904963
75-91-2,0.012276598,0.050115135,0.73921806,0.19839025
614-45-9,0.009132505,0.046171647,0.64994025,0.2947556
75-66-1,0.021856835,0.1479636,0.5814826,0.248697
4098-71-9,0.012962151,0.08577193,0.800018,0.10124793
7027-11-4,0.025785113,0.2481154,0.614608,0.111491516
56747-96-7,0.016943926,0.070232116,0.49754295,0.415281
21280-29-5,0.015116026,0.035904035,0.36948335,0.57949656
475-20-7,0.018583914,0.016173244,0.14885223,0.81639063
1139-30-6,0.013393725,0.03561772,0.31729686,0.6336917
1740-15-4,0.017153693,0.36567885,0.4680353,0.14913218
76-29-9,0.016229538,0.29237652,0.5624096,0.12898433
79-93-6,0.013362222,0.089559235,0.77965397,0.117424615
521-11-9,0.044212267,0.08338645,0.5051598,0.36724147
58-18-4,0.049147125,0.025545213,0.6046388,0.32066888
72-63-9,0.025247574,0.031335164,0.7168689,0.22654843
116-06-3,0.8285918,0.12724026,0.037278675,0.0068892115
1646-87-3,0.74211526,0.18003838,0.060687013,0.01715938
1646-88-4,0.5449097,0.28233168,0.14747658,0.025282068
16146-62-6,0.31746906,0.5308009,0.123901986,0.02782812
4790-92-5,0.64027435,0.30050004,0.05033294,0.00889269
117774-38-6,0.023981718,0.027868293,0.12432529,0.8238247
16655-82-6,0.40255687,0.4338672,0.12562637,0.037949618
66637-25-0,0.7909824,0.0561346,0.0866859,0.06619709
106358-92-3,0.9494185,0.029166453,0.016054688,0.005360384
16709-30-1,0.5367024,0.3062731,0.14149266,0.015531805
59375-53-0,0.94148237,0.038262703,0.015395418,0.0048595075
59375-61-0,0.96395177,0.026171401,0.0071317265,0.0027450596
22781-23-3,0.45740214,0.45231065,0.08117442,0.009112821
59375-67-6,0.93828684,0.04625944,0.011584975,0.0038688073
106231-36-1,0.9459737,0.032632474,0.01388828,0.0075055705
87767-48-4,0.1537227,0.31434828,0.44624802,0.08568101
71108-14-0,0.35047215,0.49047348,0.1388449,0.020209415
1249-84-9,0.034680918,0.17255022,0.7743946,0.018374328
69784-42-5,0.63297564,0.2043299,0.14875546,0.013939002
122-15-6,0.17830643,0.39843914,0.36676526,0.056489162
4757-55-5,0.012243659,0.29509485,0.6787641,0.013897382
92320-57-5,0.025221858,0.2799584,0.660156,0.034663673
54504-70-0,0.0309082,0.20146072,0.5158782,0.25175288
3648-36-0,0.04456419,0.4048936,0.521474,0.029068207
75096-86-5,0.20102851,0.47560275,0.30193987,0.021428907
28789-80-2,0.20936576,0.72788316,0.05696925,0.005781828
123253-01-0,0.40185568,0.36567056,0.076838285,0.15563549
50539-80-5,0.22541764,0.720376,0.04599857,0.008207736
62382-23-4,0.2383255,0.30017018,0.41389433,0.047609966
32891-29-5,0.022734473,0.2656032,0.6638663,0.04779605
50539-66-7,0.73980045,0.20296988,0.041344706,0.015884945
50802-69-2,0.8231624,0.12732066,0.03502905,0.014487898
50673-10-4,0.90646064,0.06479986,0.020423742,0.008315755
50673-11-5,0.8922801,0.069804095,0.024143877,0.013771914
50539-76-9,0.8922801,0.069804095,0.024143877,0.013771914
50673-06-8,0.35465357,0.5777748,0.05939414,0.008177457
37430-50-5,0.34095514,0.60538256,0.044586074,0.009076266
84-83-3,0.082751326,0.24871603,0.6339261,0.034606565
123172-61-2,0.032500237,0.06288912,0.8194524,0.08515822
116337-62-3,0.022916429,0.045193195,0.871093,0.060797386
116337-68-9,0.016544497,0.034890596,0.8935656,0.054999273
134605-64-4,0.011631358,0.07895155,0.7260333,0.18338381
127-48-0,0.29129034,0.24388935,0.41587305,0.04894727
71108-21-9,0.51035756,0.3738844,0.0870305,0.028727543
22198-93-2,0.036151238,0.15989546,0.5439497,0.26000357
123886-70-4,0.035418168,0.39746308,0.41541862,0.15170014
123886-68-0,0.028133022,0.47081417,0.31183243,0.18922035
123886-69-1,0.05819445,0.123141766,0.5555059,0.26315793
111038-47-2,0.021420231,0.086159535,0.71477723,0.17764296
15440-46-7,0.025339082,0.020568667,0.82555103,0.1285412
154825-97-5,0.008458595,0.1346892,0.7156508,0.14120139
123886-65-7,0.030683087,0.77318305,0.15728751,0.038846325
57897-49-1,0.17167357,0.45296004,0.33936024,0.036006138
123886-62-4,0.036085792,0.046858877,0.7196864,0.19736889
31652-69-4,0.116965,0.07675914,0.38836706,0.41790885
6156-18-9,0.03398428,0.25395152,0.5532159,0.1588483
1646-75-9,0.041120466,0.28427714,0.63722074,0.03738166
71868-10-5,0.02526219,0.30613345,0.64093596,0.027668389
25841-41-2,0.052038405,0.1716107,0.58077043,0.19558045
3680-05-5,0.027973535,0.14152837,0.35662356,0.47387457
25841-38-7,0.042914037,0.11880379,0.576639,0.2616432
42057-22-7,0.014302495,0.008640678,0.08722187,0.8898349
25841-43-4,0.035296496,0.098997325,0.5516526,0.3140536
163000-63-3,0.031665884,0.072933465,0.52949625,0.36590445
84170-74-1,0.008521069,0.08271737,0.53278404,0.37597755
17557-23-2,0.012311896,0.04541768,0.6797252,0.2625452
1471-52-9,0.041067373,0.07096069,0.774951,0.11302098
98519-15-4,0.006812476,0.06829432,0.89814943,0.026743812
98532-76-4,0.001993945,0.028096844,0.9595046,0.010404611
98532-77-5,0.0016884885,0.036349196,0.94970655,0.01225571
1755-97-1,0.036358867,0.34500232,0.4321275,0.18651126
23588-51-4,0.016396357,0.21383141,0.7027478,0.067024425
10232-92-5,0.06524401,0.1444842,0.58626854,0.20400321
81-13-0,0.010266282,0.03102792,0.5726703,0.38603547
81129-83-1,0.026541563,0.07045591,0.48870975,0.41429275
6362-80-7,0.0137323765,0.028476784,0.5940698,0.36372104
2654-58-2,0.00866831,0.2953656,0.6084281,0.08753798
81777-89-1,0.020083856,0.12524167,0.815161,0.039513458
1955-45-9,0.016956987,0.07491872,0.6930033,0.21512097
131983-72-7,0.03610441,0.10188949,0.8393983,0.022607757
10389-72-7,0.03929544,0.3508786,0.5831427,0.026683262
36981-93-8,0.0140450625,0.5492633,0.4205045,0.01618711
51200-87-4,0.026393969,0.2675395,0.6664435,0.039622996
15214-89-8,0.0196835,0.051192824,0.73630863,0.1928151
24458-48-8,0.1530108,0.29080585,0.46745443,0.08872899
543-39-5,0.022914955,0.045659218,0.4450249,0.48640096
103-05-9,0.014157308,0.088991545,0.799833,0.09701808
100-86-7,0.018094357,0.096115686,0.80980664,0.075983316
1320-94-1,0.013612046,0.13438697,0.6071063,0.24489462
50539-73-6,0.42199647,0.42330545,0.119769104,0.034928977
50539-74-7,0.56099075,0.33375734,0.08326069,0.02199123
99599-74-3,0.01993803,0.081991106,0.75446784,0.14360301
99599-78-7,0.05243468,0.09452053,0.58645284,0.26659194
558-30-5,0.022006197,0.2583057,0.6233731,0.096315056
2978-58-7,0.029516092,0.523581,0.41987646,0.027026381
32889-48-8,0.082588315,0.5333274,0.36178255,0.022301706
115-19-5,0.016076457,0.11722725,0.7839532,0.082743146
80-04-6,0.014610853,0.04060692,0.5422384,0.40254378
564-94-3,0.0050707525,0.025547177,0.7073076,0.2620745
127-91-3,0.0077351853,0.018743183,0.6670882,0.30643344
101007-06-1,0.025666106,0.6706131,0.16224651,0.14147432
22431-62-5,0.03985747,0.11147659,0.41071784,0.43794817
58769-20-3,0.09896026,0.19874121,0.36337718,0.33892137
52645-53-1,0.009968811,0.45367908,0.39772815,0.13862392
75867-00-4,0.0091373,0.48598328,0.38555533,0.11932405
68359-37-5,0.012706938,0.75460935,0.13009194,0.10259183
80803-92-5,0.031815197,0.12035324,0.42654213,0.42128944
73611-02-6,0.033754837,0.23622762,0.57839686,0.15162072
79-92-5,0.02123056,0.043427624,0.49105978,0.4442821
128148-93-6,0.022393875,0.075955465,0.76187295,0.13977775
132-98-9,0.012832747,0.013555846,0.62207246,0.3515389
15440-48-9,0.015935136,0.014364616,0.7666882,0.20301199
4800-94-6,0.005217258,0.0113675995,0.13862512,0.84479004
4697-14-7,0.0069085206,0.0140688475,0.13397473,0.8450479
35531-88-5,0.010125489,0.022814125,0.23975194,0.72730845
32887-01-7,0.01581834,0.09013105,0.49039215,0.40365842
39878-70-1,0.011775622,0.02093331,0.24077399,0.7265171
599-64-4,0.010989803,0.09577431,0.6815965,0.21163937
2444-90-8,0.010594974,0.07359596,0.5988982,0.3169109
901-44-0,0.0034032457,0.021364143,0.8248782,0.15035437
13080-86-9,0.01605072,0.20250371,0.54428667,0.23715888
2089-46-5,0.04635945,0.33696008,0.57434475,0.042335708
1745-89-7,0.0233479,0.08351728,0.65107846,0.24205635
79-95-8,0.026059076,0.19556329,0.58565634,0.19272126
54-36-4,0.016765626,0.16534898,0.5778683,0.2400171
826-54-0,0.012546911,0.17686701,0.76251024,0.048075795
832088-68-3,0.022396145,0.13198337,0.77975714,0.0658633
63612-50-0,0.06919386,0.12111418,0.62783766,0.18185434
6440-58-0,0.03108507,0.045693085,0.694383,0.2288388
118-52-5,0.05969255,0.1539295,0.7373746,0.049003348
126-06-7,0.06661592,0.13283318,0.7540061,0.046544783
16079-88-2,0.07447262,0.45407802,0.42300355,0.048445817
7473-98-5,0.009404751,0.058872968,0.8126876,0.11903469
106797-53-9,0.0053042425,0.021034708,0.8566167,0.117044345
80-15-9,0.007965232,0.0621109,0.76727605,0.16264783
116337-60-1,0.016910873,0.039223347,0.82939786,0.11446793
116337-65-6,0.03645681,0.05498367,0.76359934,0.14496017
24201-58-9,0.015971664,0.1113542,0.7620087,0.110665455
41859-67-0,0.016803972,0.07840304,0.6874336,0.21735935
3771-19-5,0.008853953,0.065955594,0.625954,0.29923648
42017-89-0,0.009390791,0.06630656,0.6452209,0.27908182
21550-30-1,0.009038952,0.10019393,0.7161483,0.17461883
69047-39-8,0.008468562,0.083806954,0.51070404,0.39702043
72558-82-8,0.045293868,0.016933529,0.19433476,0.7434379
63979-37-3,0.0185344,0.5556922,0.35521892,0.07055448
64118-86-1,0.11638059,0.4847795,0.34142599,0.057413895
121776-33-8,0.036163427,0.19442774,0.715457,0.053951785
63883-18-1,0.026410524,0.21292979,0.4560871,0.30457252
4362-40-7,0.05640023,0.29159582,0.48314533,0.16885857
22791-26-0,0.12731911,0.57844,0.26344067,0.030800244
22791-25-9,0.12620069,0.47688818,0.37435815,0.022553042
53-10-1,0.013766965,0.026012544,0.44680196,0.5134185
103335-54-2,0.04446908,0.19849314,0.5636994,0.19333838
159325-45-8,0.030542329,0.42710075,0.48496526,0.057391625
13647-35-3,0.5854232,0.0967979,0.103669405,0.21410957
53-43-0,0.016827594,0.027575895,0.7272884,0.22830813
1099-87-2,0.020898556,0.058217105,0.52254575,0.39833856
905-30-6,0.024267698,0.39230737,0.5528795,0.030545428
2181-04-6,0.103677794,0.03613377,0.63629955,0.22388892
434-03-7,0.061332088,0.053157423,0.39256284,0.4929476
17230-88-5,0.17390761,0.09934147,0.47538254,0.2513684
7004-95-7,0.6337798,0.05121219,0.23360637,0.08140168
6000-74-4,0.032162175,0.02973252,0.2106557,0.7274496
976-70-5,0.03520304,0.07624047,0.5822609,0.30629563
29069-24-7,0.07392803,0.06813972,0.39481333,0.4631189
20231-45-2,0.014801601,0.08148348,0.47255713,0.4311578
20417-82-7,0.7188459,0.15614173,0.11186298,0.013149395
32385-11-8,0.019228963,0.022851232,0.08261097,0.8753088
67814-76-0,0.011576485,0.015710317,0.07076238,0.90195084
20417-84-9,0.6248684,0.17861107,0.15121654,0.04530396
154619-58-6,0.75587463,0.17417775,0.06521663,0.004731013
562-09-4,0.006538571,0.55602634,0.41768965,0.019745406
37106-99-3,0.07358175,0.1713892,0.5517101,0.20331894
154619-91-7,0.8502849,0.11195004,0.03574961,0.002015465
154619-64-4,0.57840025,0.27264023,0.14042076,0.008538745
154619-56-4,0.5907797,0.288758,0.112695016,0.007767227
154619-66-6,0.76331323,0.17150284,0.059707444,0.005476494
72150-17-5,0.025558366,0.44077566,0.5111237,0.022542242
7195-27-9,0.09150382,0.3037378,0.41934413,0.18541422
14641-96-4,0.029501611,0.51489854,0.41374934,0.041850533
28861-00-9,0.10106093,0.08805953,0.42854363,0.38233593
72-33-3,0.040574208,0.19250228,0.4692368,0.29768676
518-20-7,0.053648524,0.21735014,0.38470498,0.34429637
3032-55-1,0.11620587,0.28340173,0.53398985,0.066402555
822-48-0,0.07847973,0.20242684,0.63312405,0.085969366
18516-18-2,0.0087404,0.05508743,0.63747036,0.29870188
1123-25-7,0.009886376,0.03694815,0.5988609,0.35430452
4767-03-7,0.012695599,0.056009546,0.5745489,0.35674596
115-69-5,0.014991454,0.08535518,0.321491,0.5781624
3692-18-0,0.014890358,0.109384716,0.81044495,0.06527997
2018-45-3,0.029695906,0.0936686,0.6095602,0.26707527
75219-61-3,0.027928151,0.09761667,0.34092847,0.5335267
105426-99-1,0.024516804,0.118980914,0.51050806,0.34599423
75219-46-4,0.03446556,0.123533994,0.45448855,0.3875119
52205-73-9,0.048404045,0.27052727,0.36843047,0.31263822
50-27-1,0.07893747,0.070583455,0.34321567,0.5072634
89786-04-9,0.027603656,0.041936655,0.5821167,0.34834293
24645-14-5,0.027169568,0.64799774,0.21903764,0.10579503
6147-37-1,0.009209933,0.058492493,0.48333654,0.44896102
1899-36-1,0.017324094,0.23661838,0.6700599,0.075997606
21981-33-9,0.024237793,0.23692946,0.5367586,0.20207414
3175-23-3,0.021044066,0.33580238,0.5318838,0.111269735
50471-44-8,0.013582053,0.09390403,0.8548173,0.037696697
2033-94-5,0.016243177,0.0968785,0.6777141,0.20916428
11034-31-4,0.15385008,0.15309726,0.44352818,0.24952446
82203-23-4,0.08487941,0.1208867,0.6226481,0.17158581
27955-94-8,0.013417706,0.117582954,0.63880754,0.23019178
80-06-8,0.01656328,0.18588547,0.64779764,0.14975357
72420-38-3,0.09136141,0.14694512,0.5110542,0.25063926
131807-57-3,0.0124512715,0.08150548,0.80658466,0.099458575
127-20-8,0.018172065,0.37368524,0.5156292,0.0925135
136-25-4,0.009616785,0.080133185,0.7455979,0.16465212
1717-00-6,0.036329158,0.23566954,0.42081147,0.30718985
71-55-6,0.02219959,0.34479588,0.51237714,0.12062742
15208-16-9,0.0014109864,0.0059185084,0.038441688,0.95422876
3688-85-5,0.01759027,0.061857972,0.708488,0.21206377
1754-58-1,0.2436646,0.55932117,0.16298983,0.034024402
561-41-1,0.06492684,0.24570252,0.5704546,0.118916065
23135-22-0,0.66059345,0.17631634,0.102393776,0.060696483
66357-35-5,0.06862555,0.17171533,0.7155848,0.04407432
76963-41-2,0.046976324,0.17370442,0.74188006,0.037439134
103628-48-4,0.049011134,0.1589431,0.73379207,0.058253694
23422-53-9,0.29050982,0.43457067,0.24813806,0.026781408
50335-55-2,0.012896612,0.30655947,0.616151,0.06439292
3311-54-4,0.026026018,0.43863058,0.51610905,0.019234357
23504-07-6,0.26198232,0.4674165,0.24919342,0.02140775
17289-49-5,0.022907428,0.2710718,0.6656252,0.040395528
13256-32-1,0.059898186,0.73801833,0.15307868,0.049004775
6884-59-9,0.26108646,0.48935172,0.22606264,0.023499131
86360-33-0,0.026523462,0.061624717,0.72899127,0.18286054
49701-24-8,0.031935804,0.12903586,0.3594142,0.4796141
1113-02-6,0.40101323,0.4517202,0.1284819,0.018784672
18278-44-9,0.35745394,0.47264594,0.15304303,0.016857114
3344-11-4,0.56461585,0.27835402,0.14125995,0.01577025
18188-17-5,0.088889055,0.7644453,0.12976891,0.016896667
54708-68-8,0.006439349,0.09160806,0.7469003,0.15505223
15037-58-8,0.09517649,0.6053814,0.27815163,0.021290442
20253-72-9,0.13371089,0.30889156,0.46273774,0.09465979
16637-86-8,0.24205393,0.5794289,0.15799299,0.020524161
16960-40-0,0.65534407,0.19199206,0.1333466,0.01931728
1421-68-7,0.019131912,0.14824215,0.5794216,0.25320438
140695-21-2,0.09093753,0.100499615,0.45345372,0.35510916
1225-55-4,0.026426047,0.3934023,0.5453053,0.034866385
10262-69-8,0.019952808,0.23527592,0.7249836,0.019787733
60070-44-2,0.045626033,0.35708332,0.5753755,0.021915095
60763-63-5,0.041720267,0.4475693,0.49192575,0.018784711
6291-84-5,0.02066945,0.2939085,0.6719315,0.013490539
693-05-0,0.13262296,0.2969412,0.54906297,0.021372886
54910-89-3,0.056255247,0.20441097,0.71496934,0.024364412
109-83-1,0.03147298,0.17903548,0.71682847,0.072663054
13055-76-0,0.04146884,0.3507523,0.5694532,0.03832568
61791-42-2,0.01717995,0.109497845,0.6904105,0.18291166
25756-29-0,0.041561168,0.22744167,0.70045644,0.03054076
40137-22-2,0.027264249,0.07429146,0.48436657,0.41407773
14489-75-9,0.05135182,0.27529573,0.6233373,0.050015084
10085-81-1,0.0347696,0.24243376,0.6816151,0.041181564
123-39-7,0.03431561,0.34943226,0.5325412,0.083710946
100-60-7,0.032057855,0.415602,0.5011427,0.051197488
58-25-3,0.030131377,0.3499675,0.52700406,0.09289708
6330-25-2,0.046533555,0.17737256,0.74640256,0.029691314
100-61-8,0.033789217,0.35098535,0.5729812,0.042244267
100-15-2,0.06784335,0.39336047,0.49296698,0.045829203
5621-86-3,0.01267349,0.16015655,0.580595,0.24657498
54903-59-2,0.01219282,0.071955316,0.8030507,0.11280118
123172-46-3,0.016650656,0.106651,0.7323376,0.14436077
54903-60-5,0.018221676,0.125448,0.79092634,0.06540403
63365-44-6,0.02025757,0.033217937,0.6109252,0.33559924
1220-94-6,0.014309468,0.112940446,0.48590103,0.3868491
2475-46-9,0.010647269,0.04398763,0.6679872,0.27737793
27314-13-2,0.010607279,0.06797159,0.7727115,0.1487096
60439-52-3,0.049916644,0.48679206,0.3668917,0.0963996
101155-02-6,0.01870376,0.29667053,0.64712703,0.037498694
63906-81-0,0.0076442887,0.06851774,0.64312524,0.28071272
284462-37-9,0.0082874475,0.13217323,0.6252214,0.23431802
757251-39-1,0.009997414,0.08682896,0.6454367,0.2577369
882167-77-3,0.022694862,0.19731168,0.70730096,0.07269244
1674-62-0,0.035131697,0.4221067,0.5218152,0.020946398
598-52-7,0.38039103,0.35294682,0.24807215,0.018589996
165252-70-0,0.08814734,0.17089337,0.31288308,0.4280762
210880-92-5,0.08112398,0.25633293,0.5987903,0.063752756
3567-62-2,0.024641665,0.1296805,0.6965659,0.14911193
6610-29-3,0.5445624,0.14077261,0.3003257,0.014339305
1966-58-1,0.06606544,0.15019111,0.729103,0.054640424
1943-79-9,0.07453798,0.5464359,0.36172214,0.017304005
13792-20-6,0.0937257,0.47072533,0.42209518,0.013453729
13792-24-0,0.14234428,0.42401686,0.42340338,0.010235474
3282-00-6,0.13266745,0.5797213,0.26527062,0.02234067
7070-71-5,0.06922653,0.62677336,0.25257862,0.05142149
6988-21-2,0.07414379,0.5168442,0.36735356,0.041658472
6842-34-8,0.5245394,0.26987007,0.17613244,0.029458111
63-25-2,0.048113562,0.33936054,0.5784039,0.034121957
5721-72-2,0.047998775,0.31659916,0.581615,0.053787075
3279-46-7,0.065344386,0.48729268,0.4160186,0.031344384
3942-54-9,0.1326573,0.30432466,0.5451798,0.017838273
13792-21-7,0.17944351,0.254717,0.5321105,0.03372899
22791-23-7,0.14516461,0.5247291,0.31504747,0.015058837
24031-96-7,0.70822114,0.18892032,0.083815366,0.019043215
55391-34-9,0.64892703,0.22632986,0.11014617,0.01459688
1631-64-7,0.6942243,0.23355514,0.058827937,0.013392605
1867-66-9,0.04102355,0.4938901,0.33523297,0.12985343
7339-53-9,0.052302983,0.7628665,0.16660638,0.018224131
130365-37-6,0.039854486,0.91510105,0.030160328,0.0148840705
91893-37-7,0.7991678,0.13235916,0.039981242,0.028491782
84597-71-7,0.010523292,0.15250179,0.5502338,0.28674117
63991-43-5,0.018652078,0.14596625,0.76994884,0.06543284
51068-60-1,0.04110205,0.23248428,0.45897028,0.26744345
8004-87-3,0.060562164,0.31868526,0.5422756,0.078476965
34544-12-2,0.013751871,0.110970706,0.8460648,0.029212605
66952-49-6,0.0677325,0.08361666,0.6397305,0.20892031
624-83-9,0.037623636,0.29310715,0.5776992,0.091570005
54266-55-6,0.61408895,0.17701994,0.15462336,0.054267738
54266-44-3,0.7518509,0.1547998,0.07015985,0.023189422
16033-21-9,0.0259711,0.64646876,0.30789226,0.019667909
40643-39-8,0.033080783,0.3965614,0.53021705,0.04014073
40843-82-1,0.019371616,0.71802753,0.24440327,0.018197572
40643-36-5,0.01975748,0.71469796,0.23766539,0.027879199
152-16-9,0.6744903,0.19273536,0.10104564,0.03172868
90-72-2,0.05232926,0.40857673,0.5185466,0.02054746
112881-58-0,0.05658912,0.10560371,0.6477517,0.19005547
645-05-6,0.09145548,0.28954884,0.58358055,0.035415128
15112-89-7,0.06841994,0.3187022,0.5605444,0.052333478
548-62-9,0.08468755,0.2909834,0.5483439,0.07598519
6711-48-4,0.009606521,0.2764798,0.69443065,0.019483069
110-95-2,0.015427424,0.27727547,0.68104637,0.026250705
110-18-9,0.020911906,0.3993276,0.5506058,0.029154694
74758-19-3,0.004816226,0.10102893,0.88012695,0.014027912
132050-00-1,0.03518656,0.5240446,0.37235546,0.06841346
61-73-4,0.08349902,0.45204937,0.36667955,0.09777207
2782-91-4,0.13618244,0.35394758,0.45122978,0.05864019
5836-23-7,0.067702115,0.3344655,0.5650078,0.032824535
137-26-8,0.0912099,0.3570005,0.49341595,0.058373667
1031-47-6,0.09550601,0.66743237,0.20784687,0.029214805
115-26-4,0.5284826,0.31194967,0.13429211,0.025275594
1703-48-6,0.023498747,0.20686957,0.73618746,0.033444256
75-50-3,0.07416601,0.32297578,0.54016656,0.06269166
60662-16-0,0.007058671,0.12736945,0.8499796,0.01559233
36104-80-0,0.113925606,0.05844386,0.7609949,0.06663567
51235-04-2,0.016119124,0.16558978,0.6448806,0.1734105
80464-05-7,0.012246499,0.089792825,0.86971426,0.028246447
3475-63-6,0.14785178,0.5542541,0.18124744,0.11664671
16339-14-3,0.16505498,0.5785036,0.21742798,0.03901339
437-74-1,0.030197907,0.16103853,0.7152816,0.093482
157309-18-7,0.011327129,0.20439324,0.7353302,0.048949424
161559-34-8,0.0065878923,0.1709333,0.7825506,0.039928187
58-08-2,0.031187154,0.23872073,0.62302375,0.10706834
5426-89-1,0.011598359,0.13926429,0.78167474,0.0674626
5415-44-1,0.039712492,0.25946096,0.5344058,0.16642074
15876-67-2,0.04658888,0.24054006,0.68628025,0.02659081
101-26-8,0.500312,0.36415723,0.11855284,0.016977925
114-80-7,0.85170823,0.06063547,0.077849664,0.009806664
5373-42-2,0.034923505,0.14294381,0.7828476,0.039285142
50-62-4,0.0142101655,0.16012247,0.60370886,0.22195849
35115-50-5,0.033014484,0.20079763,0.71934223,0.04684567
4637-24-5,0.52175754,0.27094677,0.19112605,0.016169626
5974-09-4,0.052020222,0.20302373,0.68780315,0.05715288
56066-63-8,0.030322721,0.19392732,0.7133199,0.06243005
213464-77-8,0.008230704,0.04301153,0.50447917,0.44427863
173159-57-4,0.0026796795,0.00960411,0.054766167,0.93295
52-85-7,0.688511,0.17966978,0.11481765,0.017001601
481-49-2,0.017356843,0.20569396,0.719297,0.05765215
120162-55-2,0.0029976713,0.017306134,0.05414082,0.92555535
61-01-8,0.016930697,0.19575025,0.7753309,0.011988145
76579-52-7,0.04744658,0.33406466,0.5975341,0.020954661
54708-51-9,0.026070898,0.19380108,0.67719555,0.102932505
19937-59-8,0.07784897,0.15120547,0.7229456,0.047999945
35972-50-0,0.12209492,0.38426957,0.41916797,0.07446759
35967-28-3,0.040739756,0.4388958,0.42189023,0.09847422
116476-14-3,0.0145689435,0.046578202,0.87966067,0.05919216
27848-84-6,0.021733712,0.3038836,0.64131737,0.033065308
34661-75-1,0.014891021,0.093356945,0.7661357,0.12561637
1039-59-4,0.009115178,0.3216219,0.63733774,0.031925227
30558-43-1,0.1144006,0.29561284,0.49062127,0.099365324
18995-99-8,0.24833809,0.51248145,0.2226622,0.016518243
5310-55-4,0.020179993,0.39843926,0.5498437,0.031537052
109-55-7,0.017012121,0.40820274,0.55855525,0.016229937
10563-29-8,0.011368748,0.34877703,0.61317843,0.0266758
64037-21-4,0.016279122,0.12908366,0.8374055,0.017231718
20064-38-4,0.03689983,0.2566377,0.6835766,0.022885866
303-70-8,0.023573179,0.23176083,0.72864354,0.01602244
303-49-1,0.0111113945,0.4527792,0.48943076,0.046678673
53-60-1,0.010320244,0.34570634,0.6282504,0.015722966
24268-89-1,0.062287778,0.2042193,0.69670194,0.03679094
50-53-3,0.0071428283,0.29214776,0.6826689,0.018040473
1225-65-6,0.0080104675,0.32146043,0.65440917,0.016119951
16398-39-3,0.0328563,0.19798625,0.6950524,0.07410511
4755-59-3,0.0070982366,0.06302641,0.88697684,0.042898532
3179-63-3,0.014616864,0.14984404,0.79383254,0.041706536
132-69-4,0.005738044,0.07110997,0.9112436,0.01190833
34580-68-2,0.0029576968,0.02092565,0.9700366,0.0060800267
14286-84-1,0.013878485,0.47006807,0.50059366,0.0154597815
4510-65-0,0.01954056,0.33155257,0.62978476,0.019122116
113-59-7,0.014010719,0.5659409,0.40796605,0.012082297
1738-25-6,0.03268454,0.36995924,0.5747979,0.0225583
132-20-7,0.049018048,0.43707564,0.493855,0.020051371
132-22-9,0.023199178,0.4170036,0.53851,0.021287205
511-13-7,0.022421008,0.50085247,0.46352112,0.013205411
2045-52-5,0.020392183,0.23624337,0.6921622,0.051202204
59-32-5,0.012819797,0.42309877,0.5300901,0.033991292
958-93-0,0.01710211,0.20975326,0.7478678,0.025276827
108-01-0,0.0153067075,0.18907572,0.7525924,0.04302512
13877-99-1,0.011460865,0.36383843,0.5840965,0.04060421
518-63-8,0.05460426,0.17552042,0.7451379,0.024737488
1176-08-5,0.024032926,0.3311235,0.61699903,0.027844494
26615-21-4,0.01680942,0.61470246,0.34178793,0.026700145
102207-77-2,0.010056041,0.108058564,0.85895306,0.022932276
2439-35-2,0.013920105,0.43934843,0.4765484,0.0701831
34580-72-8,0.005077025,0.027647845,0.95865303,0.008622123
71-79-4,0.007009519,0.23258306,0.72600645,0.03440095
85273-96-7,0.013369485,0.25995788,0.67193836,0.05473427
4584-46-7,0.09919524,0.5052853,0.37850913,0.017010335
16607-80-0,0.030828906,0.28023452,0.6305232,0.05841341
103-83-3,0.06615717,0.3870078,0.5125563,0.034278747
21140-37-4,0.09756973,0.4042387,0.46995676,0.028234767
102410-40-2,0.026504327,0.13650034,0.7869292,0.05006607
