CASRN,Toxic_xgboost_ecfp6bits-0,Toxic_xgboost_ecfp6bits-1
21677-26-9,0.5418513,0.45814872
127-19-5,0.23839676,0.76160324
1933-50-2,0.41702497,0.58297503
87344-16-9,0.07718712,0.9228129
6493-05-6,0.46719652,0.5328035
68-89-3,0.30009264,0.69990736
88338-63-0,0.044047654,0.95595235
25601-84-7,0.1642794,0.8357206
22787-53-7,0.2227509,0.7772491
54473-31-3,0.06483674,0.93516326
98124-07-3,0.32983178,0.6701682
87344-06-7,0.28413486,0.71586514
88149-59-1,0.2313441,0.7686559
365400-11-9,0.7258785,0.27412152
550-28-7,0.39236188,0.6076381
36304-84-4,0.1323722,0.8676278
62783-50-0,0.19514102,0.804859
62783-49-7,0.1321708,0.8678292
26155-31-7,0.06762695,0.93237305
62783-48-6,0.14868289,0.8513171
86135-39-9,0.24167556,0.75832444
80087-26-9,0.07280004,0.92719996
98124-05-1,0.24883562,0.7511644
2398-96-1,0.31042075,0.68957925
80-11-5,0.18745077,0.81254923
31642-65-6,0.056437135,0.94356287
93738-40-0,0.32375646,0.67624354
64092-48-4,0.25690877,0.7430912
30652-11-0,0.4135651,0.5864349
27223-35-4,0.4039421,0.5960579
79442-83-4,0.16652536,0.83347464
60-80-0,0.23019218,0.7698078
34552-84-6,0.14795959,0.8520404
116337-71-4,0.7703645,0.22963548
64049-33-8,0.1958437,0.8041563
71561-11-0,0.46019268,0.5398073
34375-78-5,0.09828389,0.9017161
83-07-8,0.17874664,0.82125336
40373-39-5,0.070598066,0.92940193
40374-17-2,0.08722782,0.9127722
80086-85-7,0.12242651,0.8775735
7417-67-6,0.14603472,0.8539653
3196-50-7,0.29582447,0.70417553
5039-78-1,0.56288457,0.4371154
60-31-1,0.53104234,0.46895766
12225-18-2,0.8922461,0.10775387
10605-03-5,0.4950683,0.5049317
86135-92-4,0.28789067,0.7121093
16006-75-0,0.7070931,0.2929069
64011-84-3,0.27585918,0.7241408
298-01-1,0.20641887,0.7935811
57846-35-2,0.113621354,0.88637865
55-38-9,0.059010208,0.9409898
14086-35-2,0.24883533,0.7511647
3761-42-0,0.1351254,0.8648746
83-79-4,0.4370947,0.5629053
82230-53-3,0.19632357,0.8036764
4433-79-8,0.51287425,0.48712578
65008-94-8,0.5973605,0.40263954
30011-11-1,0.7804007,0.21959932
143390-89-0,0.60349035,0.39650968
5826-85-7,0.12244791,0.8775521
2255-17-6,0.0767954,0.9232046
122-14-5,0.045657694,0.9543423
51356-08-2,0.06252259,0.9374774
22620-72-0,0.18668228,0.8133177
2703-61-9,0.34403276,0.65596724
10420-33-4,0.5530913,0.44690868
72732-56-0,0.24798727,0.7520127
58186-27-9,0.8430271,0.15697287
153-87-7,0.070504785,0.9294952
82875-38-5,0.6099721,0.39002785
185119-76-0,0.9733933,0.026606685
79277-27-3,0.70841396,0.29158607
13265-60-6,0.063690126,0.9363099
1741-11-3,0.076473236,0.92352676
3566-76-5,0.14212817,0.85787183
3344-14-7,0.040566742,0.95943326
30560-19-1,0.07833302,0.921667
22502-03-0,0.75221163,0.24778835
3131-27-9,0.8434471,0.1565529
104-20-1,0.6481247,0.35187533
42924-53-8,0.5864671,0.4135329
122-48-5,0.48989427,0.5101057
39562-22-6,0.6211008,0.3788992
105-45-3,0.6626648,0.33733523
122-84-9,0.5938698,0.4061302
5437-98-9,0.51879585,0.48120412
52793-11-0,0.607905,0.39209503
3610-27-3,0.7537834,0.24621661
629-38-9,0.7499313,0.25006872
110-49-6,0.82489747,0.17510253
93-51-6,0.4632898,0.5367102
99-75-2,0.7007564,0.29924363
13684-63-4,0.7761962,0.22380383
80-48-8,0.59268606,0.40731394
55232-81-0,0.53852487,0.46147513
80689-16-3,0.64128804,0.35871196
25956-17-6,0.932938,0.067062
23287-26-5,0.56513166,0.4348683
14205-39-1,0.49663186,0.50336814
68779-00-0,0.5850678,0.4149322
943-88-4,0.8575818,0.14241819
73698-62-1,0.59917486,0.40082517
82-57-5,0.37801743,0.6219826
17392-83-5,0.6077349,0.3922651
64037-75-8,0.5275117,0.47248828
64037-74-7,0.50451875,0.49548128
13515-40-7,0.9109675,0.089032486
82199-12-0,0.84429383,0.15570617
61320-65-8,0.6062137,0.3937863
50-07-7,0.7555982,0.24440183
75511-23-8,0.22461498,0.775385
82875-41-0,0.52709514,0.47290486
20168-99-4,0.41234154,0.58765846
67370-00-7,0.07355076,0.92644924
27035-30-9,0.18695092,0.8130491
65189-78-8,0.14395672,0.8560433
53164-05-9,0.14101088,0.8589891
62751-72-8,0.09881425,0.90118575
67369-98-6,0.09447771,0.9055223
60051-79-8,0.116555214,0.8834448
31230-24-7,0.4897921,0.5102079
79510-48-8,0.75756884,0.2424312
94125-34-5,0.940684,0.05931599
82097-50-5,0.81038094,0.18961905
5652-84-6,0.40620506,0.59379494
38205-64-0,0.56694686,0.43305314
22862-76-6,0.6161277,0.38387224
82273-25-4,0.81324106,0.18675892
93-28-7,0.27640224,0.72359776
64485-93-4,0.95496345,0.04503657
2636-25-1,0.090910375,0.9090896
23793-23-9,0.86283016,0.13716981
161193-03-9,0.6007421,0.39925793
3120-74-9,0.38988066,0.61011934
66505-63-3,0.17123258,0.8287674
14143-28-3,0.51377356,0.48622644
1671-49-4,0.47869498,0.521305
106904-09-0,0.77770853,0.22229147
122836-35-5,0.6919886,0.30801138
763-32-6,0.66034865,0.33965132
4786-19-0,0.4031312,0.5968688
62599-49-9,0.5822456,0.41775444
563-47-3,0.14138329,0.8586167
78-85-3,0.48502433,0.51497567
126-98-7,0.3078105,0.6921895
30950-27-7,0.6447834,0.3552166
79-39-0,0.42151487,0.57848513
923-02-4,0.6510742,0.34892583
19243-95-9,0.47439092,0.5256091
2164-09-2,0.24803883,0.7519612
79-41-4,0.547779,0.45222098
4513-53-5,0.73729336,0.26270667
3683-12-3,0.82335997,0.17664003
2144-53-8,0.7780311,0.22196887
30674-80-7,0.6674348,0.33256522
52628-03-2,0.7625776,0.23742242
1464-69-3,0.7556666,0.24433339
70293-55-9,0.87287855,0.12712143
1888-94-4,0.3402837,0.6597163
96-05-9,0.40908873,0.59091127
2495-37-6,0.7316336,0.2683664
23395-20-2,0.46683824,0.53316176
1637-39-4,0.65375507,0.34624496
58458-52-9,0.5603452,0.4396548
58458-54-1,0.5924759,0.4075241
58458-56-3,0.54645985,0.45354015
756-91-2,0.60203266,0.39796734
50370-12-2,0.9658326,0.034167435
89-25-8,0.42399228,0.5760077
119-17-5,0.7655342,0.23446576
123312-89-0,0.32415688,0.6758431
1071-73-4,0.76497376,0.23502626
853-34-9,0.2657894,0.7342106
5471-51-2,0.77218556,0.22781442
123-76-2,0.682343,0.317657
2610-86-8,0.26250762,0.7374924
152-72-7,0.21300292,0.7869971
81-82-3,0.10721594,0.89278406
53460-80-3,0.28645778,0.7135422
102-01-2,0.48881394,0.51118606
93-70-9,0.5966846,0.4033154
33353-01-4,0.24986923,0.7501308
34580-66-0,0.089348555,0.91065145
78-95-5,0.21771812,0.7822819
108-88-3,0.39765638,0.6023436
21173-27-3,0.78505063,0.21494934
72239-30-6,0.1008479,0.8991521
589-18-4,0.6413934,0.35860658
622-97-9,0.32549012,0.6745099
104-87-0,0.3922016,0.6077984
104-85-8,0.39186865,0.60813135
77054-11-6,0.43842775,0.56157225
80834-73-7,0.14420837,0.8557916
80834-70-4,0.25935787,0.74064213
720-94-5,0.49571157,0.50428843
6138-79-0,0.10429412,0.8957059
134308-13-7,0.43192106,0.56807894
56461-34-8,0.3060271,0.6939729
58955-82-1,0.26695842,0.7330416
63980-34-7,0.48875308,0.5112469
637-60-5,0.17687505,0.82312495
622-58-2,0.5003718,0.49962822
1631-28-3,0.642233,0.357767
99-99-0,0.3688522,0.6311478
26447-14-3,0.41237974,0.58762026
101-94-0,0.7112509,0.2887491
137927-72-1,0.20371646,0.79628354
614-34-6,0.7571353,0.24286473
607-88-5,0.79209554,0.20790447
78-31-9,0.4941172,0.5058828
72051-45-7,0.18109238,0.8189076
1424-48-2,0.43745512,0.5625449
70-55-3,0.57897574,0.42102426
78521-39-8,0.6723119,0.32768807
123199-94-0,0.6901577,0.3098423
1156-19-0,0.8234096,0.17659038
21187-98-4,0.82198524,0.17801477
1576-35-8,0.597859,0.402141
127-65-1,0.42128932,0.5787107
4083-64-1,0.36637127,0.6336287
80-41-1,0.3117956,0.6882044
6837-93-0,0.88528144,0.11471856
106-43-4,0.22989571,0.7701043
108-89-4,0.3183105,0.6816895
569-65-3,0.13046831,0.8695317
72619-36-4,0.5266328,0.47336724
91-62-3,0.35227948,0.6477205
92-48-8,0.45308858,0.5469114
98519-19-8,0.07893485,0.92106515
1711-06-4,0.47298932,0.5270107
108-44-1,0.22032827,0.7796717
85-72-3,0.7240034,0.27599663
63-99-0,0.6282127,0.37178734
621-29-4,0.4031828,0.5968172
104683-52-5,0.11817205,0.88182795
80834-68-0,0.15773499,0.842265
91-99-6,0.4453662,0.5546338
29218-27-7,0.27898026,0.72101974
108-39-4,0.4353726,0.5646274
88599-49-9,0.9118851,0.0881149
88599-68-2,0.9329146,0.06708539
122277-25-2,0.84855765,0.15144233
1596-09-4,0.45214498,0.547855
57933-19-4,0.122300446,0.87769955
16154-78-2,0.2842303,0.7157697
1147-41-7,0.66560996,0.33439004
956317-36-5,0.52887684,0.47112316
122277-24-1,0.90027493,0.09972505
53988-10-6,0.30417907,0.6958209
399-77-9,0.0553661,0.9446339
1435-71-8,0.63370603,0.36629397
5504-68-7,0.48635918,0.5136408
610-39-9,0.14046764,0.85953236
119-33-5,0.29231334,0.70768666
2445-83-2,0.399701,0.600299
92-36-4,0.33590752,0.6640925
88-44-8,0.8954388,0.1045612
57524-15-9,0.121790946,0.87820905
695-34-1,0.19354904,0.80645096
125055-80-3,0.36300194,0.63699806
108-99-6,0.18419087,0.81580913
1603-41-4,0.14555639,0.8544436
53179-13-8,0.32736987,0.67263013
125055-79-0,0.40832973,0.5916703
82159-09-9,0.55538404,0.44461593
618-85-9,0.33324635,0.66675365
504-15-4,0.5277535,0.47224656
41621-49-2,0.5346807,0.4653193
182349-12-8,0.39993566,0.60006434
874-66-8,0.30296224,0.69703776
27776-01-8,0.41597664,0.58402336
72239-32-8,0.1372059,0.8627941
898566-17-1,0.37016308,0.6298369
50454-68-7,0.24208969,0.7579103
529-19-1,0.35821593,0.6417841
73987-51-6,0.35072982,0.6492702
90-12-0,0.40981668,0.5901833
2853-69-2,0.04956025,0.95043975
7055-03-0,0.63507515,0.36492485
71753-20-3,0.25578153,0.74421847
65871-41-2,0.10250294,0.89749706
71077-34-4,0.892115,0.10788497
95-80-7,0.24082053,0.7591795
99-55-8,0.3957302,0.6042698
95-79-4,0.23955107,0.76044893
136-80-1,0.5306133,0.46938667
93-69-6,0.3054108,0.6945892
135-63-7,0.7720138,0.22798625
614-68-6,0.55992675,0.44007322
131-79-3,0.3568272,0.6431728
584-84-9,0.67263067,0.3273693
28005-74-5,0.30861098,0.691389
4067-01-0,0.31163192,0.6883681
6422-83-9,0.516103,0.48389694
96-98-0,0.64410436,0.35589564
119-32-4,0.17129105,0.82870895
121-14-2,0.30256772,0.6974323
95-48-7,0.28178376,0.71821624
2835-95-2,0.4102351,0.5897649
6775-25-3,0.31820852,0.6817915
59-47-2,0.5918947,0.4081053
6055-48-7,0.3837583,0.6162417
2210-79-9,0.4933846,0.5066154
55543-68-5,0.44797122,0.5520288
14491-59-9,0.32331938,0.6766806
88599-47-7,0.83757174,0.16242826
88599-48-8,0.7984059,0.20159414
88-19-7,0.5684561,0.4315439
95-49-8,0.2910847,0.7089153
95-73-8,0.25161374,0.74838626
7745-91-7,0.17728436,0.82271564
90-33-5,0.5941969,0.40580305
4394-77-8,0.11959225,0.88040775
53083-96-8,0.4759788,0.5240212
2246-44-8,0.38882726,0.61117274
4934-55-8,0.67702603,0.32297394
95-69-2,0.20718312,0.7928169
21787-81-5,0.46049,0.53951
83-34-1,0.37509036,0.62490964
54935-04-5,0.75051636,0.24948364
24283-57-6,0.64583755,0.35416248
64036-72-2,0.25968933,0.74031067
619-15-8,0.14439398,0.855606
2581-34-2,0.27973324,0.72026676
89427-10-1,0.02608198,0.973918
83-40-9,0.51717865,0.48282138
74697-60-2,0.5886371,0.41136292
1570-64-5,0.41337746,0.58662254
174063-87-7,0.7398977,0.26010224
17514-68-0,0.2855258,0.7144742
1084-65-7,0.4872474,0.5127526
69226-39-7,0.81436265,0.18563737
69226-40-0,0.5720897,0.4279103
130-17-6,0.89944863,0.10055139
88599-69-3,0.8271371,0.1728629
14863-40-2,0.030590713,0.9694093
644-62-2,0.71417177,0.28582823
88-51-7,0.89654034,0.103459656
7585-41-3,0.961577,0.038422987
89427-05-4,0.036875308,0.9631247
89427-04-3,0.06070876,0.93929124
1603-40-3,0.12273675,0.87726325
100299-08-9,0.24462652,0.7553735
125055-81-4,0.32131058,0.6786894
2312-76-7,0.34255528,0.6574447
481-42-5,0.5749794,0.42502058
116288-88-1,0.30434972,0.6956503
616-02-4,0.44355118,0.5564488
30516-87-1,0.77286565,0.22713433
3056-17-5,0.74830943,0.25169057
626-48-2,0.6615069,0.3384931
56-04-2,0.39256722,0.6074328
20344-15-4,0.1345604,0.8654396
18591-81-6,0.22727197,0.772728
101708-02-5,0.40139806,0.59860194
101708-01-4,0.5363008,0.46369922
1824-81-3,0.1543532,0.8456468
72-80-0,0.27085233,0.7291477
98967-40-9,0.4280058,0.5719942
1453-58-3,0.3461727,0.6538273
822-36-6,0.2917379,0.7082621
641571-11-1,0.11042476,0.88957524
100365-72-8,0.36246783,0.6375322
121552-61-2,0.5420569,0.45794305
1131-18-6,0.109538496,0.8904615
70803-10-0,0.27834606,0.72165394
125055-64-3,0.11718953,0.8828105
125055-63-2,0.13760531,0.8623947
125055-61-0,0.08174032,0.9182597
125055-65-4,0.20114529,0.7988547
125055-67-6,0.18660277,0.8133972
125055-75-6,0.115505874,0.8844941
122-57-6,0.84369546,0.15630452
32979-83-2,0.832278,0.16772197
25398-39-4,0.3765208,0.6234792
78-98-8,0.6126474,0.38735262
591-12-8,0.534647,0.465353
1013-99-6,0.51199615,0.48800382
10004-44-1,0.48891395,0.51108605
25046-79-1,0.86923146,0.13076854
59-63-2,0.60056037,0.39943963
723-46-6,0.7461283,0.25387165
554-14-3,0.334962,0.665038
101030-71-1,0.49842477,0.50157523
65489-04-5,0.23631924,0.76368076
21342-85-8,0.27817678,0.7218232
148-01-6,0.4811203,0.5188797
823-40-5,0.22783554,0.77216446
35572-78-2,0.4143349,0.5856651
87-60-5,0.33878422,0.6612158
13710-19-5,0.5373498,0.46265015
17737-65-4,0.57832456,0.42167547
606-20-2,0.1616062,0.8383938
19406-51-0,0.34244603,0.657554
497-56-3,0.4541012,0.5458988
83-42-1,0.24587375,0.75412625
608-25-3,0.407354,0.592646
14745-61-0,0.13236135,0.86763865
4467-21-4,0.10898328,0.8910167
321-55-1,0.09061998,0.90938
77605-73-3,0.7255837,0.2744163
89427-03-2,0.08115119,0.9188488
89427-23-6,0.05964309,0.9403569
89427-24-7,0.048521638,0.95147836
17788-00-0,0.24041802,0.759582
52603-48-2,0.41402876,0.58597124
89427-21-4,0.05828893,0.94171107
89427-36-1,0.034243286,0.9657567
89427-40-7,0.023308933,0.97669107
58348-97-3,0.39448363,0.6055164
28782-19-6,0.16262978,0.8373702
89427-31-6,0.0285483,0.9714517
63498-62-4,0.30699986,0.69300014
4228-99-3,0.050014853,0.94998515
75511-25-0,0.4621536,0.5378464
147-61-5,0.70746,0.29254
78415-72-2,0.6480017,0.35199836
119615-63-3,0.34006,0.65994
15878-08-7,0.23168689,0.7683131
520-09-2,0.14200121,0.8579988
6814-58-0,0.21076274,0.78923726
106266-06-2,0.3834113,0.6165887
144598-75-4,0.30426246,0.69573754
1003-52-7,0.17273307,0.82726693
5496-04-8,0.3358124,0.6641876
17364-41-9,0.3613779,0.6386221
524-36-7,0.7291854,0.2708146
73855-29-5,0.7180897,0.28191033
58-56-0,0.8255785,0.17442147
876-85-7,0.52552557,0.47447446
13331-81-2,0.38664156,0.61335844
73987-24-3,0.6871764,0.3128236
73908-94-8,0.6321664,0.36783364
82-82-6,0.8175665,0.18243347
73839-78-8,0.72310185,0.27689815
2856-75-9,0.47981375,0.52018625
59035-98-2,0.35677242,0.6432276
7331-25-1,0.3962983,0.6037017
109293-97-2,0.55718887,0.44281113
39242-73-4,0.33549654,0.66450346
126055-15-0,0.3148902,0.6851098
168152-87-2,0.050365448,0.94963455
63979-28-2,0.36449313,0.63550687
23696-28-8,0.46104336,0.53895664
98-86-2,0.5750773,0.4249227
735-52-4,0.6794821,0.32051793
42018-31-5,0.27378672,0.7262133
968-81-0,0.8517433,0.14825672
91040-94-7,0.68065155,0.31934842
99-03-6,0.6701857,0.32981434
121-89-1,0.4466089,0.5533911
53944-40-4,0.5123961,0.4876039
72492-12-7,0.73264825,0.26735175
40187-51-7,0.67334855,0.32665142
110147-48-3,0.16206509,0.8379349
89-84-9,0.6253246,0.37467542
119851-28-4,0.6307403,0.3692597
1122-62-9,0.4057185,0.5942815
25201-35-8,0.4755348,0.5244652
24691-76-7,0.58215475,0.41784525
5234-68-4,0.53120446,0.4687955
5259-88-1,0.25383878,0.7461612
24691-80-3,0.42992067,0.5700793
75706-12-6,0.40293068,0.5970693
118-71-8,0.42389005,0.57610995
17334-68-8,0.4896841,0.5103159
25506-01-8,0.37211627,0.62788373
78484-11-4,0.3798092,0.6201908
60583-65-5,0.29655057,0.7034494
62-55-5,0.1577599,0.8422401
4104-14-7,0.1346206,0.8653794
364-98-7,0.5085392,0.49146077
142-26-7,0.64179075,0.35820928
104617-50-7,0.34428918,0.6557108
616-91-1,0.44649363,0.5535064
103-84-4,0.6208368,0.3791632
3366-61-8,0.48268676,0.51731324
41506-62-1,0.6881045,0.31189546
103-90-2,0.57567286,0.42432714
121-60-8,0.7121495,0.2878505
5221-42-1,0.55370694,0.44629306
20262-58-2,0.9220147,0.07798529
83003-97-8,0.107058585,0.8929414
24733-81-1,0.2886548,0.7113452
13067-19-1,0.60668063,0.39331934
5254-41-1,0.5419915,0.4580085
2519-30-4,0.9752803,0.024719689
2621-62-7,0.54324406,0.45675594
38411-17-5,0.4879678,0.5120322
110882-70-7,0.2875631,0.7124369
106309-73-3,0.33770233,0.66229767
5663-71-8,0.3880015,0.6119985
140-40-9,0.5619947,0.43800533
17433-31-7,0.33053583,0.6694642
546-88-3,0.60501504,0.394985
637-53-6,0.21897912,0.7810209
55661-38-6,0.21006674,0.78993326
13750-62-4,0.2888977,0.7111023
443-48-1,0.55214286,0.44785714
74298-63-8,0.29257458,0.7074254
59467-70-8,0.26827496,0.73172504
21721-92-6,0.34026265,0.65973735
1943-27-7,0.5861272,0.41387278
2532-91-4,0.48292404,0.51707596
28911-01-5,0.34843767,0.65156233
41394-05-2,0.30041093,0.6995891
19219-99-9,0.26456237,0.73543763
57726-65-5,0.11862224,0.88137776
109543-52-4,0.33807182,0.6619282
144-82-1,0.51394856,0.48605144
25953-19-9,0.889878,0.11012204
65277-42-1,0.28987968,0.7101203
1696-20-4,0.49690866,0.50309134
4091-14-9,0.27090073,0.7290993
24963-29-9,0.46664315,0.53335685
507-09-5,0.1909827,0.8090173
50816-18-7,0.7265317,0.27346832
20206-80-8,0.7581601,0.24183986
21722-83-8,0.7588791,0.24112086
103-45-7,0.79673934,0.20326069
22031-33-0,0.6722342,0.3277658
542-59-6,0.7297838,0.2702162
542-58-5,0.31790727,0.6820927
591-87-7,0.27666605,0.72333395
103-54-8,0.85113716,0.14886285
627-09-8,0.60999566,0.39000434
1001-55-4,0.62393785,0.37606215
957-68-6,0.89094114,0.10905885
140-11-4,0.69523996,0.30476004
326-61-4,0.6269609,0.3730391
93793-83-0,0.33696634,0.66303366
1515-76-0,0.5059881,0.4940119
622-45-7,0.6603233,0.33967668
10519-11-6,0.71270657,0.28729346
83145-58-8,0.55963945,0.44036058
15667-63-7,0.36158115,0.63841885
117568-24-8,0.624897,0.37510303
13838-02-3,0.5141973,0.4858027
90-17-5,0.49039698,0.509603
21757-82-4,0.38925117,0.6107488
74548-80-4,0.40805423,0.59194577
3061-65-2,0.36607355,0.63392645
13031-41-9,0.60479254,0.39520746
36175-10-7,0.7659956,0.23400441
50594-77-9,0.58857274,0.41142723
55981-09-4,0.44115198,0.558848
50-78-2,0.6685975,0.33140248
22494-27-5,0.56504524,0.4349548
322-79-2,0.37695467,0.6230453
79-21-0,0.6037561,0.39624387
63123-39-7,0.56332797,0.43667203
75-36-5,0.39960498,0.600395
31570-04-4,0.5904628,0.4095372
27676-62-6,0.5293897,0.47061032
23288-49-5,0.47277212,0.5272279
68515-88-8,0.62999547,0.37000453
71878-19-8,0.39646977,0.6035302
26741-53-7,0.49436808,0.5056319
85209-91-2,0.6738914,0.3261086
23128-74-7,0.7234771,0.27652287
41484-35-9,0.74769676,0.2523032
118-82-1,0.60505736,0.3949426
6029-54-5,0.478271,0.521729
15721-78-5,0.66363335,0.33636665
78-63-7,0.7003405,0.2996595
2212-81-9,0.8160171,0.18398292
732-26-3,0.65175605,0.34824398
61260-55-7,0.546649,0.45335102
76505-58-3,0.50826454,0.49173543
85438-51-3,0.28465056,0.71534944
73936-91-1,0.7221309,0.2778691
508-02-1,0.52554584,0.4744542
53956-04-0,0.89249086,0.10750915
64019-93-8,0.43219328,0.5678067
2655-19-8,0.08444697,0.91555303
88-27-7,0.25145125,0.74854875
127245-22-1,0.5645869,0.43541312
14078-41-2,0.563359,0.43664095
87-97-8,0.67333865,0.32666138
15520-11-3,0.72434086,0.27565914
84632-59-7,0.61992085,0.38007918
7128-64-5,0.6107056,0.38929436
43064-33-1,0.9053935,0.094606504
53551-74-9,0.56357396,0.43642604
10537-47-0,0.46952176,0.53047824
69425-13-4,0.5495527,0.4504473
1421-49-4,0.7556801,0.24431989
728-40-5,0.4380586,0.5619414
7078-98-0,0.54253227,0.45746773
96489-71-3,0.4904986,0.5095014
110-05-4,0.69905293,0.30094704
3006-86-8,0.6064402,0.3935598
76858-38-3,0.1543274,0.8456726
121-54-0,0.7934747,0.20652534
140-66-9,0.6044669,0.39553308
9002-93-1,0.868555,0.13144499
107-45-9,0.34731185,0.65268815
141-59-3,0.5535601,0.44643992
50539-70-3,0.08515811,0.9148419
3457-61-2,0.70432687,0.2956731
57910-39-1,0.58833647,0.4116635
98319-26-7,0.7012967,0.29870328
515-03-7,0.6213205,0.37867948
22791-19-1,0.04861164,0.95138836
81695-89-8,0.63537633,0.36462364
6320-14-5,0.37858415,0.62141585
53152-21-9,0.12316233,0.8768377
63919-00-6,0.60851717,0.39148286
1455-42-1,0.76054,0.23945996
1568-80-5,0.6840596,0.3159404
36768-62-4,0.20336032,0.7966397
826-36-8,0.15296096,0.84703904
2226-96-2,0.5523555,0.44764444
2896-70-0,0.32438904,0.67561096
110-03-2,0.6927425,0.30725747
76505-59-4,0.19801313,0.8019869
78-67-1,0.44932175,0.55067825
64257-84-7,0.40843666,0.59156334
83105-70-8,0.7467941,0.25320587
5321-32-4,0.45217413,0.5478259
10081-67-1,0.5546373,0.44536266
70321-86-7,0.43949497,0.56050503
1889-67-4,0.47222835,0.52777165
2778-41-8,0.46061474,0.53938526
2778-42-9,0.54275656,0.4572434
2997-92-4,0.3564874,0.6435126
474510-57-1,0.531212,0.468788
721-26-6,0.6536207,0.34637928
80-43-3,0.5615832,0.43841678
59118-21-7,0.39267385,0.60732615
14929-11-4,0.6330061,0.36699393
52508-35-7,0.59168017,0.40831986
6790-58-5,0.50641274,0.49358726
3093-35-4,0.35649467,0.64350533
65323-13-9,0.44530594,0.55469406
3385-03-3,0.8650049,0.13499513
67-73-2,0.78395873,0.21604125
34014-18-1,0.24131829,0.7586817
39196-18-4,0.049563885,0.9504361
24814-29-7,0.4936443,0.5063557
98477-07-7,0.25030065,0.74969935
17578-44-8,0.15236098,0.847639
64632-00-4,0.23670465,0.76329535
55861-78-4,0.12511212,0.8748879
34205-21-5,0.5107223,0.48927772
4849-32-5,0.5934813,0.40651873
113702-04-8,0.103560925,0.8964391
88678-67-5,0.455621,0.544379
83940-41-4,0.34963602,0.650364
95882-64-7,0.35208023,0.6479198
78628-80-5,0.17967188,0.8203281
124978-79-6,0.41460985,0.58539015
101827-46-7,0.1958077,0.8041923
113702-05-9,0.07393724,0.92606276
78327-32-9,0.3853047,0.6146953
55511-98-3,0.6854891,0.31451088
79985-92-5,0.17966914,0.82033086
18470-10-5,0.12068766,0.87931234
84268-33-7,0.77656317,0.22343686
70356-09-1,0.68943834,0.31056163
121-00-6,0.4058938,0.5941062
5902-52-3,0.11310911,0.8868909
60853-38-5,0.33068627,0.6693137
92929-94-7,0.21813208,0.7818679
1634-04-4,0.6773485,0.32265148
39195-82-9,0.39306885,0.60693115
5534-95-2,0.56987274,0.43012723
21087-64-9,0.38519126,0.61480874
39196-10-6,0.43698674,0.56301326
39196-09-3,0.45018017,0.5498198
68955-53-3,0.19133025,0.80866975
68938-07-8,0.7257409,0.27425912
59354-78-8,0.6415881,0.3584119
54423-67-5,0.58310556,0.41689447
100237-68-1,0.5575589,0.4424411
917-92-0,0.45826244,0.54173756
88426-33-9,0.7632582,0.23674178
61925-70-0,0.43436015,0.56563985
98-53-3,0.6147073,0.3852927
49763-96-4,0.50630593,0.49369404
76738-62-0,0.224101,0.775899
75736-33-3,0.27238137,0.72761863
55179-31-2,0.15136373,0.84863627
62965-37-1,0.579826,0.42017397
13221-27-7,0.2806372,0.7193628
66346-01-8,0.4242379,0.5757621
59997-51-2,0.49078804,0.50921196
24473-06-1,0.48761493,0.5123851
13547-70-1,0.31772316,0.68227684
98-06-6,0.59764606,0.40235394
18127-01-0,0.79370594,0.20629406
90729-43-4,0.18000233,0.81999767
98-73-7,0.77179074,0.22820929
67610-51-9,0.24009186,0.75990814
56488-59-6,0.8166357,0.18336427
3101-60-8,0.7828554,0.21714458
2312-35-8,0.7050197,0.29498032
83373-31-3,0.5138306,0.4861694
3671-67-8,0.05924785,0.94075215
16143-18-3,0.83954155,0.16045846
98-29-3,0.50373346,0.49626654
89427-06-5,0.106350124,0.8936499
88-18-6,0.41792387,0.58207613
107551-67-7,0.59281325,0.40718672
109825-47-0,0.23605621,0.7639438
63938-45-4,0.69668806,0.3033119
83-26-1,0.6799863,0.3200137
38083-17-9,0.40011728,0.5998827
43121-43-3,0.4692695,0.5307305
22591-21-5,0.44405246,0.55594754
1492-02-0,0.65640295,0.34359708
2522-81-8,0.5395092,0.4604908
107534-96-3,0.30603826,0.69396174
75-64-9,0.3005293,0.6994707
59227-74-6,0.26399255,0.73600745
4620-70-6,0.5109058,0.4890942
87787-67-5,0.61892635,0.38107365
42200-33-9,0.16491163,0.8350884
27912-14-7,0.24124998,0.75875
51781-21-6,0.15368629,0.8463137
23093-74-5,0.26905823,0.7309418
38363-40-5,0.10955906,0.89044094
35108-88-4,0.33121854,0.66878146
54247-25-5,0.37116927,0.62883073
26921-17-5,0.1840812,0.8159188
68377-91-3,0.2944572,0.7055428
18559-94-9,0.26150668,0.7384933
54240-36-7,0.23954171,0.7604583
21898-19-1,0.22382516,0.77617484
56776-01-3,0.24274695,0.75725305
79645-08-2,0.49038625,0.50961375
60559-94-6,0.3410548,0.6589452
57982-78-2,0.17225349,0.8277465
2160-93-2,0.6336749,0.36632508
112226-61-6,0.4594934,0.5405066
3741-80-8,0.53327495,0.46672505
75-65-0,0.52849805,0.47150195
7665-72-7,0.61433077,0.3856692
1663-39-4,0.66393244,0.33606756
398489-26-4,0.6826925,0.3173075
75-91-2,0.6092478,0.39075223
614-45-9,0.69527984,0.3047202
75-66-1,0.47511876,0.52488124
4098-71-9,0.21326697,0.78673303
7027-11-4,0.26258147,0.73741853
56747-96-7,0.6148821,0.3851179
