CASRN,LD50_xgboost_mordred
21564-60-3,0.26084897
107-41-5,1.477935
10141-15-8,0.86855537
32568-89-1,0.5908301
3407-42-9,0.97626317
5585-52-4,0.3374606
5076-19-7,1.4390701
302-95-4,0.07331395
1403-66-3,0.51310587
26419-73-8,-1.754814
1215-83-4,0.14478338
523-86-4,-0.39722785
6970-59-8,0.78326476
83805-11-2,-0.99490684
6754-13-8,-0.034096602
551-36-0,0.8922985
2275-23-2,-0.81951296
5588-10-3,0.37812927
101-40-6,0.4432926
300-42-5,0.37232262
1199-85-5,0.25707662
6988-20-1,-0.35971177
926-93-2,0.117461756
894079-42-6,0.46739414
57-92-1,0.5718295
66637-32-9,-0.82519716
106358-90-1,-1.1626043
59375-71-2,-1.6019609
59375-66-5,-1.5076543
54266-57-8,-1.1360009
1563-67-3,0.32135457
54266-46-5,-0.74713093
67151-63-7,0.89082474
97-84-7,0.6778223
13115-40-7,0.20645718
5585-67-1,-0.33329916
5585-73-9,0.38271147
521-78-8,0.35544467
84-96-8,0.3227235
70133-85-6,0.27376667
108-16-7,1.2005609
5636-83-9,0.17499109
1225-60-1,0.23997222
22212-93-7,-0.7305608
23915-73-3,0.528553
2449-49-2,0.35663748
20170-20-1,0.49621913
1892-80-4,0.58277446
603-00-9,0.36359623
66637-35-2,-0.32351428
801-52-5,-0.42543796
61738-05-4,0.5030353
34769-67-0,0.3856079
2079-54-1,0.47648165
56393-22-7,0.46167266
64399-29-7,0.46681193
67055-59-8,0.42486155
7635-51-0,0.50032955
3766-60-7,0.681814
68690-89-1,0.31930336
25724-11-2,1.4809304
32358-07-9,0.18882073
10143-67-6,1.4909239
2801-68-5,0.57558084
90-87-9,1.1633317
33419-42-0,0.017802885
67329-03-7,-0.20552783
106065-10-5,0.93973917
74150-27-9,0.42008257
10024-70-1,1.6443135
1589-47-5,1.538975
60676-84-8,0.4218172
73573-87-2,0.45619866
6142-38-7,1.4322425
16777-42-7,0.5016258
22204-53-1,0.48831493
97699-81-5,0.032818817
110599-10-5,0.6557411
110599-11-6,0.6579576
38835-17-5,0.45204085
108912-17-0,0.6176078
52756-25-9,0.47964612
51338-27-3,0.43592358
69806-40-2,0.512891
34885-03-5,1.1534575
55066-48-3,1.1541232
589-92-4,1.1530186
15520-10-2,0.58080155
6280-15-5,1.2128682
2470-73-7,0.22573327
19142-68-8,0.22000973
9046-10-0,1.0963444
1982-49-6,0.57348347
77287-90-2,0.020135127
31291-71-1,1.3345106
18069-17-5,1.3565496
1123-85-9,1.0587021
116287-13-9,0.05492974
112344-52-2,0.17650373
37795-71-4,0.55124086
62571-86-2,0.6038931
13330-31-9,0.56160474
357-56-2,-0.12178999
590-88-5,1.1876923
78-90-0,1.2392553
10171-78-5,1.3273112
29670-17-5,0.35485968
52663-81-7,0.5941901
59182-63-7,0.36790904
5586-87-8,0.23423305
49561-54-8,0.15002987
30007-14-8,0.19302201
1944-12-3,0.7439617
136-69-6,0.5073218
10138-74-6,1.4859605
109-07-9,1.1853812
17590-01-1,0.50924534
75-55-8,0.516329
94-91-7,0.70600563
114460-08-1,0.32285842
537-61-1,0.4021169
3478-94-2,0.49511573
59-96-1,0.13087514
23256-30-6,0.28841275
74277-10-4,1.0919564
2425-66-3,0.1765943
107-89-1,1.5297129
57-55-6,1.8652912
4189-47-3,0.35145888
770-35-4,1.0043834
999-61-1,0.7981663
29053-27-8,0.63875425
2568-25-4,1.1853498
4353-02-0,0.7302145
709-90-0,0.8277103
159264-96-7,0.74491554
303-47-9,0.42921084
19224-26-1,1.2601788
119446-68-3,0.36587793
6423-43-4,0.30392164
75-56-9,1.0870421
1072-43-1,0.6467008
78-89-7,0.48572505
78-87-5,0.7990133
16529-56-9,0.3943407
93-53-8,1.172177
64037-53-2,0.80102354
21267-72-1,0.34522572
3626-56-0,1.076119
78-97-7,0.8374061
1967-16-4,0.4362305
74068-00-1,0.4579549
14838-15-4,0.6615492
50901-84-3,0.22710694
117-27-1,0.32829675
1193-81-3,1.1753298
69056-38-8,0.7842016
65489-05-6,0.36194974
78168-92-0,0.37300274
19408-46-9,1.2470312
56180-94-0,0.91838384
3094-09-5,0.23610222
70886-61-2,0.2882204
598-77-6,0.9397007
55418-56-9,0.32111666
47073-92-7,0.5570931
95719-25-8,0.9836745
80382-23-6,0.40278918
5005-84-5,-0.08905161
55843-86-2,0.43570453
40828-46-4,0.3423672
81265-54-5,0.34837434
56355-17-0,0.4390402
52549-17-4,0.24089244
34691-31-1,0.8427671
56427-43-1,-0.5360173
30087-33-3,0.019634668
53716-49-7,0.01931479
66934-18-7,0.12848902
51234-28-7,0.35868052
55690-47-6,-0.40774247
55689-71-9,-0.16363892
5104-49-4,-0.012109444
31793-07-4,0.30211088
41363-50-2,0.49414155
72619-41-1,0.19922917
158836-71-6,0.4189777
67700-30-5,0.10923751
188416-20-8,0.17828575
1331-41-5,0.6925213
2126-84-3,0.3591647
7654-03-7,0.7092946
33368-94-4,0.5953086
119-51-7,0.67130023
55294-15-0,0.43709448
98-85-1,1.07112
42818-60-0,0.38888273
54335-70-5,-0.66849864
52570-16-8,0.5986333
87757-18-4,0.551884
26129-32-8,0.594608
40843-25-2,0.4491467
105512-06-9,0.45802245
1953-02-2,1.032308
598-78-7,0.6256983
1501-84-4,0.6897514
76-00-6,0.939151
66941-48-8,0.290547
20602-57-7,0.8602127
35782-82-2,0.8343655
20866-13-1,0.39072213
14689-97-5,-0.07691506
2592-62-3,-0.59308165
497-26-7,1.3281041
75-34-3,1.0911217
50765-96-3,-0.15353855
22094-93-5,0.33243594
4957-16-8,1.07583
4474-24-2,0.7576773
465-42-9,-0.03716367
85801-02-1,-0.00746369
70-38-2,1.0984732
50765-94-1,-0.0398913
59263-66-0,0.25864807
33089-61-1,0.30323964
90268-24-9,0.3923761
50765-93-0,0.02704899
627-70-3,0.6013195
4602-84-0,1.4703765
64218-02-6,1.0166215
105-87-3,1.4662029
94238-00-3,-0.008237855
3772-23-4,0.8291402
6358-37-8,0.47460005
95-93-2,1.440919
527-53-7,1.3856072
5384-21-4,0.7767547
89269-64-7,0.6251775
89427-45-2,-0.912461
73840-50-3,0.71737397
1124-11-4,0.69273573
10543-57-4,0.6666111
1709-70-2,0.5979722
40580-62-9,0.6488568
121-21-1,0.5976735
23031-36-9,0.8136884
97-11-0,0.46770018
27223-49-0,0.85833883
477-33-8,0.3461063
29171-21-9,0.9669951
82508-32-5,-0.19069979
2686-99-9,-0.054342717
3971-89-9,-0.001151747
98124-08-4,0.57390857
86780-90-7,0.50590837
5585-39-7,1.0908625
459-80-3,1.2467437
1786-08-9,1.3677582
110-93-0,1.2577201
586-62-9,1.4204634
68555-58-8,1.4087684
137927-76-5,0.69017196
1191-16-8,1.5470774
13884-43-0,0.53295636
97-36-9,0.9111667
78-32-0,0.35821554
95-63-6,1.5798893
938-18-1,0.9888854
88-05-1,0.8617489
108-75-8,0.858149
78-30-8,1.0688876
27945-43-3,0.4062859
700-13-0,1.1138803
14667-55-1,0.8062694
28730-17-8,0.5723092
73622-67-0,0.6044847
18869-73-3,0.44921154
2169-64-4,0.732905
96-69-5,0.7628215
96-66-2,0.8384305
41208-07-5,0.46271083
1445-23-4,0.84846157
1218-35-5,-0.33558354
59708-57-5,0.5182509
2487-01-6,-0.27111664
79006-76-1,-0.31985044
96515-74-1,0.12315559
50588-13-1,-0.16071676
50700-72-6,-0.27108407
34388-29-9,0.78028977
121-29-9,0.226714
26002-80-2,0.5605285
70-43-9,0.31264248
23031-38-1,0.83052254
72963-72-5,0.5271184
14297-81-5,0.79647523
124416-41-7,-0.5236432
14901-07-6,0.9931642
25812-30-0,0.85491437
80-26-2,1.2789416
78-70-6,0.9293105
315-18-4,-0.66543806
2032-65-7,-0.49836782
2635-10-1,-0.2224845
2655-14-3,0.1436539
2425-10-7,-0.13677345
671-04-5,-0.09793183
66871-56-5,0.34478197
6392-46-7,-0.22746933
79006-73-8,-0.42123264
23103-98-2,-0.5946383
548-84-5,0.10441277
38035-28-8,-0.26476768
59669-26-0,-0.63962996
68789-90-2,-0.6114253
50765-87-2,-0.17109199
100751-82-4,-0.04675149
88296-62-2,0.30878067
68789-93-5,-0.38790968
123252-99-3,0.38568917
50528-97-7,0.3287246
61676-87-7,0.6460669
58011-68-0,0.36076683
25505-97-9,0.46022052
24303-87-5,-0.2765291
55-37-8,-0.43593413
64011-88-7,-0.68150973
18694-40-1,0.45437267
73590-58-6,0.44296795
21829-25-4,0.8010744
71653-63-9,0.19148813
88046-00-8,0.6613938
484-12-8,0.5698265
50563-36-5,0.6091329
77732-09-3,0.2539602
24280-93-1,0.5921571
132203-70-4,0.1765884
62751-73-9,-0.40967834
67369-99-7,0.023429725
6962-44-3,0.7464892
38168-64-8,0.11669767
139958-16-0,0.55728877
60568-05-0,0.6065612
4619-66-3,0.9788162
99522-79-9,0.2501629
73698-59-6,0.49642044
89226-75-5,-0.27032727
91599-74-5,0.03933138
68483-33-0,-0.32133937
30748-29-9,0.42137954
59204-74-9,1.0523591
63704-66-5,-0.20421332
5205-11-8,1.3072693
107-86-8,1.1582711
4479-75-8,1.0239305
101030-72-2,0.88860154
541-47-9,1.1620394
26485-81-4,0.7281222
137927-77-6,0.61261666
137927-78-7,0.6085707
1752-30-3,0.20284958
67-64-1,1.2690233
2082-81-7,1.3540945
109-16-0,1.057267
99-48-9,1.0297196
814-78-8,0.99172646
110-13-4,1.1739647
123-54-6,1.3614932
86-92-0,0.71236295
93-68-5,1.0127641
20139-55-3,0.75826865
5185-97-7,1.5939784
128-80-3,0.5760743
108-38-3,1.3382664
68908-87-2,1.2624081
6613-44-1,0.90490097
108-69-0,0.6585396
1665-48-1,0.72716135
17291-89-3,0.6132524
13730-09-1,1.05586
95-78-3,0.7954387
21436-96-4,0.7709374
73839-60-8,0.3407557
3761-53-3,1.1327415
89-87-2,0.9529784
105-67-9,0.78832084
80567-67-5,0.7099222
589-93-5,0.7176613
108-47-4,0.7949227
95-47-6,1.3710579
95-64-7,0.79968154
95-65-8,0.9248329
72364-91-1,0.32586095
1799-79-7,-0.567438
17291-84-8,0.53081626
87-62-7,0.79860663
88069-67-4,0.22531424
5294-61-1,0.45864153
77191-36-7,0.73922056
7361-61-7,0.19468002
72-57-1,1.1250137
30544-72-0,0.39011344
67129-08-2,0.5304019
576-26-1,0.9779852
47465-97-4,-0.14327809
3875-72-7,0.251945
6360-54-9,0.799895
21894-02-0,1.3841647
4418-66-0,0.3856777
5825-79-6,0.6570375
122-00-9,1.1780263
625-84-3,0.77605027
67-51-6,0.7003277
123-32-0,0.6620879
147160-51-8,0.93068206
147160-52-9,0.74059826
53112-28-0,0.6618234
108-50-9,0.8472598
25724-50-9,0.5912651
95-26-1,0.80090785
2216-45-7,1.2287232
64039-28-7,0.70778865
5724-56-1,1.1161823
61-68-7,0.5438278
50892-23-4,0.4141549
89427-22-5,-0.5905451
1901-26-4,1.1258184
28802-49-5,1.1282892
47000-92-0,0.16182992
72-44-6,0.6194077
963-34-8,0.3731371
3214-64-0,0.5097998
28562-70-1,1.0229541
21312-10-7,0.8069275
65183-11-1,0.6134075
6358-85-6,0.4706514
13051-49-5,0.7488815
57-97-6,1.18901
62450-06-0,0.20792988
5910-89-4,0.75877583
74050-94-5,0.9333599
10049-83-9,1.1244221
73840-49-0,0.42364737
15911-15-6,0.46311897
431-03-8,1.0421662
55290-64-7,0.45537242
6092-18-8,0.516661
67-03-8,0.4895636
21452-18-6,0.67987585
17433-39-5,0.49498406
10268-78-7,0.893008
4321-69-1,0.9825833
5003-48-5,0.86973596
19249-34-4,0.9520544
13256-19-4,0.50151646
111-21-7,1.4120882
111-55-7,1.5073757
7250-71-7,0.83654904
869-29-4,0.75435585
10140-75-7,0.1311194
5459-90-5,0.36439478
108-24-7,1.1115298
115-33-3,0.22850598
14008-48-1,0.5125759
1466-82-6,1.0141052
2678-29-7,0.72208536
128-37-0,0.8083992
66575-29-9,-0.31612524
356-12-7,-0.89965135
27726-31-4,0.30516636
98-51-1,1.3137932
15148-80-8,0.43337753
36556-75-9,0.41022566
75-97-8,1.1482958
3204-27-1,-0.31837672
5902-51-2,0.5738649
540-88-5,1.6164551
26944-48-9,0.3954625
4785-72-2,-0.7744908
22791-20-4,-0.47260076
20417-83-8,-0.16472141
16339-21-2,0.38653696
3056-93-7,0.1850974
2889-58-9,0.9070759
2094-99-7,0.82375634
78-59-1,1.0610019
471-01-2,1.1208628
19213-12-8,0.48949048
17191-84-3,0.25878662
2873-97-4,0.8965093
74277-15-9,0.42606592
123-42-2,1.3472093
5986-38-9,0.74509275
1118-39-4,0.825461
103-07-1,1.2041167
151-05-3,1.1956114
13466-78-9,1.3289318
147-47-7,0.8759076
15545-38-7,1.007625
80-56-8,1.4558183
15440-51-4,0.9946685
15545-42-3,0.9208434
82657-04-3,-0.72194564
79538-32-2,-0.53076077
128-51-8,1.121178
4478-63-1,1.2008013
18172-33-3,-0.24486533
642-78-4,0.9621417
1847-24-1,0.64647657
13412-64-1,1.0586411
23930-19-0,0.73045
507-59-5,-1.1199913
507-60-8,-1.206519
18470-08-1,-0.25059664
13265-01-5,0.47808543
1920-21-4,0.9592165
17702-57-7,-0.679387
14144-91-3,-0.45412454
64050-03-9,-0.6734104
82875-36-3,0.7410151
6923-22-4,-1.4590855
49564-57-0,0.73265046
5248-39-5,0.5652216
3566-00-5,-0.38476595
64748-15-8,0.1720538
14628-06-9,-0.22939272
4116-10-3,0.5753495
51481-61-9,0.23976627
34839-70-8,0.36587074
14260-40-3,0.23795012
21787-80-4,0.32764384
1129-41-5,0.7065187
21124-13-0,0.45681742
57647-53-7,0.35897785
644-64-4,-0.21405329
58-15-1,0.48257306
98617-19-7,0.26201653
141-66-2,-1.392197
1165-48-6,-0.001825965
69884-15-7,0.19143376
68104-02-9,0.34759793
2867-47-2,0.9705308
102410-39-9,0.37318423
341-69-5,0.19230953
74758-13-7,0.38832775
31635-40-2,0.383616
99-97-8,0.5546336
55-80-1,0.6858786
21540-35-2,0.4290462
7203-89-6,0.33333558
15545-48-9,0.3412498
28217-97-2,0.35311452
132147-50-3,0.4652568
535-89-7,0.39136675
20240-98-6,0.33651254
5810-11-7,0.4767018
32150-76-8,0.30431786
63979-29-3,0.548413
3789-78-4,0.84084666
21677-26-9,0.8322727
127-19-5,0.9983809
1933-50-2,0.32186997
87344-16-9,0.33509392
6493-05-6,0.38702187
68-89-3,0.64072424
88338-63-0,0.291204
25601-84-7,-1.5757419
22787-53-7,-1.3447623
54473-31-3,-0.83621734
98124-07-3,0.46060926
87344-06-7,0.5953156
550-28-7,0.47451222
36304-84-4,0.16444673
62783-50-0,0.25222093
62783-49-7,0.32396197
26155-31-7,0.15563282
62783-48-6,0.4638917
80-11-5,0.45163146
31642-65-6,0.29290414
93738-40-0,0.54848075
64092-48-4,0.56304455
30652-11-0,0.99643344
27223-35-4,0.25594985
79442-83-4,0.6084221
60-80-0,0.70574754
64049-33-8,0.4940487
71561-11-0,0.63453615
34375-78-5,0.5689046
83-07-8,0.5527154
7417-67-6,0.3834171
3196-50-7,0.12827745
60-31-1,0.5596733
16006-75-0,0.59354055
64011-84-3,-0.62595004
298-01-1,-0.8890069
57846-35-2,-0.03569411
55-38-9,-0.6231984
14086-35-2,-1.0150353
3761-42-0,-0.67195153
83-79-4,0.1130925
4433-79-8,0.4570742
65008-94-8,0.48655516
30011-11-1,0.4883858
5826-85-7,-0.3372455
2255-17-6,-1.4492446
122-14-5,-0.6195622
51356-08-2,-1.1011319
22620-72-0,-1.1099321
2703-61-9,-0.35084897
72732-56-0,0.5155118
58186-27-9,0.97195095
153-87-7,0.19485657
82875-38-5,0.7002062
185119-76-0,0.46002644
13265-60-6,-0.42489028
1741-11-3,-0.4243637
3566-76-5,0.23030546
3344-14-7,-1.136079
30560-19-1,-0.12641111
22502-03-0,1.2353048
3131-27-9,0.87899375
42924-53-8,1.022133
122-48-5,0.9302552
39562-22-6,0.66483784
105-45-3,1.466449
122-84-9,1.2276589
5437-98-9,0.70326686
3610-27-3,1.5148911
629-38-9,1.545825
110-49-6,1.693593
93-51-6,1.2104335
99-75-2,1.3246685
13684-63-4,0.8852209
80-48-8,0.85206443
80689-16-3,0.63481915
23287-26-5,1.0376904
14205-39-1,1.097441
73698-62-1,0.57599443
82-57-5,0.45883325
64037-75-8,0.7970543
64037-74-7,0.7587305
50-07-7,-0.3304467
20168-99-4,0.31150514
27035-30-9,0.16208154
65189-78-8,-0.41837317
53164-05-9,0.16038172
62751-72-8,-0.39814946
67369-98-6,-0.39203542
60051-79-8,-0.21523832
31230-24-7,0.7667082
94125-34-5,0.69033825
5652-84-6,0.5626438
38205-64-0,0.6832147
22862-76-6,0.7387302
82273-25-4,0.8912485
93-28-7,0.82372415
2636-25-1,-0.65143293
23793-23-9,0.9276245
161193-03-9,0.9400009
3120-74-9,0.67736965
14143-28-3,0.7409417
1671-49-4,1.0623131
122836-35-5,0.095180444
4786-19-0,0.7472087
563-47-3,0.96271974
78-85-3,0.6714165
126-98-7,0.45156077
30950-27-7,0.67272586
79-39-0,1.0350318
923-02-4,1.0992682
19243-95-9,0.767986
2164-09-2,0.7308578
79-41-4,1.0848508
4513-53-5,0.61273074
30674-80-7,0.8629206
52628-03-2,1.1496282
1464-69-3,0.7890374
1888-94-4,0.649258
96-05-9,1.1938261
2495-37-6,1.1866041
23395-20-2,-0.25713086
58458-52-9,0.89482534
58458-54-1,0.8295653
58458-56-3,0.6043742
756-91-2,-0.09648671
89-25-8,0.7436301
123312-89-0,0.66701674
1071-73-4,1.3480998
853-34-9,0.45053193
5471-51-2,0.9699782
123-76-2,1.3360262
2610-86-8,0.09874396
152-72-7,-0.0012682127
81-82-3,-0.116269805
53460-80-3,0.47286728
102-01-2,1.0257884
93-70-9,0.8176238
78-95-5,0.31931692
108-88-3,1.1995912
21173-27-3,0.752372
72239-30-6,0.19212666
589-18-4,1.0878204
622-97-9,1.3064115
104-87-0,1.1806915
104-85-8,0.9087329
80834-73-7,0.17723209
80834-70-4,0.12698957
720-94-5,0.2459576
6138-79-0,0.11628164
56461-34-8,-0.27617067
63980-34-7,0.687092
637-60-5,0.4303086
622-58-2,1.1598688
1631-28-3,0.7066073
99-99-0,0.7213409
26447-14-3,1.0965422
137927-72-1,0.6118463
614-34-6,1.2225388
607-88-5,0.93250036
1424-48-2,0.85701317
70-55-3,1.0376539
21187-98-4,0.4336286
1576-35-8,0.87888795
127-65-1,0.7641084
4083-64-1,1.0080142
80-41-1,0.7538119
6837-93-0,1.2194684
106-43-4,1.2359904
108-89-4,0.5963912
569-65-3,0.23888496
72619-36-4,-0.0520959
91-62-3,0.8538783
92-48-8,1.0819825
1711-06-4,0.96902454
108-44-1,0.49828845
85-72-3,0.8535023
63-99-0,0.9429841
621-29-4,1.0579517
104683-52-5,0.41582906
80834-68-0,0.022901384
91-99-6,0.9014791
29218-27-7,0.4471228
108-39-4,0.7612271
1596-09-4,0.9332303
57933-19-4,-0.015270224
16154-78-2,0.32530302
1147-41-7,0.9005458
53988-10-6,0.518639
399-77-9,-0.5663755
5504-68-7,0.62396896
610-39-9,0.22124067
119-33-5,0.82771695
2445-83-2,0.91914755
92-36-4,0.5048208
88-44-8,1.5933975
57524-15-9,0.02656072
695-34-1,0.29370824
108-99-6,0.5803436
1603-41-4,0.4258637
53179-13-8,0.79070795
82159-09-9,0.52023435
618-85-9,0.5582435
504-15-4,0.84526724
41621-49-2,0.7075513
182349-12-8,0.17833835
874-66-8,0.78623545
27776-01-8,1.1602747
72239-32-8,0.18442309
50454-68-7,0.35556617
529-19-1,0.9116149
73987-51-6,1.1057488
90-12-0,1.2594072
2853-69-2,0.2739227
7055-03-0,0.8955808
71753-20-3,0.17565061
65871-41-2,0.7245198
71077-34-4,1.1477919
95-80-7,0.48289737
99-55-8,1.1484549
95-79-4,0.7015627
136-80-1,0.8546398
93-69-6,0.2886922
614-68-6,1.0776045
131-79-3,0.6633235
584-84-9,1.1160525
28005-74-5,0.954429
4067-01-0,0.7458644
6422-83-9,0.66511464
119-32-4,0.81993103
121-14-2,0.3502102
95-48-7,0.7749487
2835-95-2,0.54782194
6775-25-3,0.4083696
59-47-2,1.1423414
6055-48-7,0.6687762
2210-79-9,1.0854161
55543-68-5,1.0203595
14491-59-9,0.759109
88-19-7,1.1690949
95-49-8,1.1320844
95-73-8,0.93598247
7745-91-7,0.5906982
90-33-5,0.8016458
4394-77-8,-0.4830397
53083-96-8,0.25204453
2246-44-8,0.6873311
4934-55-8,0.7541908
95-69-2,0.65248054
21787-81-5,0.8470791
83-34-1,0.8254923
24283-57-6,0.23239665
64036-72-2,0.63379246
619-15-8,0.39566025
2581-34-2,1.0026313
89427-10-1,-0.9530253
83-40-9,1.0949831
1570-64-5,0.62200546
17514-68-0,0.81268823
69226-39-7,0.8464884
69226-40-0,0.7241347
14863-40-2,-0.8707122
644-62-2,0.48474014
88-51-7,1.4071676
89427-05-4,-0.6629517
89427-04-3,-0.9113979
1603-40-3,0.39646557
100299-08-9,0.65032977
2312-76-7,-0.2685075
481-42-5,0.7924045
116288-88-1,0.6566961
616-02-4,0.7714681
30516-87-1,0.6306856
3056-17-5,0.6004039
626-48-2,1.111046
56-04-2,0.8126676
20344-15-4,0.21262005
18591-81-6,0.40075347
1824-81-3,0.4008161
72-80-0,0.7108807
1453-58-3,0.6667832
822-36-6,0.87081575
641571-11-1,0.1838884
100365-72-8,0.8645754
1131-18-6,0.54576516
70803-10-0,0.6649015
122-57-6,1.0426224
32979-83-2,0.90091723
25398-39-4,1.0135957
78-98-8,0.5389385
591-12-8,0.8317262
1013-99-6,1.0348363
10004-44-1,0.74542224
59-63-2,0.5036737
723-46-6,1.0360221
554-14-3,0.8697838
101030-71-1,0.637781
65489-04-5,0.28873926
21342-85-8,0.5917017
148-01-6,0.37102893
823-40-5,0.13110116
35572-78-2,0.22843686
87-60-5,0.77381545
13710-19-5,0.4717595
17737-65-4,0.5400106
606-20-2,0.5539082
19406-51-0,0.7379513
497-56-3,0.1304396
83-42-1,0.91928023
608-25-3,0.9341071
4467-21-4,-0.47018117
321-55-1,-0.46499074
77605-73-3,0.43737054
89427-03-2,-0.9487795
89427-23-6,-0.82608855
89427-24-7,-0.89897215
89427-21-4,-1.0569109
89427-36-1,-1.3515266
89427-40-7,-0.620806
58348-97-3,0.586083
28782-19-6,0.3700358
89427-31-6,-1.0661681
63498-62-4,0.8469513
4228-99-3,-1.3017722
147-61-5,1.2988862
78415-72-2,0.9340255
119615-63-3,0.27534446
15878-08-7,0.71265924
520-09-2,0.15431578
6814-58-0,0.10961489
106266-06-2,-0.29490924
144598-75-4,-0.28863704
1003-52-7,0.60073006
17364-41-9,0.94044644
524-36-7,1.0208722
58-56-0,1.1476343
876-85-7,1.0170988
13331-81-2,0.7503735
73987-24-3,0.47669902
73908-94-8,0.80841935
82-82-6,1.2184511
73839-78-8,0.77782905
2856-75-9,0.56176066
59035-98-2,0.5092692
7331-25-1,0.17653888
109293-97-2,0.7154977
39242-73-4,0.52357364
126055-15-0,0.9655045
63979-28-2,0.82746226
23696-28-8,0.6943176
98-86-2,1.135949
735-52-4,0.42114073
42018-31-5,0.6618487
99-03-6,0.79844123
121-89-1,0.9516453
53944-40-4,0.67092353
72492-12-7,0.66293263
40187-51-7,0.97555184
110147-48-3,0.3387053
89-84-9,1.0836931
1122-62-9,0.8326064
25201-35-8,0.6778328
24691-76-7,0.72846043
5234-68-4,0.76292974
5259-88-1,0.7248546
24691-80-3,0.68462235
75706-12-6,0.37505898
118-71-8,0.8354666
17334-68-8,0.43475023
25506-01-8,0.5882007
60583-65-5,0.8802752
62-55-5,0.26942244
4104-14-7,-0.31727153
364-98-7,0.571019
142-26-7,1.6712061
616-91-1,1.0332689
103-84-4,0.9107652
3366-61-8,0.5858404
103-90-2,0.98563707
5221-42-1,1.0907365
83003-97-8,-0.7946183
13067-19-1,0.87383443
2621-62-7,0.7998144
38411-17-5,0.8921664
110882-70-7,0.6754141
5663-71-8,0.98810625
17433-31-7,0.8409245
546-88-3,1.3535297
637-53-6,0.4486775
55661-38-6,0.18720697
13750-62-4,0.5994796
443-48-1,0.83196217
74298-63-8,0.5924476
59467-70-8,0.48771742
21721-92-6,0.202687
1943-27-7,0.50226957
2532-91-4,0.6667258
41394-05-2,0.62702084
57726-65-5,0.2190867
109543-52-4,0.72804284
144-82-1,1.0090759
65277-42-1,0.1376172
1696-20-4,1.1878986
4091-14-9,0.9387827
507-09-5,0.66150194
20206-80-8,0.32065555
21722-83-8,1.5214546
103-45-7,1.3988441
22031-33-0,0.7102951
542-59-6,1.6542892
542-58-5,0.29691565
591-87-7,0.76447105
103-54-8,1.1807269
627-09-8,0.35455275
1001-55-4,0.59985274
140-11-4,1.2499198
326-61-4,0.80058455
93793-83-0,0.64974153
1515-76-0,1.053121
622-45-7,1.5038068
83145-58-8,0.7851518
15667-63-7,0.5558527
117568-24-8,0.5000524
13838-02-3,0.7464388
90-17-5,0.8684697
21757-82-4,0.78922904
74548-80-4,0.105019085
3061-65-2,0.42779812
13031-41-9,0.83588046
50594-77-9,0.44049823
50-78-2,0.99294305
22494-27-5,0.50814307
322-79-2,0.31427088
79-21-0,1.0263166
63123-39-7,0.65004814
75-36-5,0.75466347
68515-88-8,0.63136894
71878-19-8,0.43124574
26741-53-7,0.3377355
41484-35-9,0.49661702
6029-54-5,0.2935718
15721-78-5,0.6911266
732-26-3,0.81587714
61260-55-7,0.5848028
76505-58-3,0.5052427
85438-51-3,0.28259563
64019-93-8,0.5269871
2655-19-8,-0.14584255
88-27-7,0.2463161
87-97-8,0.78073305
43064-33-1,1.0695609
10537-47-0,0.2974975
69425-13-4,0.4119726
1421-49-4,0.59763217
728-40-5,0.2578733
96489-71-3,0.7786365
3006-86-8,1.122122
76858-38-3,-0.87783164
121-54-0,0.34423628
140-66-9,0.7826075
9002-93-1,0.99883884
107-45-9,0.41557676
141-59-3,1.2314923
50539-70-3,-0.39472508
3457-61-2,0.9511816
57910-39-1,0.4630241
98319-26-7,0.060254563
6320-14-5,0.32599232
63919-00-6,0.9917159
36768-62-4,0.4949684
826-36-8,0.670359
2226-96-2,0.9377119
2896-70-0,0.56447685
76505-59-4,0.77536386
78-67-1,0.029174283
64257-84-7,0.28410974
2778-42-9,0.7212957
2997-92-4,0.38409963
721-26-6,0.7338917
80-43-3,0.80197
14929-11-4,0.5294287
52508-35-7,0.5205638
65323-13-9,0.63863003
34014-18-1,0.41016895
39196-18-4,-1.1226405
24814-29-7,0.45684457
98477-07-7,0.51545423
17578-44-8,0.39984733
64632-00-4,0.050392237
55861-78-4,-0.15380315
34205-21-5,-0.20786321
4849-32-5,0.14045756
83940-41-4,0.14691813
124978-79-6,0.3689612
55511-98-3,0.3653168
79985-92-5,-0.45310676
18470-10-5,0.0903632
121-00-6,1.0121307
5902-52-3,-0.18240903
60853-38-5,0.39697817
92929-94-7,0.3245233
1634-04-4,1.3227836
39195-82-9,0.27004012
21087-64-9,0.41580406
39196-10-6,0.42781976
39196-09-3,0.6691667
68955-53-3,0.49361455
68938-07-8,1.2103628
59354-78-8,1.1485666
61925-70-0,0.48711485
98-53-3,1.0529234
76738-62-0,0.6267444
75736-33-3,0.4162177
13221-27-7,0.44774297
66346-01-8,0.7411502
59997-51-2,0.5518314
24473-06-1,0.6741955
13547-70-1,1.0150996
98-06-6,1.3605868
18127-01-0,1.1405853
98-73-7,0.9452551
56488-59-6,0.7612623
2312-35-8,0.6938444
3671-67-8,-0.65288246
98-29-3,0.8603826
89427-06-5,-0.5953872
88-18-6,0.98393047
107551-67-7,0.87531954
109825-47-0,-0.28015164
63938-45-4,0.6015981
83-26-1,0.69812995
38083-17-9,0.30945426
43121-43-3,0.4647904
