CASRN,SMILES,logLD50_mmolkg,verytoxic,toxic,EPA_category,GHS_category
3131-27-9,COCc1c(CO)cnc(C)c1O,1.069496396679325,,0.0,3.0,5.0
104-20-1,COc1ccc(CCC(C)=O)cc1,,,0.0,4.0,5.0
42924-53-8,COc1ccc2cc(CCC(C)=O)ccc2c1,1.2303429351174726,,0.0,3.0,5.0
122-48-5,COc1cc(CCC(C)=O)ccc1O,1.1233033957969387,,0.0,3.0,5.0
39562-22-6,COCCOC(=O)C(=Cc1cccc([N+](=O)[O-])c1)C(C)=O,1.2317818110856908,,0.0,4.0,5.0
105-45-3,COC(=O)CC(C)=O,1.3467276392569931,,0.0,3.0,5.0
122-84-9,COc1ccc(CC(C)=O)cc1,1.3070605012054273,,0.0,3.0,5.0
5437-98-9,COc1ccc(NC(=O)CC(C)=O)cc1,0.9139983900990807,,1.0,3.0,4.0
52793-11-0,COc1ccc(Cl)cc1NC(=O)CC(C)=O,,,0.0,3.0,5.0
3610-27-3,COCCOCCOCCOC(C)=O,1.7270239967139447,,0.0,4.0,5.0
629-38-9,COCCOCCOC(C)=O,1.8677204945027088,,0.0,4.0,5.0
110-49-6,COCCOC(C)=O,1.0245424562839562,,1.0,3.0,4.0
93-51-6,COc1cc(C)ccc1O,0.7288305350795679,,1.0,3.0,4.0
99-75-2,COC(=O)c1ccc(C)cc1,1.3419105154517357,,0.0,3.0,5.0
13684-63-4,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,1.1244844127719276,,0.0,3.0,5.0
80-48-8,COS(=O)(=O)c1ccc(C)cc1,0.2627000716846363,,1.0,2.0,4.0
55232-81-0,COc1ccc(Cl)cc1N/C(=N/C1CCCCC1)c1ccccc1C,,,1.0,3.0,4.0
80689-16-3,COc1cc(C)c2[nH]c(=O)sc2c1,1.58909373345849,,0.0,4.0,5.0
25956-17-6,COc1cc(S(=O)(=O)O)c(C)cc1N=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12,,,0.0,4.0,5.0
23287-26-5,COC(=O)c1cccc(C)c1O,1.3637629234525686,,0.0,3.0,5.0
14205-39-1,COC(=O)C=C(C)N,1.1843166187985699,,1.0,3.0,4.0
68779-00-0,COC(=O)C=C(C)N[C@@H](C(=O)O)c1ccc(O)cc1,,,0.0,3.0,5.0
943-88-4,COc1ccc(C=CC(C)=O)cc1,,,0.0,4.0,5.0
73698-62-1,COc1ccc(C(=O)CCC(=O)O)c2cc(C)oc12,0.9157200383115938,,0.0,3.0,5.0
82-57-5,COc1c2ccoc2cc2oc(C)cc(=O)c12,0.5579821631453252,,1.0,3.0,4.0
17392-83-5,COC(O)C(C)=O,,,0.0,3.0,5.0
64037-75-8,COC(=O)CCC(Cl)C(C)=O,1.0596240304797866,,0.0,3.0,5.0
64037-74-7,COC(=O)CCC(Br)C(C)=O,0.4297178707661197,,1.0,3.0,4.0
13515-40-7,COc1ccccc1NC(=O)[C@H](N=Nc1ccc(Cl)cc1[N+](=O)[O-])C(C)=O,,,0.0,4.0,5.0
82199-12-0,COc1ccccc1N=N[C@H](C(C)=O)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,,,0.0,3.0,5.0
61320-65-8,COC(=O)c1sc(N)c(C#N)c1C,,,0.0,3.0,5.0
50-07-7,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,-1.047056691595658,,1.0,1.0,2.0
75511-23-8,COc1ccc2[nH]c(C)c(CC(=O)OCC(=O)O)c2c1,,,0.0,3.0,5.0
82875-41-0,COc1ccccc1-c1nc(C)c(C(N)=O)s1,,,0.0,4.0,5.0
20168-99-4,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1,0.41093701075166045,,1.0,3.0,4.0
67370-00-7,COc1ccc2c(c1)c(CC(=O)NC1CCCC1)c(C)n2C(=O)c1ccc(Cl)cc1,,,0.0,4.0,5.0
27035-30-9,COc1ccc2c(c1)c(CC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,-0.6793906205155441,,1.0,2.0,3.0
65189-78-8,COc1ccc2c(c1)c(CC(=O)OCC(C(=O)O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,-0.5579829980503105,,1.0,2.0,3.0
53164-05-9,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,-1.235099407857713,,1.0,1.0,2.0
62751-72-8,COc1ccc2c(c1)c(CC(=O)OCOC(=O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,-0.8285777998635738,,1.0,2.0,3.0
67369-98-6,COc1ccc2c(c1)c(CC(=O)Oc1cccc(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,-0.21346843647088876,,1.0,2.0,4.0
60051-79-8,COc1ccc2c(c1)c(CC(=O)Oc1cccc(Cl)c1)c(C)n2C(=O)c1ccc(Cl)cc1,-0.13907862532328363,,1.0,2.0,4.0
31230-24-7,COC(=O)c1ccc(NC(C)=O)o1,0.8163434978878825,,1.0,3.0,4.0
79510-48-8,COc1nc(C)n/c(=N\C(O)=N\S(=O)(=O)c2ccccc2C(=O)O)[nH]1,,,0.0,4.0,5.0
94125-34-5,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,0.3712640217964512,,1.0,3.0,4.0
82097-50-5,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,,,0.0,4.0,5.0
5652-84-6,COC(C)=NC#N,0.6437926047043503,,1.0,2.0,4.0
38205-64-0,COc1cnc(C)s1,0.9857012852778361,,1.0,3.0,4.0
22862-76-6,COc1ccc(CC2NCC(O)C2OC(C)=O)cc1,-0.566419486246275,,1.0,2.0,3.0
82273-25-4,COc1ccccc1OCCOC(=O)c1ccccc1OC(C)=O,0.9485042038467653,,0.0,3.0,5.0
93-28-7,C=CCc1ccc(OC(C)=O)c(OC)c1,0.9083414653710473,,1.0,3.0,4.0
64485-93-4,CON=C(C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,,,0.0,4.0,5.0
2636-25-1,CSc1ccc(OP(C)(C)=S)cc1C,-0.1484915994053055,,1.0,2.0,3.0
23793-23-9,CSCc1cnc(C)c(O)c1CO,1.334015637777609,,0.0,3.0,5.0
161193-03-9,CSCCC(OC(C)=O)C(=O)O,1.085381136214387,,0.0,3.0,5.0
3120-74-9,CSc1ccc(O)cc1C,1.3432987950476558,,0.0,3.0,5.0
66505-63-3,CSc1nc(N)c2c(C)coc2n1,,,0.0,4.0,5.0
14143-28-3,Cc1cc(O)ccc1S(C)=O,1.3130242916058354,,0.0,3.0,5.0
1671-49-4,Cc1ccc(S(C)(=O)=O)cc1[N+](=O)[O-],0.6369788380607087,,1.0,3.0,4.0
106904-09-0,Cc1c(S(C)(=O)=O)ccc(C(=O)O)c1Cl,,,0.0,4.0,5.0
122836-35-5,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,0.8676763721232741,,0.0,3.0,5.0
763-32-6,C=C(C)CCO,,,0.0,4.0,5.0
4786-19-0,C=C(C)CC#N,0.8232765254233458,,1.0,3.0,4.0
62599-49-9,C=C(C)C[C@@H]1CCCCCCCCCCC1=O,,,0.0,3.0,5.0
563-47-3,C=C(C)CCl,0.9714930092922981,,1.0,3.0,4.0
78-85-3,C=C(C)C=O,0.30046577949860565,,1.0,2.0,3.0
126-98-7,C=C(C)C#N,0.2525169809082993,,1.0,2.0,3.0
30950-27-7,C=C(C)[C@@H]1CC=C(CN=O)CC1,1.179835335554091,,0.0,3.0,5.0
79-39-0,C=C(C)C(N)=O,1.2883126745087683,,1.0,3.0,4.0
923-02-4,C=C(C)C(=O)NCO,0.8697529821519431,,1.0,3.0,4.0
19243-95-9,C=C(C)C(=O)Nc1ccc(O)cc1,0.7968519086824827,,1.0,3.0,4.0
2164-09-2,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.8933672110798844,,1.0,3.0,4.0
79-41-4,C=C(C)C(=O)O,1.0903531574469123,,1.0,3.0,4.0
4513-53-5,C=C(C)C(=O)OCCC#N,1.721785990294218,,0.0,4.0,5.0
3683-12-3,C=C(C)C(=O)OCCc1ccccc1,,,0.0,4.0,5.0
2144-53-8,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,0.0,,5.0
30674-80-7,C=C(C)C(=O)OCCN=C=O,0.6353146252888628,,1.0,3.0,4.0
52628-03-2,C=C(C)C(=O)OCCO,1.6353927716116459,,0.0,4.0,5.0
1464-69-3,C=COCCOC(=O)C(=C)C,1.5801582457667651,,0.0,4.0,5.0
70293-55-9,C=C(C)C(=O)OCCOC(=O)c1ccc2c(c1)C(=O)OC2=O,,,0.0,3.0,5.0
1888-94-4,C=C(C)C(=O)OCCCl,0.12904333574228735,,1.0,2.0,3.0
96-05-9,C=CCOC(=O)C(=C)C,-0.2558064279140659,,1.0,2.0,3.0
2495-37-6,C=C(C)C(=O)OCc1ccccc1,1.3538401978503467,,0.0,3.0,5.0
23395-20-2,C=C(C)C(=O)OC[Si]12OCCN(CCO1)CCO2,1.4636305741414168,,0.0,4.0,5.0
1637-39-4,CC(=CCNc1ncnc2[nH]cnc12)CO,,,0.0,4.0,5.0
58458-52-9,CC(=Cc1ccccc1)CC(=O)NCCO,0.797295753516619,,1.0,3.0,4.0
58458-54-1,CC(=Cc1ccccc1)CC(=O)N(CCO)CCO,0.7555793753886468,,1.0,3.0,4.0
58458-56-3,CC(=Cc1ccccc1)CC(=O)N1CCOCC1,0.6102635033624056,,1.0,3.0,4.0
756-91-2,CC(=CC(O)(C(F)(F)F)C(F)(F)F)CC(O)(C(F)(F)F)C(F)(F)F,-1.3337248476241301,,1.0,1.0,2.0
50370-12-2,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,,,0.0,4.0,5.0
89-25-8,CC1=NN(c2ccccc2)C(=O)C1,1.0411131484583303,,1.0,3.0,4.0
119-17-5,CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=O)C1,,,0.0,3.0,5.0
123312-89-0,CC1=NNC(=O)N(N=Cc2cccnc2)C1,1.4184173831536233,,0.0,4.0,5.0
1071-73-4,CC(=O)CCCO,1.7970138851554853,,0.0,4.0,5.0
853-34-9,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0.34898596042697794,,1.0,3.0,4.0
5471-51-2,CC(=O)CCc1ccc(O)cc1,0.9051901989049573,,1.0,3.0,4.0
123-76-2,CC(=O)CCC(=O)O,1.2022796616967768,,1.0,3.0,4.0
2610-86-8,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-0.7255920149486312,,1.0,2.0,3.0
152-72-7,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,0.16193685170378838,,1.0,3.0,4.0
81-82-3,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,-0.2631713339456838,,1.0,2.0,3.0
53460-80-3,CC(=O)CC1OCC(CCl)O1,-0.17273668187378358,,1.0,2.0,3.0
102-01-2,CC(=O)CC(=O)Nc1ccccc1,1.1406950142603578,,0.0,3.0,5.0
93-70-9,CC(=O)CC(=O)Nc1ccccc1Cl,1.280767196213015,,0.0,3.0,5.0
33353-01-4,CC(=O)C[N+]1(CC(N)=O)C(=O)Sc2ccc(Cl)cc21,,,0.0,3.0,5.0
34580-66-0,CC(=O)COc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12,,,1.0,3.0,4.0
78-95-5,CC(=O)CCl,0.03374090623285056,,1.0,2.0,3.0
108-88-3,Cc1ccccc1,0.8390041943377308,,1.0,3.0,4.0
21173-27-3,Cc1ccc(CCOC(=O)c2cccnc2)cc1,1.1616527873428282,,0.0,3.0,5.0
72239-30-6,Cc1ccc(CNC2=NCCS2)cc1,-0.013498703547417201,,1.0,2.0,3.0
589-18-4,Cc1ccc(CO)cc1,1.504110697792509,,0.0,3.0,5.0
622-97-9,C=Cc1ccc(C)cc1,1.2806062354418781,,0.0,3.0,5.0
104-87-0,Cc1ccc(C=O)cc1,1.1243925929286185,,1.0,3.0,4.0
104-85-8,Cc1ccc(C#N)cc1,1.5110375965337788,,0.0,3.0,5.0
77054-11-6,Cc1ccc(C2CC(=O)C(C(=O)CCc3ccc4c(c3)OCO4)C(=O)C2)cc1,,,0.0,3.0,5.0
80834-73-7,Cc1ccc(C2=CCN(CCC(=O)c3ccc4c(c3)CCC(=O)N4)CC2)cc1,0.12553673733431644,,1.0,2.0,4.0
80834-70-4,Cc1ccc(C2=CCN(CC=Cc3ccc4c(c3)CCC(=O)N4)CC2)cc1,0.1444990160295978,,1.0,2.0,4.0
720-94-5,Cc1ccc(C(=O)CC(=O)C(F)(F)F)cc1,0.11504423529330855,,1.0,2.0,4.0
6138-79-0,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,0.4796116150919703,,1.0,3.0,4.0
134308-13-7,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,,,0.0,3.0,5.0
56461-34-8,Cc1ccc(C(=O)c2cccc3c2CCC3C(=O)O)cc1,-0.060268905967728985,,1.0,2.0,3.0
58955-82-1,Cc1ccc(C2=NCOCS2)cc1,,,1.0,3.0,4.0
63980-34-7,Cc1ccc(NCCCc2ccccc2)cc1,0.8512913292085386,,1.0,3.0,4.0
637-60-5,Cc1ccc(NN)cc1,0.3313331626198697,,1.0,2.0,3.0
622-58-2,Cc1ccc(N=C=O)cc1,1.0797788118809646,,1.0,3.0,4.0
1631-28-3,Cc1ccc(N2C(=O)C=CC2=O)cc1,0.5789571442400857,,1.0,3.0,4.0
99-99-0,Cc1ccc([N+](=O)[O-])cc1,1.1745960495657264,,0.0,3.0,5.0
26447-14-3,Cc1ccc(OCC2CC2)cc1,1.5008265967853136,,0.0,4.0,5.0
101-94-0,Cc1ccc(OC(=O)Cc2ccccc2)cc1,,,0.0,4.0,5.0
137927-72-1,Cc1ccc(Oc2cc(SCC(=O)NN)ncn2)cc1,0.19983899284643233,,1.0,2.0,4.0
614-34-6,Cc1ccc(OC(=O)c2ccccc2)cc1,1.0954178442088307,,0.0,3.0,5.0
607-88-5,Cc1ccc(OC(=O)c2ccccc2O)cc1,0.7555382742801627,,1.0,3.0,4.0
78-31-9,Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,,,0.0,4.0,5.0
72051-45-7,Cc1ccc(SCOC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,,,0.0,4.0,5.0
1424-48-2,Cc1ccc(S(=O)(=O)C=CC#N)cc1,0.8418595709131617,,1.0,3.0,4.0
70-55-3,Cc1ccc(S(N)(=O)=O)cc1,1.1337988918483854,,0.0,3.0,5.0
78521-39-8,Cc1ccc(S(=O)(=O)NCCCCCC(=O)O)cc1,,,0.0,3.0,5.0
123199-94-0,Cc1ccc(S(=O)(=O)NC(=O)NC(=O)C(Cl)(Cl)Cl)cc1,,,0.0,3.0,5.0
1156-19-0,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,,,0.0,4.0,5.0
21187-98-4,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,0.9673570675873373,,0.0,3.0,5.0
1576-35-8,Cc1ccc(S(=O)(=O)NN)cc1,0.18172280028529011,,1.0,2.0,3.0
127-65-1,Cc1ccc(S(=O)(=O)NCl)cc1,0.6576491093229119,,1.0,3.0,4.0
4083-64-1,Cc1ccc(S(=O)(=O)N=C=O)cc1,1.0541432248605955,,0.0,3.0,5.0
80-41-1,Cc1ccc(S(=O)(=O)OCCCl)cc1,0.32670885152872453,,1.0,2.0,4.0
6837-93-0,Cc1ccc(S(=O)(=O)Oc2cc(S(=O)(=O)O)cc3cc(S(=O)(=O)O)cc(N)c23)cc1,1.385372353845614,,0.0,4.0,5.0
106-43-4,Cc1ccc(Cl)cc1,1.2198336179542826,,0.0,3.0,5.0
108-89-4,Cc1ccncc1,0.6743677368708297,,1.0,2.0,4.0
569-65-3,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,0.650907944354294,,1.0,3.0,4.0
72619-36-4,Cc1ccc2c(c1)CC(=O)c1cc(CC(=O)O)ccc1O2,0.0625144140628543,,1.0,2.0,4.0
91-62-3,Cc1ccc2ncccc2c1,0.7471803309111242,,1.0,3.0,4.0
92-48-8,Cc1ccc2oc(=O)ccc2c1,1.0207226832629763,,1.0,3.0,4.0
98519-19-8,Cc1ccc2oc(C3(Cn4ccnc4)OCCO3)cc2c1,,,1.0,3.0,4.0
1711-06-4,Cc1cccc(C(=O)Cl)c1,1.3473601897317933,,0.0,3.0,5.0
108-44-1,Cc1cccc(N)c1,0.6231960202086251,,1.0,2.0,4.0
85-72-3,Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1,1.3114968065781483,,0.0,4.0,5.0
63-99-0,Cc1cccc(NC(N)=O)c1,0.9472366491584923,,1.0,3.0,4.0
621-29-4,Cc1cccc(N=C=O)c1,1.341933151014332,,0.0,3.0,5.0
104683-52-5,Cc1cccc(N2CCN(CCCCN3C(=O)CNC3=O)CC2)c1,0.06411667493751273,,1.0,2.0,4.0
80834-68-0,Cc1cccc(N2CCN(CC=Cc3ccc4c(c3)CCC(=O)N4Cc3ccccc3)CC2)c1,0.04420260777816352,,1.0,2.0,4.0
91-99-6,Cc1cccc(N(CCO)CCO)c1,1.2007439605108512,,0.0,3.0,5.0
29218-27-7,Cc1cccc(N2CC(CO)OC2=O)c1,0.771685557421358,,1.0,3.0,4.0
108-39-4,Cc1cccc(O)c1,0.34982900074082546,,1.0,2.0,3.0
88599-49-9,Cc1cccc(OC(=O)c2ccccc2OC(N)=O)c1,,,0.0,3.0,5.0
88599-68-2,Cc1cccc(OC(=O)c2ccc(Cl)cc2OC(N)=O)c1,,,0.0,3.0,5.0
122277-25-2,Cc1cccc(OC(=O)c2cc(Cl)ccc2OC(N)=O)c1,,,0.0,3.0,5.0
1596-09-4,Cc1ccc(O)c(C2CCCCC2)c1,0.9926669505866575,,1.0,3.0,4.0
57933-19-4,Cc1ccc2c(c1)C1CN(CCCC(=O)c3ccc(F)cc3)CCC1N2,0.3624548177054167,,1.0,3.0,4.0
16154-78-2,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,0.9591385291386242,,0.0,3.0,5.0
1147-41-7,Cc1ccc(C(=O)c2ccccc2)c(C(=O)O)c1,1.3675101694876326,,0.0,4.0,5.0
956317-36-5,Cc1ccc(-n2nccn2)c(C(=O)O)c1,,,0.0,3.0,5.0
122277-24-1,Cc1ccc(OC(N)=O)c(C(=O)Oc2ccccc2)c1,,,0.0,3.0,5.0
53988-10-6,Cc1ccc2[nH]c(=S)[nH]c2c1,0.3160184909461572,,1.0,2.0,4.0
399-77-9,Cc1ccc2nc(C(F)(F)F)[nH]c2c1,-0.5020432520568442,,1.0,2.0,3.0
1435-71-8,Cc1ccc(O)c(N=Nc2ccccc2[N+](=O)[O-])c1,,,0.0,3.0,5.0
5504-68-7,Cc1ccc2nc3c4cccc5cccc(c(=O)n3c2c1)c54,1.5234618569464362,,0.0,4.0,5.0
610-39-9,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0.6464801246422058,,1.0,3.0,4.0
119-33-5,Cc1ccc(O)c([N+](=O)[O-])c1,1.3412591425084268,,0.0,3.0,5.0
2445-83-2,Cc1ccc2ccc(=O)oc2c1,1.3751969981539238,,0.0,3.0,5.0
92-36-4,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,1.3712386542914208,,0.0,4.0,5.0
88-44-8,Cc1ccc(N)c(S(=O)(=O)O)c1,1.7958336208393675,,0.0,4.0,5.0
57524-15-9,Cc1ccc(NC2=NCCN2)c(Cl)c1,0.30169228245935636,,1.0,2.0,4.0
695-34-1,Cc1ccnc(N)c1,0.2670275665645631,,1.0,2.0,3.0
125055-80-3,Cc1ccn2c(=O)c(C(=O)NC3CCCC3)cnc2c1,,,1.0,2.0,3.0
108-99-6,Cc1cccnc1,0.6329750517126047,,1.0,2.0,4.0
1603-41-4,Cc1ccc(N)nc1,0.26702756656456306,,1.0,2.0,3.0
53179-13-8,Cc1ccc(=O)n(-c2ccccc2)c1,0.8445678202830571,,1.0,3.0,4.0
125055-79-0,Cc1ccc2ncc(C(=O)NC3CCCC3)c(=O)n2c1,,,1.0,2.0,3.0
82159-09-9,CC(=Cc1ccccc1)C=C1SC(=S)N(CC(=O)O)C1=O,-1.7800685601354906,,1.0,1.0,2.0
618-85-9,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.07406034107106632,,1.0,2.0,3.0
504-15-4,Cc1cc(O)cc(O)c1,0.832434204015387,,1.0,3.0,4.0
41621-49-2,Cc1cc(C2CCCCC2)n(O)c(=O)c1,1.0545251289897757,,0.0,3.0,5.0
182349-12-8,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,0.3809400779260565,,1.0,3.0,4.0
874-66-8,CC(C=O)=Cc1ccco1,1.0121103900022548,,1.0,3.0,4.0
27776-01-8,Cc1ccccc1Cc1ccccc1,1.218581653797766,,0.0,3.0,5.0
72239-32-8,Cc1ccccc1CNC1=NCCS1,-0.09968485116370045,,1.0,2.0,3.0
898566-17-1,Cc1ccc(I)cc1Cc1ccc(-c2ccc(F)cc2)s1,,,0.0,3.0,5.0
50454-68-7,Cc1cc(Cl)ccc1Cn1nc(C(=O)O)c2ccccc21,1.1238615755669867,,0.0,3.0,5.0
529-19-1,Cc1ccccc1C#N,1.4364039782368747,,0.0,3.0,5.0
73987-51-6,Cc1ccccc1C1OCC(O)CO1,1.2431626068759638,,0.0,3.0,5.0
90-12-0,Cc1cccc2ccccc12,1.111915172516247,,1.0,3.0,4.0
2853-69-2,Cc1ccccc1-c1nc2c(N)nc(N)nc2nc1N,0.8282800453775422,,1.0,3.0,4.0
7055-03-0,Cc1ccccc1C(=O)Nc1ccccc1,1.453325752069445,,0.0,4.0,5.0
71753-20-3,Cc1ccccc1C(=O)NC1=NCCS1,0.6169862553506718,,1.0,3.0,4.0
65871-41-2,Cc1ccccc1-c1nnc(NN)s1,-0.23526324431945153,,1.0,2.0,3.0
71077-34-4,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)cc2)cc1N,0.815039127572306,,0.0,3.0,5.0
95-80-7,Cc1ccc(N)cc1N,-0.22364526857941994,,1.0,2.0,3.0
99-55-8,Cc1ccc([N+](=O)[O-])cc1N,0.5766313726370695,,1.0,3.0,4.0
95-79-4,Cc1ccc(Cl)cc1N,0.5154516601605347,,1.0,2.0,4.0
136-80-1,Cc1ccccc1NCCO,1.1628450395643408,,0.0,3.0,5.0
93-69-6,Cc1ccccc1NC(=N)NC(=N)N,0.6215157938710663,,1.0,3.0,4.0
135-63-7,Cc1ccc(Cl)cc1NC(=O)c1cc2ccccc2cc1O,,,0.0,4.0,5.0
614-68-6,Cc1ccccc1N=C=O,1.0797788118809646,,1.0,3.0,4.0
131-79-3,Cc1ccccc1N=Nc1c(N)ccc2ccccc12,-0.3380046986740178,,1.0,2.0,3.0
584-84-9,Cc1ccc(N=C=O)cc1N=C=O,1.5224820711893432,,0.0,4.0,5.0
28005-74-5,Cc1ccccc1N(CCO)CCO,1.0518049474987847,,0.0,3.0,5.0
4067-01-0,Cc1ccccc1N1C(=O)C=CC1=O,0.12563880419304804,,1.0,2.0,3.0
6422-83-9,Cc1ccc(N2C(=O)C=CC2=O)cc1N1C(=O)C=CC1=O,0.9295695977463945,,0.0,3.0,5.0
96-98-0,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],,,0.0,3.0,5.0
119-32-4,Cc1ccc(N)cc1[N+](=O)[O-],1.6540435959458477,,0.0,4.0,5.0
121-14-2,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.1693588699225434,,1.0,2.0,3.0
95-48-7,Cc1ccccc1O,0.04879900507684426,,1.0,2.0,3.0
2835-95-2,Cc1ccc(N)cc1O,1.4658504522062226,,0.0,3.0,5.0
6775-25-3,Cc1ccccc1OCC(O)CN1CC=CCC1,0.13818807232468608,,1.0,2.0,4.0
59-47-2,Cc1ccccc1OCC(O)CO,0.5352863584011478,,1.0,3.0,4.0
6055-48-7,Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,0.2659688454869739,,1.0,3.0,4.0
2210-79-9,Cc1ccccc1OCC1CO1,1.2317742990413267,,0.0,3.0,5.0
55543-68-5,Cc1ccccc1OCC(=O)O,1.4326442128603813,,0.0,3.0,5.0
14491-59-9,Cc1ccccc1Oc1cccnn1,1.219946150286589,,0.0,3.0,5.0
88599-47-7,Cc1ccccc1OC(=O)c1ccccc1OC(N)=O,,,0.0,3.0,5.0
88599-48-8,Cc1ccccc1OC(=O)c1cc(Cl)ccc1OC(N)=O,,,0.0,3.0,5.0
88-19-7,Cc1ccccc1S(N)(=O)=O,1.1466542125339727,,0.0,3.0,5.0
95-49-8,Cc1ccccc1Cl,1.4886789302468624,,0.0,3.0,5.0
95-73-8,Cc1ccc(Cl)cc1Cl,1.1733017518104047,,0.0,3.0,5.0
7745-91-7,Cc1ccc(N)cc1Br,-0.014361837807298519,,1.0,2.0,3.0
90-33-5,Cc1cc(=O)oc2cc(O)ccc12,1.339526309975772,,0.0,3.0,5.0
4394-77-8,Cc1cc(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,-0.43187453258082253,,1.0,2.0,3.0
53083-96-8,Cc1cccc2c1C(=O)C(c1c(Cl)cccc1Cl)C2=O,0.1838583104666664,,1.0,2.0,4.0
2246-44-8,Cc1ccc2ccccc2c1N,0.5958949470435262,,1.0,3.0,4.0
4934-55-8,Cc1cc(C(=O)c2ccccc2)ccc1N,0.5202725417000581,,1.0,3.0,4.0
95-69-2,Cc1cc(Cl)ccc1N,0.873419347304821,,1.0,3.0,4.0
21787-81-5,Cc1cc(Cl)ccc1NC=O,0.5218250892915072,,1.0,3.0,4.0
83-34-1,Cc1c[nH]c2ccccc12,1.419958089909798,,0.0,3.0,5.0
54935-04-5,Cc1cccc2c1NC(=O)C2(c1ccc(OS(=O)(=O)O)cc1)c1ccc(OS(=O)(=O)O)cc1,,,0.0,3.0,5.0
24283-57-6,Cc1cc(F)ccc1NC(=O)c1cc(Cl)cc(-c2ccc(Cl)cc2)c1O,0.8083408256220698,,0.0,3.0,5.0
64036-72-2,Cc1cccc2sc(N)nc12,0.48350957823992097,,1.0,2.0,4.0
619-15-8,Cc1cc([N+](=O)[O-])ccc1[N+](=O)[O-],0.4530971330140779,,1.0,3.0,4.0
2581-34-2,Cc1cc(O)ccc1[N+](=O)[O-],0.8941011111662076,,1.0,3.0,4.0
89427-10-1,Cc1ccc2[nH]c(C(F)(F)F)nc2c1[N+](=O)[O-],-1.5000358486373635,,1.0,1.0,2.0
83-40-9,Cc1cccc(C(=O)O)c1O,0.4660909086798387,,1.0,2.0,4.0
74697-60-2,Cc1cc(C2(c3ccc(O)cc3)NC(=O)NC2=O)ccc1O,,,0.0,4.0,5.0
1570-64-5,Cc1cc(Cl)ccc1O,0.9214731214298131,,1.0,3.0,4.0
174063-87-7,C=CC(=O)OCCCOc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OCCCOC(=O)C=C)cc3)c(C)c2)cc1,,,0.0,3.0,5.0
17514-68-0,Cc1csc2c(Cl)cccc12,0.2154421387024077,,1.0,2.0,4.0
